"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"
15825	24348	"Lake Racou"	42.55417	2.00833	12.5	"AWI"	12.5	26	663.5	258.5	2.51572327044025	0	0.377358490566038	0.125786163522013	0.125786163522013	0	0.628930817610063	0	1.88679245283019	0	0	0.125786163522013	0	0	0	0	0	0	0.754716981132076	0	0	0	0	0	0	0	0.50314465408805	0	0.125786163522013	0	0	0	0	0	0	0.125786163522013	0	0	0	0.754716981132076	0	0	0	0	88.3018867924528	0	0	0	0	0	2.26415094339623	0.754716981132076	0	0	0	0	0	0.377358490566038	0.125786163522013	0	0	0.125786163522013	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	17.5	"AWI"	17.5	82.5	788.5	409	1.53374233128834	0	0.153374233128834	0.306748466257669	0	0	3.06748466257669	0	0.766871165644172	0	0	0	0	0	0	0	0	0	0.460122699386503	0	0	0	0	0	0	0	0.460122699386503	0	0	0	0	0	0	0	0.153374233128834	0	0	0.153374233128834	0	0.153374233128834	0	0.153374233128834	0	0	89.1104294478528	0	0	0	0	0	1.68711656441718	1.38036809815951	0	0	0	0	0	0	0.153374233128834	0	0.153374233128834	0	0	0	0	0.153374233128834
15825	24348	"Lake Racou"	42.55417	2.00833	27.5	"AWI"	27.5	303	994	699	1.53417015341702	0	0	0	0.139470013947001	0	1.25523012552301	0	1.39470013947001	0	0	0.139470013947001	0	0	0	0	0	0	0.418410041841004	0	0	0	0	0	0	0	1.11576011157601	0	0	0	0	0	0	0	0.278940027894003	0	0	0	0	0.278940027894003	0	0	0	0	89.5397489539749	0	0	0	0	0	1.53417015341702	1.67364016736402	0	0	0	0	0	0.139470013947001	0	0	0	0.139470013947001	0	0	0	0.418410041841004
15825	24348	"Lake Racou"	42.55417	2.00833	32.5	"AWI"	32.5	477	1087	827	1.5625	0	0	0	0.284090909090909	0	1.98863636363636	0	1.27840909090909	0	0	0	0	0	0	0	0	0	0.284090909090909	0	0	0	0	0	0	0	1.27840909090909	0	0	0	0	0	0	0	0	0	0	0	0	0.426136363636364	0	0	0	0	88.2102272727273	0	0	0	0	0	2.55681818181818	0.994318181818182	0	0	0	0	0	0.426136363636364	0.142045454545455	0	0.142045454545455	0.142045454545455	0	0.142045454545455	0	0.142045454545455
15825	24348	"Lake Racou"	42.55417	2.00833	42.5	"AWI"	42.5	897.5	1221	1067	2.2887323943662	0	0.176056338028169	0	0	0	1.05633802816901	0	2.64084507042254	0	0	0	0.176056338028169	0	0	0	0	0	0.528169014084507	0	0	0	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	0.176056338028169	0	0	0	0	0.176056338028169	0	0	0	0	84.1549295774648	0.176056338028169	0	0	0	0	3.16901408450704	2.46478873239437	0	0	0	0	0	0.352112676056338	0.176056338028169	0	0	0	0	0	0	0.176056338028169
15825	24348	"Lake Racou"	42.55417	2.00833	47.5	"AWI"	47.5	1001	1339.5	1164	3.46666666666667	0	0.533333333333333	0.533333333333333	0	0	0.533333333333333	0	1.06666666666667	0	0	0	0	0	0	0	0	0	0.533333333333333	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0.266666666666667	0	0	0	0	0.266666666666667	0	0	0	0	87.7333333333333	0	0	0	0	0	3.2	0.266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667
15825	24348	"Lake Racou"	42.55417	2.00833	52.5	"AWI"	52.5	1049	1491	1247.5	2.60303687635575	0	0	0	0	0	0.650759219088937	0	2.16919739696312	0	0	0.216919739696312	0	0	0	0	0	0	0.650759219088937	0	0	0	0	0	0	0	2.81995661605206	0	0	0	0	0	0	0	0.216919739696312	0	0	0	0	0.216919739696312	0	0	0	0	84.8156182212581	0	0	0	0	0	3.470715835141	1.30151843817787	0	0	0	0	0	0.433839479392625	0.216919739696312	0	0	0	0	0	0	0.216919739696312
15825	24348	"Lake Racou"	42.55417	2.00833	57.5	"AWI"	57.5	1089.5	1617.5	1321	2.64150943396226	0	0	0.377358490566038	0	0	1.13207547169811	0	1.88679245283019	0	0	0.377358490566038	0	0	0	0	0	0	0.754716981132076	0	0	0	0	0	0	0	0.754716981132076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.0188679245283	0	0	0	0	0	7.16981132075472	1.88679245283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	62.5	"AWI"	62.5	1148.5	1725	1395.5	3.51922035733622	0.0541418516513265	0.270709258256632	0.162425554953979	0.162425554953979	0	0.162425554953979	0	0.812127774769897	0	0	0	0	0	0	0	0	0	0.92041147807255	0	0	0	0	0.378992961559285	0	0	2.00324851109908	0	0.0541418516513265	0	0	0	0.757985923118571	0	0	0.216567406605306	0	0	0	0	0	0.216567406605306	0	0	81.7000541418517	0	1.19112073632918	1.67839740119112	0	0	3.03194369247428	2.27395776935571	0	0	0	0	0	0.162425554953979	0	0	0	0	0.162425554953979	0	0	0.108283703302653
15825	24348	"Lake Racou"	42.55417	2.00833	67.5	"AWI"	67.5	1204	1825.5	1477.5	2.02578268876611	0	0.920810313075507	0	0	0	0.920810313075507	0	1.10497237569061	0	0	0	0	0	0	0	0	0	1.10497237569061	0	0	0	0	0	0	0	1.47329650092081	0	0	0	0	0	0	0	0	0	0	0	0	0.368324125230203	0	0	0	0	87.8453038674033	0.184162062615101	0	0	0	0	2.57826887661142	1.28913443830571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184162062615101
