"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Ericales"	"Fraxinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26145	45387	"Viitna Linajärv"	59.45139	26.01389	0	"AWI"	0	-151	15	-60	9.16230366492147	0	0	0	0	29.3193717277487	0.261780104712042	0	0	0	0	12.565445026178	46.5968586387435	0	1.04712041884817	0	0	0	0	0	0.785340314136126	0.261780104712042
26145	45387	"Viitna Linajärv"	59.45139	26.01389	10	"AWI"	10	-117	78	-24	5.30451866404715	0	0	0.392927308447937	0	15.9135559921415	0	0.196463654223969	0	0.392927308447937	0	8.44793713163065	68.565815324165	0	0.589390962671906	0	0	0	0.196463654223969	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	30	"AWI"	30	-87	287	39	4.37375745526839	0.198807157057654	0	0.198807157057654	0	8.54870775347912	0	0	0.198807157057654	0	0	10.934393638171	74.7514910536779	0	0	0	0.397614314115308	0	0.198807157057654	0	0.198807157057654	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	50	"AWI"	50	-34	386	124	8.64440078585462	0	0	0.589390962671906	0	20.6286836935167	0	0	0.392927308447937	0	0	11.3948919449902	56.5815324165029	0	1.17878192534381	0	0.392927308447937	0	0	0	0.196463654223969	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	60	"AWI"	60	-22	464	163	8.203125	0	0	0	0	14.453125	0	0	0.1953125	0.9765625	0	12.109375	62.3046875	0.1953125	1.171875	0	0.1953125	0	0	0	0.1953125	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	80	"AWI"	80	37	555	247	10.2362204724409	0.393700787401575	0	0	0	12.007874015748	0	0	0	0	0	8.07086614173228	67.9133858267717	0.196850393700787	0.984251968503937	0	0.196850393700787	0	0	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	93	"AWI"	93	66	638	297	11.2781954887218	0.37593984962406	0	0.56390977443609	0	19.5488721804511	0	0.18796992481203	0.18796992481203	1.8796992481203	0	11.2781954887218	50	0	2.81954887218045	0	0.37593984962406	0	0	0.18796992481203	1.31578947368421	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	100	"AWI"	100	97	658	328	4.7713717693837	0	0	0	0	7.95228628230616	0	0	0	0	0	4.57256461232604	81.9085487077535	0	0.596421471172962	0	0	0	0	0	0.198807157057654	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	110	"AWI"	110	128	700	369	8.61423220973783	0.749063670411985	0	0.374531835205993	0	21.1610486891386	0	0	0.749063670411985	3.93258426966292	0	8.05243445692884	53.3707865168539	0	1.12359550561798	0	1.12359550561798	0	0	0.187265917602996	0.561797752808989	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	136	"AWI"	136	215	827	473	10.2161100196464	0	0	0.785854616895874	0	18.0746561886051	0	0	1.37524557956778	2.16110019646365	0	8.25147347740668	57.3673870333988	0	0	0	0.982318271119843	0	0	0	0.785854616895874	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	160	"AWI"	160	291	954	566	7.94573643410853	0.193798449612403	0	0.581395348837209	0	18.4108527131783	0	0	0.387596899224806	2.32558139534884	0	8.72093023255814	60.4651162790698	0	0	0	0.193798449612403	0	0	0	0.775193798449612	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	180	"AWI"	180	365	1025	643	10.6666666666667	0.571428571428571	0.571428571428571	0.571428571428571	0	20.3809523809524	0	0	0.761904761904762	2.0952380952381	0	6.09523809523809	56.3809523809524	0	0.952380952380952	0	0.19047619047619	0	0	0	0.761904761904762	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	200	"AWI"	200	474	1104	720	10.5882352941176	0	0	0.196078431372549	0	18.2352941176471	0	0	0	1.37254901960784	0	4.31372549019608	63.7254901960784	0	0.392156862745098	0	0.588235294117647	0	0	0	0.588235294117647	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	220	"AWI"	220	574	1194	800	9.71428571428571	0.19047619047619	0.380952380952381	0.19047619047619	0	20.5714285714286	0	0	0	3.04761904761905	0	4.76190476190476	58.6666666666667	0	0.952380952380952	0	0.952380952380952	0	0	0	0.571428571428571	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	240	"AWI"	240	719	1281	889	10.4743083003953	0	0.395256916996047	0	0	38.3399209486166	0	0	0.197628458498024	0.790513833992095	0	6.71936758893281	41.501976284585	0	0	0	1.18577075098814	0	0	0	0.395256916996047	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	310	"AWI"	310	1247	3302	2118	17.3489278752437	0	0.389863547758285	0	0	22.4171539961014	0	0	0.779727095516569	2.14424951267056	0	8.57699805068226	45.4191033138402	0	0	0	0.779727095516569	0	0	0	1.75438596491228	0.389863547758285
26145	45387	"Viitna Linajärv"	59.45139	26.01389	330	"AWI"	330	1581	3559	2516	12.9482071713147	0	0	0	0	24.9003984063745	0	0	0.597609561752988	0.398406374501992	0	12.7490039840637	42.4302788844622	0	0	0	1.59362549800797	0	0	0	1.39442231075697	2.98804780876494
26145	45387	"Viitna Linajärv"	59.45139	26.01389	350	"AWI"	350	1873	3882	2900	12.9740518962076	0	0	0	0	20.3592814371257	0	0	0.199600798403194	0	0	14.3712574850299	48.502994011976	0	0	0.598802395209581	1.19760479041916	0	0	0.199600798403194	0	1.59680638722555
26145	45387	"Viitna Linajärv"	59.45139	26.01389	370	"AWI"	370	2159	4192	3312	23.6	0	0	0	0	20.4	0	0	1.2	0	0	16.4	31.4	0	0	0	1.6	0	0	0	3.2	2.2
26145	45387	"Viitna Linajärv"	59.45139	26.01389	390	"AWI"	390	2586	4383	3694	20.6	0	0	0	0	20.6	0	0	2.8	0	0	13.2	31.8	0	0	0	2.8	0	0	0	5.6	2.6
