"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Calceolariaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Portulacaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
11581	17342	"Cuckoo"	52.0025	-9.5425	245	"AWI"	245	1435	2166	1791	0.819672131147541	0	0	12.2950819672131	0	0	0	0.819672131147541	0	0	17.2131147540984	0	0	0	0	0	0	11.4754098360656	10.655737704918	0	0	0	0	1.63934426229508	0	0	0	3.27868852459016	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37704918032787	0	0	0	0	0	0	13.1147540983607	0	0	0	4.91803278688525	0	0	0	0	14.7540983606557	1.63934426229508	0
11581	17342	"Cuckoo"	52.0025	-9.5425	249	"AWI"	249	1448	2200	1807	0.884955752212389	0	0	12.3893805309735	0	0	0	0.884955752212389	0	0	36.283185840708	0	0	0	0	0	0	12.3893805309735	0	0	0	0	0	1.76991150442478	0	0	0	2.65486725663717	0	1.76991150442478	0	0	0	0	0	0	0	0	0	1.76991150442478	0	6.19469026548673	0	0	0	0	0	0	10.6194690265487	0	0	0	0.884955752212389	0	0	0	0	11.5044247787611	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	253	"AWI"	253	1452	2228	1823	0.72992700729927	0	0	10.9489051094891	0	0	0.72992700729927	0	0	0	31.3868613138686	0	0	0	0	0	0	13.8686131386861	0	0	24.0875912408759	0	0	0.72992700729927	0	0	0	0.72992700729927	0	0	0	0	0	0	0	0	0	0	0	1.45985401459854	0	1.45985401459854	0	0	0	0	0	0	8.02919708029197	0	0.72992700729927	0	0.72992700729927	0	0.72992700729927	0	0	3.64963503649635	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	257	"AWI"	257	1477	2240	1840	0	0	1.63934426229508	11.4754098360656	0	0	0	0	0	0	43.4426229508197	0	0	0	0	0	0	13.9344262295082	0	0	0	0	0	4.91803278688525	0	0	0	1.63934426229508	0	0	0	0.819672131147541	0	0	0	0	0	0	0	0	0	3.27868852459016	0	0	0	0	0	0	13.1147540983607	0	0	0	1.63934426229508	0	0	0	0	4.0983606557377	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	261	"AWI"	261	1504	2251	1856	0	1.8018018018018	0	10.8108108108108	0	0	0.900900900900901	0	0	0	49.5495495495495	0	0	0	0	0	0	10.8108108108108	0	0	0	0.900900900900901	0	5.40540540540541	0.900900900900901	0	0	1.8018018018018	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8018018018018	0	0	0	0	0	0	9.90990990990991	0	0	0	1.8018018018018	0	0	0	0	3.6036036036036	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	265	"AWI"	265	1528	2264	1871	0	0	0	9.73451327433628	0	0	0.884955752212389	0.884955752212389	0	0	60.1769911504425	0	0	0	0	0	0.884955752212389	4.42477876106195	0	0	0	0	0	0.884955752212389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65486725663717	0	0	0	0	0	0	12.3893805309735	0	0	0	3.53982300884956	0	0	0	0	3.53982300884956	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	269	"AWI"	269	1538	2279	1886	0	0	0	10.4347826086957	0	0	1.73913043478261	0	0	0	55.6521739130435	0	0	0	0	0	0	6.95652173913043	4.34782608695652	0	0	0	0	0.869565217391304	0.869565217391304	0	0.869565217391304	2.60869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73913043478261	0	0	0	0	0	0	3.47826086956522	0	0	0	4.34782608695652	0	0	0	0	6.08695652173913	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	273	"AWI"	273	1547	2298	1900	0	0	0	3.41880341880342	0	0	2.56410256410256	0	0	0	51.2820512820513	0	0	0	0	0	0	23.9316239316239	0	0	0	0	0	0.854700854700855	3.41880341880342	0	0	1.70940170940171	0	0	0	0.854700854700855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54700854700855	0	0	0	1.70940170940171	0	0	0	0	1.70940170940171	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	277	"AWI"	277	1562	2321	1915	0	0	0	2.51256281407035	0	0	0	0	0	0	26.1306532663317	0	0	0	0	0	0	13.5678391959799	0	0	0	0	0	1.00502512562814	0	0	0.50251256281407	1.50753768844221	0	0	0	0.50251256281407	0	0	0	0	5.0251256281407	0	0	0	0	1.50753768844221	5.0251256281407	0	15.0753768844221	0	0	0.50251256281407	11.5577889447236	0	0	2.51256281407035	0	0	0.50251256281407	0.50251256281407	0	11.0552763819095	1.00502512562814	0
11581	17342	"Cuckoo"	52.0025	-9.5425	281	"AWI"	281	1570	2345	1932	0	0	0	6.06060606060606	0	0	0	0.505050505050505	0	0	32.3232323232323	0	0	0	0	0	0	12.6262626262626	0	1.01010101010101	26.2626262626263	0	0	1.01010101010101	0	0	0	3.03030303030303	0	0	0	0	0	0	0	0	6.06060606060606	0	0	0	0	0	0	0	0	0	0	0	3.03030303030303	0	0.505050505050505	0	0	0	0	0	0	7.57575757575758	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	285	"AWI"	285	1587	2361	1948	0	1.17647058823529	0	7.05882352941176	0	0	0	0	0	0	33.5294117647059	0	0	0	0	0	1.17647058823529	14.1176470588235	0	1.76470588235294	0	0	0	1.17647058823529	0	0	0	2.94117647058824	0	0	0	0	0	0	0.588235294117647	0	4.70588235294118	0	0	0	0	0	0	0	0	0	0	0	18.8235294117647	0	0	0	0	0	0	0	0	12.9411764705882	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	289	"AWI"	289	1599	2373	1961	0	1.32450331125828	1.32450331125828	9.93377483443709	0	0	0	0	0	0	20.5298013245033	0	0	0	0	0	0	23.1788079470199	0	0	17.8807947019868	0	0	1.98675496688742	0	0	0	1.98675496688742	0	0	0.662251655629139	0	0	0	0	0	0	0	1.32450331125828	0	0	3.3112582781457	0	0	0	0	0	0	11.2582781456954	0.662251655629139	0	0	0	0	0	0	0	4.63576158940397	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	293	"AWI"	293	1623	2397	1979	0	0	0	10.655737704918	0	0	1.63934426229508	0	0	0	43.4426229508197	0	0	0	0	0	0	16.3934426229508	0	0	0	0	0	0	2.45901639344262	0	0.819672131147541	2.45901639344262	0	0	0	1.63934426229508	0	0	0	0	0	0	0	0	0	0.819672131147541	0	0	0	0	0	0	10.655737704918	0	0	0	4.0983606557377	0	1.63934426229508	0	0	3.27868852459016	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	297	"AWI"	297	1657	2413	1995	0	0	0	7.82608695652174	0	0	0	0	0	0	46.9565217391304	0	0	0	0	0	0	19.1304347826087	0	0	0	0	0	0	1.73913043478261	0	0	3.47826086956522	0	0	0	1.73913043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0434782608696	0	1.73913043478261	0	0.869565217391304	0	0	0	0	3.47826086956522	0	0
