"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"
9818	14525	"Lough Clevala"	54.04022	-9.435136	5	"AWI"	5	-127	67	-27	11.2554112554113	0	0.216450216450216	0.216450216450216	0.216450216450216	0	14.7186147186147	0	0.216450216450216	0	0	18.8311688311688	6.06060606060606	0	0	0.216450216450216	1.2987012987013	2.81385281385281	0	0	7.14285714285714	0	0	23.8095238095238	0	0	4.54545454545455	0	4.76190476190476	0	0	3.03030303030303	0	0	0	0.649350649350649	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	35	"AWI"	35	-31	407	129	11.1888111888112	0	0.233100233100233	0.699300699300699	0	0	11.4219114219114	0	0.466200466200466	0	0	25.6410256410256	6.99300699300699	0	0	0	0.466200466200466	0.932400932400932	0	0	4.42890442890443	0	0	27.039627039627	0	0	3.4965034965035	0.233100233100233	4.1958041958042	0	0.466200466200466	1.63170163170163	0	0	0	0.233100233100233	0.233100233100233
9818	14525	"Lough Clevala"	54.04022	-9.435136	65	"AWI"	65	74	656	300	7.63358778625954	0	0	0.254452926208651	0	0	10.941475826972	0	0.508905852417303	0	0	28.7531806615776	7.12468193384224	0	0	0.254452926208651	0	2.29007633587786	0	0	5.08905852417303	0	0	22.9007633587786	0	0	7.63358778625954	0	2.79898218829517	0	0.508905852417303	3.30788804071247	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	95	"AWI"	95	198	860	472	10.8294930875576	0	0.230414746543779	0.921658986175115	0	0	14.5161290322581	0	0	0	0	27.1889400921659	8.06451612903226	0	0	0.921658986175115	0.921658986175115	1.61290322580645	0	0	3.68663594470046	0	0	22.5806451612903	0	0	3.91705069124424	0	2.76497695852535	0	0.460829493087558	1.38248847926267	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	125	"AWI"	125	327	1061	643	8.12182741116751	0	0.253807106598985	0	0	0	11.4213197969543	0.253807106598985	0	0	0	26.3959390862944	8.12182741116751	0	0	0.50761421319797	0.253807106598985	1.52284263959391	0	0	4.82233502538071	0	0	28.1725888324873	0	0	4.31472081218274	0	2.28426395939086	0.253807106598985	0	2.79187817258883	0	0	0	0.50761421319797	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	155	"AWI"	155	472	1261	812	10.0515463917526	0	0	0.515463917525773	0.257731958762887	0	7.47422680412371	0	0	0	0	22.4226804123711	10.5670103092784	0	0	0.257731958762887	0	2.06185567010309	0	0	4.38144329896907	0	0	30.6701030927835	0	0	5.67010309278351	0	3.8659793814433	0	0	1.28865979381443	0	0.257731958762887	0	0.257731958762887	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	185	"AWI"	185	615	1433	987	8.17757009345794	0	0	0.467289719626168	0.233644859813084	0	10.5140186915888	0	0.467289719626168	0	0	21.7289719626168	10.0467289719626	0	0	0.934579439252336	0.700934579439252	2.10280373831776	0	0	2.33644859813084	0	0	33.1775700934579	0	0	4.67289719626168	0	2.57009345794392	0	0	1.63551401869159	0	0	0	0.233644859813084	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	215	"AWI"	215	765	1615	1159	8.17438692098093	0	0	0.544959128065395	0	0	7.62942779291553	0	0.272479564032698	0	0	23.7057220708447	10.8991825613079	0	0	2.17983651226158	0.272479564032698	2.45231607629428	0	0	1.63487738419619	0	0	28.0653950953678	0	0	6.26702997275204	0	3.81471389645777	0	0.544959128065395	1.63487738419619	0	0	0	1.90735694822888	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	245	"AWI"	245	941	1806	1333	6.25	0	0.297619047619048	0.297619047619048	0	0	12.202380952381	0	0	0	0	15.4761904761905	13.6904761904762	0	0	1.48809523809524	0.297619047619048	0.892857142857143	0	0	1.48809523809524	2.38095238095238	0	29.7619047619048	0	0	5.65476190476191	0	3.86904761904762	0	0.892857142857143	4.46428571428571	0	0.297619047619048	0	0.297619047619048	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	275	"AWI"	275	1111	1982	1500	10.5386416861827	0	0	0	0	0	10.5386416861827	0	0.234192037470726	0.234192037470726	0	21.7798594847775	9.60187353629976	0	0	0.468384074941452	0.468384074941452	1.40515222482436	0	0	2.81030444964871	0	0	30.2107728337237	0	0	4.68384074941452	0	3.74707259953162	0	0.468384074941452	2.81030444964871	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	305	"AWI"	305	1298	2170	1672	11.5062761506276	0	0	0.209205020920502	0	0	13.5983263598326	0	0.209205020920502	0	0	27.6150627615063	10.2510460251046	0	0	0.836820083682008	0.627615062761506	0.627615062761506	0	0	2.09205020920502	0	0	21.3389121338912	0	0	5.85774058577406	0	1.46443514644351	0.209205020920502	0.209205020920502	3.34728033472803	0	0	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	335	"AWI"	335	1475	2370	1838	11.5384615384615	0	0	0.591715976331361	0	0	20.414201183432	0	0.29585798816568	0	0	20.414201183432	6.80473372781065	0	0	0.591715976331361	1.77514792899408	1.18343195266272	0	0	1.4792899408284	0	0	19.8224852071006	0	0	9.76331360946746	0	0	0	0	4.14201183431953	0	0.591715976331361	0	0.591715976331361	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	365	"AWI"	365	1690	2565	2001	9.5049504950495	0	0	0.198019801980198	0	0	20	0	0.198019801980198	0	0	24.950495049505	6.33663366336634	0	0	1.78217821782178	0.594059405940594	1.38613861386139	0	0	0.99009900990099	0	0	13.6633663366337	0	0	12.6732673267327	0	1.18811881188119	0.198019801980198	0	5.34653465346535	0	0.594059405940594	0	0.396039603960396	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	395	"AWI"	395	1954	2689	2186	4.26008968609865	0	0.224215246636771	0.224215246636771	0	0	29.5964125560538	0	0.224215246636771	0	0	28.6995515695067	5.60538116591928	0	0	2.91479820627803	0.896860986547085	0.448430493273543	0	0	2.01793721973094	0	0	9.19282511210762	0	0	7.39910313901345	0	0	0	0	4.7085201793722	0	1.34529147982063	0	2.24215246636771	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	425	"AWI"	425	2169	3251	2511	6.36792452830189	0	0	0.471698113207547	0	0	7.78301886792453	0	0	0	0	26.4150943396226	10.6132075471698	0	0	4.4811320754717	0.235849056603774	1.88679245283019	0	0	4.4811320754717	0	0	22.4056603773585	0	0	9.66981132075472	0	0	0	0	3.30188679245283	0	1.65094339622642	0	0.235849056603774	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	455	"AWI"	455	2397	3804	2919	5.77889447236181	0	0.251256281407035	0.50251256281407	0	0	9.54773869346734	0	0	0	0	18.8442211055276	8.29145728643216	0	0	2.01005025125628	0.251256281407035	1.75879396984925	0	0	2.51256281407035	0	0	38.4422110552764	0	0.251256281407035	5.0251256281407	0	2.01005025125628	0.251256281407035	0	3.01507537688442	0	1.25628140703518	0	0	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	485	"AWI"	485	2654	4330	3318	10.8695652173913	0	0	1.08695652173913	0	0	11.6847826086957	0	0.271739130434783	0	0	26.3586956521739	6.79347826086956	0	0	0.543478260869565	0	2.71739130434783	0	0	5.43478260869565	0	0	24.7282608695652	0	0	6.25	0	0.815217391304348	0	0	1.6304347826087	0	0.271739130434783	0	0.543478260869565	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	515	"AWI"	515	2979	4772	3728	16.0356347438753	0	0	0.44543429844098	0	0	18.9309576837416	0	0	0	0	23.8307349665924	5.12249443207127	0	0	1.11358574610245	0.66815144766147	0.66815144766147	0	0	1.78173719376392	0	0	17.1492204899777	0	0	7.57238307349666	0	0	0	0.22271714922049	5.12249443207127	0	0.89086859688196	0	0.44543429844098	0
9818	14525	"Lough Clevala"	54.04022	-9.435136	545	"AWI"	545	3329	5156	4123	11.9897959183673	0	0	0.510204081632653	0	0	20.4081632653061	0.255102040816327	0	0	0	27.5510204081633	5.61224489795918	0	0	3.06122448979592	0.510204081632653	3.31632653061224	0	0	1.78571428571429	0	0	12.7551020408163	0	0	5.86734693877551	0	1.53061224489796	0	0.255102040816327	3.8265306122449	0	0.255102040816327	0.255102040816327	0.255102040816327	0
