"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
3445	4461	"Saint-Thomas"	47.26861	-1.75	345	"AWI"	345	4985	6147	5455	0	0	210	1	0	1	1	0	4	0	0	0	0	0	0	0	15	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	56	0	0	0	0	0	0	25	1	0	0	0	15	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	350	"AWI"	350	5019	6192	5510	0	0	184	1	0	4	0	0	5	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	51	0	0	0	0	0	0	11	0	0	0	0	9	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	355	"AWI"	355	5050	6262	5560	0	1	196	0	0	2	0	0	2	0	0	0	0	0	0	0	21	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	53	1	0	0	0	0	0	2	0	0	0	0	11	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	362	"AWI"	362	5095	6357	5633	0	1	235	2	2	2	0	0	2	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51	0	0	0	0	0	0	2	0	0	0	0	6	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	365	"AWI"	365	5107	6405	5665	0	0	205	0	1	1	0	0	3	0	0	0	0	0	0	0	8	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	57	1	0	0	0	0	0	6	1	0	0	0	10	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	370	"AWI"	370	5129	6514	5717	0	0	190	2	0	2	0	0	2	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	62	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	375	"AWI"	375	5185	6554	5767	0	0	167	2	0	7	0	0	3	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	380	"AWI"	380	5234	6590	5821	0	0	144	0	1	9	0	0	2	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	11	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	385	"AWI"	385	5272	6643	5872	0	0	287	1	1	2	1	0	2	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	24	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	390	"AWI"	390	5313	6693	5929	0	0	273	1	1	2	2	0	2	0	0	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	395	"AWI"	395	5339	6754	5981	0	1	259	1	0	2	0	0	2	1	0	0	0	0	1	0	18	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	39	2	0	0	0	0	0	0	1	0	0	0	8	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	400	"AWI"	400	5371	6824	6033	0	0	307	2	1	2	1	0	1	0	0	0	0	0	0	0	19	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	6	0	0	48	3	0	0	0	0	0	0	0	0	0	0	6	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	405	"AWI"	405	5407	6895	6083	0	1	252	1	0	2	0	0	1	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	67	1	0	0	0	0	0	0	1	0	0	0	11	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	410	"AWI"	410	5473	6929	6133	0	0	262	1	0	2	1	0	2	0	0	0	0	0	0	0	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0	26	1	0	0	0	0	0	1	0	0	0	0	10	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	415	"AWI"	415	5526	6968	6190	0	1	336	2	0	2	0	0	1	0	0	0	0	0	0	0	17	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	41	1	0	0	0	0	0	2	0	0	0	0	7	3	0	2
3445	4461	"Saint-Thomas"	47.26861	-1.75	420	"AWI"	420	5572	7009	6245	0	0	285	1	0	2	1	0	2	0	0	0	0	0	0	0	50	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	15	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2
3445	4461	"Saint-Thomas"	47.26861	-1.75	425	"AWI"	425	5609	7061	6297	0	0	301	1	0	3	0	0	1	0	0	0	0	0	0	0	14	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	430	"AWI"	430	5641	7124	6353	0	0	277	1	0	2	1	0	2	0	0	0	0	0	0	0	37	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	29	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1
3445	4461	"Saint-Thomas"	47.26861	-1.75	435	"AWI"	435	5673	7185	6405	0	0	173	1	1	2	1	0	3	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	93	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	440	"AWI"	440	5730	7239	6457	0	0	225	0	0	0	0	0	2	0	0	0	0	0	0	0	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	445	"AWI"	445	5812	7283	6512	0	0	231	2	0	1	0	0	2	0	0	0	0	0	0	0	16	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	450	"AWI"	450	5885	7338	6567	0	0	202	1	0	1	1	0	3	0	0	0	0	0	0	0	21	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	66	2	0	0	0	0	0	1	0	0	0	0	4	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	455	"AWI"	455	5941	7400	6619	0	0	146	2	0	1	0	0	2	0	0	0	0	0	0	0	23	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	90	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	460	"AWI"	460	5986	7472	6673	0	0	167	2	0	2	0	0	1	0	0	1	0	0	1	0	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	93	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	462	"AWI"	462	6003	7497	6694	0	0	172	1	0	0	2	0	2	0	0	0	0	0	1	0	24	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	4	0	0	85	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	465	"AWI"	465	6028	7546	6726	0	0	207	2	0	2	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	467	"AWI"	467	6040	7582	6746	0	0	234	1	0	2	0	0	3	0	0	0	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	11	0	0	75	1	0	0	0	1	0	0	0	0	0	0	5	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	470	"AWI"	470	6056	7632	6780	0	1	178	5	0	1	0	0	1	0	0	0	0	0	1	0	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	127	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	472	"AWI"	472	6077	7671	6804	0	0	134	1	1	0	1	0	2	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	475	"AWI"	475	6116	7732	6848	0	0	160	6	0	1	0	0	1	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	134	0	0	0	0	0	0	1	0	0	0	0	10	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	477	"AWI"	477	6138	7778	6876	0	0	146	2	0	1	0	0	0	0	0	0	0	0	1	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	149	1	0	0	0	0	0	0	0	0	0	0	15	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	485	"AWI"	485	6203	7950	6989	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	490	"AWI"	490	6252	8081	7065	0	0	115	0	0	2	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	121	1	0	0	0	0	0	0	0	0	0	0	17	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	495	"AWI"	495	6274	8253	7135	0	0	89	1	0	0	0	0	1	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	500	"AWI"	500	6302	8457	7203	0	0	119	0	0	0	2	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	128	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0
3445	4461	"Saint-Thomas"	47.26861	-1.75	505	"AWI"	505	6331	8626	7264	0	0	40	0	0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	54	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0
