"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26210	45698	"Haugtjernet"	60.834762	10.87398	837	"AWI"	837	-149	15	-61	0	31.8681318681319	5.49450549450549	0	2.1978021978022	0	0	0	0	1.0989010989011	0	0	0	0	1.0989010989011	1.0989010989011	0	0	0	0	0	0	0	0	0	1.0989010989011	0	15.3846153846154	0	0	0	0	0	0	0	0	0	2.1978021978022	0	0	0	0	2.1978021978022	0	0	0	0	0	0	0	36.2637362637363	0
26210	45698	"Haugtjernet"	60.834762	10.87398	839	"AWI"	839	-88	232	37	0	11.4285714285714	0	0	0.285714285714286	0	35.4285714285714	0	0	0	0	0	0	0	0	0	0	4.28571428571429	0	0	0	0	0	0	0	0.857142857142857	0	4.57142857142857	0	0.285714285714286	0	0	0	36.5714285714286	0	0	0	0	0	0.571428571428571	0	0	0	0	0	0	0	0	0.285714285714286	0	5.42857142857143	0
26210	45698	"Haugtjernet"	60.834762	10.87398	841	"AWI"	841	-25	359	145	0	21.6730038022814	0	0	0	0	51.3307984790874	0	0	0	0	0	0	0	0	0.380228136882129	0	0	0	0	0	0	0	0	0	3.80228136882129	0.380228136882129	14.4486692015209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760456273764259	0	7.22433460076046	0
26210	45698	"Haugtjernet"	60.834762	10.87398	843	"AWI"	843	58	451	252	0	21.4689265536723	0	0	0.282485875706215	0	50.2824858757062	0	0	0	0	0	0	0	0	0.282485875706215	0	0	0	0	0	0	0	0	0.282485875706215	1.12994350282486	0.282485875706215	21.1864406779661	0	0.282485875706215	0	0	0	0	0	0	0	0.847457627118644	0	1.12994350282486	0	0	0	0	0	0	0	0	0	0	2.54237288135593	0
26210	45698	"Haugtjernet"	60.834762	10.87398	845	"AWI"	845	148	539	359	0	16.9767441860465	0	0	0.697674418604651	0	29.5348837209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697674418604651	0	20.4651162790698	0	0	0	0	0	26.2790697674419	0	0	0	0.465116279069767	0	0.232558139534884	0	0	0	0	0	0	0	0	0	0	4.65116279069767	0
26210	45698	"Haugtjernet"	60.834762	10.87398	847	"AWI"	847	244	609	469	0	22.3495702005731	0	0	0.573065902578797	0	0	0	0	0	0	0	0	0	0	0.859598853868195	0	0	0	0	0	0	0.286532951289398	0	0.286532951289398	3.43839541547278	0	34.3839541547278	0	0.286532951289398	0	0	0	34.6704871060172	0	0	0	0	0	1.14613180515759	0	0	0	0	0	0	0	0	0.286532951289398	0	1.43266475644699	0
26210	45698	"Haugtjernet"	60.834762	10.87398	849	"AWI"	849	473	640	563	0	22.7678571428571	0	0	0.892857142857143	0	0	0	0	0	0	0	0	0	0	2.23214285714286	0	0	0	0	0	0	0	0	0	2.67857142857143	0.892857142857143	27.2321428571429	0	0.446428571428571	0	0	31.25	0	0	0	0	1.33928571428571	0	1.33928571428571	0	0	0	0	0	0	0	0	0	0	8.92857142857143	0
26210	45698	"Haugtjernet"	60.834762	10.87398	851	"AWI"	851	552	860	674	0	34.4086021505376	0	0	1.0752688172043	0	0	0	0	0	0	0	0	0	0	3.2258064516129	1.0752688172043	0	0	4.3010752688172	0	0	1.0752688172043	0	0	2.1505376344086	0	33.3333333333333	0	0	0	0	0	0	0	0	0	4.3010752688172	0	4.3010752688172	0	0	0	0	0	0	0	1.0752688172043	0	1.0752688172043	8.60215053763441	0
26210	45698	"Haugtjernet"	60.834762	10.87398	853	"AWI"	853	617	1080	804	0	17.5324675324675	0	0	5.84415584415584	0	0	0	0	0	0	0	0	0	0	2.5974025974026	0	0	0	0	0	0	0	0	1.2987012987013	0.649350649350649	0	57.1428571428571	0	0	0	0	0	0	0	0	0.649350649350649	0	0	3.8961038961039	0	0	0	0	0	0	0	0	0	0.649350649350649	9.74025974025974	0
26210	45698	"Haugtjernet"	60.834762	10.87398	855	"AWI"	855	698	1277	938	0	12.3188405797101	0.72463768115942	0	1.44927536231884	0	0	0	0	0	0	0	0	0	0	2.89855072463768	0.72463768115942	0	0	0	0	0	0.72463768115942	0	0	2.17391304347826	0	66.6666666666667	0	0	0	0	0	0	0	0	0	0	0	3.6231884057971	0	0	0	0	0	0	0	0	0	0.72463768115942	7.97101449275362	0
