"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Malus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	0	"AWI"	0	-155	18	-55	0	0	23.8610038610039	0.926640926640927	0	0.463320463320463	0	10.5791505791506	0.154440154440154	0	0	0	0	0	0	0.617760617760618	0.694980694980695	0	0	0	0	2.16216216216216	0.0772200772200772	0.463320463320463	0	0	0	0.386100386100386	0.154440154440154	0.0772200772200772	0	0.0772200772200772	0	0	0	0.694980694980695	0.386100386100386	36.7567567567568	0.463320463320463	11.1196911196911	0	0.231660231660232	0	7.02702702702703	0	0	0	0	1.85328185328185	0.463320463320463	0	0	0	0	0	0	0	0.0772200772200772	0.0772200772200772	0.154440154440154
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	5	"AWI"	5	-145	25	-48	0	0	24.2622950819672	0.546448087431694	0	0.437158469945355	0	10.8196721311475	0.437158469945355	0	0	0	0	0	0	0.218579234972678	0.437158469945355	0	0.546448087431694	0	0	1.9672131147541	0.109289617486339	0.437158469945355	0	0	0	0.109289617486339	0	0.109289617486339	0	0	0	0	0	0.437158469945355	0.109289617486339	36.1748633879781	0	12.6775956284153	0	0.218579234972678	0	7.43169398907104	0	0	0	0.109289617486339	1.4207650273224	0.327868852459016	0	0	0	0	0	0	0	0.109289617486339	0.327868852459016	0.218579234972678
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	15	"AWI"	15	-130	46	-33	0	0.317460317460317	20	0.634920634920635	0	0.793650793650794	0	7.46031746031746	0.158730158730159	0	0	0	0	0	0	0.476190476190476	0.952380952380952	0	0	0	0	2.6984126984127	0	0.317460317460317	0	0	0	0.476190476190476	0	0	0	0	0	0	0	1.74603174603175	0.158730158730159	52.2222222222222	0	0	0	0	0	9.20634920634921	0	0	0	0.158730158730159	0.793650793650794	0.476190476190476	0	0	0	0	0.158730158730159	0	0	0	0.476190476190476	0.317460317460317
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	25	"AWI"	25	-120	74	-20	0	0	24.5283018867925	0.314465408805031	0	0.628930817610063	0	8.80503144654088	0.157232704402516	0	0.314465408805031	0	0	0	0	0.471698113207547	2.35849056603774	0	0	0	0	2.20125786163522	0	0.471698113207547	0	0	0	0.628930817610063	0	0	0	0	0	0	0	1.57232704402516	0.314465408805031	46.5408805031447	0	0	0	0.157232704402516	0	8.80503144654088	0	0	0	0	0.943396226415094	0.314465408805031	0	0	0	0	0	0	0	0	0.157232704402516	0.314465408805031
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	40	"AWI"	40	-109	128	0	0	0	19.6774193548387	0.806451612903226	0	0.32258064516129	0	10.8064516129032	0	0	0	0	0	0	0	0.967741935483871	1.29032258064516	0	0	0	0	1.29032258064516	0	0	0	0	0	0.161290322580645	0	0.161290322580645	0	0	0	0	0	3.06451612903226	0.483870967741935	47.741935483871	0.967741935483871	0	0	0	0	9.35483870967742	0	0	0	0	2.09677419354839	0.32258064516129	0	0	0	0	0	0	0	0.161290322580645	0.161290322580645	0.161290322580645
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	50	"AWI"	50	-93	147	14	0	0	14.5901639344262	1.31147540983607	0.819672131147541	0.491803278688525	0	6.88524590163934	0.163934426229508	0	0	0	0.163934426229508	0	0	0.983606557377049	0.983606557377049	0	0.819672131147541	0	0	1.14754098360656	0.163934426229508	0	0	0	0	0.327868852459016	0	0.163934426229508	0	0	0.163934426229508	0	0	0.655737704918033	0.327868852459016	60	0	0	0	0	0	5.73770491803279	0	0	0	0	3.11475409836066	0.655737704918033	0	0	0	0	0	0	0	0.163934426229508	0	0.163934426229508
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	65	"AWI"	65	-75	174	38	0	0	20.7130730050934	0.169779286926995	0	0.848896434634975	0	7.13073005093379	0.169779286926995	0	0.67911714770798	0	0	0	0	0.848896434634975	1.01867572156197	0	0	0	0	1.01867572156197	0	0.509337860780985	0	0	0	0	0	0	0	0	0	0	0	1.01867572156197	0.169779286926995	53.8200339558574	0.848896434634975	0	0	0.33955857385399	0	6.96095076400679	0	0	0	0.169779286926995	1.86757215619694	0.169779286926995	0.33955857385399	0	0	0	0	0	0	0.169779286926995	0.67911714770798	0.33955857385399
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	75	"AWI"	75	-65	201	52	0	0	14.6464646464646	0.336700336700337	0	0.673400673400673	0	6.3973063973064	0.841750841750842	0	0	0	0	0	0	1.01010101010101	2.69360269360269	0	0	0	0	2.86195286195286	0	0.505050505050505	0	0.168350168350168	0	0.336700336700337	0	0	0	0	0	0	0	2.35690235690236	0.336700336700337	55.2188552188552	0.673400673400673	0	0	0	0	7.57575757575758	0	0	0	0.168350168350168	2.18855218855219	0	0	0	0	0.168350168350168	0	0	0	0.168350168350168	0.336700336700337	0.336700336700337
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	90	"AWI"	90	-48	236	74	0	0	21.5559157212318	0.486223662884927	0	0.324149108589951	0	9.40032414910859	0.810372771474878	0	0.162074554294976	0	0	0	0	0.972447325769854	0.810372771474878	0	0	0	0	1.29659643435981	0	0	0.162074554294976	0	0	0.810372771474878	0	0	0	0	0	0	0	0.972447325769854	0.162074554294976	48.1361426256078	0.972447325769854	0	0	0.162074554294976	0	9.07617504051864	0	0	0	0	2.43111831442464	0.486223662884927	0.162074554294976	0	0	0	0	0	0	0.486223662884927	0	0.162074554294976
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	101	"AWI"	101	-33	252	92	0	0	19.3321616871705	0.527240773286467	0	0.175746924428822	0	6.50263620386643	0.878734622144113	0	0	0	0	0	0	1.75746924428823	1.23022847100176	0	0	0	0	1.93321616871705	0	0.175746924428822	0	0	0	0.527240773286467	0	0	0	0	0	0	0.175746924428822	1.75746924428823	0.527240773286467	52.8998242530756	0	0	0	0	0	7.38137082601054	0	0	0	0	2.63620386643234	0.351493848857645	0.175746924428822	0	0	0	0	0	0	0.351493848857645	0.351493848857645	0.351493848857645
