"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"
15799	24281	"Kulzer Moos"	49.3912	12.4482	210	"AWI"	210	10726	11575	11123	1	0	0	4	0	1	43	0	0	49	4	0	0	0	0	0	0	0	1	290	0	0	0	0	0	0	0	0	0	0	0	0	8	61	0	0	0	0	0	0	415	0	0	0	1	0	0	0	0	3	2	11	0	0	3	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	440	"AWI"	440	15809	18808	17141	0	0	10	0	0	0	39	0	0	47	0	0	0	0	1	0	0	1	0	94	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	3	44	0	0	0	0	0	0	0	0	2	1	1	0	0	6	0	0	1	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	220	"AWI"	220	10950	12058	11437	0	0	0	2	0	1	25	0	0	57	4	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	4	100	0	0	0	0	0	0	272	0	0	0	0	0	2	0	0	3	8	18	0	0	2	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	100	"AWI"	100	8844	9834	9459	0	0	3	0	0	6	2	0	0	88	0	0	0	0	0	0	2	0	37	236	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	390	0	0	0	0	0	3	0	0	1	1	7	0	0	0	0	0	7	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	240	"AWI"	240	11528	12692	12171	0	0	0	3	0	0	30	0	0	112	4	0	0	0	0	0	0	1	0	467	0	0	0	0	0	0	0	0	0	0	0	0	3	77	0	0	0	0	0	0	329	0	0	0	0	0	1	0	0	5	2	8	0	0	7	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	170	"AWI"	170	10016	10722	10353	0	0	6	1	0	2	5	0	0	472	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	414	0	0	0	10	0	0	0	0	3	2	12	0	0	0	0	0	2	3
15799	24281	"Kulzer Moos"	49.3912	12.4482	155	"AWI"	155	9838	10297	10132	3	0	0	0	0	2	4	0	0	531	0	0	0	0	0	0	0	0	7	26	0	0	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	421	0	0	0	8	0	4	0	0	2	0	20	0	0	0	0	0	1	3
15799	24281	"Kulzer Moos"	49.3912	12.4482	410	"AWI"	410	15263	17942	16424	1	0	3	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	2	71	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	70	"AWI"	70	7918	9395	8748	1	0	2	0	0	6	2	0	0	55	0	0	0	0	0	0	0	0	68	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	240	0	0	0	0	0	18	0	0	2	1	1	0	0	0	0	4	5	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	160	"AWI"	160	9888	10468	10185	1	0	7	1	0	1	3	0	0	568	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	313	0	0	0	8	0	1	0	0	2	0	19	0	0	0	0	2	4	4
15799	24281	"Kulzer Moos"	49.3912	12.4482	310	"AWI"	310	13589	14644	14007	0	0	1	0	1	1	10	0	0	13	3	1	0	0	0	0	0	0	0	539	1	0	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	15	2	43	0	0	2	0	0	0	2
15799	24281	"Kulzer Moos"	49.3912	12.4482	270	"AWI"	270	12729	13341	13022	0	0	3	0	0	7	7	0	0	115	8	0	0	0	0	0	0	1	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	341	0	0	0	1	0	1	0	0	10	2	13	0	0	3	0	0	0	4
15799	24281	"Kulzer Moos"	49.3912	12.4482	260	"AWI"	260	12539	13075	12845	0	0	2	1	0	5	3	0	0	155	2	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	312	0	0	6	6	0	0	0	0	16	0	11	0	0	3	0	0	0	2
15799	24281	"Kulzer Moos"	49.3912	12.4482	460	"AWI"	460	16194	19394	17624	0	0	6	0	0	0	14	0	0	17	1	0	0	0	1	0	0	1	4	7	0	0	0	0	0	3	0	0	0	0	0	1	39	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	230	"AWI"	230	11219	12428	11816	0	0	1	2	0	3	9	0	0	95	4	0	0	0	0	0	0	1	0	491	1	0	0	0	0	0	0	0	0	0	0	0	2	77	0	0	0	0	0	0	309	0	0	0	0	0	1	0	0	2	4	6	0	0	7	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	30	"AWI"	30	6705	8702	7825	3	0	14	0	0	12	1	0	0	78	0	0	0	0	0	0	0	0	67	262	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	2	269	0	0	0	0	0	29	0	0	17	2	20	0	0	0	0	6	8	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	50	"AWI"	50	7319	9061	8292	2	0	2	0	0	13	1	0	0	68	0	0	0	0	0	0	0	0	61	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	277	0	0	0	1	0	22	0	0	7	0	3	0	0	0	0	9	13	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	470	"AWI"	470	16392	19690	17853	0	0	5	2	0	1	21	0	0	16	1	0	0	0	0	0	0	0	5	8	1	2	0	0	0	1	0	0	0	0	0	3	69	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	255	"AWI"	255	12327	12943	12692	0	0	1	0	0	5	1	0	0	159	3	10	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	7	24	0	0	0	0	0	0	342	0	0	4	6	0	0	0	0	5	3	17	0	0	1	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	320	"AWI"	320	13733	15052	14253	0	0	0	0	0	3	9	0	0	26	8	0	0	0	0	0	0	2	0	891	2	0	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	17	7	41	0	0	7	0	0	0	1
15799	24281	"Kulzer Moos"	49.3912	12.4482	450	"AWI"	450	16002	19084	17380	1	0	11	0	0	1	23	0	0	28	2	0	0	0	1	0	0	0	8	15	0	2	0	0	0	0	0	0	0	0	0	1	55	1	0	0	0	0	0	1	21	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	350	"AWI"	350	14210	16124	14965	1	0	4	1	0	2	22	0	0	29	40	1	0	0	0	0	0	4	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	48	9	0	0	0	0	0	2	50	0	0	0	0	0	0	0	0	2	9	10	0	0	20	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	205	"AWI"	205	10658	11390	11016	2	0	2	2	0	5	9	0	0	116	5	0	0	0	0	0	0	0	1	234	0	0	0	0	0	1	0	0	0	0	0	0	11	59	0	0	0	0	0	1	323	0	0	0	0	0	2	0	0	2	1	23	0	0	1	0	0	2	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	250	"AWI"	250	11930	12882	12550	1	0	1	3	0	3	26	0	0	71	7	0	0	0	0	0	0	16	1	235	0	0	0	0	0	0	0	0	4	0	0	0	0	62	0	0	0	0	0	0	402	0	0	0	1	0	0	0	70	8	7	8	0	0	2	0	0	1	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	60	"AWI"	60	7622	9241	8526	1	0	3	0	0	12	2	0	0	59	0	0	0	0	0	0	0	0	61	279	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	7	284	0	0	0	5	0	21	0	0	10	0	2	0	0	0	0	7	7	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	20	"AWI"	20	6416	8502	7585	12	0	269	0	0	1	2	0	1	259	1	0	0	0	0	0	0	0	59	17	0	0	0	0	0	12	4	10	0	0	0	0	0	0	0	0	0	0	0	51	91	0	0	3	0	0	31	0	0	1	5	27	0	0	0	0	29	32	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	305	"AWI"	305	13527	14245	13833	1	0	2	0	0	3	18	0	0	25	3	0	0	0	0	0	0	2	0	566	0	0	0	0	0	2	0	0	0	0	1	0	6	23	0	0	0	0	4	1	43	0	0	0	0	0	1	0	0	11	4	57	0	0	2	0	0	0	2
15799	24281	"Kulzer Moos"	49.3912	12.4482	400	"AWI"	400	15063	17620	16168	1	0	12	5	0	11	120	0	0	26	8	0	0	0	1	0	0	4	2	513	1	4	0	0	0	0	0	0	0	0	0	0	70	3	0	0	0	0	0	4	71	0	0	0	0	0	0	0	0	11	0	1	0	0	6	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	430	"AWI"	430	15620	18504	16901	5	0	15	0	0	4	81	0	0	82	6	0	0	0	1	0	0	0	3	142	0	0	0	0	0	0	0	0	0	0	0	0	50	1	0	0	0	0	0	17	192	0	0	1	0	0	0	0	0	2	1	0	0	0	12	0	1	1	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	420	"AWI"	420	15439	18259	16667	2	0	9	0	0	3	86	0	0	32	6	0	0	0	0	0	0	2	2	123	0	2	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	0	0	3	70	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	360	"AWI"	360	14364	16418	15209	2	0	17	0	0	10	14	0	0	48	20	3	0	0	0	0	1	2	0	1004	0	0	0	0	0	4	0	0	0	0	0	0	40	5	0	0	0	0	0	2	66	0	0	0	0	0	0	0	0	6	0	5	0	0	9	0	0	3	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	390	"AWI"	390	14886	17312	15932	1	0	16	1	0	3	83	0	0	36	5	0	0	0	0	0	0	5	0	714	0	0	0	0	0	0	0	0	0	0	0	1	59	3	0	0	0	2	0	1	130	0	0	0	0	0	2	0	0	7	0	1	0	0	15	0	1	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	370	"AWI"	370	14520	16715	15447	0	0	18	4	0	4	59	0	0	65	8	0	0	0	4	0	0	4	2	396	0	6	0	0	0	1	0	0	0	0	0	1	81	3	0	0	0	1	0	0	52	0	0	0	0	0	0	0	0	5	0	2	0	0	12	0	1	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	340	"AWI"	340	14053	15762	14727	2	0	1	1	0	195	14	0	0	33	8	0	0	0	0	0	3	3	4	476	1	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	23	1	2	0	0	16	0	0	1	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	380	"AWI"	380	14713	17009	15693	1	0	12	3	0	2	66	0	0	30	4	0	0	0	2	0	0	11	2	643	0	0	0	0	0	1	0	0	0	1	0	0	33	6	0	0	0	0	0	2	66	0	0	0	0	0	0	0	0	5	0	4	0	0	7	0	1	2	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	10	"AWI"	10	6117	8332	7361	99	0	99	0	0	2	1	0	0	126	2	0	0	0	0	0	1	0	58	32	0	0	0	0	0	72	1	4	0	0	0	0	10	0	0	0	0	6	0	37	302	0	125	0	1	0	35	0	0	2	21	5	1	0	0	0	6	8	1
15799	24281	"Kulzer Moos"	49.3912	12.4482	330	"AWI"	330	13881	15436	14496	0	0	6	2	0	2	27	0	0	39	13	0	0	0	0	0	0	5	3	631	1	0	0	1	0	1	0	0	0	0	0	0	29	9	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	14	1	12	0	0	8	0	0	1	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	0	"AWI"	0	5858	8118	7128	105	1	201	0	0	14	4	0	0	214	1	0	0	0	0	0	0	0	63	83	0	0	0	0	0	86	0	4	0	0	6	0	26	0	0	0	0	8	0	60	320	0	227	0	0	0	33	0	17	8	14	4	0	0	0	0	7	10	0
