"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3227	4187	"Lavau"	47.34194	-1.93417	448	"AWI"	448	6046	6711	6427	0	0	9	38	1	0	20	0	0	0	0	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	104	1	0	0	0	0	1	0	0	0	20	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	452	"AWI"	452	6074	6733	6448	0	0	9	83	1	1	7	0	2	0	0	0	0	0	0	10	10	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	21	0	0	0	0	0	0	0	121	0	0	0	0	0	1	0	0	0	14	2	0	1
3227	4187	"Lavau"	47.34194	-1.93417	455	"AWI"	455	6102	6744	6460	0	0	6	50	0	0	1	0	0	0	1	0	0	0	0	10	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	39	0	0	0	0	0	0	0	127	1	0	0	0	0	1	0	0	0	13	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	460	"AWI"	460	6140	6757	6482	2	3	20	52	2	2	5	0	6	0	0	0	0	0	0	8	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	19	0	0	0	0	2	0	0	132	0	0	0	0	0	0	0	0	0	16	3	0	1
3227	4187	"Lavau"	47.34194	-1.93417	465	"AWI"	465	6174	6777	6504	0	1	20	50	0	1	3	0	2	0	0	0	0	0	2	19	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	25	0	0	0	0	0	0	0	108	0	0	0	2	0	3	0	0	0	15	6	0	1
3227	4187	"Lavau"	47.34194	-1.93417	470	"AWI"	470	6203	6796	6524	1	1	22	43	0	0	6	0	2	0	0	0	0	0	1	6	6	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	32	0	3	0	0	0	0	0	146	0	0	0	0	0	0	1	0	0	12	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	475	"AWI"	475	6229	6821	6546	0	2	22	45	2	0	3	0	2	0	0	0	0	0	0	7	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	27	0	0	0	0	0	0	0	138	0	0	0	0	0	2	1	0	0	14	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	480	"AWI"	480	6254	6850	6568	2	0	28	40	0	0	2	0	4	0	0	0	0	0	0	13	8	0	0	0	0	5	0	0	0	0	2	2	0	0	0	0	0	29	0	0	0	0	0	0	0	147	0	0	0	1	0	4	0	0	0	17	3	0	1
3227	4187	"Lavau"	47.34194	-1.93417	485	"AWI"	485	6272	6879	6590	0	0	11	47	1	1	4	0	2	0	1	0	0	0	2	18	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	87	0	2	0	0	126	0	0	0	0	0	2	1	0	0	16	2	0	1
3227	4187	"Lavau"	47.34194	-1.93417	490	"AWI"	490	6312	6903	6611	1	0	26	40	0	0	2	0	2	0	0	0	0	0	1	34	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	19	0	2	0	0	0	0	0	138	1	0	0	0	0	1	0	0	0	17	7	0	2
3227	4187	"Lavau"	47.34194	-1.93417	495	"AWI"	495	6360	6917	6635	1	1	24	26	0	0	3	0	2	0	0	0	0	0	1	18	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	12	0	0	68	0	0	0	0	110	1	0	0	1	0	0	0	0	0	26	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	500	"AWI"	500	6396	6937	6660	0	0	32	34	0	0	2	0	6	0	0	0	0	0	0	35	8	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	1	10	0	0	0	0	0	0	0	156	0	0	0	0	0	2	0	0	0	9	6	0	0
3227	4187	"Lavau"	47.34194	-1.93417	501	"AWI"	501	6404	6941	6664	1	0	24	23	1	0	3	0	4	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	13	0	0	0	0	0	2	0	111	1	2	0	0	0	1	0	0	0	7	5	0	0
3227	4187	"Lavau"	47.34194	-1.93417	502	"AWI"	502	6410	6946	6669	0	0	17	27	1	0	1	0	3	0	0	0	0	0	0	17	3	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	127	0	0	0	1	0	1	0	0	0	6	1	0	1
3227	4187	"Lavau"	47.34194	-1.93417	503	"AWI"	503	6417	6949	6674	0	0	13	0	0	0	1	0	2	0	0	0	0	0	0	9	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	157	0	0	0	0	0	3	0	0	0	5	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	510	"AWI"	510	6451	6983	6708	0	0	17	2	0	1	0	0	3	0	0	0	0	0	0	2	5	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	100	0	1	0	1	0	0	0	0	0	4	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	515	"AWI"	515	6474	7015	6733	0	0	7	4	0	2	2	0	2	0	0	0	0	0	0	14	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	1	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	520	"AWI"	520	6491	7052	6757	0	0	9	8	0	0	1	0	3	0	0	0	0	0	0	17	74	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	178	0	0	0	0	0	1	0	0	0	5	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	525	"AWI"	525	6511	7088	6781	0	0	12	30	0	0	0	0	3	0	0	0	0	0	0	9	49	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	252	0	0	0	0	0	1	0	0	0	5	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	530	"AWI"	530	6547	7104	6811	0	0	18	17	0	2	2	0	2	0	0	0	0	0	0	19	10	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	220	0	0	0	0	0	3	0	0	0	9	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	535	"AWI"	535	6579	7130	6841	0	0	11	46	0	1	1	0	2	0	0	0	0	0	0	6	14	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	79	0	2	0	0	0	3	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	540	"AWI"	540	6610	7159	6870	0	0	40	8	0	1	1	0	2	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	91	0	4	0	0	0	11	0	0	0	6	4	0	0
3227	4187	"Lavau"	47.34194	-1.93417	545	"AWI"	545	6632	7198	6900	0	0	49	1	0	2	0	0	1	0	0	0	0	0	0	5	86	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	3	0	0	0	0	0	1	0	95	0	1	0	0	0	22	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	547	"AWI"	547	6641	7218	6911	0	0	21	2	1	0	2	0	1	0	0	0	0	0	0	17	64	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	110	0	0	0	0	0	74	0	0	0	4	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	548	"AWI"	548	6648	7223	6916	0	1	40	26	0	2	1	0	0	0	0	0	0	0	0	12	21	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	1	6	0	0	0	0	0	0	0	126	0	4	0	0	0	15	0	0	0	9	3	0	1
3227	4187	"Lavau"	47.34194	-1.93417	549	"AWI"	549	6651	7231	6922	0	0	37	0	0	1	5	0	2	0	0	0	0	0	24	12	12	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	195	0	0	0	1	0	9	0	0	0	5	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	552	"AWI"	552	6662	7258	6938	0	0	48	13	0	1	1	0	0	0	0	0	0	0	0	9	27	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	103	0	0	0	0	0	7	0	0	0	4	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	555	"AWI"	555	6675	7295	6954	0	0	14	4	0	0	1	0	2	0	0	0	0	0	0	14	88	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	147	0	0	0	0	0	88	0	1	0	6	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	557	"AWI"	557	6680	7319	6965	0	0	14	3	1	2	2	0	3	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	163	0	0	0	0	0	40	0	0	0	7	4	0	0
3227	4187	"Lavau"	47.34194	-1.93417	560	"AWI"	560	6687	7359	6981	0	0	32	5	0	9	1	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	216	0	0	0	1	0	2	0	0	0	41	10	0	0
3227	4187	"Lavau"	47.34194	-1.93417	562	"AWI"	562	6691	7385	6992	0	0	34	11	0	10	3	0	4	0	0	0	0	0	2	30	2	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	189	0	0	0	7	0	1	0	0	0	34	5	0	0
