"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26117	45311	"Vuoskkujávri"	68.34556	19.1	601	"AWI"	601	-120	42	-41	11.1111111111111	0	0	0	2.22222222222222	0	0	0	0	0	0	0	2.22222222222222	0	0	24.4444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22222222222222	0	0	0	46.6666666666667	0	0	0	0	2.22222222222222	0	0	0	0	0	0	0	2.22222222222222	0	0	6.66666666666667
26117	45311	"Vuoskkujávri"	68.34556	19.1	604	"AWI"	604	-53	398	96	1.08991825613079	0.272479564032698	0	0	0	0	86.3760217983651	0	0	0	0	0	0	0	0	1.90735694822888	0	4.63215258855586	0	0	0	0	0	0	0	0	0	0	0	2.45231607629428	0	0	0	2.99727520435967	0	0	0	0	0	0	0	0	0	0	0	0	0.272479564032698	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	608	"AWI"	608	35	779	297	3.09859154929577	0.28169014084507	0	0	0	0	84.225352112676	0	0	0	0	0	0	0.28169014084507	0	4.50704225352113	0	0	0	0	0	0	0	0	0.28169014084507	0	0	0	0	0.563380281690141	0	0	0.28169014084507	6.19718309859155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28169014084507
26117	45311	"Vuoskkujávri"	68.34556	19.1	612	"AWI"	612	145	1040	506	21.7391304347826	0	0	0	0	0	0	0	0	0	0	0	2.17391304347826	0	0	28.2608695652174	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2173913043478	0	0	0	30.4347826086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17391304347826
26117	45311	"Vuoskkujávri"	68.34556	19.1	616	"AWI"	616	266	1253	725	3.43915343915344	0	0	0	0	0	86.7724867724868	0	0	0	0	0	0.264550264550265	0	0	3.7037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05820105820106	0	0	0	4.23280423280423	0	0.264550264550265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264550264550265
26117	45311	"Vuoskkujávri"	68.34556	19.1	620	"AWI"	620	440	1395	942	2.27272727272727	0	0	0.568181818181818	0.568181818181818	0	86.3636363636364	0	0	0	0	0	0	0	0	3.97727272727273	0	0	0	0	0	0	0	0	0	0	0	0.284090909090909	0	1.42045454545455	0	0	0	3.40909090909091	0	0.284090909090909	0	0	0.284090909090909	0	0	0	0	0	0	0	0.568181818181818	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	624	"AWI"	624	696	1531	1158	18.3673469387755	0	0	0	2.04081632653061	0	0	0	0	0	0	0	0	0	0	40.8163265306122	0	0	0	0	0	0	0	0	0	0	0	2.04081632653061	0	16.3265306122449	0	0	0	18.3673469387755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04081632653061
26117	45311	"Vuoskkujávri"	68.34556	19.1	626	"AWI"	626	778	1631	1273	1.17994100294985	0	0	0	0	0	91.740412979351	0	0	0	0	0	0	0.294985250737463	0	2.65486725663717	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17994100294985	0	0	0	2.94985250737463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	630	"AWI"	630	1132	1722	1457	1.2531328320802	0	0	0	0.25062656641604	0	90.2255639097744	0	0	0	0	0	0	0	0	3.50877192982456	0	0	0	0	0	0	0	0	0.25062656641604	0	0	0	0	0.75187969924812	0	0	0	3.00751879699248	0	0.25062656641604	0	0	0	0	0	0	0	0	0	0	0.50125313283208	0	0	0
26117	45311	"Vuoskkujávri"	68.34556	19.1	634	"AWI"	634	1401	1853	1630	3.0690537084399	0	0	0	0.255754475703325	0	90.7928388746803	0	0.255754475703325	0	0	0	0	0	0	2.30179028132992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767263427109974	0	0	0	1.53452685421995	0	0	0	0	0.767263427109974	0	0	0	0	0	0	0	0.255754475703325	0	0	0
