"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglandaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Melanthiaceae"	"Nyssa"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platycarya"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sciadopitys"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
3090	4025	"Dvur Anšov"	48.776394	16.4207	70	"AWI"	70	1035	2873	1905	0	0	0.840336134453782	13.7254901960784	0	0	0	2.24089635854342	0	3.0812324929972	0	0	0	0.280112044817927	0	0	0.840336134453782	0	0	0	37.8151260504202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68067226890756	35.5742296918768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560224089635854	0	1.68067226890756	0	1.40056022408964	0.280112044817927	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	80	"AWI"	80	1280	3162	2185	0.253807106598985	0	1.77664974619289	9.89847715736041	0	0	0	3.80710659898477	0	1.77664974619289	0	0	0	0	0	0	0	0	0	0	32.741116751269	0	0	0	0	0	0	0	0	0	0	0	1.01522842639594	0	0	0	0	0	0	0	0	0	0	0	2.28426395939086	43.6548223350254	0	0	0	0	0	0	0	0	0	0	0.761421319796954	0	0	0	0	2.03045685279188	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	90	"AWI"	90	1528	3442	2455	0.75187969924812	0	0.50125313283208	15.0375939849624	0	0	0	5.26315789473684	0	2.5062656641604	0	0.75187969924812	0	0	0	0	0.75187969924812	0	0	0.25062656641604	20.5513784461153	0	0	0	0	0	0	0	0	0	0	0	1.2531328320802	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	44.6115288220551	0	0	0	0	0	0	0	0.25062656641604	0	0	0.75187969924812	0	0	0	0	0.75187969924812	0	0.25062656641604	0.50125313283208	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	95	"AWI"	95	1683	3552	2602	0	0	2.96610169491525	16.9491525423729	0	0	0	7.20338983050847	0	2.11864406779661	0	0	0	0	0	0	1.27118644067797	0	0	0.423728813559322	18.6440677966102	0	0	0	0	0	0	0	0.423728813559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69491525423729	43.6440677966102	0	0	0	0	0	0	0	0	0.423728813559322	0	0.423728813559322	0	0	0.423728813559322	0	2.96610169491525	0	0	0	0	0	0.423728813559322
3090	4025	"Dvur Anšov"	48.776394	16.4207	97	"AWI"	97	1734	3602	2656	1.26582278481013	0	1.26582278481013	22.2784810126582	0	0	0	7.59493670886076	0	2.78481012658228	0	2.0253164556962	0	0	0	0	0	0	0.253164556962025	0	21.5189873417722	0	0	0	0	0	0	0	0	0.253164556962025	0	0	0.506329113924051	0	0	0	0	0	0	0	0	0	0	0	6.07594936708861	31.8987341772152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253164556962025	0	1.26582278481013	0	0	0.759493670886076	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	102	"AWI"	102	1870	3736	2805	2.76243093922652	0	0.828729281767956	21.8232044198895	0	0	0	7.73480662983425	0	3.03867403314917	0.276243093922652	0	0	0.276243093922652	0	0	0.828729281767956	0	0	0	28.4530386740331	0	0	0	0	0	0.276243093922652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14364640883978	25.1381215469613	0	0	0	0	0	0	0	0	0	0	0.828729281767956	0	0	0	0	1.93370165745856	0	0.828729281767956	0.552486187845304	0	0.276243093922652	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	105	"AWI"	105	1970	3792	2888	2.15827338129496	0	1.91846522781775	24.7002398081535	0	0	0	11.9904076738609	0	3.35731414868106	0	0.479616306954436	0	0	0	0	0.479616306954436	0	0	0	16.3069544364508	0	0	0	0	0	0.239808153477218	0	0	0	0	0	0.239808153477218	0	0	0	0	0	0	0	0	0	0	0.239808153477218	5.75539568345324	28.7769784172662	0	0	0	0	0	0	0	0	0	0	0.479616306954436	0	0	0.479616306954436	0	0.479616306954436	0	0.719424460431655	0.239808153477218	0	0.479616306954436	0.479616306954436
3090	4025	"Dvur Anšov"	48.776394	16.4207	110	"AWI"	110	2075	3939	3034	1.82767624020888	0.261096605744125	1.82767624020888	35.2480417754569	0.261096605744125	0	0	11.2271540469974	0	2.34986945169713	0	0	0	0.522193211488251	0	0	0.522193211488251	0	0	0.261096605744125	21.6710182767624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261096605744125	1.30548302872063	19.3211488250653	0	0	0	0	0	0	0	0	0.261096605744125	0	1.30548302872063	0	0	0.261096605744125	0	0.783289817232376	0	0.261096605744125	0	0	0	0.261096605744125
3090	4025	"Dvur Anšov"	48.776394	16.4207	115	"AWI"	115	2255	4037	3182	2.32558139534884	0	1.03359173126615	47.5452196382429	0	0	0	12.4031007751938	0	1.80878552971576	0	0	0	0.516795865633075	0	0	1.80878552971576	0	0	0	8.2687338501292	0	0	0	0	0	0.258397932816538	0	0	0.516795865633075	0	0	0.258397932816538	0	0	0	0	0	0.258397932816538	0	0	0	0	0	3.61757105943152	17.5710594315245	0	0	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0.258397932816538	0	0.775193798449612	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	120	"AWI"	120	2365	4182	3327	2.75862068965517	0	2.41379310344828	21.3793103448276	0	0	0	15.8620689655172	0	3.44827586206897	0.344827586206897	0	0	0	0	0	1.03448275862069	0	0	0.344827586206897	17.9310344827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344827586206897	0	0	0	0	0	4.13793103448276	27.5862068965517	0	0	0	0	0	0	0	0	0	0	0.689655172413793	0	0	0	0	0.689655172413793	0	0	0.689655172413793	0	0	0.344827586206897
