"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	75	"AWI"	75	2216	3845	2999	3.8560411311054	0	7.96915167095116	0	0	2.5706940874036	0	1.2853470437018	0	1.2853470437018	0	0	0.25706940874036	0	1.79948586118252	37.7892030848329	0	0	0	0.51413881748072	0	0	0.25706940874036	0	0	0	0	0	0	0	0	4.62724935732648	31.8766066838046	0	0	0	0.25706940874036	2.5706940874036	0	0	0	1.2853470437018	0.25706940874036	0	0.51413881748072	0.51413881748072	0.25706940874036	0.25706940874036	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	80	"AWI"	80	2407	4516	3544	5	0	5	0	0	1	0	2.33333333333333	0	0.333333333333333	0	0	0.666666666666667	0	0.666666666666667	36.3333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	4	40.6666666666667	0	0	0	1	2	0	0	0	0	0	0	0	0.333333333333333	0	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	85	"AWI"	85	3421	4648	4042	4	0	6.4	0	0	0.8	0	2	0	0.4	0	0	0	0	0.8	43.2	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	5.2	31.6	0	0	0	0.4	2.4	0	0	0	0.4	0.4	0	0	0	1.2	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	90	"AWI"	90	4125	4987	4567	2.2075055187638	0.22075055187638	3.53200883002207	0	0	0.662251655629139	0	3.75275938189845	0	0.883002207505519	0	0	0.662251655629139	0	0.662251655629139	32.0088300220751	0	0	0	0.441501103752759	0	0	0	0	0	0	0.22075055187638	0	0	0	0	2.86975717439294	48.7858719646799	0	0	0	0	1.1037527593819	0	0	0.22075055187638	0.22075055187638	0.22075055187638	0	0.22075055187638	0	0.883002207505519	0.22075055187638	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	95	"AWI"	95	4550	5308	4917	4.40097799511002	0.244498777506112	8.80195599022005	0	0	0.733496332518337	0	2.68948655256724	0	0.244498777506112	0	0	0.733496332518337	0	1.22249388753056	22.9828850855746	0	0	0	0.733496332518337	0	0	0.244498777506112	0	0.244498777506112	0	0.488997555012225	0	0	0	0	5.37897310513447	46.4547677261614	0	0	0	0.488997555012225	1.46699266503667	0	0	0.244498777506112	0.733496332518337	0.97799511002445	0	0	0.244498777506112	0	0.244498777506112	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	100	"AWI"	100	4690	6052	5233	2.94117647058824	0	1.7156862745098	0	0.490196078431373	0.735294117647059	0	1.96078431372549	0	0	0	0.245098039215686	0	0	1.7156862745098	24.5098039215686	0	0	0	0	0	0	0	0	0	0	0	0	0.245098039215686	0	0	0.980392156862745	62.0098039215686	0	0	0	0.980392156862745	0.490196078431373	0.245098039215686	0	0	0	0.490196078431373	0	0	0	0.245098039215686	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	105	"AWI"	105	4941	6186	5565	2.22222222222222	0	9.16666666666667	0.138888888888889	0	1.25	0	1.66666666666667	0	0.138888888888889	0	0	0	0	1.66666666666667	35.4166666666667	0	0	0	0.138888888888889	0.138888888888889	0	0	0	0.277777777777778	0.138888888888889	0.555555555555556	0	0	0	0.138888888888889	0.277777777777778	42.9166666666667	0	0	0	0.694444444444444	1.25	0	0	0	0.555555555555556	0.138888888888889	0	0.138888888888889	0.416666666666667	0.416666666666667	0.138888888888889	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	110	"AWI"	110	5098	6492	5886	3.47648261758691	0.204498977505113	2.86298568507157	0	0	1.22699386503067	1.84049079754601	3.47648261758691	0	1.02249488752556	0	0	0	0	1.43149284253579	38.6503067484663	0	0	0	0.408997955010225	0	0	0	0	0.204498977505113	0	0.408997955010225	0	0.204498977505113	0	0.204498977505113	0	38.6503067484663	0	0	0	0.204498977505113	2.04498977505112	0	0	0	0.408997955010225	1.84049079754601	0	0	0.408997955010225	0.81799591002045	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	115	"AWI"	115	5670	6579	6160	3.18352059925094	0.374531835205993	2.43445692883895	0	0	0.749063670411985	0	3.18352059925094	0	0.561797752808989	0	0	0.187265917602996	0	2.24719101123596	43.4456928838951	0	0	0	0.187265917602996	0	0	0	0	0	0	0.936329588014981	0	0	0	0	0	38.3895131086142	0	0	0	0.187265917602996	1.31086142322097	0	0	0	0	0.187265917602996	0	0.187265917602996	0.936329588014981	1.31086142322097	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	120	"AWI"	120	5977	6768	6449	4.61538461538462	0	1.28205128205128	0	0	0.769230769230769	0	1.28205128205128	0	0.769230769230769	0	0	0.256410256410256	0	2.82051282051282	47.1794871794872	0	0	0	0	0	0	0.256410256410256	0	0.256410256410256	0	0.769230769230769	0	0	0.256410256410256	0	0	35.6410256410256	0	0	0	0	1.02564102564103	0	0	0	0	0.769230769230769	0	0.256410256410256	0.256410256410256	1.53846153846154	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	125	"AWI"	125	6199	6860	6576	4.30292598967298	0.172117039586919	0	0	0	1.37693631669535	0	3.44234079173838	0	0.172117039586919	0	0	0	0	1.20481927710843	43.7177280550775	0	0	0	0	0.172117039586919	0	0.172117039586919	0	0.860585197934595	0.172117039586919	0.688468158347676	0	0	0	0	0	37.3493975903614	0	0	0	0.516351118760757	3.44234079173838	0.172117039586919	0	0	0.172117039586919	0.172117039586919	0	0.344234079173838	0.344234079173838	0.860585197934595	0.172117039586919	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	130	"AWI"	130	6315	7045	6697	2.66075388026608	0	0.665188470066519	0	0	1.10864745011086	0	0.886917960088692	0	0.221729490022173	0	0	0.443458980044346	0	1.99556541019956	53.2150776053215	0	0	0	0	0	0	0	0	0.443458980044346	0	0.443458980044346	0	0	0	0	0	31.9290465631929	0	0	0.221729490022173	1.33037694013304	2.21729490022173	0	0	0	0.443458980044346	0.221729490022173	0	0.221729490022173	0.443458980044346	0.886917960088692	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	135	"AWI"	135	6460	7128	6804	2.92134831460674	0	1.57303370786517	0	0	0.898876404494382	0	1.79775280898876	0	0.224719101123596	0	0	0.449438202247191	0	1.79775280898876	50.1123595505618	0	0	0	0	0	0	0	0	0	0	0.898876404494382	0	0	0	0	0.224719101123596	34.8314606741573	0	0	0	0.224719101123596	2.02247191011236	0	0	0	0.224719101123596	0.224719101123596	0	0.224719101123596	0.898876404494382	0.449438202247191	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	140	"AWI"	140	6556	7258	6911	2.31958762886598	0	0	0	0	1.03092783505155	0	2.06185567010309	0	0	0	0	0.515463917525773	0	1.54639175257732	50.7731958762887	0	0	0	0	0	0	0	0	0.257731958762887	0	0.515463917525773	0	0.257731958762887	0	0	0	36.0824742268041	0	0	0	0	2.31958762886598	0	0	0	0	0.515463917525773	0	0.257731958762887	0.515463917525773	1.03092783505155	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	145	"AWI"	145	6747	7349	7038	1.33779264214047	0	0	0.334448160535117	0	1.67224080267559	0	3.34448160535117	0	0.668896321070234	0	0	0.668896321070234	0	3.34448160535117	49.1638795986622	0	0	0	0	0	0	0	0	0	0.334448160535117	1.33779264214047	0	0	0	0	0	34.7826086956522	0	0	0	0	1.33779264214047	0	0	0	0	0	0	0	1.00334448160535	0.668896321070234	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	150	"AWI"	150	6846	7526	7162	3.28947368421053	0	0	0	0	1.31578947368421	0	1.64473684210526	0	0.328947368421053	0	0	0.328947368421053	0	1.64473684210526	57.5657894736842	0	0	0	0	0	0	0	0	0.657894736842105	0	0.657894736842105	0	0	0	0	0.657894736842105	26.9736842105263	0	0	0	0.657894736842105	1.31578947368421	0	0	0	0.328947368421053	0.328947368421053	0	0.328947368421053	0	1.97368421052632	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	155	"AWI"	155	7006	8182	7419	3.10880829015544	0	0	0.259067357512953	0	0.259067357512953	0	2.33160621761658	0	0.77720207253886	0	0	0	0	0.77720207253886	45.3367875647668	0	0	0	0	0	0	0	0	0	0	0.259067357512953	0	0	0	0	3.36787564766839	40.1554404145078	0	0	0	0.259067357512953	1.03626943005181	0	0	0	0.259067357512953	0	0	0	0.77720207253886	1.03626943005181	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	160	"AWI"	160	7088	9041	7644	3.05810397553517	0	0	0	0	1.8348623853211	0	1.8348623853211	0	0	0	0	0.305810397553517	0	0.611620795107034	35.474006116208	0	0	0	0.305810397553517	0	0	0.305810397553517	0	0	0	0.305810397553517	0	0	0	0	2.14067278287462	50.4587155963303	0	0	0	0.917431192660551	0.917431192660551	0	0	0	0	0.305810397553517	0	0	0.305810397553517	0.917431192660551	0	0
14550	22807	"Alp Lüsga Belalp 1"	46.23083	7.59028	162	"AWI"	162	7173	9174	7777	2.97872340425532	0	0	0	0	0	0	1.27659574468085	0	0	0	0	0.851063829787234	0	0	45.531914893617	0	0	0	0	0	0	0	0	0	0.425531914893617	0	0	0	0	0	0.851063829787234	45.9574468085106	0	0	0	0	0.425531914893617	0	0	0	0.425531914893617	0.851063829787234	0	0	0	0.425531914893617	0	0
