"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
16474	25765	"Buntes Moor"	46.995904	11.140446	325	"AWI"	325	4087	5663	4845	22	0	270	1	0	0	0	4	0	0	26	0	0	0	0	0	0	0	0	1	17	0	324	0	0	0	0	65	1	0	0	0	0	7	0	0	0	0	0	0	1	170	158	0	0	0	0	3	0	12	0	0	0	0	7	10	2	12	0	0	1	4	3	0	21	6	0
16474	25765	"Buntes Moor"	46.995904	11.140446	330	"AWI"	330	4188	5770	4963	23	0	376	2	0	0	0	8	0	0	23	0	0	0	0	0	0	0	0	0	30	0	586	0	0	7	0	59	2	0	0	0	0	7	0	0	0	0	0	0	4	207	237	0	0	206	0	0	0	15	0	0	0	0	11	9	1	0	0	0	0	5	2	1	9	12	0
16474	25765	"Buntes Moor"	46.995904	11.140446	335	"AWI"	335	4259	5944	5089	16	0	265	1	0	0	1	7	0	0	22	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	70	1	0	0	0	0	4	0	0	0	0	0	0	0	224	182	0	0	0	0	2	0	4	0	1	0	0	16	8	0	0	1	0	0	1	5	0	21	6	1
16474	25765	"Buntes Moor"	46.995904	11.140446	340	"AWI"	340	4384	6037	5209	14	0	269	0	0	0	0	3	0	0	28	0	1	0	0	0	0	0	0	0	26	0	394	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	273	213	0	0	0	0	0	0	4	0	0	0	0	10	6	0	0	1	0	0	5	2	0	11	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	345	"AWI"	345	4490	6119	5332	13	1	249	1	1	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	52	0	395	0	0	0	0	18	2	0	0	0	0	3	0	1	0	0	0	0	1	214	178	0	0	0	0	1	0	6	0	0	14	1	6	1	0	5	2	0	0	5	1	0	21	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	350	"AWI"	350	4565	6255	5450	14	1	271	0	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	0	46	0	502	0	0	0	0	19	6	0	0	0	0	3	0	0	0	0	0	0	1	234	253	0	0	0	0	4	0	8	0	0	0	0	4	3	0	10	3	0	0	3	7	1	18	6	0
16474	25765	"Buntes Moor"	46.995904	11.140446	355	"AWI"	355	4702	6327	5572	12	3	284	0	0	0	0	1	0	0	35	0	0	0	3	0	0	0	0	0	34	0	496	0	0	0	0	13	4	0	0	0	0	6	0	1	0	0	0	0	1	190	235	0	0	0	0	2	0	9	0	2	0	0	4	14	0	0	3	0	0	2	3	0	20	11	0
16474	25765	"Buntes Moor"	46.995904	11.140446	360	"AWI"	360	4826	6423	5699	7	1	234	0	1	0	0	4	0	0	31	0	0	0	4	0	0	0	0	0	32	0	584	0	0	0	0	6	5	0	1	0	0	3	0	0	0	0	0	0	2	250	204	0	0	0	0	0	1	6	0	0	0	1	7	14	1	0	2	0	0	10	4	0	28	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	365	"AWI"	365	4921	6538	5818	6	1	218	0	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	37	0	491	0	0	0	0	9	11	0	0	0	0	3	0	1	0	0	0	0	0	204	141	0	0	0	0	0	0	4	0	3	18	0	13	17	1	0	2	1	0	12	2	1	33	2	0
16474	25765	"Buntes Moor"	46.995904	11.140446	370	"AWI"	370	5081	6609	5932	4	2	235	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	52	0	475	0	1	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	1	132	155	0	0	0	0	0	0	3	5	0	0	1	15	23	0	0	1	0	0	6	2	0	25	6	0
16474	25765	"Buntes Moor"	46.995904	11.140446	375	"AWI"	375	5195	6710	6055	72	0	183	1	0	0	0	5	0	0	13	0	0	0	3	0	0	0	0	0	35	1	228	0	0	0	0	10	2	0	0	0	0	5	0	0	8	0	0	0	1	72	102	0	0	0	0	0	0	2	0	0	0	0	19	44	1	0	2	0	0	12	7	1	38	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	380	"AWI"	380	5332	6807	6177	3	0	234	0	0	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	34	1	250	0	0	0	0	4	8	0	1	0	0	4	0	0	0	0	0	0	1	69	137	0	0	0	0	1	0	6	0	2	17	2	15	38	0	0	0	0	0	9	7	0	47	10	0
16474	25765	"Buntes Moor"	46.995904	11.140446	385	"AWI"	385	5489	6866	6293	0	0	280	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	39	1	342	0	0	0	0	4	3	0	1	0	0	5	0	2	0	0	0	0	2	139	97	0	0	0	0	0	1	4	0	0	0	1	27	45	0	0	5	0	0	14	6	0	27	11	0
16474	25765	"Buntes Moor"	46.995904	11.140446	390	"AWI"	390	5602	6946	6422	3	2	296	0	0	0	1	4	0	0	20	0	0	0	6	0	0	0	0	0	67	0	332	0	0	0	0	9	6	0	1	0	0	5	0	2	0	0	0	0	1	130	202	0	0	0	0	0	2	6	0	0	29	1	32	54	1	0	2	0	0	17	7	0	48	12	0
16474	25765	"Buntes Moor"	46.995904	11.140446	395	"AWI"	395	5788	7021	6532	0	0	463	0	0	0	2	5	0	0	26	0	0	0	13	0	0	0	0	0	99	0	69	0	0	0	0	7	2	0	1	0	0	2	0	1	0	0	0	0	3	54	140	0	0	0	0	0	0	4	18	1	16	0	20	24	1	24	0	0	0	16	17	0	49	4	0
16474	25765	"Buntes Moor"	46.995904	11.140446	400	"AWI"	400	5952	7067	6643	1	0	381	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	79	0	26	0	0	0	0	3	6	0	1	0	0	1	0	0	0	0	0	0	4	49	134	0	0	0	0	0	0	1	0	0	0	0	9	8	2	0	1	0	0	16	19	0	90	5	0
