"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Staphylea"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"	"Zygophyllaceae"
23901	41467	"Lago di Origlio"	46.05152	8.94329	30	"AWI"	30	-59	172	55	0	0	0	131	3	0	0	0	1	0	17	0	1	0	0	195	0	0	145	0	0	1	0	30	0	18	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	18	5	0	0	0	0	0	4	0	0	2	0	0	4	0	0	0	2	0	0	0	0	0	41	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	40	"AWI"	40	-47	232	89	0	0	0	91	2	0	0	0	4	0	9	0	0	0	0	205	0	0	149	0	0	1	0	20	0	24	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	13	3	0	1	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	34	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	50	"AWI"	50	-38	294	124	1	0	0	97	2	0	0	0	1	0	8	0	2	0	0	543	0	0	213	0	0	0	0	18	0	24	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	10	0	1	0	0	0	5	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	34	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	60	"AWI"	60	-30	357	160	1	0	0	84	1	0	0	0	1	0	8	0	0	0	0	312	0	0	221	0	0	0	0	12	0	10	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	21	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	34	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	70	"AWI"	70	19	400	206	0	0	0	96	1	0	0	0	0	0	10	0	1	0	0	314	0	0	166	0	0	1	0	24	0	30	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	2	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	80	"AWI"	80	105	417	261	1	0	0	67	2	0	0	0	1	0	9	0	2	0	0	429	0	0	227	0	0	1	0	27	0	26	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	46	10	0	2	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	54	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	95	"AWI"	95	230	449	342	0	0	0	57	1	0	0	0	2	0	3	0	1	0	0	223	0	0	178	0	0	0	0	23	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	38	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	110	"AWI"	110	334	507	423	2	0	0	0	2	0	0	1	4	0	5	0	2	0	0	308	0	0	292	0	0	0	0	25	0	28	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	47	13	0	0	0	1	0	6	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	36	2	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	130	"AWI"	130	379	663	530	0	0	0	43	0	0	0	0	7	0	12	0	0	0	0	320	0	0	324	0	0	0	0	34	0	30	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	26	7	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	45	1	0	0	1	0	9	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	135	"AWI"	135	416	677	552	2	0	0	38	1	0	0	0	2	0	5	0	0	0	0	139	0	0	204	0	0	0	0	22	0	26	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	30	3	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	32	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	140	"AWI"	140	455	691	574	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	302	0	0	0	0	11	0	21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	145	"AWI"	145	489	707	598	2	0	0	36	0	0	0	0	3	0	8	0	1	0	0	153	0	0	144	0	0	0	0	28	0	43	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	34	3	0	1	0	0	1	1	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	29	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	150	"AWI"	150	520	720	619	1	0	0	56	1	0	0	0	10	0	12	0	0	0	0	190	0	0	251	0	0	1	0	41	0	32	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	40	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	67	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	165	"AWI"	165	598	790	685	0	0	0	70	2	0	0	0	5	0	14	0	0	0	0	70	0	0	154	0	0	0	0	37	0	35	0	0	0	0	0	0	14	1	0	2	0	0	0	0	0	24	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	79	4	0	0	3	0	9	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	180	"AWI"	180	653	880	748	2	0	0	52	0	0	0	0	7	0	11	0	0	0	0	146	0	0	210	0	1	0	0	31	0	41	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	21	6	0	0	0	0	1	3	0	0	4	0	0	4	0	1	0	0	0	0	0	0	0	148	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	195	"AWI"	195	695	989	811	0	1	0	37	2	0	0	0	11	0	17	0	0	0	0	71	0	0	175	0	0	0	0	18	1	66	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	32	3	0	0	0	0	1	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	61	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	209	"AWI"	209	795	1078	923	5	0	0	44	2	0	0	0	8	0	15	0	2	0	0	197	0	0	185	0	0	2	0	38	0	56	0	1	0	0	0	0	29	0	0	0	0	0	0	0	0	55	7	0	0	1	0	0	1	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	225	"AWI"	225	888	1201	1053	3	1	0	69	3	0	0	0	10	0	9	0	1	0	0	31	0	0	133	0	0	1	0	25	1	52	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	42	2	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	107	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	240	"AWI"	240	966	1342	1173	3	0	0	172	2	0	0	0	11	0	12	0	0	0	0	9	0	0	200	0	0	0	0	60	0	30	0	0	0	13	0	0	39	0	0	0	0	0	0	0	0	59	9	0	0	0	0	1	0	0	0	6	0	0	8	0	2	0	0	0	0	0	0	1	173	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	3	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	255	"AWI"	255	1040	1493	1291	2	0	0	82	0	0	0	0	8	0	7	0	1	0	0	16	0	0	214	0	0	0	0	15	0	36	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	1	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	141	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	270	"AWI"	270	1195	1569	1386	1	1	0	147	1	0	0	0	2	0	5	0	0	0	0	0	0	0	397	0	0	1	0	34	0	12	0	0	0	0	0	0	22	0	2	1	0	0	0	0	0	41	2	0	0	1	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	237	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	4	2	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	285	"AWI"	285	1372	1620	1478	2	0	0	166	0	0	0	0	2	0	6	0	1	0	0	0	0	0	279	0	0	0	0	38	0	9	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	1	0	0	94	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	300	"AWI"	300	1440	1726	1571	3	0	0	117	0	0	0	0	3	0	16	0	0	0	0	0	0	0	506	0	0	2	0	30	0	14	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	36	2	0	1	0	0	0	1	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	310	"AWI"	310	1463	1852	1629	4	0	0	127	0	0	0	0	2	0	20	0	0	0	0	0	0	0	214	0	0	0	0	26	1	28	0	0	0	0	0	0	26	0	2	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	140	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	330	"AWI"	330	1535	2082	1754	7	2	0	284	0	0	0	0	2	0	38	0	1	0	0	0	0	0	83	0	0	1	0	71	0	25	0	0	0	0	0	0	47	0	4	0	0	0	0	0	0	53	4	0	0	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	0	0	0	0	265	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	5	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	340	"AWI"	340	1627	2112	1819	7	0	0	212	1	0	0	0	1	0	36	0	0	0	0	0	0	0	11	0	0	0	0	47	0	22	0	0	0	0	1	0	33	1	5	0	0	0	1	0	0	26	2	0	1	0	0	0	1	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	188	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	350	"AWI"	350	1714	2139	1889	7	0	0	290	0	0	0	0	3	0	44	0	0	0	0	0	0	0	2	0	0	0	0	60	0	20	0	0	0	0	0	0	45	0	0	1	0	0	1	0	0	12	2	0	0	0	0	0	1	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	258	1	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	365	"AWI"	365	1834	2183	1991	2	0	0	194	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	28	0	22	0	0	0	0	0	0	35	1	3	0	0	0	1	0	0	7	3	0	0	0	0	0	1	0	0	3	0	0	6	0	0	0	0	0	0	0	1	0	217	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	2	0	3	0	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	372	"AWI"	372	1884	2205	2040	4	1	0	260	1	0	0	0	2	0	21	0	1	0	0	0	0	0	0	0	0	0	0	40	1	17	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	193	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	380	"AWI"	380	1931	2238	2093	8	0	0	0	1	0	0	0	4	0	62	0	0	1	0	0	0	0	0	0	0	0	0	73	0	11	0	0	0	0	0	0	29	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	1	0	0	254	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	1	0	6	1	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	387	"AWI"	387	1968	2278	2138	5	0	0	321	0	0	0	0	2	0	69	0	0	0	0	2	0	0	0	0	0	0	0	66	0	12	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	147	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	395	"AWI"	395	2017	2310	2177	4	0	0	257	0	0	0	1	1	0	54	0	0	0	0	3	0	0	0	0	0	0	0	59	0	18	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	154	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	410	"AWI"	410	2109	2327	2244	3	0	0	332	3	0	0	0	8	0	49	0	1	0	0	0	0	0	0	0	0	0	0	96	0	16	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	0	249	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	6	1	0	0	5	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	420	"AWI"	420	2164	2345	2293	2	0	0	300	0	0	0	1	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	60	0	19	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	107	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	0	3	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	425	"AWI"	425	2184	2369	2314	9	0	0	200	1	0	0	1	6	0	41	0	0	0	0	0	0	0	0	0	0	0	0	63	0	29	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	115	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	4	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	430	"AWI"	430	2195	2403	2330	7	0	0	184	1	0	0	0	2	0	27	0	0	0	0	0	0	0	0	0	0	1	0	44	0	41	0	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	135	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	435	"AWI"	435	2206	2444	2344	8	0	0	183	0	0	0	0	2	0	35	0	0	0	0	0	0	0	0	0	0	0	0	49	0	45	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	1	0	0	136	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	4	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	440	"AWI"	440	2215	2484	2357	5	2	0	290	1	0	0	0	6	0	44	0	0	0	0	0	0	0	0	0	0	1	0	84	0	39	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	200	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	6	0	6	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	445	"AWI"	445	2222	2523	2370	4	2	0	167	3	0	0	0	4	0	28	0	1	0	0	0	0	0	0	0	0	0	0	62	0	37	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	104	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	0	0	4	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	450	"AWI"	450	2229	2564	2386	5	0	0	142	2	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	0	0	0	52	0	34	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	79	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	4	1	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	455	"AWI"	455	2235	2608	2402	7	0	0	154	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	48	0	28	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	103	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	460	"AWI"	460	2262	2624	2420	5	0	0	157	1	0	0	0	5	0	40	0	1	0	0	0	0	0	0	0	0	0	0	37	0	22	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	97	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	465	"AWI"	465	2296	2636	2438	8	0	0	142	2	0	0	0	8	0	43	0	1	0	0	0	0	0	0	0	0	0	0	44	0	22	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	69	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	470	"AWI"	470	2324	2647	2457	10	0	0	239	3	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	68	0	29	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	123	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	7	0	0	0	1	0
