"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Staphylea"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"	"Zygophyllaceae"
23901	41467	"Lago di Origlio"	46.05152	8.94329	0	"AWI"	0	-130	23	-51	0	0	0	113	1	0	0	0	0	0	14	0	0	0	0	10	0	0	128	1	0	0	0	7	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	2.25	"AWI"	2.25	-119	30.75	-43	0	0	1	235	0	0	0	0	1	0	45	0	1	0	0	14	0	0	141	4	0	0	0	15	0	6	0	0	0	0	0	0	10	0	32	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	8	0	0	0	0	0	76	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	4.75	"AWI"	4.75	-110	38.25	-34	0	1	0	227	0	0	0	1	1	0	31	0	2	0	0	13	0	0	169	1	0	1	0	23	0	5	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0	7	1	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0	2	0	0	3	0	0	42	2	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	7.25	"AWI"	7.25	-100.25	46.75	-25	0	1	0	240	0	0	0	0	2	0	38	0	1	0	0	26	0	0	150	0	0	0	0	14	0	10	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	7	9	0	1	0	0	0	0	0	0	17	0	0	4	0	0	0	1	0	0	1	0	0	40	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	2	0	2	2	0	0	0	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	9.75	"AWI"	9.75	-92.75	56	-15.75	0	2	0	230	0	0	0	0	3	0	25	0	0	0	0	20	0	0	140	1	0	0	0	27	0	18	0	0	0	0	0	0	4	1	7	0	0	0	0	0	0	2	7	0	0	1	0	0	1	0	0	8	0	0	8	0	0	0	8	0	0	2	0	0	28	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	12.25	"AWI"	12.25	-87.75	67.25	-8	1	0	0	192	0	0	0	1	2	0	12	0	0	0	0	44	0	0	155	1	0	0	0	27	0	7	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	16	2	0	0	0	0	1	1	0	0	0	0	0	6	0	0	0	4	0	0	4	0	0	21	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	14.75	"AWI"	14.75	-83.5	79	1.25	0	2	0	146	0	0	0	0	3	0	24	0	0	1	0	59	0	0	138	1	0	0	0	28	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	10	6	0	1	0	0	0	2	0	0	6	0	0	1	0	0	0	3	0	0	1	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	17.25	"AWI"	17.25	-77.5	92.25	10	0	0	0	122	0	0	0	0	7	0	18	0	1	0	0	63	0	0	191	0	0	0	0	19	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	2	0	0	8	0	0	9	0	0	0	5	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	19.75	"AWI"	19.75	-73.5	105.75	19	0	0	0	115	2	0	0	0	2	0	21	0	1	1	0	66	0	0	205	0	0	0	0	8	0	13	0	0	0	0	0	0	3	0	7	0	0	0	1	0	0	11	3	0	1	0	1	0	0	0	0	4	0	0	3	0	0	0	3	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	1	4	0	0	3	0
23901	41467	"Lago di Origlio"	46.05152	8.94329	20	"AWI"	20	-73	107	20	3	0	1	204	1	0	0	0	1	0	27	0	2	1	0	129	0	0	203	2	0	1	0	43	0	32	0	1	0	0	0	0	7	0	14	1	0	0	0	0	0	26	12	0	1	0	0	0	6	0	0	8	0	0	6	0	1	0	2	0	0	0	0	0	46	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	3	1
