"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26123	45329	"Morttjern"	59.05972	11.61778	1160	"AWI"	1160	-122	44	-43	0	0	10.1027397260274	0.342465753424658	0	0	0	0	0	33.7328767123288	0.171232876712329	0	0	0	1.71232876712329	0	0	0	0	0	0	0.171232876712329	0	0.171232876712329	0	0	0.171232876712329	2.3972602739726	0	2.3972602739726	0	0	0.171232876712329	0.171232876712329	4.45205479452055	36.8150684931507	0	0	0	0.856164383561644	0	0	2.56849315068493	0	0	0	0	0	0	0	0	0	0.513698630136986	0	3.08219178082192	0
26123	45329	"Morttjern"	59.05972	11.61778	1166	"AWI"	1166	-54	455	99	0	0	9.77596741344195	0.203665987780041	0	0	0	0	0	23.8289205702648	0	0	0	0	1.0183299389002	0	1.42566191446029	0	0	0.203665987780041	0	0.407331975560081	0.407331975560081	0.203665987780041	0	0	0	8.75763747454175	0	9.979633401222	0	0	0	0	4.4806517311609	36.0488798370672	0	0	0	0.610997963340122	0	0	1.42566191446029	0	0	0	0	0	0	0	0	0	0	0.203665987780041	1.0183299389002	0
26123	45329	"Morttjern"	59.05972	11.61778	1174	"AWI"	1174	33	878	308	0	0	6.94444444444444	0	0	0	0	0	0	33.9506172839506	0	0	0	0	2.31481481481481	0	0	0	0	0	0	0.154320987654321	0.154320987654321	0.462962962962963	0	0	0	2.9320987654321	0	4.16666666666667	0	0	0.154320987654321	0.462962962962963	6.79012345679012	36.2654320987654	0	0	0	0.925925925925926	0	0	2.77777777777778	0	0	0	0	0	0	0	0	0	0.154320987654321	0	1.38888888888889	0
26123	45329	"Morttjern"	59.05972	11.61778	1182	"AWI"	1182	139	1134	536	0	0	6.38686131386861	0	0	0	0	0	0	35.036496350365	0	0	0	0	2.73722627737226	0	0	0	0	0	0	0.912408759124087	0	0.182481751824818	0	0	0.182481751824818	0.72992700729927	0	7.66423357664234	0	0	0.364963503649635	0.364963503649635	8.39416058394161	28.4671532846715	0	0	0	1.09489051094891	0	0	5.83941605839416	0	0	0	0	0	0	0.364963503649635	0	0	0.364963503649635	0.364963503649635	0.547445255474453	0
26123	45329	"Morttjern"	59.05972	11.61778	1190	"AWI"	1190	260	1422	762	0	0	6.88	0.16	0	0	0	0	0	35.68	0	0	0	0	3.04	0	0	0	0	0	0	0.16	0.16	0.64	0	0	0.16	0.32	0	6.88	0	0	0	0.16	5.28	32.32	0	0	0	1.92	0	0	5.28	0	0	0	0	0	0	0.16	0	0	0	0	0.8	0
26123	45329	"Morttjern"	59.05972	11.61778	1198	"AWI"	1198	419	1634	994	0	0	10.5939004815409	0	0	0	0	0	0	34.5104333868379	0	0	0	0	3.21027287319422	0.321027287319422	0	0	0	0	0	0	0	0.481540930979133	0	0	0.321027287319422	0.642054574638844	0	6.26003210272873	0	0	0.321027287319422	0.321027287319422	3.85232744783307	28.4109149277689	0	0	0	2.72873194221509	0	0	5.29695024077047	0.160513643659711	0	0	0	0	0	0	0	0	0.321027287319422	1.4446227929374	0.802568218298555	0
26123	45329	"Morttjern"	59.05972	11.61778	1206	"AWI"	1206	611	1847	1226	0	0	13.1818181818182	0	0	0	0	0	0	40.6060606060606	0	0	0	0	3.33333333333333	0	1.96969696969697	0	0	0	0	0	0.151515151515152	0.909090909090909	0	0	0	0.757575757575758	0	5.45454545454545	0	0	0.303030303030303	0.454545454545455	0.606060606060606	25.1515151515152	0	0	0	1.21212121212121	0.151515151515152	0	4.6969696969697	0	0	0	0	0	0	0.151515151515152	0	0	0	0.303030303030303	0.606060606060606	0
26123	45329	"Morttjern"	59.05972	11.61778	1214	"AWI"	1214	808	2046	1444	0	0	5.80645161290323	0	0	0	0	0	0	37.258064516129	0	0	0	0	1.93548387096774	0	0	0	0	0	0	0.161290322580645	0.161290322580645	0.161290322580645	0	0	0.161290322580645	5	0	7.90322580645161	0.161290322580645	0	0.161290322580645	0	6.29032258064516	27.258064516129	0	0	0	1.29032258064516	0	0	4.19354838709677	0	0	0.161290322580645	0	0	0	0.32258064516129	0	0	0.645161290322581	0.32258064516129	0.645161290322581	0
26123	45329	"Morttjern"	59.05972	11.61778	1222	"AWI"	1222	1008	2256	1669	0	0	8.1190798376184	0.13531799729364	0	0	0	0	0	39.6481732070365	0	0	0	0	1.62381596752368	0	0	0	0	0	0	0.13531799729364	0.27063599458728	0.54127198917456	0	0	0	0.13531799729364	0	6.35994587280108	0	0	0	0.54127198917456	2.7063599458728	27.8755074424898	0	0	0	2.16508795669824	0	0	7.84844384303112	0	0	0	0	0	0	0	0	0	0.13531799729364	0.94722598105548	0.81190798376184	0
26123	45329	"Morttjern"	59.05972	11.61778	1230	"AWI"	1230	1235	2456	1915	0	0	11.7549668874172	0	0	0	0	0	0	38.9072847682119	0	0	0	0	3.3112582781457	0	0.827814569536424	0	0	0	0	0.165562913907285	0.165562913907285	0.33112582781457	0.165562913907285	0	0	0.993377483443709	0	5.29801324503311	0	0	0.165562913907285	0.33112582781457	1.15894039735099	27.4834437086093	0	0	0	2.48344370860927	0	0	4.3046357615894	0	0	0	0	0	0	0.165562913907285	0	0	0.662251655629139	0.496688741721854	0.827814569536424	0
