"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Adoxaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13336	19909	"Klotjärnen"	61.82125	16.40472	473	"AWI"	473	-130	39	-51	0	0	38	0	3	0	0	0	0	308	0	0	0	0	0	1	6	0	0	0	0	0	0	2	0	0	1	10	0	0	0	0	0	199	655	0	0	1	0	0	2	0	0	0	1	1	3	0	0	0	2	10	0
13336	19909	"Klotjärnen"	61.82125	16.40472	475	"AWI"	475	-87	154	13	0	0	133	1	2	0	0	3	0	271	0	0	0	0	0	1	19	0	0	0	7	0	0	0	0	0	3	39	0	0	0	0	0	310	383	0	0	2	0	0	1	0	0	0	0	43	1	0	0	0	1	4	0
13336	19909	"Klotjärnen"	61.82125	16.40472	476	"AWI"	476	-77	234	41	0	0	130	1	0	0	0	4	0	232	0	0	1	0	0	2	15	0	0	0	0	0	0	1	0	0	2	87	0	0	0	0	0	236	536	0	0	6	0	0	3	0	0	0	0	12	5	0	0	0	0	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	480	"AWI"	480	-12	454	173	0	0	202	0	0	0	0	2	0	218	1	0	0	0	0	2	15	0	0	0	0	0	0	1	1	0	3	21	0	0	0	0	0	152	561	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	3	0
13336	19909	"Klotjärnen"	61.82125	16.40472	481	"AWI"	481	2	499	209	0	0	149	2	1	0	0	6	0	320	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	2	68	0	0	0	0	0	358	440	0	0	5	0	0	3	0	0	0	0	25	6	0	0	0	1	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	484	"AWI"	484	58	643	306	0	0	181	0	0	0	0	2	0	353	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	172	551	0	0	14	0	0	3	0	0	0	0	15	11	0	1	0	0	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	486	"AWI"	486	105	698	373	0	0	118	1	0	0	0	1	0	309	0	0	0	0	0	5	17	0	0	1	0	0	1	0	0	0	1	44	0	0	0	0	0	180	726	0	0	7	0	0	2	0	0	0	0	14	10	0	0	0	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	488	"AWI"	488	131	780	439	0	0	73	0	0	0	0	4	0	310	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	209	693	0	0	3	0	0	4	0	0	0	0	1	2	2	0	4	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	492	"AWI"	492	259	884	583	0	0	102	1	0	0	0	0	0	306	0	1	0	0	0	3	6	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	172	651	0	0	2	0	0	5	0	0	0	0	0	6	3	0	0	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	496	"AWI"	496	400	989	719	0	0	105	2	0	0	0	1	0	318	0	1	0	0	0	6	14	0	0	0	0	0	0	0	0	0	3	17	0	0	0	3	0	199	631	0	0	4	0	0	6	0	0	0	0	4	2	1	0	0	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	500	"AWI"	500	572	1078	852	0	0	43	0	0	0	0	0	0	295	0	0	0	0	0	8	15	0	0	0	0	0	0	3	0	0	0	34	0	0	0	0	0	143	631	0	0	2	0	0	8	0	0	0	0	1	3	2	0	0	3	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	504	"AWI"	504	746	1171	987	0	0	74	0	0	0	0	0	0	224	0	0	0	0	0	6	2	0	0	0	0	1	0	3	0	0	0	4	0	0	0	1	0	243	611	0	0	3	0	0	7	0	0	0	0	1	9	0	0	0	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	508	"AWI"	508	969	1240	1102	0	0	27	0	0	0	0	2	0	437	0	0	0	0	0	4	3	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1	0	289	631	0	0	13	0	0	13	0	0	0	0	0	2	0	0	1	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	512	"AWI"	512	1061	1447	1218	1	0	114	0	0	0	0	2	0	356	0	0	0	0	0	12	1	0	0	0	0	1	2	4	0	0	1	5	0	0	0	1	1	250	448	0	0	4	0	0	7	0	0	0	0	2	9	0	0	0	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	516	"AWI"	516	1137	1636	1345	0	0	90	0	0	0	0	1	0	307	0	0	0	0	0	8	8	0	0	0	0	2	0	1	0	0	0	4	0	0	0	3	0	246	535	0	0	14	0	0	13	0	0	0	0	0	7	1	0	0	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	520	"AWI"	520	1211	1815	1471	0	0	84	0	0	0	0	0	0	295	0	0	0	0	0	5	9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	218	685	0	0	0	0	0	5	0	0	0	0	0	4	2	0	1	0	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	524	"AWI"	524	1290	1975	1608	0	1	104	0	0	0	0	2	0	371	0	1	0	0	0	5	4	0	0	0	0	0	0	1	0	0	1	11	0	0	0	4	0	263	752	0	0	15	0	0	14	0	0	0	0	1	6	1	0	0	1	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	528	"AWI"	528	1386	2116	1743	0	0	87	0	0	0	4	1	0	292	0	0	0	0	0	12	7	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	288	513	0	0	3	0	0	7	0	0	0	0	1	6	0	0	0	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	532	"AWI"	532	1500	2224	1872	0	0	83	0	0	0	0	3	0	428	1	0	0	0	0	7	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	281	658	0	0	4	0	0	6	0	0	0	0	0	1	0	0	1	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	536	"AWI"	536	1625	2335	2005	0	0	79	0	0	0	0	0	0	434	0	0	0	0	0	9	2	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	186	449	0	0	3	0	0	10	0	0	0	0	0	3	2	0	1	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	540	"AWI"	540	1768	2437	2136	0	0	99	0	0	0	0	0	0	335	0	1	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	249	572	0	0	6	0	0	5	0	0	0	0	0	5	1	0	2	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	544	"AWI"	544	1912	2533	2265	0	0	116	0	0	0	0	0	0	557	0	0	0	0	1	10	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	220	487	0	0	52	0	0	3	0	0	0	0	0	0	0	0	4	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	548	"AWI"	548	2047	2627	2388	0	0	89	0	0	0	0	3	0	463	0	0	0	0	0	7	3	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	285	482	0	0	4	0	0	9	0	0	0	0	0	3	0	0	5	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	551	"AWI"	551	2271	2669	2472	0	0	107	0	1	0	0	3	0	492	0	1	1	0	1	20	5	0	0	0	0	0	0	3	0	0	1	6	0	0	0	0	0	164	525	0	0	20	0	0	13	0	0	0	0	0	7	3	0	14	5	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	552	"AWI"	552	2321	2688	2501	0	0	72	2	1	0	0	1	0	456	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	194	758	0	0	6	0	0	13	0	0	0	0	0	6	5	0	16	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	554	"AWI"	554	2379	2730	2553	0	0	77	0	0	0	0	0	0	442	0	0	0	0	0	5	2	0	0	0	0	0	1	3	0	0	0	6	0	0	0	1	0	221	544	0	0	21	0	0	16	0	0	0	0	0	5	0	0	9	3	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	556	"AWI"	556	2406	2778	2594	1	0	64	1	0	0	0	2	0	387	0	0	0	0	0	16	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	165	557	0	0	14	0	0	9	0	0	0	0	0	4	2	1	12	6	0	1
13336	19909	"Klotjärnen"	61.82125	16.40472	558	"AWI"	558	2428	2863	2632	0	0	66	0	0	0	0	0	0	457	0	1	0	0	0	11	3	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	154	537	0	0	20	0	0	6	0	0	0	0	1	0	0	0	7	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	560	"AWI"	560	2472	2904	2675	0	0	59	0	0	0	0	1	0	487	0	0	0	0	0	17	4	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	74	500	0	0	30	0	0	4	0	0	0	0	0	1	1	0	5	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	562	"AWI"	562	2499	2961	2718	0	0	108	0	0	0	0	0	0	548	0	0	0	0	0	34	4	0	0	0	0	1	0	1	0	0	0	8	0	0	0	2	0	65	639	0	0	30	0	0	14	0	0	0	0	2	2	2	0	19	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	564	"AWI"	564	2535	3010	2760	0	0	63	0	0	0	0	1	0	527	0	1	0	0	0	20	6	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	42	608	0	0	31	0	0	9	0	0	0	0	1	4	2	0	5	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	566	"AWI"	566	2574	3050	2802	0	0	71	0	0	0	0	0	0	556	0	0	0	1	0	17	1	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	22	535	0	0	22	0	0	12	0	0	0	0	0	4	4	0	10	3	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	568	"AWI"	568	2600	3112	2842	1	0	97	1	0	0	0	0	0	587	0	0	0	0	1	28	3	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	20	408	0	0	7	0	0	7	0	0	0	0	0	2	7	0	5	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	569	"AWI"	569	2621	3125	2864	0	0	83	1	0	0	0	2	0	652	0	0	0	0	0	25	3	0	0	0	0	0	0	4	0	0	1	5	0	0	0	1	0	27	488	0	0	83	0	0	6	0	0	0	0	2	4	1	0	20	8	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	570	"AWI"	570	2641	3146	2885	2	0	90	0	0	0	0	0	0	517	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	6	573	0	0	94	0	0	5	0	0	0	0	0	5	0	0	13	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	572	"AWI"	572	2669	3200	2929	0	0	94	0	0	0	0	2	0	412	0	0	0	0	1	12	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	7	536	0	0	9	0	0	5	0	0	0	0	0	2	3	0	7	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	574	"AWI"	574	2708	3243	2970	0	0	76	0	0	0	0	1	0	540	0	0	0	0	0	20	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4	508	0	0	38	0	0	4	0	0	0	0	0	5	6	0	16	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	576	"AWI"	576	2753	3276	3012	1	0	78	0	0	0	0	1	0	548	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	672	0	0	17	0	0	9	0	0	0	0	0	4	2	0	9	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	578	"AWI"	578	2784	3328	3055	0	0	77	1	0	0	0	0	0	436	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	5	741	0	0	10	0	0	5	0	0	0	0	0	1	3	0	5	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	580	"AWI"	580	2842	3352	3099	0	0	66	0	0	0	0	2	0	462	0	1	0	0	1	26	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	513	0	0	39	0	0	9	0	0	0	0	0	5	4	0	12	8	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	582	"AWI"	582	2887	3398	3144	1	0	74	0	1	0	0	0	0	610	0	0	0	0	0	28	5	0	0	0	0	0	0	3	0	0	0	17	0	0	0	1	0	7	540	0	0	118	0	0	4	0	0	0	0	0	16	3	0	10	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	583	"AWI"	583	2900	3423	3164	0	0	71	0	0	0	0	3	0	525	0	1	0	0	0	21	5	0	0	0	0	0	0	1	0	0	1	5	0	0	0	1	0	5	676	0	0	40	0	0	11	0	0	0	0	0	3	4	0	13	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	584	"AWI"	584	2928	3436	3183	0	0	75	0	0	0	0	1	0	483	0	0	0	0	1	21	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	2	576	0	0	22	0	0	6	0	0	0	0	0	2	6	0	15	7	0	0
