"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Adoxaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13336	19909	"Klotjärnen"	61.82125	16.40472	586	"AWI"	586	2972	3466	3223	0	0	64	1	0	0	0	2	0	455	0	0	0	0	0	16	4	1	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	2	642	0	0	38	0	0	19	0	0	0	0	0	2	4	0	13	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	588	"AWI"	588	3010	3510	3267	0	0	96	0	1	0	0	2	0	517	0	0	0	0	0	18	6	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	5	547	0	0	43	0	0	7	0	0	0	1	0	12	4	0	9	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	589	"AWI"	589	3046	3522	3286	0	0	72	1	0	0	0	1	0	653	0	0	0	0	0	15	7	0	0	0	0	0	0	8	0	0	1	10	0	0	0	0	0	1	646	0	0	29	0	0	5	0	0	0	0	0	1	0	0	14	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	590	"AWI"	590	3076	3535	3305	0	0	62	0	1	0	0	1	0	658	0	0	0	0	0	20	5	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	515	0	0	18	0	0	8	0	0	0	0	0	3	0	0	7	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	592	"AWI"	592	3128	3563	3345	1	0	64	1	0	0	0	0	0	648	0	0	0	0	0	20	3	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	490	0	0	14	0	0	11	0	0	0	0	0	0	1	0	8	9	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	594	"AWI"	594	3193	3600	3384	0	0	64	0	1	0	0	0	0	818	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	432	0	0	52	0	0	14	0	0	0	0	0	4	0	0	14	1	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	596	"AWI"	596	3266	3629	3421	1	0	75	2	0	0	0	0	0	512	0	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	601	0	0	3	0	0	13	0	0	0	0	0	0	0	0	3	2	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	598	"AWI"	598	3313	3664	3462	0	0	63	1	0	1	0	1	0	589	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	624	0	0	53	0	0	4	0	0	0	0	1	8	4	0	14	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	600	"AWI"	600	3390	3713	3516	0	0	81	0	0	0	0	2	0	509	0	0	0	0	0	13	4	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	528	0	0	15	0	0	15	0	0	0	0	0	3	2	0	15	7	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	604	"AWI"	604	3456	3901	3623	0	0	61	0	0	0	0	2	0	719	0	0	0	0	1	28	3	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	448	0	0	18	0	0	4	0	0	0	0	0	1	3	0	21	13	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	608	"AWI"	608	3511	4129	3741	1	0	159	0	0	0	0	0	0	755	0	0	0	0	0	48	8	0	0	0	0	1	0	6	0	0	0	3	0	0	0	0	0	2	493	0	0	9	0	0	14	0	0	0	0	0	2	2	0	32	14	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	612	"AWI"	612	3594	4290	3866	0	0	83	0	0	0	1	1	0	496	0	0	0	0	0	31	4	0	0	1	0	0	0	7	0	0	1	3	0	0	0	1	0	1	552	0	0	55	0	0	7	0	0	0	0	0	5	2	0	10	12	0	1
13336	19909	"Klotjärnen"	61.82125	16.40472	616	"AWI"	616	3674	4445	3993	0	0	63	0	0	0	0	0	0	678	0	0	0	0	0	19	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	460	0	0	32	0	0	11	0	0	0	0	0	1	2	0	21	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	620	"AWI"	620	3769	4608	4119	0	0	103	0	1	0	0	1	0	660	0	1	0	0	0	21	6	0	0	0	0	0	1	9	0	0	2	3	0	0	0	1	0	1	548	0	0	27	0	0	7	0	0	0	0	0	1	1	0	27	5	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	624	"AWI"	624	3858	4746	4242	0	0	82	0	0	0	0	2	0	774	0	0	0	0	0	34	7	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	530	0	0	35	0	0	17	0	0	0	0	0	3	1	0	30	17	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	628	"AWI"	628	3938	4883	4369	0	0	85	0	0	0	0	0	0	632	0	0	0	0	0	30	6	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	1	467	0	0	27	0	0	6	0	0	0	0	0	3	1	0	23	23	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	632	"AWI"	632	4041	4990	4494	0	0	52	0	0	0	0	1	0	523	0	0	0	0	0	22	4	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	1	525	0	0	32	0	0	12	0	0	0	0	0	3	3	0	26	16	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	636	"AWI"	636	4155	5117	4622	0	0	74	0	1	0	0	1	0	602	1	0	0	0	0	23	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	507	0	0	17	0	1	8	0	0	0	0	0	1	5	0	12	4	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	640	"AWI"	640	4263	5243	4748	0	0	124	1	1	0	0	1	0	986	0	0	0	0	0	34	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	3	524	0	0	21	0	0	13	0	0	0	0	0	2	0	0	40	6	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	644	"AWI"	644	4365	5370	4873	0	0	131	0	0	0	1	0	0	534	0	1	0	0	0	39	3	0	0	1	0	0	0	4	0	0	1	1	0	0	0	1	0	0	607	0	0	35	0	0	15	0	0	0	0	0	2	3	0	15	22	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	646	"AWI"	646	4425	5422	4935	0	0	97	0	0	0	0	1	0	729	0	0	0	0	0	24	2	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	578	0	0	13	0	0	14	0	0	0	0	0	8	2	0	25	14	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	648	"AWI"	648	4478	5489	4993	0	0	56	0	0	0	0	0	0	620	0	0	0	0	0	37	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	397	0	0	36	0	0	8	0	0	0	0	0	9	4	0	16	16	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	650	"AWI"	650	4543	5530	5059	0	0	124	1	0	0	0	0	0	712	0	0	0	0	0	42	5	0	0	0	0	0	1	4	0	0	0	4	0	0	0	0	0	0	425	0	0	12	0	0	15	0	0	0	0	0	6	2	0	33	17	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	652	"AWI"	652	4600	5578	5129	0	0	131	0	0	0	0	1	0	658	0	2	0	0	1	28	9	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	5	641	0	0	45	0	0	9	0	0	0	0	0	2	3	0	26	12	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	653	"AWI"	653	4626	5614	5161	0	0	131	0	0	0	0	1	0	661	0	0	0	0	0	32	3	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	444	0	0	27	0	0	9	0	0	0	0	0	7	3	0	23	20	0	1
13336	19909	"Klotjärnen"	61.82125	16.40472	654	"AWI"	654	4673	5625	5192	0	0	162	0	0	0	0	1	0	622	0	0	0	0	0	57	4	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	492	0	0	23	0	1	12	0	0	0	0	0	7	4	0	23	25	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	656	"AWI"	656	4768	5680	5256	1	0	104	0	0	0	0	0	0	858	0	0	0	0	0	28	8	1	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	1	478	0	0	22	0	0	18	0	1	0	0	0	9	2	0	21	12	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	658	"AWI"	658	4823	5749	5322	0	0	94	0	0	0	1	1	0	674	0	2	0	0	0	40	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	500	0	0	9	0	0	5	0	0	0	0	0	3	4	0	17	10	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	660	"AWI"	660	4913	5784	5382	1	0	97	0	1	0	0	2	0	840	0	2	0	0	0	24	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	293	0	0	15	0	0	7	0	0	0	0	0	8	1	0	20	10	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	664	"AWI"	664	5060	5865	5499	0	0	67	0	0	0	0	0	0	630	0	1	0	0	0	25	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	352	0	0	13	0	0	6	0	0	0	0	0	5	3	0	35	11	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	666	"AWI"	666	5130	5907	5565	0	0	127	0	0	0	0	3	0	642	0	3	0	0	0	44	4	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	483	0	0	27	0	0	10	0	0	0	0	0	6	0	0	28	9	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	668	"AWI"	668	5187	5965	5630	0	0	163	0	1	0	0	0	0	498	0	0	0	0	1	96	3	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	577	0	0	5	0	0	9	0	0	0	0	1	2	3	0	28	21	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	670	"AWI"	670	5288	5991	5688	0	1	126	0	0	0	0	0	0	549	0	1	0	0	0	53	7	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	491	0	0	15	0	0	11	0	0	0	0	0	0	1	0	21	25	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	672	"AWI"	672	5366	6035	5751	0	0	159	0	0	0	0	0	0	702	0	0	0	0	0	91	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	451	0	0	46	0	0	3	0	0	0	0	0	9	2	0	18	36	3	2
13336	19909	"Klotjärnen"	61.82125	16.40472	676	"AWI"	676	5598	6106	5870	0	0	146	0	0	0	0	1	0	730	0	0	0	0	0	83	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	361	0	0	41	0	0	8	0	0	0	0	0	4	2	0	22	24	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	680	"AWI"	680	5785	6179	5982	0	0	92	0	0	0	0	2	0	670	0	1	0	0	1	27	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	353	0	0	37	0	0	2	0	0	0	0	1	1	2	0	3	21	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	684	"AWI"	684	5923	6336	6116	0	0	71	0	0	0	0	0	0	604	0	1	0	0	0	183	4	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	348	0	0	75	0	0	3	0	0	0	0	0	4	5	0	3	38	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	688	"AWI"	688	5990	6596	6239	0	0	159	0	0	0	0	0	0	690	0	1	0	0	0	202	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	402	0	0	92	0	0	2	0	0	0	0	0	4	4	0	4	43	1	0
13336	19909	"Klotjärnen"	61.82125	16.40472	692	"AWI"	692	6071	6769	6372	0	0	128	0	0	0	0	0	0	636	0	1	0	0	0	142	3	0	0	0	0	0	0	23	0	0	1	1	0	0	0	0	0	1	389	0	0	102	0	0	3	0	0	0	0	0	4	7	0	2	34	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	696	"AWI"	696	6175	6927	6505	0	0	224	0	0	0	0	0	0	622	0	0	0	0	0	212	5	0	0	0	0	0	0	7	0	0	3	2	1	0	0	0	0	1	550	0	0	22	0	0	6	0	0	0	0	0	6	6	0	2	36	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	700	"AWI"	700	6283	7087	6645	0	0	236	0	1	0	0	0	0	628	0	0	0	0	0	198	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	279	0	0	100	0	0	5	0	0	0	1	0	3	1	0	1	55	0	0
13336	19909	"Klotjärnen"	61.82125	16.40472	704	"AWI"	704	6388	7230	6783	0	0	145	0	0	0	0	1	0	680	0	0	0	0	0	167	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	402	0	0	28	0	0	8	0	0	0	0	0	6	0	0	0	44	1	0
