"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14513	22732	"Lac de Villa"	45.68554	7.69021	165	"AWI"	165	562	1494	1092	4	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	54	0	0	0	0	0	3	1	0	0	0	3	0	0	1	0	0	1	0	0	0	0	3	0	0	0	49	0	0	72	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	170	"AWI"	170	623	1547	1179	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	78	0	0	0	0	0	3	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	70	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	175	"AWI"	175	716	1626	1268	1	0	0	1	0	0	1	0	1	0	0	0	1	0	2	4	0	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	180	"AWI"	180	1028	1668	1372	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	38	0	0	0	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	185	"AWI"	185	1299	1745	1483	4	0	13	3	0	0	7	0	1	0	0	0	0	4	0	7	0	40	0	0	0	0	0	9	0	0	0	0	6	10	1	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	82	2	2	0	2	4	0	0	0	0	0	0	1	1	0	2	0
14513	22732	"Lac de Villa"	45.68554	7.69021	190	"AWI"	190	1421	1896	1606	3	0	0	1	2	0	2	0	8	0	0	0	0	1	3	8	0	75	0	0	0	0	0	7	1	0	0	0	7	0	1	1	0	0	1	0	0	0	0	3	0	2	0	43	0	1	115	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	195	"AWI"	195	1545	2244	1807	3	0	0	2	1	0	0	0	7	0	0	0	6	0	1	8	0	69	0	0	0	0	0	5	0	0	0	0	7	1	1	0	0	0	1	0	0	0	1	2	0	0	0	66	0	0	100	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	200	"AWI"	200	1730	3350	2433	9	0	0	1	0	0	1	0	5	1	0	0	2	0	4	6	0	16	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	4	0	2	0	43	0	0	53	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	205	"AWI"	205	1830	4667	3039	7	1	0	3	2	0	6	0	1	0	0	0	13	0	0	13	0	10	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	65	0	0	0	0	1	0	0	0	0	0	0	3	1	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	210	"AWI"	210	1910	5975	3645	6	0	0	0	2	0	5	0	3	0	0	0	1	0	2	9	0	20	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	59	0	2	0	1	0	0	0	0	0	0	0	2	0	1	4	0
14513	22732	"Lac de Villa"	45.68554	7.69021	215	"AWI"	215	2125	7051	4203	14	0	0	2	3	0	5	0	5	1	0	0	2	0	1	21	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	66	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	220	"AWI"	220	2577	7293	4739	12	1	0	2	0	0	3	0	9	0	0	0	2	0	0	9	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	70	1	2	0	0	1	1	0	0	0	1	0	1	0	2	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	225	"AWI"	225	2917	7500	5300	11	0	0	2	3	0	10	0	15	0	0	0	1	0	0	18	0	35	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	230	"AWI"	230	3218	7898	5831	18	0	0	1	2	0	5	0	19	1	0	0	1	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	235	"AWI"	235	3623	8423	6326	11	0	0	0	5	0	11	0	14	2	0	0	2	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	2	0	0	0	0	1	0	1	0	3	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	240	"AWI"	240	4559	8535	6767	18	0	0	1	7	0	8	0	15	0	0	0	0	0	0	14	0	11	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	75	0	0	0	1	1	0	0	0	0	1	0	0	1	8	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	245	"AWI"	245	5324	8682	7230	11	1	0	2	4	0	7	0	9	1	0	0	0	0	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	0	0	1	0	0	0	0	0	0	0	2	1	6	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	250	"AWI"	250	5658	8898	7675	15	0	0	9	3	0	14	0	12	0	0	0	0	0	0	10	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	1	0	0	2	0	1	0	0	0	1	0	1	0	5	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	255	"AWI"	255	6162	9201	8139	9	0	0	0	1	1	9	0	20	0	0	0	0	0	0	16	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	55	1	0	0	0	1	1	0	0	0	0	0	1	0	4	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	260	"AWI"	260	7398	9276	8601	5	0	0	0	1	0	13	0	13	0	0	0	1	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	3	0	1	1	0	0	0	0	0	0	1	1	5	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	265	"AWI"	265	8581	9383	9059	0	0	0	1	3	0	3	0	12	0	0	0	0	0	0	11	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	4	0	0	2	0	0	0	0	0	0	0	1	5	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	270	"AWI"	270	9178	9987	9557	1	0	0	0	0	0	10	0	5	0	0	0	0	0	0	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	280	"AWI"	280	9749	10976	10242	0	0	0	0	1	0	10	0	19	0	0	0	1	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	13	0	1	0	0	1	0	0	0	0	1	0	2	0	5	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	285	"AWI"	285	9972	11120	10545	0	0	0	2	7	0	22	0	23	1	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	1	3	0	0	0	1	0	2	0	5	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	290	"AWI"	290	10138	11356	10836	0	0	0	0	3	0	24	0	62	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	1	3	0	0	0	0	0	1	1	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	295	"AWI"	295	10304	11615	11054	0	0	0	0	2	0	31	0	62	0	0	0	0	0	0	1	0	68	1	0	0	2	0	0	0	1	0	0	0	9	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	1	1	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	300	"AWI"	300	10509	11687	11175	0	0	7	2	3	0	29	0	17	0	0	0	2	0	0	0	0	89	1	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	2	0	0	0	0	0	4	0	4	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	305	"AWI"	305	10637	11789	11300	0	0	0	3	2	0	35	0	47	0	0	0	0	0	1	0	0	41	1	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	1	0	0	0	0	0	178	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	2	0	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	310	"AWI"	310	10729	11932	11416	0	0	0	3	3	0	22	0	14	0	0	0	2	0	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	1	0	0	0	3	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	315	"AWI"	315	10843	12088	11515	0	0	0	2	1	0	17	0	35	1	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	3	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	320	"AWI"	320	10988	12139	11605	0	0	0	3	1	0	20	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	325	"AWI"	325	11080	12195	11699	0	0	0	2	0	0	11	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	330	"AWI"	330	11158	12285	11794	0	0	0	0	1	0	9	0	33	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	3	0	6	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	344	"AWI"	344	11560	12425	12040	0	0	0	4	5	0	42	0	70	1	1	0	1	0	1	0	0	6	2	1	0	0	0	0	0	0	0	0	0	14	1	6	0	0	2	0	0	0	0	0	167	0	0	0	0	0	2	0	0	0	1	4	2	0	0	0	0	0	1	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	350	"AWI"	350	11699	12509	12160	0	1	0	1	0	0	22	0	41	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	1	6	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	355	"AWI"	355	11849	12596	12282	0	0	0	1	4	0	31	0	36	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	2	2	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	360	"AWI"	360	12010	12718	12424	0	0	7	1	4	0	45	0	59	0	0	0	2	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	3	2	0	0	0	0	0	4	0	4	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	365	"AWI"	365	12106	12921	12564	0	0	0	1	2	0	25	0	23	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	3	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	370	"AWI"	370	12161	13182	12703	0	0	0	2	1	0	21	0	35	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	1	0	2	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	375	"AWI"	375	12330	13358	12844	0	0	0	0	1	0	6	0	29	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	1	0	1	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	380	"AWI"	380	12600	13410	13002	0	0	0	1	1	0	28	0	23	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	3	2	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	385	"AWI"	385	12843	13493	13172	0	0	0	1	0	0	20	0	37	1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	3	0	0	0	0	0	2	1	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	390	"AWI"	390	13024	13613	13342	0	0	0	0	1	0	13	0	32	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	3	0	0	0	1	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	395	"AWI"	395	13157	13718	13459	0	1	0	1	1	0	14	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	398	"AWI"	398	13210	13747	13503	0	0	0	2	0	0	26	0	53	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	4	0	0	0	0	0	3	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	399	"AWI"	399	13226	13758	13517	0	0	0	1	1	0	24	0	59	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	2	0	0	0	0	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	400	"AWI"	400	13243	13773	13530	0	0	0	2	1	0	20	0	35	0	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	402	"AWI"	402	13271	13804	13557	0	0	2	6	1	0	24	0	41	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	4	0	0	0	0	0	1	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	405	"AWI"	405	13313	13864	13597	0	0	0	1	2	0	31	0	71	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	7	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	407	"AWI"	407	13336	13913	13625	0	0	0	1	1	0	46	0	53	1	0	0	1	0	0	0	2	3	3	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	8	10	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	410	"AWI"	410	13355	14006	13667	0	0	0	1	5	0	113	0	44	1	0	0	1	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	8	1	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	412	"AWI"	412	13374	14071	13692	0	0	0	0	0	0	29	0	28	1	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	415	"AWI"	415	13415	14109	13729	0	0	0	3	2	0	60	0	37	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	9	2	0	0	0	1	0	2	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	417	"AWI"	417	13446	14128	13753	0	0	0	3	0	0	42	0	70	1	0	0	0	0	0	0	1	7	4	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	5	5	0	0	0	0	0	3	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	420	"AWI"	420	13484	14155	13787	0	0	0	0	2	0	30	0	50	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	2	0	0	0	0	0	3	0	0	1	0
14513	22732	"Lac de Villa"	45.68554	7.69021	422	"AWI"	422	13508	14187	13809	0	0	0	1	1	0	15	0	27	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	425	"AWI"	425	13531	14235	13845	0	0	0	2	1	0	39	0	56	2	1	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	14	5	0	0	0	0	0	3	0	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	427	"AWI"	427	13543	14275	13869	0	0	0	1	0	0	26	0	51	2	0	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	7	0	0	0	0	0	3	0	1	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	430	"AWI"	430	13559	14339	13903	0	0	0	2	1	0	39	0	47	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	1	0	0	0	0	0	1	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	432	"AWI"	432	13570	14380	13927	0	0	0	1	2	0	34	0	31	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	7	4	0	0	0	0	0	1	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	435	"AWI"	435	13635	14409	13955	0	0	0	1	1	0	26	0	27	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	5	0	0	0	0	0	4	0	0	0	0
14513	22732	"Lac de Villa"	45.68554	7.69021	437	"AWI"	437	13678	14426	13975	0	0	0	2	0	0	30	0	54	2	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	1	0	0	0	1	4	2	0	0	0	0	0	2	0	0	0	0
