"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Loranthaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14275	22348	"Mrtvý luh"	48.86687	13.876662	0	"AWI"	0	-138	24	-56	4	0	0	0	0	0	0	0	0	27	0	0	0	0	0	3	1	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	2	111	188	0	0	0	0	0	5	0	0	0	0	2	1	0	0	1	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	5	"AWI"	5	-107	115	-12	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	76	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	15	"AWI"	15	-51	296	83	3	0	0	0	0	3	0	1	0	31	0	6	0	0	0	5	4	0	0	0	0	11	0	0	0	0	1	2	0	0	0	0	0	3	113	199	0	56	0	0	0	1	1	0	0	1	6	1	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	20	"AWI"	20	-15	357	133	7	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	1	49	78	0	19	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	25	"AWI"	25	13	431	183	12	0	0	2	0	0	0	0	0	21	0	0	2	0	0	3	4	0	0	0	0	23	0	2	0	0	0	4	0	0	0	0	0	0	98	162	0	27	0	0	0	9	0	0	0	0	3	1	0	0	0	0	1	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	30	"AWI"	30	53	485	233	32	0	0	0	0	0	0	0	3	39	0	0	0	0	0	5	3	0	0	0	1	38	0	0	0	0	1	8	0	1	0	0	0	3	136	388	0	51	0	0	0	11	1	0	0	0	6	1	0	0	0	1	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	35	"AWI"	35	87	550	283	16	0	0	0	2	0	0	1	0	34	0	0	0	0	0	5	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	2	85	108	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	1	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	40	"AWI"	40	128	609	337	17	0	0	0	2	0	0	1	0	43	0	2	0	0	0	8	4	0	0	0	0	73	0	0	0	2	3	0	0	0	0	0	0	3	63	145	0	31	0	0	0	21	0	0	0	2	4	1	1	0	0	0	2	1	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	45	"AWI"	45	171	661	387	20	0	0	0	1	1	0	0	0	24	0	0	0	0	0	11	2	0	0	0	0	48	0	0	0	1	0	1	0	0	0	0	0	1	36	89	0	17	0	0	0	8	1	0	0	0	3	0	0	0	0	0	1	1	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	50	"AWI"	50	203	712	437	4	0	0	0	0	0	0	1	0	15	0	0	1	0	0	24	0	0	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	3	37	69	0	20	0	0	0	6	1	0	0	0	2	1	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	55	"AWI"	55	243	751	484	25	0	0	1	0	0	0	0	0	31	0	0	0	0	0	4	2	0	0	0	0	38	0	0	0	1	0	1	0	0	0	0	0	2	74	59	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	60	"AWI"	60	285	805	534	127	0	0	0	1	0	0	2	0	29	0	1	0	0	0	17	1	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	2	98	88	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	1	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	65	"AWI"	65	323	848	584	63	0	0	1	1	0	0	2	0	22	0	0	0	0	0	11	1	0	0	0	0	78	0	0	0	0	1	0	0	0	0	0	0	2	146	77	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	70	"AWI"	70	372	899	635	26	0	0	0	4	2	0	4	0	23	0	1	0	0	0	17	8	0	0	0	1	91	0	1	0	0	2	0	0	0	0	0	0	2	57	69	0	16	0	0	0	4	1	0	0	0	3	3	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	75	"AWI"	75	406	949	684	39	0	0	0	1	0	0	1	0	36	0	1	1	0	0	21	6	0	0	0	0	73	0	2	0	0	0	0	0	0	0	0	0	3	61	81	0	0	0	1	0	7	1	0	0	0	3	2	0	0	0	1	1	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	80	"AWI"	80	455	992	733	124	0	0	0	2	0	0	2	0	4	0	0	0	0	0	6	2	0	0	0	0	113	0	2	0	0	0	0	0	0	0	0	0	12	121	60	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	85	"AWI"	85	498	1037	783	75	0	0	0	0	0	0	3	0	16	0	0	0	0	0	7	5	0	0	0	2	97	0	3	0	0	0	0	0	0	0	0	0	4	91	60	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
14275	22348	"Mrtvý luh"	48.86687	13.876662	90	"AWI"	90	550	1081	836	77	0	0	0	0	0	0	3	0	42	0	0	0	0	0	11	5	0	0	0	1	114	0	2	0	0	0	0	0	0	0	0	0	8	35	108	0	0	0	0	0	10	0	0	0	0	0	1	0	1	0	4	0	0	0
