"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liriodendron"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24247	42692	"Herrenwieser See"	48.668262	8.295302	0	"AWI"	0	-112	41	-39	8.46846846846847	0.0900900900900901	0	8.28828828828829	0	0	0	0	0.36036036036036	0	0	0	17.1171171171171	0	0	0	0	1.08108108108108	0	0	0.36036036036036	0	0	0	0	10.8108108108108	1.44144144144144	0	0	2.07207207207207	0	0	0	9.36936936936937	0	0.45045045045045	0	0	0.0900900900900901	0	0.990990990990991	0.27027027027027	1.26126126126126	0	0	0	0	0	0	1.53153153153153	0	0	4.68468468468468	12.6126126126126	0	0	0	0.0900900900900901	0	0.0900900900900901	16.8468468468468	0	0	0	0	0.0900900900900901	0	0.900900900900901	0	0	0	0	0	0	0	0	0	0	0.27027027027027	0.36036036036036	0	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	1	"AWI"	1	-89	63	-21	10.8552631578947	0	0	6.16776315789474	0.328947368421053	0	0	0	0.246710526315789	0	0	0	14.6381578947368	0	0	0	0	1.15131578947368	0	0	0.246710526315789	0	0	0	0	6.33223684210526	0.904605263157895	0	0	2.54934210526316	0	0	0	13.1578947368421	0	0.246710526315789	0	0	0	0.0822368421052631	0.575657894736842	0.411184210526316	0.0822368421052631	0	0	0	0	0	0	1.89144736842105	0	0	8.14144736842105	16.4473684210526	0	0	0	0.0822368421052631	0	0	14.2269736842105	0	0	0	0	0	0	0.328947368421053	0	0	0	0	0	0.0822368421052631	0	0	0	0	0.328947368421053	0.411184210526316	0.0822368421052631	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	2	"AWI"	2	-75	85	-1	8.75912408759124	0.182481751824818	0	5.83941605839416	0.273722627737226	0	0	0	0.364963503649635	0	0	0	16.0583941605839	0	0	0	0	1.09489051094891	0	0	0.0912408759124088	0	0	0	0	7.84671532846715	0.547445255474453	0	0	2.82846715328467	0	0	0	14.507299270073	0	0.456204379562044	0	0	0	0	0.182481751824818	0.273722627737226	0.456204379562044	0	0	0	0.0912408759124088	0	0	2.37226277372263	0	0	5.56569343065693	15.8759124087591	0	0	0	0.456204379562044	0	0	14.4160583941606	0	0	0	0	0	0	0.273722627737226	0.0912408759124088	0	0	0	0	0	0	0.0912408759124088	0	0	0.182481751824818	0.456204379562044	0.273722627737226	0	0.0912408759124088
24247	42692	"Herrenwieser See"	48.668262	8.295302	3	"AWI"	3	-73	100	19	6.84931506849315	0	0	4.71841704718417	0	0	0	0	0.228310502283105	0	0	0	12.7853881278539	0	0	0.076103500761035	0	1.36986301369863	0	0	0.45662100456621	0	0	0	0	4.79452054794521	1.2937595129376	0	0	2.13089802130898	0	0	0	13.089802130898	0	0.228310502283105	0	0	0	0.076103500761035	0.60882800608828	0.60882800608828	0.15220700152207	0	0	0	0	0	0	3.65296803652968	0	0	5.02283105022831	16.0578386605784	0	9.58904109589041	0	0.15220700152207	0	0	14.7640791476408	0	0	0	0	0.076103500761035	0	0.228310502283105	0.15220700152207	0	0	0	0	0	0	0	0	0	0.228310502283105	0.45662100456621	0.076103500761035	0	0.076103500761035
24247	42692	"Herrenwieser See"	48.668262	8.295302	4	"AWI"	4	-67	130	38	8.74785591766724	0.0857632933104631	0	5.48885077186964	0.428816466552316	0	0	0	0.257289879931389	0	0	0	11.3207547169811	0	0	0	0	1.6295025728988	0	0	0	0	0	0	0	7.63293310463122	0.943396226415094	0	0	2.48713550600343	0	0	0	18.6106346483705	0	0.257289879931389	0	0	0	0.257289879931389	0.514579759862779	0.343053173241852	0.171526586620926	0	0	0	0	0	0	2.57289879931389	0	0	7.37564322469983	15.6089193825043	0	0	0	0.171526586620926	0	0	14.4082332761578	0	0	0	0	0.0857632933104631	0	0.343053173241852	0.0857632933104631	0	0	0	0	0	0	0	0	0	0.0857632933104631	0.0857632933104631	0	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	5	"AWI"	5	-61	161	59	10.2292768959436	0.17636684303351	0	4.23280423280423	0.264550264550265	0	0	0	0.440917107583774	0	0	0	11.4638447971781	0	0	0	0	0.617283950617284	0	0	0.17636684303351	0	0	0	0	6.52557319223986	0.705467372134039	0	0	2.55731922398589	0	0	0	17.989417989418	0	0.440917107583774	0	0	0	0.17636684303351	0.264550264550265	0.705467372134039	0	0	0	0	0	0	0	2.46913580246914	0	0	7.49559082892416	18.5185185185185	0	0	0	0.352733686067019	0	0	12.5220458553792	0	0	0	0	0.0881834215167548	0.705467372134039	0.264550264550265	0	0	0	0	0	0	0	0	0	0	0.264550264550265	0.352733686067019	0	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	6	"AWI"	6	-59	193	75	6.966618287373	0.0725689404934688	0	4.93468795355588	0.217706821480406	0	0	0	0.507982583454282	0	0	0	14.1509433962264	0	0	0	0	1.88679245283019	0	0	0.290275761973875	0	0	0	0	6.966618287373	1.08853410740203	0	0	2.46734397677794	0	0	0	13.8606676342525	0	0.145137880986938	0	0	0	0.0725689404934688	0.217706821480406	0.435413642960813	0.290275761973875	0	0	0	0	0	0	2.1044992743106	0	0	6.31349782293178	13.7155297532656	0	9.21625544267054	0	0.145137880986938	0	0	12.844702467344	0	0	0	0	0	0	0.217706821480406	0.0725689404934688	0	0	0	0	0	0	0	0	0	0.290275761973875	0.435413642960813	0.0725689404934688	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	7	"AWI"	7	-57	225	91	6.82196339434276	0.0831946755407654	0	7.15474209650582	0.249584026622296	0	0	0	0.332778702163062	0	0	0	14.8086522462562	0	0	0	0	1.49750415973378	0	0	0.0831946755407654	0	0	0	0	7.98668885191348	0.915141430948419	0	0	2.07986688851913	0	0	0	13.3943427620632	0	0.499168053244592	0	0	0.0831946755407654	0.166389351081531	0.665557404326123	1.08153078202995	0.0831946755407654	0	0	0	0	0	0	3.16139767054908	0	0	5.32445923460898	13.9767054908486	0	0	0	0.166389351081531	0	0	17.9700499168053	0	0	0	0	0	0	0.582362728785358	0.0831946755407654	0	0	0	0	0	0	0.0831946755407654	0	0	0.415973377703827	0.249584026622296	0	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	8	"AWI"	8	-55	261	108	6.55601659751037	0.0829875518672199	0	6.05809128630705	0.16597510373444	0	0	0	0.497925311203319	0	0	0	15.3526970954357	0	0	0	0	1.90871369294606	0	0	0.497925311203319	0	0	0	0	6.72199170124481	1.07883817427386	0	0	3.15352697095436	0	0	0	13.4439834024896	0	0.4149377593361	0	0	0	0	0.497925311203319	0.746887966804979	0	0	0	0	0	0	0	2.32365145228216	0	0	7.21991701244813	15.6846473029046	0	0	0	0.33195020746888	0	0	15.2697095435685	0	0	0	0	0	0.912863070539419	0.0829875518672199	0.0829875518672199	0	0	0	0	0.16597510373444	0	0	0	0	0.16597510373444	0.24896265560166	0.33195020746888	0	0
24247	42692	"Herrenwieser See"	48.668262	8.295302	9	"AWI"	9	-53	297	128	6.3048683160415	0.0798084596967279	0	6.14525139664804	0.159616919393456	0	0	0	0.319233838786911	0	0	0	16.999201915403	0	0	0	0	0.877893056664006	0	0	0.399042298483639	0	0	0	0	8.77893056664006	1.03750997605746	0	0	2.23463687150838	0	0	0	14.8443735035914	0	0.399042298483639	0	0	0.0798084596967279	0.0798084596967279	0.399042298483639	1.03750997605746	0.0798084596967279	0	0	0	0	0	0	2.07501995211492	0.0798084596967279	0	5.34716679968077	16.3607342378292	0	0	0	0.239425379090184	0	0.0798084596967279	13.6472466081405	0	0	0	0	0.0798084596967279	0	0.478850758180367	0.0798084596967279	0	0	0	0	0.0798084596967279	0	0.0798084596967279	0	0	0.319233838786911	0.718276137270551	0.0798084596967279	0	0
