"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15924	24526	"Lavaré"	48.43333	-0.91667	160	"AWI"	160	1771	2154	1968	0	1	348	2	2	2	2	0	18	0	0	0	0	5	2	0	1	0	147	0	0	4	0	0	0	0	5	2	1	1	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	58	0	2	3	7	3	0	10	0	0	0	0	0	0	11	4	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	165	"AWI"	165	1823	2183	2015	0	0	605	1	5	2	2	0	30	1	0	0	0	0	2	0	1	0	192	0	1	6	0	0	0	0	2	3	0	0	0	0	6	2	0	0	2	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	113	1	2	2	0	0	0	14	0	0	0	2	0	0	8	2	1	2	2	0
15924	24526	"Lavaré"	48.43333	-0.91667	170	"AWI"	170	1860	2232	2062	0	0	299	1	3	2	1	0	18	0	0	0	0	0	2	0	0	0	103	0	0	7	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	55	0	2	4	0	1	0	21	0	0	0	2	0	0	7	1	0	1	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	175	"AWI"	175	1925	2256	2104	0	0	203	1	1	1	0	0	29	0	0	0	1	0	0	0	0	1	78	0	0	5	0	0	0	0	7	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	60	0	2	3	27	4	0	28	0	0	1	1	0	1	5	0	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	180	"AWI"	180	1967	2294	2148	0	0	511	0	2	2	1	0	111	2	0	0	0	0	2	0	1	0	121	0	0	7	0	0	0	0	4	5	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	98	1	2	5	16	1	0	13	0	0	0	0	0	0	11	2	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	185	"AWI"	185	2043	2312	2194	1	0	407	1	2	2	0	0	39	1	0	0	0	0	2	0	1	0	101	0	0	24	0	0	0	0	3	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	0	0	77	0	4	2	0	2	0	8	0	0	0	2	1	0	9	5	0	1	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	190	"AWI"	190	2082	2353	2241	0	0	548	2	4	2	1	0	94	2	0	0	0	0	2	0	2	0	157	0	0	9	0	0	0	0	2	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	67	0	1	3	0	2	0	3	0	0	0	1	0	0	5	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	195	"AWI"	195	2123	2463	2295	0	0	720	1	3	2	2	0	97	1	0	0	0	0	1	0	1	0	155	0	0	3	0	0	0	0	2	4	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	77	0	2	2	0	2	0	6	0	0	0	0	1	0	12	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	200	"AWI"	200	2148	2615	2340	0	1	603	0	2	5	1	0	36	1	0	0	0	0	1	0	0	0	159	0	0	5	0	0	0	0	2	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	94	0	1	1	10	2	0	5	0	0	0	1	1	0	9	4	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	202	"AWI"	202	2164	2640	2361	0	0	718	2	2	2	2	0	16	0	0	0	0	0	2	0	0	0	168	0	0	5	2	0	0	0	2	4	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	66	0	1	0	7	2	0	3	0	1	0	0	1	0	12	5	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	206	"AWI"	206	2191	2712	2402	0	0	626	2	2	2	2	0	20	1	0	0	0	0	3	0	1	0	173	1	0	4	0	0	0	0	2	3	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	96	0	2	2	0	1	0	3	0	0	0	1	1	0	23	4	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	210	"AWI"	210	2213	2800	2441	0	0	572	0	2	2	1	0	40	0	0	0	0	0	4	0	1	0	139	0	0	6	2	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	72	0	2	1	7	4	4	2	0	1	0	0	0	0	13	4	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	214	"AWI"	214	2250	2863	2486	0	0	136	0	0	0	47	0	23	2	0	1	0	0	10	0	0	0	36	0	0	53	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	28	0	1	0	0	0	0	2	0	0	0	0	1	3	2	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	218	"AWI"	218	2273	2934	2529	0	0	415	1	1	1	2	0	40	0	0	1	0	0	3	0	1	0	99	0	0	24	0	0	0	0	6	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	4	6	0	0	0	0	0	0	39	0	1	0	16	1	0	2	0	0	1	0	0	0	10	0	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	225	"AWI"	225	2323	3038	2606	0	0	452	2	5	4	0	0	36	1	0	0	0	0	1	1	1	0	115	0	0	8	15	0	0	0	14	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	43	0	4	1	10	1	0	4	0	0	0	0	2	0	6	0	3	0	0	1
