"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15924	24526	"Lavaré"	48.43333	-0.91667	5	"AWI"	5	-75	158	29	2	0	7	1	2	0	0	0	22	1	0	1	0	0	3	43	0	0	7	0	0	28	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	17	6	162	1	0	0	0	0	58	0	6	1	0	0	0	2	0	0	0	2	3	0	0	0	0	1	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	10	"AWI"	10	-57	325	94	5	0	5	2	3	0	0	0	42	0	0	0	1	0	1	22	2	0	6	0	0	24	15	0	0	0	7	2	0	0	0	3	0	0	0	0	2	1	0	0	0	0	1	0	1	8	14	0	0	0	0	0	1	62	0	5	0	0	0	0	2	0	0	0	0	2	0	2	1	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	15	"AWI"	15	-6	366	185	3	0	4	2	2	0	1	0	41	3	0	0	1	0	2	24	0	0	13	0	0	17	19	0	0	0	9	2	0	0	0	2	0	0	0	0	2	1	0	0	0	0	2	1	1	12	16	0	0	0	1	0	0	61	0	2	0	11	2	0	2	0	0	0	0	1	0	0	2	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	20	"AWI"	20	23	445	278	3	0	4	2	3	0	0	0	10	3	0	0	16	0	0	34	0	0	6	0	0	46	14	0	0	0	16	0	0	0	0	2	1	0	0	0	3	1	0	0	0	0	0	0	0	3	18	0	2	0	0	5	1	52	0	2	0	11	1	14	0	0	0	0	2	0	0	0	2	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	25	"AWI"	25	96	483	335	1	0	9	1	5	0	2	0	5	5	1	1	19	0	0	27	0	0	10	0	0	113	5	0	0	0	7	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	1	0	2	22	0	0	0	0	0	2	52	0	2	0	10	1	0	1	0	0	0	1	4	0	1	2	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	30	"AWI"	30	139	556	390	0	0	11	3	3	2	0	0	2	2	0	2	17	0	0	13	2	0	9	0	0	92	4	0	0	0	10	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	71	0	0	0	1	0	0	56	0	2	0	13	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	35	"AWI"	35	239	582	450	0	0	34	1	4	1	1	0	2	2	0	0	9	0	2	5	2	0	19	0	0	130	0	0	0	0	13	0	0	0	0	2	1	0	2	0	2	0	1	0	0	0	1	0	0	1	7	0	0	0	0	0	2	40	0	6	0	6	2	29	2	0	0	0	0	1	0	0	1	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	40	"AWI"	40	294	628	510	0	0	15	0	2	1	0	0	5	1	0	1	16	0	1	2	0	0	15	0	0	78	4	0	0	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	14	0	0	0	0	0	2	70	0	2	0	20	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	45	"AWI"	45	460	651	566	0	0	24	2	13	1	2	0	12	1	0	2	8	9	2	0	2	0	25	0	0	108	13	0	0	0	20	0	0	0	0	2	1	0	3	0	1	1	0	0	0	0	2	0	1	2	11	0	1	0	0	0	2	69	0	7	0	18	1	0	2	0	0	0	0	0	0	2	2	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	50	"AWI"	50	551	710	630	0	0	33	2	18	2	2	26	11	3	0	3	8	6	2	0	3	0	13	0	0	75	29	0	0	0	17	1	2	0	0	0	0	1	2	1	2	1	0	0	0	0	2	0	0	3	17	0	2	0	0	0	2	34	0	3	0	14	2	0	2	0	0	0	2	1	0	2	3	1	0	1	0
15924	24526	"Lavaré"	48.43333	-0.91667	55	"AWI"	55	628	884	759	0	0	18	2	7	0	1	0	19	2	0	3	1	0	2	0	2	0	25	0	1	34	37	0	0	0	17	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	18	0	10	0	19	6	0	1	0	0	0	0	0	0	0	0	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	60	"AWI"	60	664	1113	888	0	0	28	2	2	0	1	0	13	0	0	0	1	0	2	0	4	0	14	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	23	0	2	0	24	12	0	2	0	0	0	0	0	0	0	1	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	65	"AWI"	65	855	1156	995	0	0	8	2	5	0	1	0	5	2	0	2	0	0	3	0	0	0	8	0	0	87	5	0	0	0	6	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	1	0	0	2	12	0	0	0	0	0	0	13	0	2	0	55	5	0	2	0	0	0	0	1	1	0	0	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	70	"AWI"	70	971	1259	1111	0	0	55	2	2	1	2	0	4	8	0	3	0	0	2	0	0	0	18	0	1	95	2	0	0	0	15	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	2	12	0	0	0	0	0	0	20	0	2	6	64	2	0	1	0	0	0	2	3	0	1	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	75	"AWI"	75	1020	1296	1158	0	0	387	0	1	3	2	0	31	1	0	0	0	0	1	0	1	0	54	0	0	41	2	0	0	0	29	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	22	0	0	0	0	0	0	54	0	2	0	16	2	0	3	0	0	0	1	1	0	2	1	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	80	"AWI"	80	1047	1369	1208	0	0	698	1	0	3	0	0	44	0	0	1	1	0	2	0	0	0	81	0	1	20	0	0	0	0	45	13	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	64	0	3	0	16	9	0	9	0	0	0	2	0	0	2	5	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	85	"AWI"	85	1123	1407	1258	0	0	420	2	0	4	1	0	34	1	0	0	0	0	1	0	0	0	94	0	0	11	0	0	0	0	39	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	91	0	6	0	0	0	0	5	1	0	0	1	1	0	2	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	90	"AWI"	90	1163	1467	1309	0	0	731	0	0	10	0	0	52	0	0	0	0	0	1	0	0	0	74	0	0	5	0	0	0	0	58	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	72	0	2	0	0	2	0	1	0	0	0	0	1	0	2	1	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	95	"AWI"	95	1259	1499	1356	0	0	68	2	2	2	2	0	25	2	0	2	1	0	9	0	0	0	37	0	2	42	3	0	0	0	24	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	2	8	0	0	0	0	0	1	56	0	7	0	41	3	0	2	0	1	0	0	0	0	2	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	100	"AWI"	100	1298	1570	1408	0	0	57	0	3	0	4	0	20	0	0	0	0	0	1	0	1	0	17	0	0	38	0	0	0	0	22	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	81	0	2	0	16	2	0	5	0	0	0	0	2	0	2	0	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	105	"AWI"	105	1334	1615	1457	0	0	225	2	0	1	1	0	21	0	0	0	0	0	0	0	1	0	34	0	1	116	0	0	0	5	10	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	73	0	4	4	17	2	0	5	0	0	0	2	1	0	4	0	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	110	"AWI"	110	1358	1692	1503	0	0	331	1	1	2	1	0	14	0	0	1	0	0	2	0	1	0	61	0	0	53	0	0	0	0	10	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	82	0	2	3	21	6	0	2	0	0	0	1	1	0	9	1	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	115	"AWI"	115	1404	1729	1553	0	0	383	2	2	3	1	0	18	2	0	0	0	7	3	0	0	0	69	0	0	15	0	0	0	0	10	1	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	69	0	2	3	15	2	0	3	0	0	0	0	1	0	9	1	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	120	"AWI"	120	1432	1792	1602	0	0	372	3	2	2	0	0	19	0	0	0	0	0	3	0	0	0	84	0	1	14	0	0	0	0	14	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	68	0	1	1	24	0	0	2	0	1	0	1	1	0	8	1	0	0	1	0
15924	24526	"Lavaré"	48.43333	-0.91667	125	"AWI"	125	1489	1821	1650	0	0	278	2	1	4	2	0	17	0	0	0	0	0	2	0	1	1	60	0	0	12	0	0	0	0	4	2	0	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0	61	0	2	2	13	3	0	7	0	0	0	2	1	0	5	0	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	130	"AWI"	130	1521	1872	1699	0	0	387	2	2	2	1	0	20	1	0	0	0	0	2	0	2	0	59	0	0	27	2	1	0	0	10	2	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	79	0	2	3	20	2	0	6	0	0	0	1	1	0	9	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	135	"AWI"	135	1583	1903	1743	0	0	395	0	2	2	1	0	22	0	0	0	0	0	2	0	2	0	58	0	0	11	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	86	0	1	2	14	1	0	2	0	0	0	4	2	0	9	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	140	"AWI"	140	1620	1956	1789	0	0	448	0	2	3	0	0	18	0	0	0	0	0	2	0	0	0	97	0	0	8	0	1	0	0	7	2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	6	0	1	0	0	0	1	88	0	2	2	9	0	0	5	0	0	0	2	2	0	8	2	0	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	145	"AWI"	145	1661	1999	1835	0	0	497	1	0	2	2	0	28	0	0	0	0	0	2	0	0	0	122	0	0	3	0	0	0	0	3	5	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	1	104	0	2	3	12	2	0	7	1	0	0	1	0	0	8	2	1	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	150	"AWI"	150	1688	2063	1878	0	0	381	0	2	1	3	0	24	0	0	0	0	0	3	0	2	0	136	0	0	5	0	0	0	0	2	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	58	0	4	0	0	4	0	3	0	0	0	0	1	0	15	6	2	0	0	0
15924	24526	"Lavaré"	48.43333	-0.91667	155	"AWI"	155	1740	2096	1922	0	0	418	0	3	1	3	0	38	0	0	0	0	0	1	0	0	0	130	0	0	3	0	0	0	0	3	4	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	46	0	1	3	19	4	0	5	0	0	0	2	0	0	14	4	0	0	0	1
