"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Lamiaceae"	"Lythraceae"	"Montiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13450	20175	"Vrbka"	50.38667	14.13056	10	"AWI"	10	3098	3359	3232	7.57575757575758	0	4.04040404040404	0.505050505050505	0	8.83838383838384	0	0	9.84848484848485	0	0.252525252525253	0	1.26262626262626	0	0	0	0	0	4.29292929292929	0	4.04040404040404	0	1.26262626262626	0	7.57575757575758	1.01010101010101	0.757575757575758	0.252525252525253	0	0	0	0	0	0	0	0	0	1.01010101010101	32.8282828282828	4.04040404040404	0	0.252525252525253	0	0	5.05050505050505	0	0	1.01010101010101	0	1.01010101010101	0	0	0	0	0	0.252525252525253	0	3.03030303030303
13450	20175	"Vrbka"	50.38667	14.13056	15	"AWI"	15	3113	3374	3248	4.82573726541555	0	4.55764075067024	0.268096514745308	0	8.57908847184987	0	0	11.2600536193029	0	0.268096514745308	0	0.268096514745308	0	0	0	0	1.34048257372654	3.2171581769437	0	2.14477211796247	0	17.1581769436997	0	5.09383378016086	0.536193029490617	0.536193029490617	0	0	0	0.268096514745308	0.804289544235925	0	0	0	0	0	1.34048257372654	26.5415549597855	3.48525469168901	0	0	0	0	4.28954423592493	0	0	0.536193029490617	0	0.268096514745308	0	0	0	0	0	0	0.268096514745308	2.14477211796247
13450	20175	"Vrbka"	50.38667	14.13056	20	"AWI"	20	3132	3388	3264	4.07608695652174	0	5.43478260869565	0.543478260869565	0	9.23913043478261	0	0	9.78260869565217	0	1.35869565217391	0	1.08695652173913	0	0	0	0	5.16304347826087	2.71739130434783	0	0.815217391304348	0	22.2826086956522	0	4.34782608695652	2.98913043478261	1.08695652173913	0	0	0	0	0	0.271739130434783	0.271739130434783	0	0	0	1.90217391304348	19.5652173913043	0	0	0	0	0	4.07608695652174	0	0	0.543478260869565	0	0.543478260869565	0	0	0	0	0	0.271739130434783	0.543478260869565	1.08695652173913
13450	20175	"Vrbka"	50.38667	14.13056	25	"AWI"	25	3150	3404	3279	3.54430379746835	0.253164556962025	5.56962025316456	1.26582278481013	0	7.34177215189873	0	0	8.60759493670886	0	0	0	0.253164556962025	0	0	0	0	0.506329113924051	2.27848101265823	0	2.78481012658228	0	23.0379746835443	0	10.379746835443	0.253164556962025	0.759493670886076	0	0.253164556962025	0	0	0	0	0	0	0	0	1.51898734177215	15.4430379746835	0	0	0	0	0	13.4177215189873	0	0	0.506329113924051	0	0.506329113924051	0	0	0	0	0.506329113924051	0.253164556962025	0	0.759493670886076
13450	20175	"Vrbka"	50.38667	14.13056	30	"AWI"	30	3167	3419	3295	7.02702702702703	0	7.02702702702703	1.62162162162162	0	8.91891891891892	0	0	9.18918918918919	0	0.810810810810811	0.27027027027027	0.540540540540541	0	0	0	0	0.27027027027027	1.35135135135135	0	2.7027027027027	0	4.86486486486486	0	14.0540540540541	0.540540540540541	1.08108108108108	0	0.27027027027027	0	0.27027027027027	0	0	0	0	0	0	1.08108108108108	15.1351351351351	0	0	0	0	0	17.2972972972973	0	0	0.810810810810811	2.43243243243243	0	0	0	0	0	0.27027027027027	0	1.62162162162162	0.540540540540541
13450	20175	"Vrbka"	50.38667	14.13056	35	"AWI"	35	3183	3434	3310	4.63576158940397	0	7.72626931567329	0.441501103752759	0	3.97350993377483	0	0	20.9713024282561	0	0	0	0	0	0	0	0	0	3.09050772626932	0	1.32450331125828	0	25.1655629139073	0	7.72626931567329	0	0.441501103752759	0	0	0	0	0	0	0	0	0	0	0.883002207505519	11.9205298013245	0	0	0	0	0	10.1545253863135	0	0	0.22075055187638	0.22075055187638	0	0	0	0	0	0	0.22075055187638	0.441501103752759	0.441501103752759
13450	20175	"Vrbka"	50.38667	14.13056	40	"AWI"	40	3199	3448	3326	3.72670807453416	0	8.69565217391304	0	0	1.24223602484472	0	0	25.0517598343685	0	0	0	0.62111801242236	0	0	0	0	0	5.38302277432712	0	0.62111801242236	0	27.7432712215321	0	6.00414078674948	0	0.62111801242236	0	0.20703933747412	0	0	0	0	0	0	0	0	1.44927536231884	12.2153209109731	0	0	0	0	0	4.55486542443064	0	0	0.20703933747412	0.62111801242236	0.20703933747412	0	0	0	0	0	0.41407867494824	0.20703933747412	0.20703933747412
13450	20175	"Vrbka"	50.38667	14.13056	45	"AWI"	45	3215	3463	3341	4.07331975560081	0.203665987780041	7.53564154786151	0.407331975560081	0	2.44399185336049	0	0	41.3441955193483	0	0.203665987780041	0	0.203665987780041	0	0	0	0	0.203665987780041	4.27698574338086	0	1.0183299389002	0	6.5173116089613	0	6.72097759674134	0	0.203665987780041	0	0	0	0.203665987780041	0	0	0	0	0	0	1.0183299389002	10.3869653767821	1.42566191446029	0	0	0	0	9.979633401222	0	0	0.203665987780041	0.407331975560081	0.407331975560081	0	0	0	0	0	0	0.203665987780041	0.407331975560081
13450	20175	"Vrbka"	50.38667	14.13056	50	"AWI"	50	3232	3478	3356	4.6218487394958	0.210084033613445	7.14285714285714	0.630252100840336	0	3.36134453781513	0	0	41.3865546218487	0	0	0	0.210084033613445	0	0	0	0.210084033613445	0	3.57142857142857	0	1.47058823529412	0	2.10084033613445	0	9.66386554621849	0	0	0	0	0	0	0	0	0	0.630252100840336	0	0	1.05042016806723	9.66386554621849	0	0	0	0	0	10.7142857142857	0	0	0.630252100840336	0.840336134453782	0.630252100840336	0	0	0	0	0.210084033613445	0	0.840336134453782	0.210084033613445
13450	20175	"Vrbka"	50.38667	14.13056	55	"AWI"	55	3249	3491	3372	6.51558073654391	0	5.94900849858357	0.56657223796034	0	6.23229461756374	0	0	39.0934844192635	0	0	0	0	0	0	0	0	0	5.09915014164306	0	1.41643059490085	0	2.26628895184136	0	11.614730878187	0.28328611898017	0.28328611898017	0	0	0	0	0	0	0	0	0	0	1.69971671388102	6.23229461756374	0	0	0	0	0	9.06515580736544	0	0	0.56657223796034	0.84985835694051	0.56657223796034	0	0	0	0	0.28328611898017	0.28328611898017	0.84985835694051	0.28328611898017
