"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Chamaerops"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Morus"	"Myrtus"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Smilacaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"	"Ziziphus"
26995	47537	"Sa Curcurica"	40.45547	9.78752	0	"AWI"	0	-133	42	-54	0	0	0.50251256281407	5.52763819095477	0	0	0	0	2.51256281407035	1.00502512562814	0	0	0	0	0	0	0	0	0	0	0	2.51256281407035	0.50251256281407	0	0	3.51758793969849	0	0	11.5577889447236	0	0	0	0	0	0	0	0	0	0	6.53266331658291	0	0	0	0	0	0	2.01005025125628	16.5829145728643	0	1.00502512562814	0	1.50753768844221	0	0	9.54773869346734	0	0	0	0	0	14.572864321608	20.1005025125628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50251256281407	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	12	"AWI"	12	-69	395	76	0	0	1.0989010989011	2.93040293040293	0	0	0	0.366300366300366	2.1978021978022	0.732600732600733	0	0	0	0	0	0	0	0	0	0	0	5.86080586080586	0.366300366300366	0	0	3.2967032967033	0	0	0	0	0	0	0	0	0	0.366300366300366	0	0	0	4.02930402930403	0	0	0	0	0	0	1.83150183150183	5.86080586080586	0	0	0.732600732600733	2.56410256410256	0	0	16.1172161172161	0	0	14.2857142857143	0	0	10.2564102564103	26.3736263736264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366300366300366	0	0	0	0.366300366300366	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	24	"AWI"	24	-5	701	209	0	0	1.07913669064748	4.31654676258993	0	0	0	0	2.51798561151079	0	0	0	0	0	0	0	0.359712230215827	0	0	0	0	0	0	0	0	3.23741007194245	0	0	0	0	0	0	0	0.359712230215827	0	0	0	0.359712230215827	0	7.55395683453237	0	0	0	0.359712230215827	0	0	1.43884892086331	7.9136690647482	0.359712230215827	0.359712230215827	0	2.51798561151079	0	0	13.3093525179856	0	0	8.63309352517986	0	0	14.3884892086331	30.2158273381295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359712230215827	0	0.359712230215827	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	40	"AWI"	40	75	937	414	0	0	1.08695652173913	1.08695652173913	0	0	0	0	1.44927536231884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36231884057971	0	0	0	0	0	0	0	0	0	0	0.72463768115942	0	0	7.97101449275362	0	0	0	0	0	0	2.17391304347826	13.4057971014493	0	2.17391304347826	0	1.44927536231884	0	0	8.69565217391304	0	0.36231884057971	11.231884057971	0	0	15.5797101449275	31.1594202898551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72463768115942	0	0	0.36231884057971	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	56	"AWI"	56	208	1163	683	0	0	1.70068027210884	4.42176870748299	0	0	0	0.680272108843537	1.36054421768707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02040816326531	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80272108843537	0	0	0	0	0	0	2.72108843537415	13.265306122449	0	1.02040816326531	0	2.72108843537415	0	0	10.5442176870748	0	0	9.86394557823129	0	0	16.6666666666667	26.8707482993197	0.340136054421769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	72	"AWI"	72	407	1375	908	0	0	3.40557275541796	2.1671826625387	0	0	0	0	2.1671826625387	0.619195046439629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54798761609907	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73993808049536	0	0	0	0	0	0	2.78637770897833	12.6934984520124	0	0.309597523219814	0	2.1671826625387	0	0	9.90712074303406	0	0	4.95356037151703	0	0	21.671826625387	27.2445820433437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619195046439629	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	88	"AWI"	88	620	1562	1140	0	0	2.98013245033113	4.96688741721854	0	0	0	0	1.65562913907285	1.65562913907285	0	0	0	0	0	0	0	0	0	0	0	0	0.33112582781457	0	0	2.64900662251656	0	0	0	0	0	0	0	0.33112582781457	0	0	0.33112582781457	0.33112582781457	0	3.97350993377483	0	0	0	0	0	0	5.29801324503311	9.27152317880795	0	0.662251655629139	0	1.32450331125828	0	0	9.60264900662252	0	0	10.9271523178808	0	0	19.5364238410596	24.1721854304636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	104	"AWI"	104	814	1696	1353	0	0	2.85714285714286	9.28571428571429	0	0	0	0	1.78571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714285714285714	0	0	3.21428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71428571428571	0	0	0	0	0	0	12.8571428571429	8.92857142857143	0	0.357142857142857	0	1.42857142857143	0	0	5.35714285714286	0	0	0	0	0	18.5714285714286	27.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07142857142857	0	0.357142857142857	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	120	"AWI"	120	1028	1810	1536	0	0	3.18471337579618	6.36942675159236	0	0	0	0	0.636942675159236	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636942675159236	0	0	2.86624203821656	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59235668789809	0	0.318471337579618	0	0	0	0	6.68789808917197	7.00636942675159	0	0.636942675159236	0	1.27388535031847	0	2.22929936305732	4.14012738853503	0	0	10.828025477707	0	0	19.7452229299363	31.2101910828025	0	0	0	0	0	0.318471337579618	0	0	0	0	0.318471337579618	0	0	0	0	0	0	0	0	0	0	0
26995	47537	"Sa Curcurica"	40.45547	9.78752	136	"AWI"	136	1456	1871	1716	0	0	1.90839694656489	6.10687022900763	0	0	0	0.381679389312977	1.14503816793893	0.381679389312977	0	0.381679389312977	0	0	0	0	0	0	0	0	0	0	0.381679389312977	0	0.381679389312977	1.52671755725191	0	0	0	0	0	0	0	0	0	0	0.381679389312977	0	0	4.58015267175572	0	0	0	0	0	0	21.7557251908397	9.16030534351145	0	1.90839694656489	0	2.29007633587786	0	0	7.63358778625954	0	0	0	0	0	16.412213740458	22.9007633587786	0	0	0	0	0	0	0	0	0	0.381679389312977	0	0	0	0	0	0	0	0	0	0	0	0
