"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
13384	20020	"Lake Ifjord"	70.43333	27.63333	40	"AWI"	40	782	3377	1853	0	11	0	0	1	0	144	0	0	0	0	1	0	125	0	0	0	5	0	0	1	93	69	0	0	0	0	0	16	0	0	0	12	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	44	"AWI"	44	980	3525	2048	0	9	0	0	1	0	156	1	0	0	0	0	0	116	0	0	0	3	1	0	6	93	63	0	0	0	0	3	20	0	0	0	5	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	48	"AWI"	48	1098	3737	2255	0	8	0	0	2	0	151	0	0	0	0	2	0	125	0	0	0	9	1	0	3	114	71	0	0	0	0	2	12	0	0	0	17	0	0	1	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	52	"AWI"	52	1243	3939	2451	0	5	0	0	3	0	155	0	0	0	0	1	0	114	0	0	0	11	0	0	3	97	78	0	2	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	56	"AWI"	56	1419	4138	2645	0	8	0	7	2	0	146	0	0	0	0	5	0	104	16	0	0	13	0	0	5	94	82	0	0	0	0	2	18	0	0	0	18	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	60	"AWI"	60	1536	4398	2831	0	6	0	2	2	0	124	0	0	0	0	2	0	162	0	0	0	8	0	0	3	113	54	0	0	0	0	1	0	0	0	0	13	0	0	1	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	64	"AWI"	64	1760	4558	3043	0	11	0	3	4	0	150	0	0	0	0	0	1	100	0	0	0	13	0	0	1	100	81	0	0	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	68	"AWI"	68	1917	4770	3260	0	4	0	1	1	0	140	0	0	0	0	1	0	121	0	0	0	11	0	0	4	98	60	0	0	0	1	1	11	0	0	0	9	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	72	"AWI"	72	2109	4987	3456	0	8	0	1	1	0	156	0	0	0	0	0	0	119	0	0	0	6	0	0	1	93	77	0	0	0	0	2	14	0	0	0	11	0	0	0	1	1	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	76	"AWI"	76	2271	5114	3660	0	8	0	3	1	0	168	0	0	0	0	2	0	141	0	0	0	9	0	0	1	78	58	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	80	"AWI"	80	2396	5364	3850	0	11	0	6	2	0	126	0	0	0	0	1	0	130	0	0	0	8	0	0	2	112	79	0	1	0	1	2	14	0	0	0	11	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	84	"AWI"	84	2688	5472	4066	0	10	0	3	4	0	214	0	0	0	0	3	0	65	0	0	0	9	0	0	1	108	65	0	1	0	0	1	19	0	0	0	12	0	0	0	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	88	"AWI"	88	2855	5668	4280	0	8	0	2	4	0	196	0	0	0	0	2	0	51	0	0	0	6	0	0	2	143	54	0	0	0	0	4	10	0	0	0	9	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	92	"AWI"	92	3055	5847	4485	0	8	1	4	1	0	219	0	0	0	0	7	0	75	0	0	0	5	0	0	2	94	67	0	0	0	0	6	16	0	0	0	11	0	0	1	1	0	3	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	96	"AWI"	96	3260	5974	4691	0	15	0	1	5	0	220	0	0	0	0	1	0	65	0	0	0	10	0	0	1	119	53	0	1	0	0	1	9	0	1	0	10	0	0	0	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	100	"AWI"	100	3398	6159	4906	0	9	0	4	1	0	187	0	0	0	0	1	0	65	0	0	0	10	0	0	0	161	60	0	0	0	0	1	13	0	0	0	7	0	0	1	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	104	"AWI"	104	3680	6279	5117	0	10	0	3	0	0	175	0	0	0	0	1	0	73	21	0	0	8	0	0	4	135	62	0	0	0	0	4	12	0	0	0	7	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	108	"AWI"	108	3888	6434	5328	0	9	0	1	5	0	213	0	0	0	0	1	0	61	22	0	0	3	0	0	0	135	51	0	0	0	0	1	5	0	0	0	15	0	0	1	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	112	"AWI"	112	4136	6599	5527	0	4	0	4	0	0	188	0	0	0	0	2	0	89	0	0	0	11	0	0	3	137	36	0	0	0	0	1	25	0	0	0	11	0	0	1	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	120	"AWI"	120	4539	6863	5956	0	7	1	1	3	0	195	0	0	0	0	0	0	61	0	0	0	4	0	0	2	162	46	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	3	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	124	"AWI"	124	4906	6943	6141	0	13	1	0	0	0	195	0	0	0	1	1	0	95	0	0	0	3	0	0	0	160	56	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	128	"AWI"	128	5106	7064	6347	0	9	1	4	0	0	219	0	0	0	0	2	0	55	0	0	0	6	0	0	1	155	53	0	0	0	0	1	8	0	0	0	5	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	132	"AWI"	132	5450	7180	6531	0	16	0	2	4	0	220	0	0	0	0	3	0	52	0	0	0	4	0	0	0	123	54	0	0	0	0	5	12	0	0	0	9	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	136	"AWI"	136	5846	7252	6727	0	18	0	3	3	0	245	0	0	0	0	1	0	60	0	0	0	8	1	0	0	183	55	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	140	"AWI"	140	6085	7371	6938	0	20	0	1	0	0	269	0	0	0	0	4	0	74	0	0	0	6	0	0	0	123	59	0	1	1	0	2	10	0	0	0	8	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	144	"AWI"	144	6552	7431	7098	1	19	0	4	4	0	284	0	0	0	0	2	0	26	0	0	0	14	0	0	0	170	42	0	0	0	0	0	8	0	1	0	10	0	1	1	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	148	"AWI"	148	6857	7547	7275	0	28	0	0	2	0	304	0	0	0	0	3	0	35	0	0	0	25	0	0	1	116	45	0	0	0	0	0	0	0	2	0	9	0	0	0	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	152	"AWI"	152	7012	7744	7424	0	23	0	2	0	0	258	0	0	0	0	4	1	60	0	0	0	18	0	0	0	164	39	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	156	"AWI"	156	7095	7986	7546	0	51	0	2	6	0	369	0	0	0	0	5	0	25	0	0	0	18	0	0	0	131	38	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	160	"AWI"	160	7151	8294	7661	0	24	1	2	0	0	244	0	0	0	0	0	0	25	0	0	0	17	0	0	0	192	37	0	0	0	0	0	0	0	0	0	9	0	0	1	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	164	"AWI"	164	7310	8401	7796	0	36	0	1	1	0	283	0	0	0	0	7	0	28	0	0	1	38	1	0	0	114	56	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	3	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	168	"AWI"	168	7390	8582	7932	0	14	0	1	1	0	218	0	0	0	0	3	0	18	0	0	0	40	0	0	0	145	69	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	172	"AWI"	172	7504	8735	8066	0	14	0	1	0	0	224	0	0	0	0	5	0	58	0	0	0	68	0	0	1	93	81	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	176	"AWI"	176	7617	8861	8209	0	10	1	0	0	0	259	0	0	0	0	5	0	30	0	0	0	80	0	0	1	82	75	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	1
13384	20020	"Lake Ifjord"	70.43333	27.63333	180	"AWI"	180	7693	9040	8353	0	19	0	0	3	0	242	0	1	0	0	7	0	43	0	0	0	33	0	0	2	131	48	0	0	0	0	0	0	0	0	3	10	0	0	1	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	184	"AWI"	184	7874	9122	8491	0	8	0	0	1	0	185	0	0	0	0	5	0	58	0	0	0	17	0	0	0	111	105	0	2	0	0	1	0	0	0	0	13	0	0	0	0	0	3	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	188	"AWI"	188	7988	9230	8634	0	12	0	4	1	0	234	0	0	0	0	3	0	75	0	0	0	18	0	0	0	107	63	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	192	"AWI"	192	8148	9353	8772	0	18	0	1	4	0	258	0	0	0	0	7	0	36	0	0	0	9	0	1	1	109	62	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	196	"AWI"	196	8306	9446	8907	0	8	0	0	1	0	261	0	0	0	0	2	0	19	0	0	0	5	0	0	0	79	64	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	200	"AWI"	200	8420	9594	9049	1	19	1	3	4	0	258	0	0	0	0	2	0	32	0	0	0	7	0	0	2	82	71	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	204	"AWI"	204	8748	9690	9189	0	15	0	0	0	0	321	0	0	0	0	4	0	29	0	0	0	4	0	0	0	66	48	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	208	"AWI"	208	8974	9832	9342	0	8	1	2	2	0	279	0	0	0	0	9	0	35	0	0	0	0	0	0	1	77	78	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	212	"AWI"	212	9145	9992	9527	0	4	0	0	0	0	282	0	0	0	0	0	0	43	0	0	0	8	0	0	1	99	71	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	216	"AWI"	216	9294	10180	9769	0	11	1	3	0	0	299	0	0	0	0	5	0	55	0	0	0	2	0	0	0	45	80	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	220	"AWI"	220	9378	10496	10009	0	3	0	3	0	0	359	0	0	0	0	4	0	56	0	0	0	1	0	0	2	29	52	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	224	"AWI"	224	9542	10567	10184	0	1	0	4	2	0	302	1	0	0	0	2	0	36	0	1	0	0	1	0	0	25	127	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	228	"AWI"	228	9648	10698	10348	0	1	0	3	3	0	324	0	0	0	0	6	0	36	0	0	0	3	0	0	0	18	77	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	232	"AWI"	232	9738	10857	10453	0	0	2	2	2	0	324	0	0	0	0	2	0	48	0	0	0	1	1	0	0	18	76	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	236	"AWI"	236	9800	10949	10515	0	0	2	7	4	0	281	0	0	0	0	0	0	60	0	0	0	0	2	0	0	9	90	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	240	"AWI"	240	9847	11063	10571	0	0	0	0	0	0	249	0	0	0	0	1	0	60	0	0	0	0	1	0	0	15	108	0	0	1	0	0	0	0	0	41	7	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	244	"AWI"	244	9933	11136	10637	0	0	1	2	6	0	301	0	0	0	0	1	0	26	0	0	0	0	0	0	0	16	83	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	248	"AWI"	248	9997	11231	10704	0	0	0	6	8	0	293	0	0	0	0	0	0	20	0	0	0	4	0	0	0	9	100	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	252	"AWI"	252	10073	11325	10771	0	2	0	7	5	0	340	0	0	0	0	0	0	31	0	0	0	1	0	0	0	31	71	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	256	"AWI"	256	10148	11402	10836	0	2	1	2	2	0	331	0	0	0	0	4	0	49	0	0	0	0	1	0	0	41	56	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	260	"AWI"	260	10217	11500	10901	0	0	1	3	10	0	317	0	0	0	1	0	0	45	0	0	0	0	0	0	1	16	89	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	264	"AWI"	264	10308	11561	10968	0	0	1	0	2	0	246	0	0	0	0	3	0	42	0	0	0	1	1	0	0	12	106	0	0	0	0	0	0	0	0	56	2	0	0	0	0	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	268	"AWI"	268	10383	11639	11035	0	0	0	3	5	0	291	0	0	0	0	1	0	38	0	0	0	0	1	0	0	24	85	0	0	0	0	0	0	0	0	32	19	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	272	"AWI"	272	10452	11719	11099	0	3	0	4	1	0	299	0	0	0	0	0	1	55	0	0	0	0	0	0	0	16	71	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	276	"AWI"	276	10534	11782	11168	0	0	1	0	6	0	242	0	0	0	0	1	0	61	0	0	0	0	1	0	0	14	103	0	0	0	0	0	0	0	0	23	4	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	280	"AWI"	280	10588	11876	11238	0	2	0	7	4	0	225	0	0	0	0	0	1	21	0	0	0	0	0	0	0	15	64	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	282	"AWI"	282	10642	11905	11269	0	1	2	2	2	0	220	0	0	0	0	0	0	24	0	0	0	0	1	0	2	13	79	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	284	"AWI"	284	10694	11939	11302	0	2	0	5	2	0	182	0	0	0	1	0	0	12	0	0	0	0	0	0	2	6	61	0	1	0	0	0	0	0	0	0	9	0	0	0	1	0	2	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	286	"AWI"	286	10728	11973	11333	0	0	0	1	0	0	142	0	0	0	1	1	0	12	0	0	0	0	0	0	0	3	55	0	1	0	0	0	0	0	0	10	15	0	0	0	0	0	1	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	288	"AWI"	288	10758	12027	11366	0	0	0	2	1	0	83	0	0	0	0	0	1	12	0	0	0	1	3	0	1	3	38	0	0	1	0	0	0	0	1	0	13	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	290	"AWI"	290	10793	12070	11399	0	0	0	5	6	0	121	0	0	0	0	0	1	11	0	0	0	0	0	0	0	3	46	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	292	"AWI"	292	10843	12098	11432	0	0	1	10	9	0	179	0	0	0	0	1	0	14	0	0	0	0	2	0	0	4	57	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	294	"AWI"	294	10890	12140	11465	0	0	2	6	4	0	68	0	0	0	0	0	0	10	0	0	0	2	1	0	0	2	35	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	296	"AWI"	296	10927	12175	11502	0	1	2	8	5	0	74	0	0	0	0	1	0	23	0	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	298	"AWI"	298	10961	12216	11538	0	0	2	4	9	0	69	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	28	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	300	"AWI"	300	10990	12253	11574	0	1	0	2	5	0	67	0	0	0	0	0	0	6	0	0	0	0	1	0	1	3	25	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	302	"AWI"	302	11043	12284	11605	0	0	0	6	15	0	41	0	0	0	2	3	0	1	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	27	47	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	304	"AWI"	304	11103	12308	11637	0	2	0	6	11	0	44	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	30	0	0	0	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	306	"AWI"	306	11147	12336	11670	0	0	3	8	15	0	62	0	0	0	0	1	0	7	0	0	0	4	0	0	0	2	40	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	308	"AWI"	308	11184	12381	11704	0	0	1	1	5	0	26	0	0	0	0	0	0	6	0	0	0	8	0	0	0	6	66	0	1	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	310	"AWI"	310	11214	12427	11736	0	1	1	0	33	0	39	0	0	0	0	0	0	4	0	0	0	2	0	0	0	5	27	0	0	0	0	0	0	0	0	0	37	0	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	311	"AWI"	311	11236	12450	11760	0	1	4	1	38	0	39	0	0	0	0	2	0	2	0	0	0	0	0	0	1	4	18	0	0	0	0	0	0	0	0	0	33	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	313	"AWI"	313	11273	12515	11811	0	0	7	0	42	0	66	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	15	0	0	0	3	0	1	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	315	"AWI"	315	11303	12586	11863	0	0	8	0	114	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	317	"AWI"	317	11335	12666	11908	0	0	5	1	52	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	319	"AWI"	319	11358	12762	11950	0	0	9	1	55	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	321	"AWI"	321	11393	12847	11999	0	0	13	0	105	0	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	323	"AWI"	323	11425	12903	12050	0	2	5	0	189	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	4	4	0	0	1	0	0	0	0
13384	20020	"Lake Ifjord"	70.43333	27.63333	325	"AWI"	325	11462	12965	12100	0	2	6	1	69	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0
