"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14552	22814	"Mohos"	46.13102	25.902362	10	"AWI"	10	-89	186	18	3.04878048780488	0	5.48780487804878	1.21951219512195	0.609756097560976	0	1.21951219512195	0	16.4634146341463	0	0	0	0	0	0	0	0	3.65853658536585	1.82926829268293	0	0	0	0	0	31.0975609756098	0	0	0	0	1.82926829268293	0	0	0	0	0.609756097560976	0	4.8780487804878	15.8536585365854	0	0	0	0	0	0	10.9756097560976	0	0	0	0	0.609756097560976	0.609756097560976	0	0	0	0	0	0	0	0	0	0	0
14552	22814	"Mohos"	46.13102	25.902362	20	"AWI"	20	-50	359	89	3.58565737051793	1.19521912350598	7.56972111553785	1.19521912350598	8.76494023904383	0	1.59362549800797	0	9.56175298804781	0	0.796812749003984	0	0.398406374501992	0	0	0	0	8.36653386454183	1.99203187250996	0	0	0	0	0	12.7490039840637	0	0	0	25.8964143426295	0.398406374501992	0	0	0	0	0	0	0	6.77290836653386	0	0	0	0	0	0	5.57768924302789	0.398406374501992	0	0	0	1.19521912350598	1.59362549800797	0	0	0	0	0	0	0	0	0.398406374501992	0	0
14552	22814	"Mohos"	46.13102	25.902362	30	"AWI"	30	-10	468	176	0.246913580246914	0	3.45679012345679	0	0	0	0	0	4.19753086419753	0	0	0	1.23456790123457	0	0	0	0	0.740740740740741	68.1481481481482	0	0	0	0	0	9.38271604938272	0	0	0	0	0	0.246913580246914	0	0	0	0	0	0	6.66666666666667	0	0	0	0	0	0	1.72839506172839	1.23456790123457	0.493827160493827	0	0	0.246913580246914	0.987654320987654	0	0	0	0	0	0.987654320987654	0	0	0	0	0
14552	22814	"Mohos"	46.13102	25.902362	40	"AWI"	40	45	569	256	3.77358490566038	0	6.91823899371069	3.77358490566038	1.25786163522013	0	0.628930817610063	0	16.3522012578616	0	0	0	0.628930817610063	0	0	0	0	5.66037735849057	5.0314465408805	0.628930817610063	0	0	0	0	22.6415094339623	0	0	0	0	0	0	0	0	0	0	0	3.77358490566038	8.17610062893082	0	0	8.80503144654088	0	0	0	5.66037735849057	0	0	0	5.0314465408805	1.25786163522013	0	0	0	0	0	0	0	0	0	0	0	0
14552	22814	"Mohos"	46.13102	25.902362	50	"AWI"	50	80	669	334	2.14592274678112	0	3.86266094420601	1.71673819742489	0	0	1.28755364806867	0	6.43776824034335	0	0	0.429184549356223	1.71673819742489	0	0	0	0	7.72532188841202	0.858369098712446	0	0	0	0	0	49.7854077253219	0	0	0	0	0	0	0	0	0	0	0	0	5.15021459227468	0	0	6.43776824034335	0	0	0	10.3004291845494	0	0	0	0	0	0.858369098712446	0	0	0	0	0	0.429184549356223	0	0.429184549356223	0.429184549356223	0	0
14552	22814	"Mohos"	46.13102	25.902362	60	"AWI"	60	153	739	416	3.37423312883436	0	4.29447852760736	0.613496932515337	0.613496932515337	0	0.920245398773006	0	4.9079754601227	0	0	0	2.14723926380368	0	0.613496932515337	0	0	7.66871165644172	0	0	0	0	0	0	55.2147239263804	0	0	0	0	0.306748466257669	0.306748466257669	0	0	0	0	0	3.06748466257669	3.98773006134969	0	0	2.76073619631902	0	0	0	8.28220858895705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.920245398773006	0	0	0
14552	22814	"Mohos"	46.13102	25.902362	70	"AWI"	70	211	829	498	2.01342281879195	0	3.35570469798658	0.671140939597315	0.335570469798658	0	0.671140939597315	0	7.04697986577181	0	0	0	0.671140939597315	0	0.335570469798658	0	0	3.69127516778524	0.335570469798658	0	0	0	0	0	60.4026845637584	0	0	0	0	0.335570469798658	0	0	0	0	0	0	0	7.38255033557047	0	0	3.69127516778524	0	0	0	7.38255033557047	0	0	0	0.671140939597315	0	0.335570469798658	0	0	0	0	0	0	0	0.335570469798658	0.335570469798658	0	0
14552	22814	"Mohos"	46.13102	25.902362	80	"AWI"	80	285	893	583	4.60526315789474	0.328947368421053	2.30263157894737	0.328947368421053	0	0	0.328947368421053	0	3.94736842105263	0	0	0	0.657894736842105	0	0	0	0	0.986842105263158	0	0	0	0	0	0	64.1447368421053	0	0	0	0	0	0	0	0	0	0	0	3.61842105263158	12.5	0	0	3.28947368421053	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328947368421053	0	0	0
14552	22814	"Mohos"	46.13102	25.902362	90	"AWI"	90	362	967	660	2.8	0	2	0	0	0	1.2	0	6	0	0	0	0	0	0.8	0	0	1.6	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.4	0	0
14552	22814	"Mohos"	46.13102	25.902362	100	"AWI"	100	434	1041	748	2.31481481481481	0	3.7037037037037	0	0	0	0.462962962962963	0	4.16666666666667	0	0	0	0	0	0	0	0	7.87037037037037	0.925925925925926	0	0	0	0	0	60.1851851851852	0	0	0	0	0	0	0	0	0	0	0	2.77777777777778	10.1851851851852	0	0	0	0	0	0	5.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85185185185185	0	0	0
