"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16233	25127	"Etang paysan"	49.69611	-1.86722	5	"AWI"	5	-135	29	-47	4.24528301886792	1.41509433962264	8.9622641509434	0.471698113207547	0.471698113207547	0	2.35849056603774	0	1.41509433962264	4.71698113207547	2.35849056603774	14.622641509434	0	0	0	0	0	0.471698113207547	0	0	3.77358490566038	1.88679245283019	26.8867924528302	0	23.1132075471698	0	0.943396226415094	0	1.41509433962264	0	0	0.471698113207547	0
16233	25127	"Etang paysan"	49.69611	-1.86722	15	"AWI"	15	-111	81	-18	2.33644859813084	0	1.86915887850467	0	0.934579439252336	0	0.467289719626168	0	1.86915887850467	2.80373831775701	3.27102803738318	9.34579439252336	0	0	0	0	0	0	1.4018691588785	0	2.80373831775701	1.86915887850467	62.1495327102804	0	5.14018691588785	0	0.467289719626168	1.86915887850467	0.467289719626168	0	0	0.934579439252336	0
16233	25127	"Etang paysan"	49.69611	-1.86722	30	"AWI"	30	-92	195	23	2.23463687150838	4.46927374301676	3.91061452513966	0.558659217877095	0.558659217877095	0	0.558659217877095	0	2.23463687150838	5.58659217877095	2.23463687150838	9.49720670391061	0	0.558659217877095	0	0	0	0	0	0	0.558659217877095	4.46927374301676	56.9832402234637	0	5.58659217877095	0	0	0	0	0	0	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	35	"AWI"	35	-86	236	37	0.921658986175115	0.460829493087558	1.38248847926267	0	0	7.83410138248848	1.38248847926267	0	2.30414746543779	4.60829493087558	0.460829493087558	5.06912442396313	0	0.460829493087558	0	0	0	0	0	0	0	3.2258064516129	61.7511520737327	0	7.37327188940092	0	2.30414746543779	0	0.460829493087558	0	0	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	40	"AWI"	40	-78	270	51	3.35570469798658	2.01342281879195	7.38255033557047	0	2.01342281879195	0	0	0	1.34228187919463	2.01342281879195	2.01342281879195	14.0939597315436	1.34228187919463	0	0.671140939597315	0	0	0	0	0	0.671140939597315	2.68456375838926	31.5436241610738	0	23.489932885906	0.671140939597315	2.01342281879195	1.34228187919463	0.671140939597315	0	0	0.671140939597315	0
16233	25127	"Etang paysan"	49.69611	-1.86722	50	"AWI"	50	-45	291	83	0.588235294117647	0	1.17647058823529	0.588235294117647	0.588235294117647	0	0.588235294117647	0	0.588235294117647	4.11764705882353	0	5.29411764705882	0	0	0	0	0	0	0	0	0	1.17647058823529	69.4117647058823	0	7.64705882352941	5.29411764705882	0.588235294117647	1.76470588235294	0	0	0	0.588235294117647	0
16233	25127	"Etang paysan"	49.69611	-1.86722	75	"AWI"	75	0	389	163	3.88349514563107	0	3.88349514563107	0.970873786407767	0.970873786407767	14.5631067961165	0	0	0	1.94174757281553	1.94174757281553	25.2427184466019	0	0	0	0	0	0	0	0	0.970873786407767	3.88349514563107	0	0	33.0097087378641	3.88349514563107	0	3.88349514563107	0	0	0	0.970873786407767	0
16233	25127	"Etang paysan"	49.69611	-1.86722	85	"AWI"	85	46	421	202	5.55555555555556	1.85185185185185	1.85185185185185	0	1.85185185185185	0	0	0	0	3.7037037037037	5.55555555555556	38.8888888888889	0	0	0	0	0	0	0	0	0	7.40740740740741	0	0	20.3703703703704	0	7.40740740740741	0	5.55555555555556	0	0	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	120	"AWI"	120	208	660	415	2.13903743315508	1.60427807486631	1.06951871657754	0	1.60427807486631	32.620320855615	1.06951871657754	0	0	2.13903743315508	1.60427807486631	9.62566844919786	2.13903743315508	0.53475935828877	0	0	0	0	0	0	0	2.67379679144385	32.0855614973262	0	4.81283422459893	0	2.13903743315508	0	0	0.53475935828877	0	0.53475935828877	1.06951871657754
16233	25127	"Etang paysan"	49.69611	-1.86722	140	"AWI"	140	378	1380	906	20.5882352941176	4.90196078431373	3.92156862745098	0	0.980392156862745	0	0	0	0	1.96078431372549	13.7254901960784	15.6862745098039	0	0	0	0	0	0	0	0	0	1.96078431372549	28.4313725490196	0	3.92156862745098	0.980392156862745	1.96078431372549	0	0	0	0	0	0.980392156862745
16233	25127	"Etang paysan"	49.69611	-1.86722	150	"AWI"	150	431	1794	1137	17.8294573643411	1.55038759689922	0.775193798449612	0	0.387596899224806	13.5658914728682	0.775193798449612	0.775193798449612	0	0.775193798449612	8.13953488372093	1.93798449612403	0	0	0.387596899224806	0	0	0	0	0	0.387596899224806	3.10077519379845	44.5736434108527	0	3.87596899224806	0	1.16279069767442	0	0	0	0	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	175	"AWI"	175	1295	2171	1720	44.2922374429224	0	0.91324200913242	1.36986301369863	0	4.10958904109589	1.36986301369863	0	0.91324200913242	0	12.7853881278539	10.0456621004566	0	0	0	0	1.82648401826484	0	0	0	0.45662100456621	1.36986301369863	10.958904109589	0	8.21917808219178	0	0.91324200913242	0	0	0	0.45662100456621	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	188	"AWI"	188	1708	2318	2032	25.1461988304094	2.33918128654971	3.50877192982456	2.33918128654971	0	15.2046783625731	0	0	0.584795321637427	3.50877192982456	7.60233918128655	11.6959064327485	2.33918128654971	0	0.584795321637427	0	0.584795321637427	0	0	0	0.584795321637427	1.16959064327485	16.9590643274854	0	2.92397660818713	0	0.584795321637427	0	2.33918128654971	0	0	0	0
16233	25127	"Etang paysan"	49.69611	-1.86722	195	"AWI"	195	1856	2513	2197	44.5544554455446	0.495049504950495	0	0.495049504950495	0	0	6.93069306930693	0	0.495049504950495	0.495049504950495	24.7524752475248	2.97029702970297	0	0	0	0.495049504950495	1.98019801980198	0	0	1.98019801980198	0.495049504950495	0	0	0	13.3663366336634	0	0	0	0	0	0.495049504950495	0	0
