"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15975	24637	"Sauveterre"	46.54333	-1.80833	2	"AWI"	2	4219	4415	4312	0	0	4.67289719626168	0.623052959501558	0.311526479750779	0.311526479750779	1.55763239875389	0	0	1.24610591900312	0	0	0	0	0	0	23.3644859813084	0	3.73831775700935	0	0	0	0.311526479750779	0.623052959501558	0	0	0	0	0	0	0.311526479750779	0	0	0	0	0	0	0	0	0.934579439252336	0.934579439252336	0	14.6417445482866	0.623052959501558	0.311526479750779	0	43.3021806853583	0.623052959501558	0.311526479750779	0	0.311526479750779	0	0	0	0	0	0	0.311526479750779	0.623052959501558	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	4	"AWI"	4	4246	4438	4335	0	0	5.66037735849057	2.51572327044025	0.628930817610063	0.314465408805031	1.25786163522013	0	0	1.88679245283019	0	0	0	0	0	0	18.5534591194969	0	4.40251572327044	0.314465408805031	0.314465408805031	0	0.628930817610063	0.314465408805031	0	0	0	0	0	0	0.628930817610063	0	0	0	0	0	0	0	0	0.943396226415094	1.88679245283019	0	12.5786163522013	0	0	0	44.0251572327044	1.25786163522013	0.314465408805031	0	0.314465408805031	0	0.314465408805031	0	0.314465408805031	0	0	0.314465408805031	0.314465408805031	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	6	"AWI"	6	4268	4462	4358	0	0	5	1.66666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	18.6666666666667	0	4	0	0.333333333333333	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0.333333333333333	2.66666666666667	0	12.6666666666667	0	0	0	46	2.66666666666667	0.333333333333333	0	0.333333333333333	0	0	0	0.333333333333333	0	0	0.333333333333333	0.666666666666667	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	8	"AWI"	8	4292	4486	4381	0.352112676056338	0	4.57746478873239	4.57746478873239	1.05633802816901	0.352112676056338	1.05633802816901	0	0	1.05633802816901	0	0	0	0	0	0	11.6197183098592	0	7.74647887323944	0.704225352112676	0	0	0.352112676056338	0.352112676056338	0	0	0	0	0	0.352112676056338	0	0.352112676056338	0	0	0	0	0	0	0	0.704225352112676	3.87323943661972	0	10.5633802816901	0	0.352112676056338	0	44.0140845070423	2.8169014084507	0.352112676056338	0	0.352112676056338	0.704225352112676	0.352112676056338	0	0	0	0	0.352112676056338	1.05633802816901	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	10	"AWI"	10	4316	4508	4404	0	0	2.65151515151515	4.92424242424242	0.378787878787879	0	0.378787878787879	0	0	0.378787878787879	0.378787878787879	0	0	0.757575757575758	0	0	12.1212121212121	0	6.06060606060606	0	0	0	0.378787878787879	0.378787878787879	0	0	0	0	0	0	0.378787878787879	0	0	0	0	0	0	0	0	0.757575757575758	3.78787878787879	0	15.1515151515152	0	0	0	45.8333333333333	1.51515151515152	0.757575757575758	0	0.378787878787879	0	0.378787878787879	0	0	0	0.378787878787879	0.757575757575758	0.757575757575758	0.378787878787879	0
15975	24637	"Sauveterre"	46.54333	-1.80833	12	"AWI"	12	4339	4532	4428	0	0	2.4	7.2	0.4	0	0.8	0	0	1.2	0	0	0	0	0	0	12.4	0	6.8	0	0.4	0	0.4	0.4	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0.4	5.2	0	20	0	0	0	38	1.6	1.2	0	0	0	0	0	0	0	0	0.4	0.4	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	14	"AWI"	14	4363	4555	4451	0	0	2.73972602739726	10.5022831050228	0.45662100456621	0	1.36986301369863	0	0	0.91324200913242	0	0	0	0	0	0	9.1324200913242	0	4.10958904109589	0	0.45662100456621	0	0.91324200913242	0.45662100456621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91324200913242	5.93607305936073	0	18.2648401826484	0	0.45662100456621	0	38.3561643835616	1.82648401826484	1.36986301369863	0	0	0	0.45662100456621	0	0.45662100456621	0	0	0	0.91324200913242	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	16	"AWI"	16	4387	4578	4474	0	0	3.15789473684211	7.01754385964912	0.701754385964912	0	0.350877192982456	0	0	1.05263157894737	0.350877192982456	0	0	0	0	0	9.12280701754386	0	7.36842105263158	0	0.350877192982456	0	0	0.350877192982456	0	0	0	0	0	0	0.350877192982456	0	0	0	0.350877192982456	0	0	0	0	1.05263157894737	4.56140350877193	0	24.9122807017544	0	0	0	35.7894736842105	1.40350877192982	0.350877192982456	0	0.350877192982456	0	0	0	0	0	0.350877192982456	0.350877192982456	0.350877192982456	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	18	"AWI"	18	4413	4601	4498	0	0	1.61812297734628	9.38511326860841	0.970873786407767	0.323624595469256	0.323624595469256	0	0	0.970873786407767	0.647249190938511	0.323624595469256	0	0	0	0	5.17799352750809	0	10.3559870550162	0	0.323624595469256	0	0	0.647249190938511	0	0.323624595469256	0	0	0	0	0.647249190938511	0.323624595469256	0	0	0.323624595469256	0	0	0	0	1.29449838187702	4.20711974110032	0	18.7702265372168	0	0	0	39.4822006472492	0.323624595469256	1.61812297734628	0	0.647249190938511	0	0	0	0.323624595469256	0	0	0.323624595469256	0.323624595469256	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	20	"AWI"	20	4435	4624	4521	0	0	3.69230769230769	12	1.84615384615385	0	0.307692307692308	0	0	3.07692307692308	0.307692307692308	0.307692307692308	0	0.615384615384615	0	0	9.53846153846154	0	9.53846153846154	0.615384615384615	0.307692307692308	0	0.307692307692308	0.307692307692308	0	0.307692307692308	0	0	0	0	0.923076923076923	0	0	0	0.307692307692308	0	0	0	0	0.923076923076923	2.76923076923077	0	19.6923076923077	0	0	0	29.8461538461538	0.615384615384615	0.307692307692308	0	0.307692307692308	0	0.307692307692308	0	0.307692307692308	0	0	0.307692307692308	0.307692307692308	0	0
