"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
14514	46655	"Il Fuorn"	46.66286	10.20994	0	"AWI"	0	-125	47	-44	0	0	4	0	0	1	0	4	1	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	16	0	0	20	0	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	6	"AWI"	6	16	854	276	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	37	0	0	1	0	0	1	0	1	5	1	7	0	0	0	0	14	0	0	18	0	1	0	0	0	0	1	3	4	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	12	"AWI"	12	202	1351	675	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	14	0	11	0	0	0	0	11	150	0	28	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	18	"AWI"	18	477	1720	1055	0	0	19	0	0	1	0	4	0	0	2	0	6	1	0	82	0	0	0	1	0	0	0	2	20	0	8	0	0	0	0	18	0	0	27	0	4	0	0	0	0	1	3	4	0	1	0	0	0	1	0
14514	46655	"Il Fuorn"	46.66286	10.20994	24	"AWI"	24	773	2035	1432	0	0	17	1	0	1	0	5	0	0	0	0	4	2	0	109	0	0	0	0	0	1	0	0	11	0	12	0	0	0	2	23	0	0	24	0	6	0	0	0	0	1	1	3	0	0	1	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	30	"AWI"	30	1154	2314	1842	0	0	17	0	0	3	0	4	0	0	0	0	2	2	1	77	0	0	0	0	2	1	0	0	15	0	9	0	0	0	0	20	0	4	22	0	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	36	"AWI"	36	1719	2520	2210	1	0	24	0	0	0	0	6	0	0	0	0	0	10	0	30	0	0	0	1	0	0	0	0	5	0	8	0	0	0	0	38	0	0	16	0	9	0	0	0	0	0	2	2	0	0	1	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	42	"AWI"	42	2251	2748	2483	0	0	6	1	0	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	17	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	48	"AWI"	48	2420	3121	2714	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	5	50	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	54	"AWI"	54	2573	3419	2959	0	0	9	1	0	2	0	4	0	0	0	0	0	0	0	62	0	0	0	2	0	1	0	0	16	0	6	0	0	0	0	30	107	0	17	0	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	84	"AWI"	84	3805	4371	4149	1	0	13	1	0	2	0	10	1	0	0	0	0	6	0	178	1	0	0	2	0	0	0	0	20	0	7	1	0	0	0	69	0	0	21	0	17	0	0	0	0	1	0	1	0	0	0	1	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	90	"AWI"	90	4159	4535	4355	1	0	20	0	0	1	0	5	2	0	1	0	0	1	0	19	0	0	0	2	0	0	0	0	6	0	5	0	0	0	0	37	0	0	16	0	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0
