"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Sorbus"	"Tilia"	"Ulmus"
3402	4409	"Serni"	43.66667	40.48056	5	"AWI"	5	-50	972	241	5.83941605839416	4.74452554744525	1.45985401459854	5.10948905109489	0.364963503649635	0	0.72992700729927	14.963503649635	1.45985401459854	1.09489051094891	0	1.45985401459854	0.364963503649635	1.09489051094891	10.2189781021898	0	0.364963503649635	1.45985401459854	1.82481751824817	1.09489051094891	0	0.364963503649635	0.364963503649635	0	0.364963503649635	0	0	4.01459854014599	17.1532846715328	0.364963503649635	0	10.5839416058394	3.64963503649635	0	0	5.83941605839416	0.72992700729927	2.18978102189781	0	0	0	0.364963503649635	0.364963503649635	0
3402	4409	"Serni"	43.66667	40.48056	25	"AWI"	25	991	2573	1831	14.0776699029126	6.06796116504854	0.728155339805825	13.8349514563107	0.485436893203883	0	0.242718446601942	9.95145631067961	0	1.45631067961165	0	1.94174757281553	0.242718446601942	1.21359223300971	5.09708737864078	0	0	1.94174757281553	0.485436893203883	0.728155339805825	0.242718446601942	0.242718446601942	1.21359223300971	0.242718446601942	0	0.242718446601942	0	0.728155339805825	20.3883495145631	0.485436893203883	0.728155339805825	7.76699029126214	1.45631067961165	0.242718446601942	0	2.18446601941748	3.88349514563107	0	0	0.242718446601942	0.970873786407767	0	0.242718446601942	0
3402	4409	"Serni"	43.66667	40.48056	35	"AWI"	35	1845	3075	2595	3.88349514563107	10.0323624595469	2.26537216828479	22.0064724919094	2.26537216828479	4.20711974110032	0	8.09061488673139	0.647249190938511	0.323624595469256	0	1.29449838187702	2.26537216828479	0.970873786407767	8.09061488673139	0	0	0.970873786407767	1.29449838187702	0.647249190938511	0	0	0.647249190938511	0	0	0	0	1.29449838187702	15.8576051779935	0	0	0	10.0323624595469	0	0.323624595469256	2.26537216828479	0	0	0.323624595469256	0	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	45	"AWI"	45	2892	3596	3218	4.79233226837061	5.75079872204473	3.83386581469649	17.5718849840256	2.87539936102236	4.79233226837061	0.638977635782748	7.98722044728434	0	1.2779552715655	0	1.91693290734824	1.59744408945687	1.2779552715655	5.43130990415335	0	0	0.638977635782748	1.91693290734824	0	0	0	0.958466453674121	0	0	0	0	0.319488817891374	19.8083067092652	1.2779552715655	0	2.23642172523962	7.02875399361022	0	0.319488817891374	5.43130990415335	0	0	0	0	0	0	0.319488817891374	0
3402	4409	"Serni"	43.66667	40.48056	55	"AWI"	55	3185	4212	3657	6.85920577617329	6.85920577617329	1.80505415162455	6.49819494584837	1.44404332129964	0	0	1.44404332129964	0	1.08303249097473	0	1.80505415162455	3.97111913357401	1.80505415162455	27.0758122743682	0	0	0	0.72202166064982	0	0	0	0.36101083032491	0	0	0	0	0.72202166064982	28.5198555956679	0.36101083032491	0	0	5.41516245487365	0	0.36101083032491	2.88808664259928	0	0	0	0	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	65	"AWI"	65	3586	4667	4127	4.89795918367347	4.48979591836735	2.04081632653061	6.53061224489796	2.04081632653061	6.93877551020408	0.408163265306122	0.408163265306122	0	0.408163265306122	0	0.816326530612245	4.89795918367347	0.408163265306122	41.2244897959184	0	0	1.63265306122449	0.408163265306122	0.408163265306122	0	0	2.04081632653061	0	0	0	0	0.816326530612245	8.16326530612245	0.816326530612245	0	0	2.04081632653061	0	0.408163265306122	5.30612244897959	0	0	0	0.408163265306122	1.63265306122449	0	0.408163265306122	0
3402	4409	"Serni"	43.66667	40.48056	75	"AWI"	75	4025	5025	4580	5.35714285714286	7.5	3.21428571428571	1.78571428571429	2.5	0	1.07142857142857	1.42857142857143	0	0.714285714285714	0	0.714285714285714	3.57142857142857	0.714285714285714	57.1428571428571	0	0	0.714285714285714	1.78571428571429	0	0	0	0.714285714285714	0	0	0	0	0.714285714285714	6.78571428571429	0	0	0	0.357142857142857	0	0.714285714285714	2.14285714285714	0	0	0	0.357142857142857	0	0	0	0
3402	4409	"Serni"	43.66667	40.48056	85	"AWI"	85	4666	5358	5023	2.68199233716475	4.59770114942529	0.766283524904214	2.68199233716475	0.766283524904214	0	0.383141762452107	2.68199233716475	0	0	0	1.53256704980843	4.98084291187739	1.53256704980843	49.8084291187739	0	0	0.383141762452107	0.766283524904214	0.766283524904214	0	0	0.383141762452107	0	0	0	0	0	13.0268199233716	0	0	0	3.06513409961686	0	0.383141762452107	6.89655172413793	0	0	0	0.383141762452107	1.14942528735632	0	0	0.383141762452107
3402	4409	"Serni"	43.66667	40.48056	95	"AWI"	95	5042	6028	5441	17.3803526448363	2.26700251889169	1.51133501259446	3.5264483627204	2.26700251889169	5.54156171284635	0.251889168765743	2.77078085642317	0	0.755667506297229	0	2.26700251889169	2.51889168765743	0.755667506297229	34.7607052896725	0	0	1.25944584382872	0.503778337531486	0.755667506297229	0	0	1.25944584382872	0	0	0.755667506297229	0	0.503778337531486	8.06045340050378	0.251889168765743	0.755667506297229	0	2.26700251889169	0	0	4.28211586901763	0	0	0	1.00755667506297	0.755667506297229	0	0.755667506297229	0.251889168765743
3402	4409	"Serni"	43.66667	40.48056	105	"AWI"	105	5319	6736	5878	9.09090909090909	7.07070707070707	4.04040404040404	6.06060606060606	1.51515151515152	20.7070707070707	0.505050505050505	4.54545454545455	0	0.505050505050505	0	5.05050505050505	5.05050505050505	3.03030303030303	11.1111111111111	0	0	1.01010101010101	0	1.01010101010101	0	0	1.01010101010101	0	0	0	0	0	5.05050505050505	0	1.01010101010101	0	1.51515151515152	0	0.505050505050505	6.06060606060606	0	0	0	1.51515151515152	2.02020202020202	0	1.01010101010101	0
