"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Datiscaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prosopis"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3429	4442	"Sögüt Gölü"	36.9975	29.89833	5	"AWI"	5	-97	179	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	8	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	15	"AWI"	15	-62	603	139	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	443	0	0	23	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	25	"AWI"	25	0	806	295	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	35	"AWI"	35	43	1038	427	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	12	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	45	"AWI"	45	150	1190	592	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	32	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	55	"AWI"	55	243	1424	756	1	0	0	1	0	0	0	7	0	0	0	2	0	0	0	0	0	2	0	21	0	0	1	0	101	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	664	0	0	17	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	65	"AWI"	65	371	1574	912	0	0	0	3	0	0	0	7	0	0	0	6	0	0	0	0	0	1	0	15	0	1	2	0	83	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	501	0	0	14	0	0	0	4	2	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	75	"AWI"	75	505	1750	1072	0	0	0	3	0	0	0	7	0	0	0	4	0	0	1	0	1	1	0	28	0	0	0	0	45	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	569	0	0	8	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	85	"AWI"	85	619	1884	1237	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	1	0	15	0	0	0	0	97	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	651	0	0	14	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3429	4442	"Sögüt Gölü"	36.9975	29.89833	95	"AWI"	95	742	2029	1387	0	1	0	1	0	0	0	13	0	2	0	0	0	0	0	0	0	4	0	20	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	577	0	0	24	0	0	0	7	0	0	0	0	4	0	1	0	0	0	0	0	1	1	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	105	"AWI"	105	839	2163	1537	0	0	0	1	0	0	0	3	0	2	0	1	0	0	2	0	0	0	0	15	0	0	1	0	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	371	0	0	18	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	115	"AWI"	115	994	2278	1687	0	0	0	1	0	0	0	4	0	1	0	0	0	0	1	0	0	1	0	25	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	379	0	0	35	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	125	"AWI"	125	1113	2448	1842	0	0	0	2	0	0	0	14	0	1	0	1	0	0	0	0	0	1	0	33	0	0	3	0	61	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	373	0	0	46	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	135	"AWI"	135	1261	2539	1979	0	0	0	17	0	1	0	7	0	0	0	10	0	0	1	0	1	5	0	11	0	1	6	0	28	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	2	0	0	0	172	0	0	28	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	145	"AWI"	145	1383	2654	2110	0	0	0	10	0	0	0	40	0	0	0	18	0	0	2	0	0	17	0	20	0	2	4	0	129	1	0	0	0	0	0	0	0	1	0	14	1	0	0	0	0	0	7	2	0	0	0	208	0	0	201	0	0	0	21	3	0	0	11	0	0	0	0	0	0	1	0	0	0	2	0	0	1
3429	4442	"Sögüt Gölü"	36.9975	29.89833	155	"AWI"	155	1528	2753	2249	0	0	0	4	0	0	0	54	0	0	0	6	0	0	4	0	0	5	0	10	0	2	1	0	90	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	8	1	0	0	0	50	0	0	70	0	0	0	23	9	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3
3429	4442	"Sögüt Gölü"	36.9975	29.89833	165	"AWI"	165	1678	2868	2395	0	0	1	4	0	1	0	41	0	0	0	1	0	0	3	0	0	5	0	11	0	0	3	0	206	0	0	0	0	0	0	0	0	0	0	8	1	0	2	0	0	0	10	2	0	0	0	63	0	0	114	0	0	0	22	11	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	2
3429	4442	"Sögüt Gölü"	36.9975	29.89833	170	"AWI"	170	1760	2905	2478	0	0	0	3	0	0	0	28	0	1	0	1	0	0	8	0	0	7	0	4	0	1	2	0	438	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	17	3	0	0	0	122	0	0	226	0	0	0	23	19	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1
3429	4442	"Sögüt Gölü"	36.9975	29.89833	175	"AWI"	175	1806	2958	2557	0	0	0	0	0	2	0	34	0	0	0	0	0	0	1	0	0	1	0	5	0	1	1	0	453	0	0	0	1	0	0	0	0	0	0	10	2	4	0	0	0	0	6	2	0	0	0	61	0	0	474	0	0	0	25	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3429	4442	"Sögüt Gölü"	36.9975	29.89833	180	"AWI"	180	1910	3018	2627	0	0	0	1	0	0	0	40	0	0	0	0	0	0	2	0	0	1	0	8	0	0	2	0	814	1	0	0	0	0	0	0	0	1	0	19	6	0	0	0	0	0	17	6	0	0	0	103	0	0	285	0	0	0	34	28	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
3429	4442	"Sögüt Gölü"	36.9975	29.89833	185	"AWI"	185	2089	3045	2697	0	1	0	1	0	0	0	33	0	0	0	0	0	0	2	0	0	2	0	15	0	0	3	0	196	0	0	2	1	0	0	0	0	0	0	7	7	5	1	0	0	0	10	2	0	0	0	179	0	0	47	0	0	0	44	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
3429	4442	"Sögüt Gölü"	36.9975	29.89833	190	"AWI"	190	2178	3078	2773	0	0	0	2	0	0	0	60	0	0	0	0	0	0	1	0	0	1	0	27	0	0	1	0	300	0	0	0	1	0	0	1	0	1	0	14	16	0	0	0	0	0	22	6	0	0	0	225	0	0	64	0	0	0	70	47	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
