"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Betula"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fraxinus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	0.5	"AWI"	0.5	-108.5	70	-26	0	0	3.63636363636364	2.42424242424242	0	0	3.03030303030303	5.45454545454545	0	1.81818181818182	0	0	36.969696969697	0	33.9393939393939	2.42424242424242	4.24242424242424	4.24242424242424	1.81818181818182
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	12.5	"AWI"	12.5	-18	828	301.5	0	0	3.57142857142857	5.95238095238095	0	0	1.58730158730159	7.14285714285714	0	0	0	0	24.2063492063492	0	42.8571428571429	3.17460317460317	4.36507936507936	3.57142857142857	3.57142857142857
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	24.5	"AWI"	24.5	168	1176	712.5	0	0	1.04895104895105	3.84615384615385	0	0	1.74825174825175	2.0979020979021	0	0	0	0	34.965034965035	0	37.4125874125874	4.54545454545455	5.94405594405594	3.4965034965035	4.89510489510489
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	36.5	"AWI"	36.5	684	1443.5	1112.5	0	0	0.462962962962963	3.7037037037037	0	0	0.925925925925926	1.85185185185185	0	0.925925925925926	0	0	48.6111111111111	0	23.1481481481481	6.01851851851852	4.16666666666667	5.09259259259259	5.09259259259259
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	48.5	"AWI"	48.5	1013.5	1698.5	1423	0	0	0.454545454545455	3.18181818181818	0	0	0.909090909090909	1.36363636363636	0	0.909090909090909	0	0	53.1818181818182	0	21.3636363636364	6.36363636363636	2.27272727272727	5	5
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	60	"AWI"	60	1214	1939	1627	0	0	1.20481927710843	4.81927710843374	0	0	6.42570281124498	0.401606425702811	0	1.60642570281124	0	0.401606425702811	51.004016064257	0	6.82730923694779	13.6546184738956	3.6144578313253	1.60642570281124	8.43373493975904
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	70	"AWI"	70	1377	2085	1777	0	0	0.340136054421769	2.04081632653061	0	0	2.38095238095238	0.340136054421769	0	1.70068027210884	0	0.340136054421769	57.8231292517007	0	0	15.9863945578231	1.02040816326531	10.8843537414966	7.14285714285714
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	80	"AWI"	80	1543	2193	1932	0	0	0.229885057471264	1.14942528735632	0	0	3.90804597701149	1.37931034482759	0	1.14942528735632	0	0	69.4252873563218	0	0	8.04597701149425	0.919540229885057	6.20689655172414	7.58620689655172
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	90	"AWI"	90	1872	2255	2076	0	0	0.56657223796034	2.8328611898017	0	0	3.96600566572238	0.84985835694051	0	2.26628895184136	0	0.28328611898017	65.1558073654391	0	0	8.21529745042493	0.84985835694051	6.51558073654391	8.4985835694051
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	100	"AWI"	100	2009	2363	2198	0	0	0.75187969924812	2.00501253132832	0	0	5.0125313283208	1.2531328320802	0	1.75438596491228	0	1.00250626566416	57.6441102756892	0	0	13.7844611528822	1.00250626566416	5.26315789473684	10.5263157894737
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	110	"AWI"	110	2080	2513	2297	0	0	0.595238095238095	2.67857142857143	0	0	6.54761904761905	0.892857142857143	0	1.78571428571429	0	0.595238095238095	50	0	0	13.3928571428571	0.595238095238095	10.7142857142857	12.202380952381
26580	46485	"Myshetskoe-Dolgoe"	56.06667	37.33333	120	"AWI"	120	2155	2620	2391	0	0	0.75187969924812	1.2531328320802	0	0	8.27067669172932	1.2531328320802	0	2.5062656641604	0	0.25062656641604	50.125313283208	0	0	14.5363408521303	0.50125313283208	6.76691729323308	13.7844611528822
