"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14635	22955	"Tlstá hora"	48.89417	17.88861	0	"AWI"	0	-128	34	-43	0.638977635782748	0.425985090521832	4.89882854100107	1.17145899893504	0.851970181043664	0.212992545260916	0.638977635782748	0	4.79233226837061	0	1.06496272630458	0.106496272630458	0.53248136315229	0	0	0.319488817891374	2.12992545260916	13.0990415335463	0	0	1.17145899893504	2.66240681576145	0	3.94036208732694	0	0	0.425985090521832	0.106496272630458	0	0.745473908413206	0	0.319488817891374	0	0	0	7.88072417465389	9.3716719914803	22.6837060702875	0	0	0	0	0.106496272630458	0.53248136315229	0	9.3716719914803	2.0234291799787	0	1.06496272630458	0	2.0234291799787	0.425985090521832	0.319488817891374	0	0	0.212992545260916	0	0.53248136315229	0.319488817891374	2.76890308839191	0	0.106496272630458
14635	22955	"Tlstá hora"	48.89417	17.88861	3	"AWI"	3	-107	63	-19	0.123915737298637	0.495662949194548	1.85873605947955	1.61090458488228	0.619578686493185	0	0.123915737298637	0	1.48698884758364	0	1.23915737298637	0	0.247831474597274	0	0	0.495662949194548	1.61090458488228	32.5898389095415	0	0	0	3.71747211895911	0	0.743494423791822	0	0	0.371747211895911	0.371747211895911	0	0.867410161090459	0	0.123915737298637	0	0	0	4.08921933085502	10.4089219330855	26.3940520446097	0	0	0	0	0	0	0	7.80669144981413	0	0	0.123915737298637	0	1.61090458488228	0	0	0	0	0.743494423791822	0	0	0.123915737298637	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	5	"AWI"	5	-97	91	-4	0.120481927710843	0.240963855421687	2.65060240963855	2.16867469879518	0.240963855421687	0	0.481927710843374	0	2.7710843373494	0	0.602409638554217	0	0	0	0	0	0.963855421686747	34.8192771084337	0	0	0	1.80722891566265	0	0.36144578313253	0	0	0.481927710843374	0.36144578313253	0	0.481927710843374	0	0	0	0	0	2.04819277108434	8.43373493975904	28.3132530120482	0	0	0	0	0.120481927710843	0	0	10	0	0	0.240963855421687	0	1.08433734939759	0.120481927710843	0	0	0	0.72289156626506	0.120481927710843	0.120481927710843	0.120481927710843	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	10	"AWI"	10	-79	175	32	0	0.741656365883807	1.48331273176761	1.85414091470952	0.247218788627936	0	0.494437577255871	0	2.10135970333745	0	0.988875154511743	0	0	0	0	0	1.85414091470952	32.5092707045735	0	0	0	1.60692212608158	0	0.741656365883807	0	0	0.247218788627936	0.494437577255871	0	0.123609394313968	0	0	0	0	0	2.22496909765142	5.93325092707046	30.4079110012361	0	0	0	0	0	0.123609394313968	0	11.1248454882571	0	0	0	0.741656365883807	1.97775030902349	0	0	0.123609394313968	0	1.35970333745365	0	0.247218788627936	0.247218788627936	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	15	"AWI"	15	-64	276	67	0	0.131752305665349	1.71277997364954	1.18577075098814	0.131752305665349	0	0.263504611330698	0	2.37154150197628	0	1.31752305665349	0	0.131752305665349	0	0	0	1.31752305665349	29.1172595520422	0	0	0	4.34782608695652	0	0.395256916996047	0	0	0.131752305665349	0.527009222661397	0	0.263504611330698	0	0	0	0	0	1.84453227931489	4.74308300395257	35.5731225296443	0	0	0	0	0	0.131752305665349	0	10.0131752305665	0	0	0.131752305665349	0	2.76679841897233	0	0	0	0	0.658761528326746	0	0.395256916996047	0.395256916996047	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	17	"AWI"	17	-59	313	81	0.137931034482759	0.137931034482759	1.37931034482759	1.10344827586207	0.413793103448276	0	0.96551724137931	0	2.62068965517241	0	0.96551724137931	0	0.137931034482759	0	0	0	0.551724137931034	26.4827586206897	0	0	0	4.27586206896552	0	0.413793103448276	0	0	0.275862068965517	1.10344827586207	0	0.275862068965517	0	0	0	0	0	1.10344827586207	5.10344827586207	36.1379310344828	0.96551724137931	0	0	0	0	0.137931034482759	0	12.1379310344828	0	0	0	0	2.62068965517241	0	0	0	0	0.413793103448276	0	0.137931034482759	0	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	19	"AWI"	19	-55	355	94	0.226500566251416	0.113250283125708	1.01925254813137	2.03850509626274	0.226500566251416	0	0.339750849377123	0	2.15175537938845	0	0.792751981879955	0	0.226500566251416	0	0	0.226500566251416	1.13250283125708	37.4858437146093	0.113250283125708	0	0	3.05775764439411	0	0.226500566251416	0	0	0.226500566251416	2.60475651189128	0	0	0	0	0	0	0	1.24575311438279	4.3035107587769	27.8595696489241	1.81200453001133	0	0	0	0	0.339750849377123	0	9.73952434881087	0	0	0	0	1.92525481313703	0.113250283125708	0	0	0	0.339750849377123	0	0	0.113250283125708	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	23	"AWI"	23	-23	371	129	0.499001996007984	0	0.598802395209581	1.49700598802395	0.199600798403194	0	0.29940119760479	0	1.49700598802395	0	0.29940119760479	0	0	0	0	0	0.998003992015968	47.1057884231537	0.0998003992015968	0	0	3.39321357285429	0	0.29940119760479	0	0	0.199600798403194	5.08982035928144	0	0.399201596806387	0.0998003992015968	0	0	0	0	0.998003992015968	2.09580838323353	26.6467065868263	0	0	0	0	0	0	0	5.88822355289421	0	0	0	0	1.59680638722555	0	0	0	0	0	0	0.0998003992015968	0.0998003992015968	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	27	"AWI"	27	-3	389	163	0.326797385620915	0	1.08932461873638	2.39651416122004	0.326797385620915	0	0.326797385620915	0	1.96078431372549	0	0.65359477124183	0	0	0	0	0.108932461873638	2.06971677559913	37.037037037037	0	0	0	4.35729847494553	0	0.435729847494553	0	0	0.326797385620915	5.99128540305011	0	0.108932461873638	0	0	0	0	0	1.63398692810458	1.85185185185185	20.0435729847495	3.59477124183007	0	0	0	0	0.108932461873638	0	12.0915032679739	0	0	0.108932461873638	0	2.17864923747277	0.108932461873638	0	0	0	0.217864923747277	0.217864923747277	0.108932461873638	0.217864923747277	0	0	0
14635	22955	"Tlstá hora"	48.89417	17.88861	31	"AWI"	31	11	416	198	1.12866817155756	0.225733634311512	0.451467268623025	1.24153498871332	0.112866817155756	0	0.564334085778781	0	1.91873589164786	0	0.451467268623025	0	0.451467268623025	0	0	0.338600451467269	2.03160270880361	38.2618510158014	0	0	0	3.16027088036117	0	0.225733634311512	0	0	0.112866817155756	8.80361173814898	0	0	0.338600451467269	0	0	0	0	1.01580135440181	3.38600451467269	22.9119638826185	0	0	0	0	0	0	0	11.2866817155756	0	0	0.225733634311512	0	0.677200902934537	0	0	0	0	0.112866817155756	0.112866817155756	0.225733634311512	0.225733634311512	0	0	0
