"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3526	4554	"Jaslo"	49.78333	21.46667	200	"AWI"	200	7338	8874	8149	0	246	0	0	2	0	0	0	0	0	0	0	0	127	0	1	0	0	0	0	0	0	0	0	0	38	0	0	5	0	0	21	1	0	0	0	0	0	0	0	49	38	0
3526	4554	"Jaslo"	49.78333	21.46667	202.5	"AWI"	202.5	7397.5	8919.5	8196	0	91	0	0	3	0	0	0	0	0	0	0	0	73	0	0	0	0	0	1	0	0	0	0	0	12	0	0	2	0	0	8	0	0	0	0	0	0	0	0	19	13	0
3526	4554	"Jaslo"	49.78333	21.46667	207.5	"AWI"	207.5	7565.5	9019.5	8299	0	68	0	0	0	0	0	0	0	0	0	0	0	65	0	1	0	0	0	0	0	0	0	0	1	18	61	0	1	0	0	4	0	0	1	0	0	0	0	0	14	10	0
3526	4554	"Jaslo"	49.78333	21.46667	212.5	"AWI"	212.5	7675.5	9156	8404.5	0	90	0	0	1	0	0	0	0	0	0	0	0	135	0	6	0	0	0	0	0	0	0	0	0	20	164	0	26	0	0	5	0	0	0	0	0	1	0	0	14	30	0
3526	4554	"Jaslo"	49.78333	21.46667	217.5	"AWI"	217.5	7904	9256	8508.5	0	3	3	0	8	0	41	0	0	0	0	0	0	52	0	38	0	0	0	0	0	0	0	0	0	51	391	0	227	0	0	0	0	0	3	0	2	0	0	0	0	141	0
3526	4554	"Jaslo"	49.78333	21.46667	222.5	"AWI"	222.5	8102.5	9386.5	8622	1	0	3	0	11	0	82	0	6	0	0	0	0	102	0	37	0	0	0	1	0	2	0	3	0	29	458	0	171	0	0	1	0	0	1	0	6	0	0	2	0	39	0
3526	4554	"Jaslo"	49.78333	21.46667	227.5	"AWI"	227.5	8403	9640.5	8851.5	0	2	1	0	14	0	83	0	17	0	0	0	0	98	0	13	0	0	0	0	0	0	0	0	0	46	534	0	166	0	0	0	0	0	1	0	4	1	0	1	0	56	0
3526	4554	"Jaslo"	49.78333	21.46667	232.5	"AWI"	232.5	9226.5	10243.5	9675.5	3	0	5	0	6	0	141	0	4	0	0	0	0	77	0	70	0	0	0	1	0	0	0	2	0	14	517	0	157	0	0	1	0	0	3	0	2	0	0	1	0	7	0
3526	4554	"Jaslo"	49.78333	21.46667	237.5	"AWI"	237.5	9502.5	11093.5	10551.5	1	1	6	0	8	0	203	0	1	0	0	0	0	6	0	18	0	0	0	0	0	3	0	3	0	5	525	0	347	0	0	0	1	0	6	0	4	0	0	1	0	3	4
3526	4554	"Jaslo"	49.78333	21.46667	242.5	"AWI"	242.5	9757	11749.5	11080	0	1	23	0	68	0	179	0	3	0	0	0	1	0	0	290	0	0	0	0	0	0	0	24	0	5	666	0	137	0	0	0	1	0	5	0	9	0	0	0	0	1	2
3526	4554	"Jaslo"	49.78333	21.46667	247.5	"AWI"	247.5	10008.5	12063	11275.5	0	1	18	0	68	0	120	0	6	0	0	0	0	1	0	64	0	0	0	0	1	6	0	19	0	1	425	0	112	1	0	0	0	0	3	0	15	0	0	2	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	252.5	"AWI"	252.5	10188	12498	11466.5	0	0	12	0	43	0	180	0	3	0	0	0	0	2	0	193	3	0	0	0	1	3	0	18	0	6	514	0	108	0	0	0	0	0	3	0	12	0	0	0	0	0	3
3526	4554	"Jaslo"	49.78333	21.46667	257.5	"AWI"	257.5	10460.5	12678.5	11667	0	1	11	0	22	0	138	0	0	0	0	0	0	2	0	187	0	0	0	0	0	6	0	31	0	4	692	0	50	0	0	0	2	0	4	0	7	0	0	0	0	0	4
3526	4554	"Jaslo"	49.78333	21.46667	262.5	"AWI"	262.5	10665	12859.5	11886	0	1	8	0	22	0	132	0	4	0	0	0	0	0	0	69	0	0	0	0	1	0	0	45	0	6	829	0	206	0	0	0	0	0	10	0	7	0	0	0	2	0	0
3526	4554	"Jaslo"	49.78333	21.46667	267.5	"AWI"	267.5	10859.5	13068	12103	0	0	2	0	16	0	76	0	0	0	0	0	0	0	0	126	0	0	0	0	0	1	0	32	0	1	582	0	192	0	0	0	0	0	5	0	6	0	0	1	0	0	1
3526	4554	"Jaslo"	49.78333	21.46667	272.5	"AWI"	272.5	11201	13191	12336	0	0	5	0	10	0	113	0	20	0	0	0	0	2	0	82	2	0	0	0	0	5	0	11	0	0	482	0	260	0	0	0	0	0	31	0	5	0	0	1	0	1	6
3526	4554	"Jaslo"	49.78333	21.46667	277.5	"AWI"	277.5	11420.5	13350	12574.5	0	1	10	3	17	0	64	0	2	0	0	0	0	3	0	195	0	0	0	0	0	2	2	13	0	2	490	0	195	0	0	0	0	0	21	0	3	0	0	0	0	0	3
3526	4554	"Jaslo"	49.78333	21.46667	280	"AWI"	280	11509	13476	12691	0	2	6	19	14	0	79	0	0	0	0	0	0	0	0	13	0	0	0	0	0	4	0	19	0	2	484	0	540	0	0	0	0	0	9	0	5	0	0	2	0	0	5
3526	4554	"Jaslo"	49.78333	21.46667	285	"AWI"	285	11958	13559	12901	0	0	4	0	22	0	168	0	0	0	0	0	0	0	0	6	1	0	0	0	0	7	0	32	0	0	518	0	3800	0	0	0	0	0	6	0	6	0	0	4	0	1	0
3526	4554	"Jaslo"	49.78333	21.46667	290	"AWI"	290	12251	13665	13137	0	2	3	0	23	0	244	0	0	0	0	0	0	0	0	13	0	0	0	0	0	12	0	16	0	6	468	0	343	0	0	0	2	0	2	0	3	0	0	3	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	295	"AWI"	295	12565	13826	13352	0	0	3	0	36	0	211	0	0	0	0	0	1	2	0	29	0	0	0	1	1	13	0	25	0	2	483	0	150	0	0	0	1	0	3	0	8	0	0	1	0	0	3
3526	4554	"Jaslo"	49.78333	21.46667	300	"AWI"	300	13063	13895	13518	0	0	4	0	37	0	243	0	1	0	0	0	0	0	1	24	2	0	0	0	0	11	0	30	0	3	413	0	151	0	0	0	1	0	2	0	17	0	0	0	0	0	2
3526	4554	"Jaslo"	49.78333	21.46667	305	"AWI"	305	13422	14013	13697	0	0	6	0	20	0	198	0	0	0	0	0	0	0	0	13	0	0	0	0	0	7	0	31	0	0	454	0	231	0	0	0	0	0	0	0	12	0	0	3	0	0	1
3526	4554	"Jaslo"	49.78333	21.46667	310	"AWI"	310	13543	14212	13845	0	1	3	0	37	0	251	0	0	0	0	0	0	0	0	20	1	0	0	0	0	8	0	15	0	0	574	0	103	0	0	0	0	0	0	0	9	0	1	4	0	0	1
3526	4554	"Jaslo"	49.78333	21.46667	315	"AWI"	315	13604	14442	13956	0	0	4	2	21	0	177	0	0	0	1	0	0	0	0	29	0	0	0	0	0	35	0	43	0	1	571	0	137	0	0	0	2	0	2	0	9	0	0	2	0	0	2
3526	4554	"Jaslo"	49.78333	21.46667	320	"AWI"	320	13645	14729	14051	0	2	7	2	20	0	209	0	0	0	0	0	0	0	0	12	3	0	0	0	0	19	0	25	0	1	572	0	167	0	0	0	2	0	1	0	18	0	0	0	0	0	5
3526	4554	"Jaslo"	49.78333	21.46667	325	"AWI"	325	13743	14880	14180	0	3	1	0	13	0	100	0	0	1	0	0	0	2	0	27	0	0	0	0	0	17	0	1	0	0	140	0	39	0	0	0	2	0	2	0	22	0	0	0	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	330	"AWI"	330	13808	15106	14302	0	0	0	0	22	0	71	0	0	0	0	0	1	0	0	13	3	0	0	0	0	18	0	1	0	0	161	0	21	0	0	0	1	0	1	0	14	0	0	2	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	335	"AWI"	335	13876	15331	14418	0	1	2	0	12	0	59	0	2	0	0	0	0	0	0	23	0	0	0	0	0	9	0	2	0	0	146	0	37	0	0	0	1	0	3	0	17	0	0	1	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	340	"AWI"	340	13973	15489	14552	0	0	3	0	1	0	24	0	1	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	117	0	23	0	0	0	0	0	0	0	4	0	0	0	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	345	"AWI"	345	14031	15704	14678	0	1	1	0	14	0	23	0	2	0	0	0	1	3	0	17	0	0	0	0	0	2	0	1	0	7	94	0	70	0	0	0	0	0	0	0	5	0	0	2	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	350	"AWI"	350	14126	15878	14813	0	6	1	0	6	0	33	0	0	0	0	0	0	2	0	10	0	0	0	0	0	4	0	0	0	1	118	0	27	0	0	0	0	0	1	0	2	0	0	1	1	2	0
3526	4554	"Jaslo"	49.78333	21.46667	355	"AWI"	355	14216	16032	14946	0	5	3	0	9	0	34	0	1	0	0	0	0	2	0	19	0	0	0	0	0	1	0	0	0	6	100	0	24	0	0	0	0	0	1	0	1	0	1	0	0	1	0
3526	4554	"Jaslo"	49.78333	21.46667	360	"AWI"	360	14282	16240	15071	0	6	7	0	34	0	43	0	1	0	0	0	1	5	0	19	1	0	0	0	0	4	0	0	1	7	108	0	20	0	1	0	1	0	1	0	3	0	1	0	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	365	"AWI"	365	14395	16368	15210	0	5	6	0	12	0	38	0	2	0	0	0	2	3	0	26	0	0	0	0	0	5	0	1	0	7	244	0	59	0	0	0	1	0	1	0	5	0	0	2	0	0	0
3526	4554	"Jaslo"	49.78333	21.46667	370	"AWI"	370	14475	16519	15337	0	4	2	0	23	0	30	0	2	0	0	0	2	2	0	40	0	0	0	0	0	2	0	0	1	5	156	0	20	0	0	0	0	0	1	0	4	0	0	0	0	1	0
3526	4554	"Jaslo"	49.78333	21.46667	375	"AWI"	375	14577	16707	15470	0	8	4	3	5	0	41	0	2	0	0	0	1	1	0	27	0	0	0	0	0	0	0	0	0	5	216	0	47	0	0	0	0	0	2	0	8	0	0	6	0	1	0
