"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Malvaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Vitaceae"
3068	3999	"Cala'n Porter"	39.87056	4.13139	1020	"AWI"	1020	5613	5983	5790	0	0	19	6	9	0	13	2	0	11	0	49	0	0	0	0	0	22	0	12	6	0	0	0	0	0	0	43	2	0	0	3	0	0	1	42	0	8	0	0	36	19	0	0	0	0	1	0	1	0	0	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1030	"AWI"	1030	5637	6043	5832	0	0	10	1	2	0	7	0	0	1	0	26	0	0	0	0	0	12	1	4	3	0	0	0	0	0	0	41	2	0	0	3	0	0	0	39	0	1	0	0	30	14	0	0	0	0	0	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1040	"AWI"	1040	5660	6085	5860	0	0	15	4	6	0	3	4	0	7	0	61	0	0	0	0	0	24	0	20	9	0	0	1	0	0	0	53	2	0	0	6	0	0	0	55	0	1	0	0	29	45	0	0	0	0	0	0	0	0	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1050	"AWI"	1050	5681	6118	5887	0	0	3	4	22	0	3	2	58	2	0	5	0	0	7	0	0	0	5	8	2	0	5	0	0	3	0	9	3	0	0	60	0	0	4	13	0	89	0	0	0	6	0	0	0	0	1	0	0	0	0	0	2
3068	3999	"Cala'n Porter"	39.87056	4.13139	1100	"AWI"	1100	5749	6375	6006	0	0	10	5	2	0	11	0	0	3	0	63	0	0	0	0	0	14	0	13	8	0	0	1	0	0	0	47	0	0	0	10	0	0	0	42	0	0	0	0	26	13	0	0	0	0	0	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1115	"AWI"	1115	5781	6414	6045	2	0	19	5	4	0	9	2	0	4	0	63	0	0	2	0	0	35	3	15	9	0	0	6	1	0	0	60	4	0	0	10	0	0	3	47	2	4	0	0	43	24	0	0	0	0	1	0	0	0	1	1	1
3068	3999	"Cala'n Porter"	39.87056	4.13139	1130	"AWI"	1130	5802	6461	6083	1	0	10	7	6	1	5	2	0	6	0	129	1	0	0	0	0	33	1	13	13	0	0	5	0	0	0	68	5	0	0	5	0	0	4	40	0	3	0	0	44	34	0	0	0	0	1	0	0	0	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1145	"AWI"	1145	5816	6533	6117	2	0	13	13	10	0	13	1	0	6	1	146	0	0	0	0	0	29	4	16	8	0	0	0	0	0	0	196	6	0	0	10	0	0	1	57	0	0	0	0	51	30	0	0	0	0	0	0	0	0	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1160	"AWI"	1160	5849	6579	6156	1	0	11	7	14	0	2	1	21	4	1	6	0	0	0	0	0	6	1	4	6	0	1	2	0	0	0	5	1	1	0	394	0	0	2	17	0	56	0	0	19	31	0	0	0	0	0	0	0	0	1	2	6
3068	3999	"Cala'n Porter"	39.87056	4.13139	1175	"AWI"	1175	5880	6618	6195	0	0	21	17	12	2	3	1	26	1	2	42	0	0	0	0	0	15	4	3	7	0	1	4	0	0	0	37	2	0	0	32	0	0	2	42	1	5	0	0	40	25	0	0	0	0	0	0	0	0	0	2	1
3068	3999	"Cala'n Porter"	39.87056	4.13139	1190	"AWI"	1190	5900	6676	6236	0	0	7	2	25	0	2	0	18	1	0	0	1	0	0	0	0	4	1	1	2	0	2	0	0	0	0	3	0	0	0	160	0	0	1	2	0	30	0	0	6	12	0	0	0	0	2	0	0	0	1	0	3
3068	3999	"Cala'n Porter"	39.87056	4.13139	1205	"AWI"	1205	5916	6740	6274	0	0	17	3	9	0	14	0	0	6	1	114	3	0	1	0	0	27	1	8	10	0	1	1	0	0	0	26	3	1	0	5	0	0	1	54	2	2	0	0	41	42	0	0	0	0	1	0	0	0	1	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1220	"AWI"	1220	5955	6780	6313	0	0	13	4	6	0	6	5	41	5	0	45	0	0	1	0	0	22	2	14	14	0	2	0	0	0	0	27	4	0	0	2	0	0	0	56	1	1	0	0	15	18	1	0	0	0	2	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1235	"AWI"	1235	5990	6826	6352	1	0	12	4	9	0	6	0	0	6	0	156	0	0	1	0	0	23	0	6	8	0	1	0	0	0	0	63	7	0	0	10	0	0	0	45	0	2	0	0	44	30	0	0	0	0	3	0	0	0	0	3	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1250	"AWI"	1250	6017	6866	6391	0	0	19	2	10	0	8	1	24	3	0	179	0	0	2	0	0	39	0	16	14	0	0	2	0	0	0	45	3	0	0	10	0	0	0	16	0	4	0	0	23	20	0	2	0	0	3	0	0	0	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1265	"AWI"	1265	6036	6909	6429	0	0	11	5	5	0	9	0	0	11	0	105	0	0	0	0	0	34	0	9	6	0	2	3	0	0	0	24	2	0	0	4	0	0	0	19	0	2	0	0	37	38	0	0	0	0	1	0	0	2	0	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1280	"AWI"	1280	6072	6941	6465	1	0	16	5	7	0	0	0	0	0	1	101	0	0	0	0	0	33	1	10	6	0	2	0	0	0	0	74	3	0	0	2	0	0	1	30	3	3	0	0	6	21	0	0	0	0	0	1	0	2	1	1	1
3068	3999	"Cala'n Porter"	39.87056	4.13139	1295	"AWI"	1295	6107	6968	6502	0	0	10	6	8	0	2	0	0	4	0	94	0	0	0	0	0	23	3	9	2	0	0	1	0	0	0	53	6	0	0	5	2	0	0	25	0	2	0	0	15	29	0	0	0	0	0	0	0	0	0	1	2
3068	3999	"Cala'n Porter"	39.87056	4.13139	1310	"AWI"	1310	6135	7019	6539	0	0	4	4	20	0	7	1	0	5	0	241	0	0	0	0	0	7	1	12	3	0	2	0	0	1	0	43	9	0	0	13	1	0	0	15	0	0	0	0	3	14	0	0	0	0	0	0	0	2	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1325	"AWI"	1325	6156	7074	6574	0	0	10	1	11	0	7	1	0	1	0	119	0	0	0	0	0	19	1	11	22	0	1	3	0	0	0	48	5	0	0	9	0	0	0	31	0	1	0	0	17	30	0	0	0	0	1	0	0	1	1	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1340	"AWI"	1340	6191	7111	6615	0	1	11	1	7	0	6	1	0	5	0	135	0	0	0	0	0	33	0	12	8	0	4	0	0	0	0	61	8	1	0	4	0	0	1	30	0	3	0	0	37	31	0	1	0	1	0	0	0	0	1	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1355	"AWI"	1355	6230	7144	6654	0	0	5	1	7	0	1	0	0	0	0	186	0	0	0	0	0	9	0	6	1	0	1	0	0	0	0	30	3	0	0	2	0	0	0	9	0	0	0	0	6	11	0	0	0	0	0	0	0	1	1	0	1
3068	3999	"Cala'n Porter"	39.87056	4.13139	1370	"AWI"	1370	6257	7188	6692	0	0	2	28	7	0	2	0	0	1	0	175	0	0	0	0	0	14	3	2	2	0	0	0	0	0	0	20	3	0	0	2	0	0	0	13	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1400	"AWI"	1400	6324	7278	6769	1	0	6	2	20	0	7	0	0	3	0	197	0	0	0	0	0	23	2	7	2	0	2	0	0	0	0	5	3	0	0	1	0	0	0	18	1	1	0	0	4	14	0	0	0	0	0	0	0	2	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1435	"AWI"	1435	6392	7369	6859	0	0	3	2	11	0	3	0	0	1	1	171	0	0	2	0	0	27	2	5	0	0	2	0	0	0	0	20	5	0	0	0	0	0	0	22	0	1	0	0	4	22	0	0	0	0	0	0	0	4	0	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1470	"AWI"	1470	6471	7446	6946	0	0	5	3	31	0	9	0	0	3	0	172	0	0	1	0	0	47	2	3	3	0	1	0	0	0	0	22	2	0	0	0	0	0	0	18	0	0	0	0	2	13	0	0	0	0	0	1	0	2	2	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1505	"AWI"	1505	6534	7537	7034	0	0	2	2	13	0	3	0	0	1	0	319	0	0	1	0	0	24	0	7	2	0	4	0	0	0	0	14	0	0	1	0	0	0	0	13	1	0	0	0	8	10	1	0	0	0	0	0	0	1	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1540	"AWI"	1540	6634	7613	7121	0	0	1	4	13	0	2	0	0	0	0	210	0	0	1	0	0	20	0	6	1	0	2	0	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	2	10	0	0	0	0	0	0	0	1	0	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1575	"AWI"	1575	6722	7701	7209	0	0	0	2	30	0	5	0	10	2	0	146	0	0	0	0	0	25	0	8	1	0	3	0	0	0	0	15	0	0	0	1	0	0	1	10	0	0	0	0	9	18	0	0	0	0	0	0	0	2	1	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1610	"AWI"	1610	6806	7776	7300	0	0	1	2	35	0	4	0	0	1	0	188	0	0	0	0	0	50	0	11	7	0	4	0	0	0	0	14	2	0	0	1	0	0	0	9	1	1	0	0	18	16	1	0	0	0	0	0	0	0	1	5	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1645	"AWI"	1645	6907	7853	7392	0	0	2	1	18	0	1	1	0	2	0	221	0	0	1	0	0	41	0	5	6	0	1	0	0	0	0	20	4	0	0	0	0	0	1	13	0	2	0	0	13	12	2	0	0	0	0	0	0	2	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1680	"AWI"	1680	6986	7928	7484	0	0	6	2	34	0	2	0	0	1	1	256	0	0	0	0	0	52	0	11	9	0	7	0	1	0	0	22	6	0	0	2	0	0	2	21	0	3	0	0	15	28	2	0	0	0	0	0	0	2	0	3	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1700	"AWI"	1700	7040	7968	7535	0	0	1	1	17	0	1	0	0	0	0	173	0	0	0	0	0	28	0	6	6	0	1	0	0	0	0	20	4	0	0	1	0	0	0	13	0	1	0	0	8	14	0	0	0	0	0	0	0	0	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1730	"AWI"	1730	7111	8020	7613	0	0	8	4	35	0	12	0	0	1	0	294	0	0	0	0	0	43	3	9	13	0	0	0	0	0	0	19	1	0	0	2	0	0	1	23	1	1	0	0	9	21	0	1	0	0	0	1	0	3	2	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1760	"AWI"	1760	7198	8083	7690	0	0	2	1	24	0	2	0	0	2	0	270	0	0	0	0	0	51	1	6	2	0	0	0	0	0	0	19	4	0	0	1	0	0	0	41	0	8	0	0	20	26	0	2	0	0	0	0	0	1	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1790	"AWI"	1790	7286	8139	7767	0	0	4	5	41	0	5	1	0	2	0	250	0	0	0	0	0	77	0	14	4	0	4	0	0	0	0	15	6	0	0	1	1	0	0	16	0	8	0	0	17	25	0	0	0	0	0	0	0	3	0	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1820	"AWI"	1820	7386	8196	7840	0	0	3	1	21	0	3	0	0	0	0	243	0	0	0	0	0	30	0	3	2	0	0	0	0	0	0	15	1	0	0	0	0	0	1	9	0	5	0	0	6	18	0	0	0	0	0	0	0	0	3	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1850	"AWI"	1850	7467	8249	7919	0	1	3	7	34	0	6	1	0	1	1	284	0	0	3	0	0	47	0	12	3	0	4	0	0	0	0	20	2	0	0	1	0	0	1	13	0	3	0	0	17	26	0	0	0	1	0	0	0	1	3	8	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1880	"AWI"	1880	7567	8303	7991	0	0	5	1	8	0	8	0	0	0	1	186	0	0	0	0	0	28	0	4	1	0	2	0	0	0	0	18	0	0	0	2	0	0	0	9	0	2	14	0	24	19	0	1	0	0	0	0	0	1	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1910	"AWI"	1910	7654	8345	8065	0	0	5	2	1	0	0	0	0	0	0	164	0	0	0	0	0	40	1	6	0	0	1	0	0	0	0	18	1	0	0	0	0	0	0	13	0	0	0	0	7	15	1	0	0	0	0	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1940	"AWI"	1940	7768	8398	8143	0	0	3	0	9	0	2	1	0	0	0	402	0	0	0	0	0	42	1	10	1	0	4	0	0	0	0	28	0	0	0	0	1	0	1	26	0	0	0	0	14	17	0	0	0	0	0	0	0	3	1	3	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	1970	"AWI"	1970	7869	8444	8225	0	0	2	3	34	0	4	1	0	1	0	228	0	0	0	0	0	44	0	10	3	0	1	0	0	0	0	20	4	0	0	2	0	0	0	21	0	4	0	0	20	35	0	0	0	0	1	0	0	0	0	5	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2000	"AWI"	2000	7994	8486	8295	0	0	2	2	16	0	2	0	0	1	0	171	0	0	0	0	0	24	1	0	3	0	1	0	0	1	0	17	4	0	0	3	0	0	2	15	1	1	9	0	9	9	1	0	0	0	0	0	0	1	0	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2030	"AWI"	2030	8119	8521	8365	0	1	1	5	28	0	3	0	0	3	0	220	0	0	0	0	0	33	4	7	8	0	0	0	0	0	0	25	4	0	1	0	0	0	0	17	0	1	0	0	4	13	0	0	0	0	0	0	0	0	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2080	"AWI"	2080	8253	8588	8463	0	0	6	2	1	0	8	1	0	0	0	437	0	0	0	0	0	22	2	3	6	0	0	0	0	0	0	17	1	0	0	2	0	0	1	16	0	2	0	0	10	23	0	0	0	0	1	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2090	"AWI"	2090	8279	8612	8484	0	0	0	0	11	0	2	0	0	0	0	236	0	0	0	0	0	17	0	5	2	0	1	0	0	0	0	4	1	0	0	0	0	0	0	21	0	3	0	0	1	4	0	0	0	1	0	0	0	0	2	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2110	"AWI"	2110	8323	8664	8518	0	0	1	3	7	0	0	0	22	0	0	91	0	0	0	0	0	14	0	3	0	0	1	0	0	0	0	12	2	0	0	2	0	0	1	21	1	3	0	0	5	5	0	0	0	0	0	0	0	0	2	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2130	"AWI"	2130	8358	8694	8546	0	0	0	2	11	0	2	0	21	0	0	101	0	0	0	0	0	18	0	4	5	0	0	0	0	0	0	17	0	0	0	0	0	0	1	30	0	4	0	0	6	4	0	0	0	0	0	0	0	1	1	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2150	"AWI"	2150	8387	8738	8571	0	0	0	1	12	0	5	0	30	0	0	142	0	0	0	0	0	15	1	3	6	0	1	0	0	0	0	8	0	0	0	1	0	0	0	29	0	1	0	0	7	5	0	0	0	0	0	0	0	1	2	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2170	"AWI"	2170	8414	8782	8598	0	0	2	2	5	0	1	0	0	0	0	118	0	0	0	0	0	16	0	2	1	0	0	0	0	0	0	10	1	0	0	0	0	0	0	24	0	2	0	0	14	7	0	0	0	0	0	0	0	5	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2190	"AWI"	2190	8442	8807	8626	0	0	2	2	9	0	2	0	33	2	0	104	0	0	0	0	0	15	1	5	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	23	0	4	0	0	10	4	0	0	0	0	0	0	0	1	3	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2210	"AWI"	2210	8463	8847	8653	0	0	1	1	10	1	3	0	34	1	0	106	0	0	0	0	0	22	4	9	3	0	0	0	0	0	0	27	1	0	0	0	0	0	1	38	0	7	0	0	10	10	0	0	0	0	0	0	0	1	0	1	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2230	"AWI"	2230	8490	8882	8681	0	0	1	1	15	0	3	0	22	0	0	99	0	0	0	0	0	19	1	7	5	0	0	0	0	0	0	15	0	0	0	0	0	0	1	33	1	2	0	0	6	2	0	0	0	0	0	0	0	0	1	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2250	"AWI"	2250	8517	8908	8709	0	0	0	2	9	0	1	0	24	0	0	89	0	0	0	0	0	14	2	9	0	0	0	0	0	0	0	27	1	0	0	1	0	1	0	22	0	4	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2270	"AWI"	2270	8539	8940	8737	1	0	1	1	8	0	2	0	14	1	0	99	0	0	1	0	0	19	0	4	2	0	0	0	0	0	0	25	0	0	0	0	0	0	1	48	0	6	0	0	9	9	0	0	0	0	2	0	0	0	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2290	"AWI"	2290	8562	8973	8764	0	0	0	3	18	0	4	0	48	1	0	147	0	0	1	0	0	45	1	10	6	0	1	0	0	0	0	35	2	0	0	1	0	0	0	52	0	8	0	0	15	11	0	0	0	0	1	0	0	0	2	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2300	"AWI"	2300	8580	8985	8778	0	0	1	2	12	0	2	0	0	1	0	130	0	0	0	0	0	25	0	12	7	0	0	0	0	0	0	38	0	0	0	0	0	0	0	25	0	2	0	0	6	12	0	0	0	0	0	0	0	1	2	0	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2310	"AWI"	2310	8593	9006	8793	0	0	2	3	11	1	10	0	0	2	0	103	0	0	1	0	0	39	1	12	4	0	0	0	1	0	0	23	1	0	0	1	0	0	1	24	1	7	0	0	8	11	0	0	0	0	0	0	0	1	4	0	1
3068	3999	"Cala'n Porter"	39.87056	4.13139	2320	"AWI"	2320	8602	9023	8807	0	0	1	4	20	0	4	0	0	2	0	108	0	0	0	0	0	50	2	8	2	0	0	0	0	0	0	28	1	0	0	1	0	0	0	21	0	1	0	0	5	12	0	0	0	0	0	0	0	0	2	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2330	"AWI"	2330	8614	9045	8821	0	0	1	6	13	0	2	0	36	0	0	141	0	0	1	0	0	40	1	15	1	1	0	0	0	0	0	22	0	0	0	3	0	0	0	27	0	5	0	0	6	3	0	0	0	0	1	0	0	2	1	2	0
3068	3999	"Cala'n Porter"	39.87056	4.13139	2340	"AWI"	2340	8624	9066	8835	0	0	2	2	15	0	1	0	0	1	0	88	0	1	0	0	0	27	1	3	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	25	3	1	0	0	4	9	0	0	0	0	0	0	0	0	2	0	0
