"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15685	24046	"Trogenmoos"	46.76194	7.86389	1	"AWI"	1	-117	39	-36	1.13314447592068	0.0404694455685957	1.57830837717523	0.0404694455685957	0	0	0	0	1.41643059490085	0	0	0	0.161877782274383	0	0	0.28328611898017	0	0	0.526102792391744	0	0	62.3229461756374	0	0	0	0	0	2.02347227842979	0.607041683528936	0	0	0.121408336705787	0	0	0	0	0	0	0.0809388911371914	0	9.10562525293404	19.5062727640631	0	0	0	0	0	0.607041683528936	0	0	0	0	0.0404694455685957	0	0.0809388911371914	0	0	0	0	0.0404694455685957	0	0	0.0809388911371914	0.202347227842979	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	2	"AWI"	2	-107	55	-26	1.48809523809524	0.148809523809524	4.16666666666667	0	0	0	0	0	3.57142857142857	0.148809523809524	0	0	0	0	0	0.595238095238095	0	0	1.04166666666667	0	0	20.9821428571429	0	0	0	0	0	2.82738095238095	1.33928571428571	0	0	0.446428571428571	0.148809523809524	0	0	0	0.446428571428571	0	0.297619047619048	0	12.797619047619	46.4285714285714	0	0	0	0	0	1.48809523809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148809523809524	0.297619047619048	1.19047619047619	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	4	"AWI"	4	-94	96	-8	1.05448154657293	0.175746924428822	2.63620386643234	0	0	0	0.351493848857645	0	1.05448154657293	0	0.175746924428822	0	0	0	0	0.175746924428822	0	0	0.70298769771529	0	0	17.3989455184534	0	0	0	0	0	1.40597539543058	1.75746924428823	0	0	0.175746924428822	0	0	0	0	0	0	0.527240773286467	0	12.6537785588752	39.0158172231986	0	0	15.2899824253076	0	0	2.28471001757469	0	0	0	0	0	0	0.175746924428822	0	0	0	0.175746924428822	0	0	0	0.527240773286467	2.28471001757469	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	6	"AWI"	6	-78	130	10	1.64948453608247	0	2.47422680412371	0.412371134020619	0	0	0	0	1.64948453608247	0	0.206185567010309	0	0	0	0	0.412371134020619	0	0	0.824742268041237	0	0	13.8144329896907	0	0	0	0	0	2.47422680412371	0.824742268041237	0	0	0	0	0	0	0	0	0	0.618556701030928	0	23.2989690721649	47.4226804123711	0	0	0	0	0	2.47422680412371	0	0	0	0	0	0	0.412371134020619	0	0	0	0	0	0	0	0.206185567010309	0.824742268041237	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	8	"AWI"	8	-64	154	31	1.67364016736402	0.209205020920502	2.92887029288703	0	0	0	0.209205020920502	0	0.209205020920502	0	0	0	0	0	0	1.25523012552301	0	0	0.209205020920502	0	0	22.1757322175732	0	0	0	0	0	2.30125523012552	0.418410041841004	0	0	0	0.209205020920502	0	0	0	0.209205020920502	0	0	0	18.8284518828452	47.6987447698745	0	0.209205020920502	0	0	0	0.836820083682008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418410041841004	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	10	"AWI"	10	-54	188	50	2.7363184079602	0	4.72636815920398	0.497512437810945	0	0	0.248756218905473	0	0.746268656716418	0	0	0	0	0	0	0.497512437810945	0	0	1.24378109452736	0	0	23.134328358209	0	0	0	0	0	1.49253731343284	0.497512437810945	0	0	0	0	0	0	0	0	0	0	0	23.3830845771144	37.8109452736318	0	0	0	0	0	1.99004975124378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995024875621891	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	12	"AWI"	12	-37	205	70	0.672268907563025	0	4.36974789915966	0.168067226890756	0	0	0.168067226890756	0	0.504201680672269	0	0	0	0	0	0	1.00840336134454	0	0	0.840336134453782	0	0	46.218487394958	0	0	0	0	0	2.35294117647059	0.672268907563025	0	0.168067226890756	0.504201680672269	0.168067226890756	0	0	0	0.504201680672269	0	0	0	10.9243697478992	27.8991596638655	0	0	0	0	0	1.34453781512605	0	0	0.168067226890756	0	0.168067226890756	0	0.168067226890756	0	0	0	0.168067226890756	0	0.336134453781513	0.168067226890756	0	0.336134453781513	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	14	"AWI"	14	-23	229	90	0.651041666666667	0	2.734375	0.260416666666667	0.260416666666667	0	0.130208333333333	0	1.04166666666667	0	0	0	0.911458333333333	0	0	0.260416666666667	0	0	1.04166666666667	0	0.130208333333333	49.4791666666667	0	0	0	0	0	2.47395833333333	0.520833333333333	0	0	0	0.390625	0	0	0	0.260416666666667	0	0.260416666666667	0	11.4583333333333	24.7395833333333	0	0	0	0	0	2.08333333333333	0	0	0	0	0.390625	0	0.130208333333333	0	0	0	0	0	0	0	0.130208333333333	0.260416666666667	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	16	"AWI"	16	-7	253	110	0.19723865877712	0	7.29783037475345	0.19723865877712	0	0	0.394477317554241	0	1.77514792899408	0	0	0	3.35305719921105	0	0	0.788954635108481	0	0	1.18343195266272	0	0	42.9980276134122	0	0	0	0	0	4.33925049309665	0	0	0.19723865877712	1.18343195266272	0.394477317554241	0	0	0	0.591715976331361	0	0	0	6.50887573964497	18.5404339250493	0	0	0	0	0	3.55029585798817	0	0	0	0	0	5.12820512820513	0.19723865877712	0	0	0	0	0	0	0	0.19723865877712	0.986193293885602	0	0	0
15685	24046	"Trogenmoos"	46.76194	7.86389	18	"AWI"	18	9	271	128	0.900900900900901	0	7.38738738738739	0.36036036036036	0	0	0.36036036036036	0	2.7027027027027	0	0	0	6.84684684684685	0	0	1.26126126126126	0	0	1.08108108108108	0	0.18018018018018	23.6036036036036	0	0	0	0.720720720720721	0	7.92792792792793	0.18018018018018	0	0.18018018018018	1.08108108108108	0.36036036036036	0	0	0	0.36036036036036	0	0.18018018018018	0	8.28828828828829	30.6306306306306	0	0	0	0	0	3.96396396396396	0	0.18018018018018	0	0	0.18018018018018	0	0.36036036036036	0	0	0	0	0	0	0	0.18018018018018	0.540540540540541	0	0	0
