"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	1	"AWI"	1	-73	145	25	0	2.10084033613445	0	0	0.210084033613445	0	52.7310924369748	0	0	0	0	0.210084033613445	0	4.20168067226891	0	0	0	0	1.89075630252101	5.88235294117647	0	0	0	1.68067226890756	26.4705882352941	0	4.6218487394958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	3	"AWI"	3	-36	405	148	0	1.24223602484472	0	0	0.20703933747412	0	44.5134575569358	0	0	0	0	0.20703933747412	0	6.83229813664596	0.20703933747412	0	0	0.20703933747412	2.0703933747412	10.351966873706	0	0	0	1.65631469979296	29.8136645962733	0	0	0	0	0	0	0	0	0	0	2.69151138716356	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	5	"AWI"	5	-3	667	268	0	1.19521912350598	0	0	0.398406374501992	0	42.6294820717131	0	0	0	0	0.199203187250996	0	4.9800796812749	0	0	0	0.199203187250996	1.19521912350598	10.3585657370518	0	0	0	2.39043824701195	36.2549800796813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199203187250996	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	7	"AWI"	7	86	767	409	0	0.634249471458774	0	0.634249471458774	0.422832980972516	0	47.7801268498943	0	0	0	0	0.211416490486258	0	6.34249471458774	0	0	0	0	2.11416490486258	7.18816067653277	0	0	0	1.69133192389006	32.5581395348837	0	0	0	0	0	0	0	0	0.211416490486258	0	0	0	0	0	0	0.211416490486258	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	9	"AWI"	9	141	947	541	0	0.214592274678112	0	0	0	0	47.2103004291845	0	0	0	0	0.214592274678112	0	8.58369098712446	0	0	0	0.214592274678112	2.14592274678112	10.9442060085837	0	0	0	2.57510729613734	27.4678111587983	0	0	0.214592274678112	0	0	0	0	0	0	0	0	0	0.214592274678112	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	11	"AWI"	11	277	1058	668	0	0.570342205323194	0	0	0	0	44.106463878327	0	0	0	0	0.380228136882129	0	7.98479087452472	0	0	0	0	3.80228136882129	15.5893536121673	0	0.190114068441065	0	1.90114068441065	23.0038022813688	0	0	0	0.190114068441065	0	0	0	0	0	0	1.90114068441065	0	0	0	0	0	0.380228136882129
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	13	"AWI"	13	396	1128	802	0	1.31004366812227	0	0	0	0	47.1615720524017	0	0	0	0	0	0	6.55021834061135	0	0	0	0	1.96506550218341	12.0087336244541	0	0	0	1.52838427947598	29.2576419213974	0	0	0	0.218340611353712	0	0	0	0	0	0	0	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	15	"AWI"	15	515	1222	932	0	0.616016427104723	0	0	0	0	44.35318275154	0	0	0	0	0	0	7.18685831622177	0	0	0	0	0.82135523613963	11.088295687885	0	0	0	1.84804928131417	33.4702258726899	0	0	0.205338809034908	0	0	0.205338809034908	0	0	0	0	0	0	0	0.205338809034908	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	17	"AWI"	17	783	1255	1053	0	0.442477876106195	0	0	0.442477876106195	0	47.1238938053097	0	0	0	0	0.221238938053097	0	6.19469026548673	0	0	0	0.221238938053097	1.54867256637168	8.84955752212389	0	0	0	3.09734513274336	31.1946902654867	0	0	0.221238938053097	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442477876106195
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	19	"AWI"	19	967	1324	1184	0	0.808080808080808	0.202020202020202	0	0.404040404040404	0	43.6363636363636	0	0	0	0	0.202020202020202	0	6.66666666666667	0	0	0	0	2.02020202020202	7.27272727272727	0	0	0	3.63636363636364	34.7474747474747	0	0	0.202020202020202	0	0	0	0	0	0	0	0	0	0	0.202020202020202	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	21	"AWI"	21	1093	1408	1285	0	1.02669404517454	0.205338809034908	0	0.205338809034908	0	45.3798767967146	0	0	0	0	0	0	6.16016427104723	0	0	0	0	2.87474332648871	8.62422997946612	0	0	0	3.28542094455852	31.6221765913758	0	0	0	0	0	0.205338809034908	0	0	0.205338809034908	0	0	0	0	0.205338809034908	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	23	"AWI"	23	1152	1569	1360	0	0.819672131147541	0	0.409836065573771	0.204918032786885	0	38.5245901639344	0	0	0	0	0	0	7.17213114754098	0	0	0	0.204918032786885	4.0983606557377	10.2459016393443	0	0	0	3.07377049180328	34.8360655737705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204918032786885	0.204918032786885
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	25	"AWI"	25	1209	1714	1437	0	0.411522633744856	0	0	0.205761316872428	0	45.0617283950617	0	0	0	0	0	0	4.52674897119342	0	0	0	0	1.85185185185185	3.7037037037037	0	0	0	3.49794238683128	40.3292181069959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411522633744856	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	27	"AWI"	27	1274	1776	1512	0	0.41407867494824	0	0	0.20703933747412	0	51.9668737060041	0.20703933747412	0	0	0	0	0	3.72670807453416	0	0	0	0	1.65631469979296	3.72670807453416	0	0	0	2.0703933747412	35.4037267080745	0	0	0.41407867494824	0	0	0.20703933747412	0	0	0	0	0	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	29	"AWI"	29	1314	1877	1587	0	0.840336134453782	0	0	0	0	45.0980392156863	0	0	0	0	0	0	1.40056022408964	0	0	0	0	0.280112044817927	3.36134453781513	0	0	0	4.76190476190476	44.2577030812325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	31	"AWI"	31	1404	1925	1660	0	0.793650793650794	0	0	0.198412698412698	0	43.0555555555556	0	0	0	0	0	0	5.95238095238095	0	0	0	0.198412698412698	0.595238095238095	5.95238095238095	0	0	0	3.37301587301587	39.8809523809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15733	24155	"Lake Tsuolbmajavri"	68.68811	22.05346	33	"AWI"	33	1456	1981	1740	0	0.766283524904214	0	0	0.383141762452107	0	48.4674329501916	0	0	0	0	0.191570881226054	0	4.40613026819923	0	0	0	0	1.72413793103448	5.55555555555556	0	0	0	3.25670498084291	32.3754789272031	0	0	0	0.766283524904214	0	0	0	0	0	0	1.91570881226054	0	0	0.191570881226054	0	0	0
