"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	60	"AWI"	60	130	1054	502	5	0	0	189	0	0	1	7	0	52	0	0	1	0	0	0	0	46	5	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	18	0	6	192	0	0	0	0	0	84	0	0	0	13	0	0	0	0	0	0	0	14	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	65	"AWI"	65	181	1098	548	7	1	0	164	0	0	0	7	0	42	1	0	1	0	0	0	0	39	9	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	32	0	6	441	0	0	0	0	0	76	0	0	1	6	0	0	0	0	0	0	0	7	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	70	"AWI"	70	213	1147	600	8	0	0	175	3	0	1	5	0	55	0	0	3	0	0	0	1	49	2	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	22	0	6	245	0	0	0	0	0	71	0	0	0	11	0	0	0	0	0	0	0	7	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	75	"AWI"	75	242	1215	651	3	0	0	189	1	0	0	6	0	65	0	0	2	0	0	0	0	50	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	24	0	5	114	10	0	0	0	0	73	0	0	0	4	0	0	0	0	0	0	0	8	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	80	"AWI"	80	266	1293	699	6	0	0	134	1	1	0	8	0	43	0	0	3	0	0	0	0	32	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	26	0	1	248	0	0	0	0	0	73	0	0	0	10	0	0	0	0	0	0	0	9	0	1	0	1
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	85	"AWI"	85	287	1368	745	11	0	0	168	2	0	0	4	0	59	1	0	2	0	0	0	0	31	6	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	27	0	4	435	0	0	0	0	0	68	0	0	0	18	0	0	0	0	0	0	0	4	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	91	"AWI"	91	389	1416	798	5	0	0	212	1	0	0	5	0	86	0	0	7	0	0	0	0	22	5	0	0	0	0	21	0	1	0	0	0	0	1	0	0	0	0	29	0	3	278	0	0	0	0	0	55	0	0	0	16	1	0	0	0	0	0	0	11	0	2	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	95	"AWI"	95	440	1450	837	3	0	0	175	2	4	0	5	0	61	0	0	1	0	0	0	0	17	2	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	40	0	3	357	0	0	0	0	0	69	0	0	0	2	3	0	0	0	0	0	0	8	0	6	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	100	"AWI"	100	494	1496	886	3	0	0	172	1	2	0	1	0	84	0	0	0	0	0	0	0	16	8	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	27	1	2	290	0	0	0	0	0	72	0	0	0	2	1	0	0	0	0	0	0	2	1	5	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	105	"AWI"	105	536	1549	934	5	0	0	96	2	0	0	8	0	151	0	0	0	0	0	0	0	22	9	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	2	27	0	7	346	0	0	0	0	0	70	0	0	0	4	4	0	0	0	0	0	0	8	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	110	"AWI"	110	572	1617	981	7	0	0	180	1	0	0	5	0	60	0	0	0	0	0	0	0	23	1	0	0	0	0	39	0	2	0	0	0	0	1	0	0	0	0	42	0	2	135	0	0	0	0	0	101	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	115	"AWI"	115	642	1687	1041	12	1	0	172	0	0	0	0	0	34	0	0	0	0	0	0	0	20	1	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	0	73	0	2	228	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	120	"AWI"	120	752	1776	1137	4	0	0	153	0	0	0	0	0	69	0	0	0	0	0	0	0	24	1	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	58	0	0	230	0	0	0	0	0	91	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	130	"AWI"	130	863	2031	1317	1	0	0	151	0	0	0	1	0	106	0	0	0	0	0	0	0	24	2	0	0	0	0	21	0	2	0	0	0	0	0	0	0	0	0	23	0	1	287	0	0	0	0	0	66	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	135	"AWI"	135	896	2223	1399	2	0	0	230	0	0	0	9	0	97	1	0	0	0	0	0	0	18	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	15	0	3	52	0	0	0	0	0	108	0	0	0	3	2	0	0	0	0	0	0	7	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	140	"AWI"	140	923	2442	1483	2	0	0	164	2	0	0	7	0	51	1	0	1	0	0	0	0	18	6	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	17	0	1	242	0	0	0	0	0	117	0	0	1	12	1	0	0	0	0	0	0	1	0	5	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	145	"AWI"	145	1025	2578	1592	3	0	0	181	1	0	0	7	0	80	1	0	1	0	0	0	0	26	2	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	0	41	0	0	120	0	0	0	0	0	110	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	150	"AWI"	150	1109	2672	1723	4	0	0	171	0	0	0	2	0	58	0	0	0	0	0	0	0	16	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	61	0	3	127	0	0	0	0	0	89	0	0	0	1	2	0	0	0	0	0	0	11	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	160	"AWI"	160	1226	2974	1985	2	0	0	179	0	0	0	0	0	70	0	0	0	0	0	0	0	25	3	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	35	0	1	261	0	0	0	0	0	83	0	0	0	4	2	0	0	0	0	0	0	3	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	170	"AWI"	170	1304	3422	2215	5	0	0	229	1	0	0	5	0	74	0	0	0	0	0	0	0	32	2	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	31	0	4	141	0	0	0	0	0	86	0	0	0	1	1	0	1	0	0	0	0	6	0	2	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	180	"AWI"	180	1577	3558	2477	1	1	0	194	2	1	0	5	0	63	0	0	0	0	0	0	0	30	6	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	17	0	2	165	0	0	0	0	0	58	0	0	1	6	0	0	0	0	0	0	0	6	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	190	"AWI"	190	1731	3778	2739	10	1	0	185	0	0	0	2	0	44	0	0	0	0	0	0	0	42	1	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	24	0	1	328	0	0	0	0	0	65	0	0	0	4	1	0	0	0	0	1	0	4	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	200	"AWI"	200	1892	4046	2995	1	0	0	198	0	0	0	2	0	79	1	0	0	0	0	0	0	57	3	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	12	0	2	133	0	0	0	0	0	118	0	0	0	1	0	0	0	0	0	0	0	6	1	2	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	211	"AWI"	211	2224	4186	3251	2	0	0	169	0	0	0	3	0	81	0	0	0	0	0	0	0	48	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	13	0	1	180	0	0	0	0	0	93	0	0	0	1	1	0	0	0	0	0	0	8	0	4	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	220	"AWI"	220	2395	4362	3495	6	0	0	191	0	0	0	2	0	61	0	0	0	0	0	0	0	56	2	0	0	0	0	32	0	5	0	0	0	0	0	0	0	0	0	9	0	3	186	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	230	"AWI"	230	2669	4559	3731	3	0	0	149	0	0	0	3	0	36	0	0	0	0	0	0	0	75	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	13	0	4	238	0	0	0	0	0	89	0	0	0	1	1	0	0	0	0	0	0	8	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	240	"AWI"	240	3206	4677	3933	2	1	0	182	0	0	0	0	0	31	0	0	0	0	0	0	0	59	3	0	0	0	0	13	2	2	0	0	0	0	0	0	0	0	0	2	0	9	242	0	0	0	0	0	79	0	0	0	5	0	0	0	0	0	0	0	14	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	250	"AWI"	250	3590	4823	4156	0	0	0	129	0	1	0	0	0	34	0	0	0	0	0	0	0	74	2	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	2	0	4	245	0	0	0	0	0	118	0	0	0	0	0	0	1	0	0	0	0	15	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	260	"AWI"	260	3910	5106	4461	1	0	0	138	0	0	0	3	0	35	0	0	0	0	0	0	0	86	2	0	0	0	0	20	0	3	0	0	0	0	0	0	0	0	0	4	0	10	324	0	0	0	1	0	86	0	0	1	1	0	0	0	0	0	0	0	12	0	2	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	270	"AWI"	270	4145	5562	4848	0	0	0	120	0	0	0	3	0	31	1	0	0	0	0	0	0	120	4	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	1	0	10	463	0	0	0	0	0	87	0	0	0	2	0	0	0	0	0	0	0	7	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	275	"AWI"	275	4224	5856	5032	1	0	0	146	0	0	2	1	0	19	0	0	0	0	0	0	0	87	1	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	30	962	0	0	0	0	0	50	0	0	0	0	0	1	0	0	0	0	0	17	0	2	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	280	"AWI"	280	4296	6187	5218	0	0	0	190	0	0	0	2	0	50	0	0	0	0	0	1	0	78	1	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	5	214	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	290	"AWI"	290	4909	6662	5702	0	0	0	117	0	0	0	3	0	27	0	0	0	0	0	0	0	91	2	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	3	0	8	319	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	300	"AWI"	300	5288	7396	6280	0	0	0	154	0	0	0	3	0	32	0	0	0	0	0	0	0	75	1	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	1	0	7	332	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	311	"AWI"	311	5551	8778	6850	0	0	0	155	0	0	0	1	0	54	0	0	0	0	0	0	0	124	1	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	2	0	1	120	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	320	"AWI"	320	5990	9460	7496	0	0	0	145	0	0	0	2	0	59	0	0	0	0	0	0	0	122	2	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	4	179	0	0	0	0	0	58	0	0	0	0	0	0	1	0	0	0	11	25	0	4	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	330	"AWI"	330	6264	10692	8180	0	0	0	156	0	0	0	2	0	47	0	0	0	0	0	0	0	77	4	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	663	0	0	0	0	0	73	0	0	0	1	0	0	0	0	0	0	0	33	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	340	"AWI"	340	6469	12299	8799	0	0	0	117	0	0	0	2	0	79	0	0	0	0	0	0	0	102	2	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	3	404	0	0	0	0	0	56	0	0	0	0	1	0	0	0	0	0	0	29	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	350	"AWI"	350	7170	12766	9550	0	0	0	178	0	1	0	4	0	103	0	0	1	0	0	0	0	78	2	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	1	252	0	0	0	0	0	31	0	0	0	0	4	0	0	0	0	0	0	17	0	4	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	360	"AWI"	360	7538	13452	10288	0	0	0	138	0	0	0	3	0	65	0	0	0	0	0	0	0	137	8	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	39	0	0	0	0	0	0	3	0	0	0	0	13	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	370	"AWI"	370	7954	14456	10984	0	0	0	34	0	0	0	1	0	50	0	0	1	0	0	0	0	122	3	0	10	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	513	0	0	0	0	1	18	0	0	0	1	2	0	1	0	0	0	0	14	0	5	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	380	"AWI"	380	8748	14873	11701	1	0	0	0	0	0	0	2	0	59	0	0	1	0	0	0	0	52	9	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	429	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	4	0	1
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	390	"AWI"	390	9257	15415	12434	0	0	0	5	0	1	0	5	0	137	0	0	0	0	0	0	0	109	4	0	10	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	427	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	0	0	2	0	7	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	395	"AWI"	395	9450	15848	12787	0	0	0	1	0	0	0	1	0	17	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	400	"AWI"	400	9969	16112	13114	0	0	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	1	3	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	120	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	410	"AWI"	410	11140	16521	13768	0	0	0	1	1	0	0	11	0	252	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	398	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	414	"AWI"	414	11514	16724	14055	0	0	0	1	0	0	0	4	0	282	1	0	0	0	0	0	0	2	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	417	"AWI"	417	11712	16904	14268	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
14541	22788	"Kleinen Mochowsee"	51.99639	14.19889	422	"AWI"	422	11983	17247	14627	0	0	0	1	1	0	0	19	0	171	0	0	0	0	0	3	0	3	51	80	0	0	0	0	0	1	0	1	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	2	0	0	4	2	40	0	0	0	0	0	0	0	0	11	0	0
