"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Nartheciaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Tilia"	"Ulmus"
14463	22640	"Teanga"	57.31917	-7.28472	0.5	"AWI"	0.5	-33.5	56	12.5	3.77906976744186	0	0	0	0	0	3.19767441860465	0	0.290697674418605	0.581395348837209	5.23255813953488	0	50.2906976744186	0	0	0.581395348837209	0	0.872093023255814	0	0	6.3953488372093	0	26.453488372093	0.290697674418605	0	0	0	0.581395348837209	0.290697674418605	0.290697674418605	0	0.872093023255814
14463	22640	"Teanga"	57.31917	-7.28472	8.5	"AWI"	8.5	42.5	87.5	68.5	1.85614849187935	0	0	0	0	0	2.32018561484919	0	0	0	20.8816705336427	0	67.9814385150812	0	0	0.232018561484919	0	2.08816705336427	0	0.232018561484919	3.01624129930394	0	0	0	0.232018561484919	0	0	0.464037122969838	0.232018561484919	0.232018561484919	0.232018561484919	0
14463	22640	"Teanga"	57.31917	-7.28472	16.5	"AWI"	16.5	73.5	162.5	123	4.30839002267574	0	0	0	0.226757369614512	0	1.8140589569161	0	0	0	23.8095238095238	0	62.1315192743764	0	0	0	0	0.90702947845805	0	0	3.85487528344671	0	0	0	0.680272108843537	0	0	0.680272108843537	0.453514739229025	0.453514739229025	0	0.680272108843537
14463	22640	"Teanga"	57.31917	-7.28472	24.5	"AWI"	24.5	110.5	173	141	4.34782608695652	0	0	0	0	0	1.73913043478261	0.434782608695652	0.434782608695652	0	19.1304347826087	0	66.0869565217391	0	0	0	0.434782608695652	3.04347826086957	0	0	2.60869565217391	0	0	0	1.30434782608696	0	0	0.434782608695652	0	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	32.5	"AWI"	32.5	136.5	206	167.5	3.87323943661972	0	0	0	0	0	0.704225352112676	0	0	0	21.1267605633803	0	66.1971830985916	0	0	0	0.352112676056338	2.11267605633803	0	0	3.16901408450704	0	0	0	1.76056338028169	0	0	0.704225352112676	0	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	40.5	"AWI"	40.5	171	560	294.5	2.47349823321555	0	0	0	0	0	0.706713780918728	0	0	0	21.2014134275618	0	70.3180212014134	0	0	0.353356890459364	0	0.353356890459364	0	0	3.18021201413428	0	0	0	0.706713780918728	0	0.353356890459364	0	0.353356890459364	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	48.5	"AWI"	48.5	195.5	916.5	422	4.25531914893617	0	0	0	0	0	1.41843971631206	0	0.354609929078014	0	21.9858156028369	0	68.0851063829787	0	0	0	0	0.709219858156028	0	0	1.77304964539007	0	0	0	1.06382978723404	0	0.354609929078014	0	0	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	56.5	"AWI"	56.5	300	1051	599.5	0.879765395894428	0.293255131964809	0	0	0	0	1.17302052785924	0	0	0	11.1436950146628	0	80.3519061583578	0	0	0	0	3.81231671554252	0.293255131964809	0	1.75953079178886	0	0	0	0.293255131964809	0	0	0	0	0	0	0
14463	22640	"Teanga"	57.31917	-7.28472	64.5	"AWI"	64.5	371.5	1283.5	769.5	5.36193029490617	0	0	0	0.536193029490617	0	2.41286863270777	0	0.268096514745308	0	16.6219839142091	0	64.8793565683646	0	0	0	0	3.48525469168901	0	0	1.87667560321716	0	0	0	4.02144772117962	0	0	0.268096514745308	0	0	0	0.268096514745308
14463	22640	"Teanga"	57.31917	-7.28472	72.5	"AWI"	72.5	564.5	1390.5	914.5	3.27868852459016	0	0	0	0	0	2.34192037470726	0	0	0	23.4192037470726	0	58.7822014051522	0	0	0	0	5.85480093676815	0	0	1.87353629976581	0	0	0	3.74707259953162	0	0	0.234192037470726	0	0	0	0.468384074941452
14463	22640	"Teanga"	57.31917	-7.28472	80.5	"AWI"	80.5	683.5	1550.5	1073.5	4.52127659574468	0	0	0	0	0	1.32978723404255	0	0.797872340425532	0	21.5425531914894	0	62.5	0	0	0	0	1.59574468085106	0	0	3.45744680851064	0	0	0	3.45744680851064	0	0	0	0	0	0	0.797872340425532
14463	22640	"Teanga"	57.31917	-7.28472	88.5	"AWI"	88.5	902.5	1866	1335.5	3.43007915567282	0	0	0	0	0	1.05540897097625	0	0	0	18.9973614775726	0	65.6992084432718	0	0	0.263852242744063	0	2.11081794195251	0	0	3.43007915567282	0	0	0	4.48548812664908	0	0	0	0.263852242744063	0	0	0.263852242744063
14463	22640	"Teanga"	57.31917	-7.28472	96.5	"AWI"	96.5	1005	2450	1571	3.39506172839506	0	0	0	0.617283950617284	0	4.01234567901235	0	0	0	15.1234567901235	0	64.8148148148148	0	0	0.617283950617284	0	3.7037037037037	0	0	2.16049382716049	0	0	0	4.32098765432099	0	0	0	0.617283950617284	0	0	0.617283950617284
14463	22640	"Teanga"	57.31917	-7.28472	104.5	"AWI"	104.5	1215	2655.5	1878	3.26409495548961	0	0	0.29673590504451	0	0	2.37388724035608	0	0	0	17.5074183976261	0	63.5014836795252	0	0	0.593471810089021	0	1.48367952522255	0	0	5.6379821958457	0	0	0	4.45103857566766	0	0	0.29673590504451	0	0	0	0.593471810089021
14463	22640	"Teanga"	57.31917	-7.28472	112.5	"AWI"	112.5	1343.5	3051.5	2161.5	3.16901408450704	0	0	0	0	0	2.46478873239437	0	0	0	16.5492957746479	0	61.2676056338028	0	0	0	0	2.8169014084507	0	0	5.28169014084507	0	0	0	7.74647887323944	0	0	0	0	0	0	0.704225352112676
14463	22640	"Teanga"	57.31917	-7.28472	120.5	"AWI"	120.5	1661	3202	2452	4.09556313993174	0	0	0	0	0	2.38907849829352	0	0	1.02389078498294	11.6040955631399	0	63.8225255972696	0	0	0	0	1.36518771331058	0	0	7.84982935153584	0	0	0	7.16723549488055	0	0	0	0	0	0	0.68259385665529
14463	22640	"Teanga"	57.31917	-7.28472	128.5	"AWI"	128.5	1852.5	3487	2747.5	4.23280423280423	0.264550264550265	0	0	0.264550264550265	0	4.76190476190476	0	0.529100529100529	0	7.40740740740741	0.264550264550265	61.6402116402116	0	0	1.05820105820106	0	0.793650793650794	0	0	5.82010582010582	1.58730158730159	0	0	10.0529100529101	0	0	0.529100529100529	0.264550264550265	0	0	0.529100529100529
14463	22640	"Teanga"	57.31917	-7.28472	136.5	"AWI"	136.5	2346	3634	2990	5.32319391634981	0.760456273764259	0	0	0	0	7.22433460076046	0	0	0	22.0532319391635	0	36.1216730038023	0	0	1.14068441064639	0.760456273764259	0.380228136882129	0	0	9.50570342205323	0	0	0	14.4486692015209	0	0	0	1.14068441064639	0	0	1.14068441064639
14463	22640	"Teanga"	57.31917	-7.28472	144.5	"AWI"	144.5	2669.5	3893.5	3261.5	6.66666666666667	0.37037037037037	0.37037037037037	0	0	0	3.7037037037037	0	0	0	12.5925925925926	0	47.4074074074074	0	0	0.740740740740741	1.11111111111111	1.85185185185185	0	0	8.51851851851852	0	0	0	15.1851851851852	0	0	0.37037037037037	0	0	0	1.11111111111111
