"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26128	45349	"Afstj¢rna"	61.64917	9.87667	944	"AWI"	944	-139	25	-53	0	8.90052356020942	0.523560209424084	0	0	0	0	0	0	0	0	0	0	0	4.71204188481675	0	0	0	0	0	1.04712041884817	0	0.523560209424084	29.3193717277487	0	0	0	0	0	37.17277486911	0	0	0	0	0	0	2.09424083769634	0	0	0	0	0	0	0	0	0	0	1.04712041884817	14.6596858638743	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	948	"AWI"	948	-84	297	45	0	13.8888888888889	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0	16.6666666666667	0	0	0	0.555555555555556	0	0.555555555555556	0	0.555555555555556	44.4444444444444	0	0	0.555555555555556	0	0	17.2222222222222	0	0	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0.555555555555556	2.22222222222222	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	952	"AWI"	952	-18	461	170	0	13.469387755102	0	0	0.408163265306122	0	0	0	0	0	0	0	0.408163265306122	0	14.6938775510204	0	0	0.408163265306122	0	0	0.408163265306122	0	0	57.1428571428571	0	0	0	0	0	7.75510204081633	0	0.408163265306122	0	0	0	0	0	2.04081632653061	0	0.408163265306122	0	0	0	0	0	0	0	0.816326530612245	1.63265306122449	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	956	"AWI"	956	64	633	297	0	6.353591160221	0.276243093922652	0	0.552486187845304	0	36.4640883977901	0	0	0	0	0	0.276243093922652	0	5.80110497237569	0	0	0	0	0	0	0	0	38.6740331491713	0	0	0	0	0	4.69613259668508	0	0	0	0	0.276243093922652	0	0.552486187845304	0.552486187845304	0	0	3.03867403314917	0	0	0	0	0.276243093922652	0	0.276243093922652	1.93370165745856	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	960	"AWI"	960	149	777	416	0	9.81308411214953	0	0	0.934579439252336	0	0	0	0	0	0	0	2.80373831775701	0	11.6822429906542	0	0	0	0.467289719626168	0	0	0	0	61.6822429906542	0	0.934579439252336	0	0	0	9.34579439252336	0	0	0	0	0	0	0.467289719626168	0	0	0	0	0	0	0	0	0	0.467289719626168	0.467289719626168	0.934579439252336	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	964	"AWI"	964	236	919	539	0	11.1650485436893	0	0	0.485436893203883	0	0	0	0	0	0	0	1.94174757281553	0	13.1067961165049	0	0	0	0	0	0	0	0	53.3980582524272	0.485436893203883	0	0	0	0	15.0485436893204	0	0	0	0	0.970873786407767	0	1.45631067961165	0	0	0	0	0	0	0	0	0	0.485436893203883	0	1.45631067961165	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	968	"AWI"	968	326	1030	678	0	7.23270440251572	0	1.25786163522013	0.628930817610063	0	42.1383647798742	0.314465408805031	0	0	0	0	1.88679245283019	0	6.91823899371069	0	0	0	0	0	0	0	0.314465408805031	26.4150943396226	0	0	0	0	0.314465408805031	10.377358490566	0	0	0	0	0	0	0.628930817610063	0	0	0	0	0	0	0	0	0.314465408805031	0	0.314465408805031	0.943396226415094	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	972	"AWI"	972	450	1117	800	0	8.63309352517986	0	0	0	0	0	0	0	0	0	0	2.87769784172662	0	11.5107913669065	0	0	0	0	0	0	0	0.719424460431655	48.2014388489209	0	0	0	0	0	23.7410071942446	0	0	0	0	0	0	0.719424460431655	0	0	0.719424460431655	0	0	0	0	0	0.719424460431655	0.719424460431655	0	1.43884892086331	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	976	"AWI"	976	573	1220	928	0	18.978102189781	0	0	0	0	0	0	0	0	0	0	0.72992700729927	0	5.10948905109489	0	0	0	0.72992700729927	0	0	0	0	43.7956204379562	0	0	0	0	0	23.3576642335766	0	0	0	0	0.72992700729927	0	1.45985401459854	0	0	0	0	0	0	0	0	0.72992700729927	0.72992700729927	2.18978102189781	1.45985401459854	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	980	"AWI"	980	700	1318	1050	0	5.93220338983051	0	0	1.12994350282486	0	42.3728813559322	0	0	0	0	0	0.282485875706215	0	5.08474576271187	0	0	0	0	0	0.564971751412429	0	0.282485875706215	36.7231638418079	0	0	0	0	0	5.93220338983051	0	0	0	0	0	0	0.564971751412429	0	0	0	0	0	0	0	0	0	0	0.564971751412429	0.564971751412429	0
