"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	90	"AWI"	90	1314	2569	2054	1	8	0	1	1	1	0	0	5	1	0	0	1	0	0	7	94	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	10	0	52	0	0	0	24	1	5	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	100	"AWI"	100	1624	2693	2289	0	10	2	2	1	1	0	0	1	2	0	0	0	0	0	5	70	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	9	0	38	0	0	0	39	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	110	"AWI"	110	1986	2810	2529	1	14	4	3	0	0	0	0	5	0	0	0	2	0	0	4	75	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	56	0	0	0	31	0	9	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	120	"AWI"	120	2382	2913	2734	1	7	38	2	1	1	0	0	3	0	0	0	1	0	0	13	75	2	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	47	0	0	0	65	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	130	"AWI"	130	2551	3050	2876	2	8	6	1	1	1	0	0	3	0	0	0	0	0	0	8	95	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	66	0	0	0	98	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	140	"AWI"	140	2661	3203	2977	1	12	8	5	0	2	0	0	5	1	0	0	1	0	0	12	17	0	0	1	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	4	0	87	0	0	0	72	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	150	"AWI"	150	2785	3334	3079	2	71	28	1	0	0	0	0	1	1	0	0	0	0	0	24	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	52	0	38	0	0	0	75	0	1	0	0	0	0	1	0	0	0	0	8	4	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	160	"AWI"	160	2897	3447	3182	2	64	21	0	2	2	0	0	12	0	0	0	0	0	0	38	9	0	0	2	13	1	0	1	0	0	0	0	0	0	0	1	0	0	0	15	4	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	170	"AWI"	170	3009	3554	3288	0	66	17	3	1	3	0	0	15	1	0	0	2	0	0	35	5	0	0	0	11	1	0	1	0	0	0	0	0	1	0	1	0	0	0	13	7	0	37	0	0	0	119	0	1	0	0	0	0	3	0	0	1	0	13	1	0	0	0	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	180	"AWI"	180	3108	3646	3392	1	16	5	2	1	1	1	0	3	0	0	0	1	0	0	16	26	0	0	0	3	1	0	0	0	0	1	0	0	2	0	2	0	0	0	3	5	0	0	0	0	1	92	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	190	"AWI"	190	3233	3719	3494	0	24	2	2	0	0	0	0	0	0	0	0	1	0	0	17	54	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	67	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	200	"AWI"	200	3400	3784	3591	0	45	6	3	1	0	0	0	1	0	0	0	0	0	0	17	70	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	49	0	0	0	93	0	0	0	0	1	0	5	0	0	1	0	2	1	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	210	"AWI"	210	3484	3889	3679	0	41	3	1	1	1	0	0	3	0	0	0	0	0	0	36	12	0	0	1	2	1	0	0	0	0	2	0	0	1	0	3	0	0	0	2	1	0	34	0	0	0	106	0	0	0	0	1	0	3	0	0	0	0	1	2	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	220	"AWI"	220	3542	4007	3755	0	14	7	3	2	1	0	0	2	0	0	0	0	0	0	23	95	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	0	0	0	0	188	0	1	0	0	0	0	7	0	0	0	0	3	2	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	225	"AWI"	225	3562	4082	3793	0	22	13	4	0	1	0	0	2	0	0	0	2	0	0	21	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	41	0	0	0	105	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	230	"AWI"	230	3593	4127	3832	2	8	10	2	2	0	0	0	10	0	0	0	1	0	0	14	102	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	2	0	42	0	0	0	115	1	0	0	0	0	0	5	0	0	0	0	1	2	0	0	0	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	240	"AWI"	240	3647	4237	3911	0	8	9	3	1	1	0	0	3	0	0	0	1	0	0	11	105	0	0	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	2	0	43	0	0	0	115	1	3	0	0	1	0	6	0	0	0	0	0	1	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	245	"AWI"	245	3678	4291	3949	1	10	1	2	1	0	0	0	7	0	0	0	1	0	0	14	9	0	0	1	1	0	0	1	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	70	0	1	2	0	0	0	154	0	0	0	8	1	2	0	0	2	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	250	"AWI"	250	3709	4341	3989	0	10	1	13	0	2	0	0	7	1	0	0	0	0	0	28	0	0	0	6	0	0	0	0	0	0	2	0	0	1	0	9	0	0	0	4	1	0	0	0	0	0	46	0	2	2	0	0	0	22	0	0	2	1	0	1	0	0	8	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	260	"AWI"	260	3769	4454	4069	0	7	3	1	0	0	0	0	3	0	0	0	1	0	0	9	54	0	1	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	28	0	0	1	0	0	27	0	5	0	0	1	4	27	0	0	0	0	0	0	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	265	"AWI"	265	3803	4496	4109	2	7	3	4	0	3	0	0	2	2	0	0	0	0	0	7	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	58	0	2	0	0	0	0	34	0	0	0	0	3	2	0	0	6	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	270	"AWI"	270	3834	4548	4149	0	8	2	2	1	0	0	0	3	0	0	0	0	0	0	17	18	0	1	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	187	0	0	0	65	0	1	0	0	0	3	10	0	0	0	0	1	1	0	0	2	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	280	"AWI"	280	3897	4640	4227	0	11	3	2	0	3	0	0	5	1	0	0	0	0	0	24	31	0	1	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	76	0	0	0	94	0	2	0	0	0	0	6	0	0	0	0	1	1	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	290	"AWI"	290	3957	4730	4304	0	5	2	1	0	0	0	0	2	0	0	0	0	0	0	30	40	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	74	0	0	0	89	0	2	0	0	1	3	4	0	0	0	0	2	1	0	1	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	300	"AWI"	300	4025	4823	4384	0	8	2	0	1	0	0	0	5	0	0	0	1	0	0	27	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	0	73	0	0	0	109	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	310	"AWI"	310	4092	4905	4465	0	9	9	5	1	0	0	0	2	0	0	0	1	0	0	23	38	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	86	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	315	"AWI"	315	4118	4953	4506	0	6	4	1	2	0	0	0	4	1	0	0	2	0	0	24	35	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	62	0	2	0	0	0	0	1	1	0	0	0	2	4	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	320	"AWI"	320	4162	4992	4546	0	6	7	3	0	1	0	0	9	0	0	0	1	0	0	8	71	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	120	0	0	0	55	1	0	0	0	0	0	3	0	0	1	0	1	1	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	330	"AWI"	330	4231	5084	4623	0	12	19	1	0	0	0	0	4	0	0	0	0	0	0	18	47	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	60	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	340	"AWI"	340	4301	5169	4702	0	2	29	4	0	0	0	0	3	0	0	0	0	0	0	9	41	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	5	0	101	0	0	0	59	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	350	"AWI"	350	4371	5257	4780	1	24	45	2	0	0	0	0	1	0	0	0	2	0	0	29	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	97	0	2	0	0	0	0	1	0	0	0	0	28	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	370	"AWI"	370	4506	5418	4939	0	18	149	1	1	0	0	0	0	0	0	0	0	0	0	30	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	33	1	0	12	0	0	0	91	0	2	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	390	"AWI"	390	4648	5581	5101	0	15	33	12	1	1	0	0	2	0	0	0	0	0	0	42	25	0	1	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	7	5	0	67	0	0	0	120	2	3	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	400	"AWI"	400	4727	5661	5182	0	4	24	23	1	2	0	0	1	0	0	0	1	0	0	20	24	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	97	0	0	0	60	0	0	0	0	0	0	2	0	0	0	0	3	5	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	410	"AWI"	410	4800	5738	5258	1	12	24	5	1	1	0	0	1	0	0	0	0	0	0	33	45	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	13	0	0	0	0	0	82	1	1	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	420	"AWI"	420	4873	5820	5337	0	5	22	15	4	1	0	0	2	0	0	0	0	0	0	19	38	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	55	2	1	0	0	0	0	1	0	0	0	0	1	5	0	0	0	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	430	"AWI"	430	4945	5900	5415	1	5	30	10	0	3	0	0	1	0	1	0	1	0	0	27	21	0	0	1	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	13	1	0	0	0	0	0	56	1	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	440	"AWI"	440	5023	5982	5494	0	14	57	6	0	1	0	0	2	0	0	0	0	0	0	11	27	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	3	0	52	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	450	"AWI"	450	5100	6059	5577	1	18	97	1	0	1	0	0	1	0	0	0	0	0	0	10	12	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	10	4	0	0	0	0	0	107	0	21	0	0	0	0	2	0	0	0	0	7	2	0	0	0	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	460	"AWI"	460	5174	6128	5654	0	19	39	4	1	5	0	0	2	0	0	0	1	0	0	17	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	55	0	0	0	86	0	11	0	0	0	0	1	0	0	0	0	14	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	470	"AWI"	470	5251	6201	5734	0	38	82	0	3	0	0	0	3	0	0	0	0	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	14	0	0	0	0	0	81	1	0	0	0	0	0	2	0	0	0	0	12	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	480	"AWI"	480	5332	6277	5817	0	2	36	0	1	1	0	0	2	0	0	0	0	0	0	30	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	8	2	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	53	2	0	0	1	2
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	500	"AWI"	500	5497	6428	5976	0	3	30	4	1	3	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	0	0	0	168	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	510	"AWI"	510	5576	6498	6053	0	11	65	2	0	3	0	0	1	0	0	0	0	0	0	16	12	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	3	0	0	0	0	0	132	1	3	0	0	0	0	1	0	0	0	0	20	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	520	"AWI"	520	5650	6564	6132	1	19	60	0	0	0	0	0	1	0	0	0	1	0	0	19	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	1	0	0	0	0	0	85	0	0	0	0	0	0	1	0	0	0	0	23	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	530	"AWI"	530	5726	6644	6214	3	4	63	1	0	2	0	0	1	0	0	0	0	0	0	8	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	121	1	1	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	540	"AWI"	540	5816	6711	6292	0	16	75	1	0	2	0	0	3	1	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	36	2	0	0	0	0	0	93	0	0	0	0	0	0	1	0	1	0	0	20	3	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	550	"AWI"	550	5907	6780	6373	0	5	90	0	1	1	0	0	2	0	0	0	0	0	0	21	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	36	1	0	0	0	0	0	116	2	0	0	0	0	0	2	0	0	0	0	38	4	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	560	"AWI"	560	5995	6848	6452	1	0	47	0	3	2	0	0	1	0	0	0	0	0	0	19	8	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	26	1	0	0	0	0	0	144	2	0	0	0	0	0	1	0	0	0	0	16	4	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	570	"AWI"	570	6075	6908	6534	0	8	49	0	0	4	0	0	3	0	0	0	0	0	0	22	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	190	0	1	0	0	0	0	0	0	0	1	0	35	5	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	590	"AWI"	590	6251	7042	6693	0	4	4	0	2	3	0	0	0	0	0	0	1	0	0	24	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	257	1	0	0	0	0	0	0	0	0	0	0	42	2	0	0	2	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	600	"AWI"	600	6345	7109	6773	0	0	2	0	2	0	0	0	4	0	0	0	1	0	0	25	11	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	265	2	0	0	0	0	0	0	0	1	0	0	43	10	0	0	1	1
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	610	"AWI"	610	6433	7168	6851	0	0	6	1	1	1	0	0	1	0	0	0	0	0	0	4	33	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	254	1	0	0	0	0	0	0	0	0	0	0	29	6	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	620	"AWI"	620	6527	7231	6929	0	2	1	0	4	1	0	0	2	0	0	0	1	0	0	8	5	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	225	1	0	0	0	0	0	1	0	0	0	0	54	0	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	630	"AWI"	630	6625	7293	7012	0	0	7	0	2	2	0	0	0	0	0	0	0	0	0	30	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	129	0	1	0	0	0	0	0	0	0	0	0	121	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	640	"AWI"	640	6734	7350	7090	0	1	5	1	1	0	0	0	0	0	0	0	1	0	0	47	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	139	2	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	650	"AWI"	650	6830	7412	7166	0	4	9	0	2	0	0	0	3	0	0	0	0	0	0	38	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	110	0	1	0	0	0	0	0	0	0	0	0	132	5	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	660	"AWI"	660	6944	7472	7244	0	2	6	1	3	3	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	215	1	0	0	0	0	0	0	0	0	0	0	87	4	0	0	0	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	670	"AWI"	670	7027	7561	7324	0	4	12	1	4	1	0	0	2	0	0	0	1	0	0	30	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	210	1	0	0	0	0	0	0	0	0	0	0	84	8	0	0	1	0
3447	4463	"Saint Viaud Cantin"	47.265	-2.01667	675	"AWI"	675	7048	7630	7361	0	1	4	1	5	0	0	0	1	0	0	0	0	0	0	25	3	0	0	1	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	7	0	0	0	0	0	0	221	1	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	1
