"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26128	45349	"Afstj¢rna"	61.64917	9.87667	1006	"AWI"	1006	1605	2403	1963	0	26	0	0	1	0	226	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	62	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	4	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1014	"AWI"	1014	1899	2699	2344	0	31	1	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	71	0	0	0	0	0	4	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	3	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1022	"AWI"	1022	2406	2930	2736	0	35	0	0	0	0	236	0	0	0	1	0	4	0	14	0	0	0	0	1	0	0	1	61	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1030	"AWI"	1030	2865	3426	3058	0	21	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	56	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1038	"AWI"	1038	3100	3906	3422	0	18	2	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	1	1	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	1	0	2	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1046	"AWI"	1046	3389	4299	3798	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	1	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1054	"AWI"	1054	3717	4607	4202	0	39	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	55	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	6	4	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1062	"AWI"	1062	4274	4808	4564	0	41	0	0	0	0	0	0	0	0	1	0	12	0	11	0	0	0	0	1	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1070	"AWI"	1070	4571	5184	4869	1	45	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	51	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	1	0	0	0	6	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1078	"AWI"	1078	4763	5540	5138	0	41	0	0	0	0	256	0	0	0	0	0	6	0	7	0	0	0	0	1	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	1	3	11	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1086	"AWI"	1086	5038	5778	5429	0	37	0	0	0	0	244	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	5	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1094	"AWI"	1094	5302	6020	5700	0	40	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	48	0	0	0	0	0	1	212	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	3	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1102	"AWI"	1102	5667	6187	5975	0	26	0	0	1	0	221	0	0	0	0	0	9	0	5	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	3	5	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1110	"AWI"	1110	6060	6501	6261	0	59	1	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	2	0	0	0	49	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	2	2	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1118	"AWI"	1118	6247	7020	6569	0	48	0	0	0	0	225	0	0	0	0	0	8	0	6	0	0	0	0	2	1	0	0	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1126	"AWI"	1126	6499	7332	6917	0	92	0	0	0	0	301	0	0	0	0	0	11	0	10	0	0	0	0	1	0	0	0	29	0	0	0	0	0	2	0	0	0	0	2	1	4	0	0	0	0	0	0	0	2	0	2	9	3	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1134	"AWI"	1134	6836	7591	7241	0	117	0	0	0	0	231	0	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	2	0	0	21	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1142	"AWI"	1142	7251	7816	7549	0	96	0	0	2	0	0	0	0	0	0	0	16	0	5	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	1	0	2	11	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1150	"AWI"	1150	7603	8269	7855	0	79	0	0	0	0	0	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	8	2	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1156	"AWI"	1156	7773	8653	8126	0	105	0	0	0	0	194	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	17	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1166	"AWI"	1166	8139	9128	8616	0	60	0	0	1	0	0	0	0	0	0	0	14	0	8	0	0	0	0	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	7	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1174	"AWI"	1174	8453	9458	9014	0	73	0	0	0	0	206	0	0	0	0	0	15	0	8	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	6	0	1
26128	45349	"Afstj¢rna"	61.64917	9.87667	1178	"AWI"	1178	8719	9569	9192	0	72	0	0	0	0	202	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1182	"AWI"	1182	8995	9710	9368	0	53	0	0	0	0	167	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1186	"AWI"	1186	9308	9855	9531	0	39	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1190	"AWI"	1190	9560	10077	9721	0	20	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	1	1	0	0	50	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1194	"AWI"	1194	9639	10528	9938	0	13	0	0	1	0	143	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1198	"AWI"	1198	9753	10745	10181	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1202	"AWI"	1202	9937	10958	10422	0	2	0	0	1	0	0	0	0	0	0	0	9	0	8	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	404	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1206	"AWI"	1206	10134	11189	10660	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1210	"AWI"	1210	10373	11384	10882	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1214	"AWI"	1214	10676	11540	11088	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1218	"AWI"	1218	11071	11738	11334	0	0	0	0	0	0	173	0	0	0	0	0	9	0	21	5	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1220	"AWI"	1220	11316	11982	11614	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	1	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1222	"AWI"	1222	11379	12461	11872	0	1	0	0	1	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	3	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1224	"AWI"	1224	11761	12630	12182	0	0	0	0	2	0	0	0	0	0	0	0	5	2	18	6	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	1	1	0	0	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1226	"AWI"	1226	12017	12726	12518	0	1	0	0	1	0	0	0	0	0	0	0	4	0	23	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	1	0	0	2	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1228	"AWI"	1228	12195	12898	12762	0	0	1	0	0	0	258	0	0	0	0	0	12	0	20	17	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	30	0	0	0	0	0	0	0	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1230	"AWI"	1230	12256	13129	12867	0	0	0	0	2	0	0	0	0	0	0	0	24	0	0	13	5	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	28	0	0	0	0	0	1	1	0
26128	45349	"Afstj¢rna"	61.64917	9.87667	1232	"AWI"	1232	12361	13468	12956	0	1	4	0	8	0	0	1	0	0	0	0	8	0	15	7	0	0	0	0	0	13	0	39	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0
