"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglandaceae"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3231	4192	"Lake Lednica"	52.54901	17.38084	1170	"AWI"	1170	1320	1725	1498	0	0	99	0	0	0	2	0	137	0	0	0	0	0	0	23	7	0	0	6	0	7	0	0	0	0	0	56	0	2	132	0	0	0	0	0	61	0	0	0	1	1	2	1	0	0	0	0	0	5	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1180	"AWI"	1180	1376	1853	1581	1	0	78	0	0	0	2	0	155	0	0	0	0	0	0	30	7	1	0	6	0	5	0	0	0	0	0	26	0	0	121	2	0	0	0	0	79	0	0	0	0	3	4	0	0	0	0	0	1	5	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1190	"AWI"	1190	1422	1990	1667	1	0	92	0	0	0	11	0	75	1	0	1	0	0	0	23	3	1	0	5	0	2	1	0	0	1	0	18	0	2	151	5	0	0	1	0	75	0	0	0	0	2	4	0	0	0	0	0	0	3	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1200	"AWI"	1200	1506	2078	1757	0	0	102	1	1	0	10	0	81	4	0	1	0	0	0	31	4	0	0	6	0	2	0	0	0	1	0	22	1	2	178	0	0	0	1	0	72	0	0	0	0	1	3	0	0	0	0	0	3	1	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1210	"AWI"	1210	1578	2176	1842	1	1	87	1	0	0	12	0	72	0	0	1	0	0	0	20	10	0	0	3	0	11	0	0	0	0	0	21	0	4	127	0	0	0	0	63	79	0	0	0	0	3	8	0	0	0	0	0	2	5	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1220	"AWI"	1220	1654	2248	1924	2	0	126	1	0	0	2	0	59	0	0	0	0	0	0	19	10	0	0	8	0	11	0	0	0	0	0	86	0	0	95	2	0	0	0	0	90	0	0	0	0	3	2	0	0	0	0	0	5	13	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1230	"AWI"	1230	1762	2318	2006	2	0	80	0	0	0	5	0	109	0	0	0	0	0	0	21	1	0	0	10	0	15	0	0	0	0	0	90	0	0	101	0	0	0	0	0	67	0	0	0	1	1	3	0	0	0	0	0	6	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1240	"AWI"	1240	1866	2432	2119	0	0	104	0	0	0	1	0	172	0	0	0	0	0	0	24	5	1	0	4	0	13	0	0	0	0	0	76	0	1	78	0	0	0	2	0	44	0	1	0	1	0	5	0	0	0	0	0	2	13	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1250	"AWI"	1250	1951	2704	2284	0	1	110	0	0	0	4	0	140	0	0	0	0	0	0	40	12	0	0	8	0	8	0	0	0	0	0	66	0	1	123	0	0	0	0	0	64	0	0	0	1	2	3	0	0	0	0	0	5	8	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1260	"AWI"	1260	2082	2869	2458	2	2	93	0	0	0	3	0	105	0	0	1	0	0	0	41	6	2	0	4	0	6	0	0	0	0	0	35	0	0	174	0	0	0	1	0	32	0	0	0	1	3	2	0	0	0	0	0	4	3	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1270	"AWI"	1270	2221	3047	2630	0	0	111	0	1	0	2	0	129	0	0	1	0	0	0	34	8	2	0	0	0	3	0	0	0	0	0	33	0	0	142	0	0	0	135	0	0	0	39	2	1	0	0	3	0	0	0	0	2	5	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1280	"AWI"	1280	2366	3150	2819	0	0	119	1	1	0	11	0	84	0	0	0	0	0	0	27	8	3	0	3	0	5	0	0	0	1	0	32	0	0	141	0	0	0	1	0	37	0	0	0	0	5	2	0	0	0	0	1	6	6	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1290	"AWI"	1290	2667	3247	2980	0	0	157	1	1	0	5	0	72	0	0	0	0	0	0	20	7	2	0	10	0	7	0	0	0	0	1	33	0	0	147	0	0	0	1	0	33	0	0	0	1	2	2	0	0	0	1	0	6	5	4	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1300	"AWI"	1300	2833	3353	3131	0	2	102	1	1	0	5	0	76	1	0	0	0	0	0	18	6	1	0	3	0	15	0	0	0	0	0	82	0	1	105	0	0	0	0	0	48	0	0	0	0	0	4	0	0	0	0	0	10	21	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1310	"AWI"	1310	2904	3458	3208	0	0	99	0	2	0	2	0	53	0	0	0	0	0	0	25	5	4	0	6	0	25	0	0	0	0	0	117	0	1	125	0	0	0	0	0	50	0	0	0	0	2	2	0	0	0	0	0	12	13	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1320	"AWI"	1320	2981	3547	3284	0	0	90	0	0	0	0	0	61	0	0	1	0	0	0	15	4	1	0	4	0	27	0	0	0	0	0	145	0	2	98	0	0	0	0	0	52	0	0	3	0	2	3	0	0	0	0	0	7	16	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1330	"AWI"	1330	3042	3654	3357	0	0	78	0	0	0	3	0	65	0	0	1	0	0	0	35	5	0	0	4	0	21	0	0	0	0	0	151	0	0	80	0	0	0	5	0	59	0	0	0	2	5	2	0	0	0	0	0	13	15	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1340	"AWI"	1340	3125	3726	3435	0	0	107	0	1	0	6	0	84	0	0	0	0	0	0	28	1	1	0	1	0	17	0	0	0	0	0	156	0	0	80	0	0	0	1	0	59	0	0	0	0	0	1	0	0	0	0	0	9	21	2	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1350	"AWI"	1350	3217	3798	3510	0	1	119	0	1	0	6	0	60	0	0	1	0	0	0	37	8	1	0	6	0	28	0	0	0	0	0	148	0	0	56	0	0	0	0	0	75	0	0	0	0	1	4	0	0	0	0	0	11	39	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1360	"AWI"	1360	3292	3875	3587	0	0	97	0	0	0	1	0	69	0	0	0	0	0	0	40	5	0	0	5	0	34	0	0	0	0	1	130	0	0	84	0	0	0	2	0	87	0	0	0	0	1	2	0	0	0	0	0	10	13	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1370	"AWI"	1370	3391	3939	3663	0	0	96	1	0	0	3	0	42	0	0	1	0	0	0	42	8	2	0	3	0	17	0	0	0	0	1	147	0	1	65	0	0	0	4	0	75	0	0	0	0	4	1	0	1	0	0	0	3	24	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1380	"AWI"	1380	3495	4014	3740	0	0	96	0	0	0	3	0	64	0	0	0	0	0	0	45	3	0	0	2	0	8	0	0	0	0	2	150	0	0	77	0	0	0	1	0	74	0	0	0	0	1	0	0	0	0	0	0	6	19	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1390	"AWI"	1390	3586	4084	3825	0	0	69	0	0	0	1	0	50	0	0	0	0	0	0	44	4	1	0	7	0	15	0	0	0	0	0	134	0	2	75	0	0	0	1	0	87	0	0	0	0	0	4	0	0	0	0	0	16	22	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1400	"AWI"	1400	3700	4225	3944	0	0	108	0	0	0	3	0	47	0	0	0	0	0	0	70	2	1	0	8	0	21	0	0	0	0	0	59	0	0	60	0	0	0	1	0	105	0	0	0	0	0	1	0	0	0	0	0	17	25	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1410	"AWI"	1410	3785	4401	4061	0	0	106	0	0	0	3	0	56	0	0	0	0	0	0	109	2	2	0	3	0	39	0	0	0	0	0	9	0	3	85	0	0	0	2	1	101	0	0	0	0	3	1	0	0	0	0	0	13	23	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1420	"AWI"	1420	3845	4601	4177	0	1	95	1	0	0	4	0	40	0	0	0	0	0	0	124	1	1	0	4	0	29	0	0	0	0	1	14	0	4	99	0	0	0	0	0	101	0	0	0	0	2	2	0	0	0	0	0	15	20	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1430	"AWI"	1430	3946	4715	4296	1	1	96	1	0	0	3	0	44	1	0	0	0	0	1	116	5	0	0	4	0	32	0	0	0	0	1	13	0	4	109	0	0	0	0	0	109	0	0	0	0	4	2	0	1	0	0	0	18	21	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1440	"AWI"	1440	4050	4856	4419	0	0	116	0	1	0	1	0	36	0	0	0	0	0	0	96	5	0	0	6	0	35	0	0	0	1	1	5	0	0	101	0	0	0	2	0	103	0	0	0	0	1	1	0	0	0	0	0	4	13	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1450	"AWI"	1450	4133	4989	4541	0	0	106	0	1	0	4	0	46	1	0	0	0	0	0	146	9	1	0	3	0	17	0	0	0	0	0	2	0	1	68	0	0	0	0	0	106	0	0	0	0	1	2	0	0	0	0	0	11	12	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1460	"AWI"	1460	4250	5087	4665	1	0	93	0	0	0	0	0	56	0	0	0	0	0	0	121	0	1	0	7	0	32	0	0	0	0	0	1	0	5	93	0	0	0	0	0	94	0	0	0	1	1	1	0	0	0	0	0	9	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1470	"AWI"	1470	4358	5196	4790	0	0	104	0	0	0	1	0	54	1	0	0	0	0	0	150	4	2	0	3	0	6	0	0	0	0	0	4	0	2	59	0	0	0	1	0	128	0	0	2	1	0	0	0	0	0	0	0	17	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1480	"AWI"	1480	4469	5290	4917	0	0	94	0	1	0	0	0	62	0	0	0	0	0	0	128	5	2	0	5	0	26	0	0	1	0	0	2	0	5	86	0	0	0	0	1	90	0	0	0	0	1	6	0	0	0	0	0	18	8	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1490	"AWI"	1490	4627	5363	5042	0	1	80	0	0	0	2	0	23	0	0	0	1	0	0	177	2	1	0	1	0	49	0	0	0	0	0	1	0	4	109	0	0	0	2	0	82	0	0	0	0	1	0	0	0	0	0	0	11	7	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1500	"AWI"	1500	4766	5450	5167	1	3	115	0	1	0	5	0	43	0	0	0	0	0	0	87	4	1	0	1	0	33	0	0	0	0	0	0	0	0	82	0	0	0	0	0	106	0	0	0	0	0	4	0	0	0	0	0	22	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1510	"AWI"	1510	4914	5525	5285	0	5	160	0	0	0	2	0	87	0	0	1	0	0	0	69	2	1	0	2	0	36	0	0	0	0	0	1	0	4	125	0	0	0	2	0	134	0	0	0	0	0	1	0	2	0	0	0	30	27	3	1
3231	4192	"Lake Lednica"	52.54901	17.38084	1520	"AWI"	1520	5082	5630	5417	0	4	189	1	0	1	3	0	90	4	0	1	0	0	0	96	10	2	0	0	0	70	0	0	0	0	0	0	0	4	132	0	0	0	0	0	124	0	0	0	0	0	1	0	1	0	1	0	28	34	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1530	"AWI"	1530	5200	5847	5539	0	0	117	1	1	1	1	0	73	1	0	2	0	0	0	145	2	1	0	2	0	75	0	0	0	0	0	3	0	6	136	0	0	0	2	0	117	0	0	0	0	5	5	0	0	0	0	0	22	18	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1540	"AWI"	1540	5318	6004	5673	0	0	177	0	1	0	2	0	77	0	0	1	0	0	0	177	2	0	0	2	1	41	0	0	0	0	0	1	0	3	146	0	0	0	3	0	121	0	0	0	0	3	3	0	0	0	1	0	28	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1550	"AWI"	1550	5482	6121	5804	0	0	107	0	0	0	6	0	49	1	0	0	0	0	0	128	5	4	0	0	0	31	0	0	0	0	0	0	0	1	88	0	0	0	1	0	81	0	0	0	0	1	7	0	0	0	0	0	14	9	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1560	"AWI"	1560	5614	6248	5943	0	0	113	0	0	0	0	0	46	0	0	0	0	0	0	180	5	1	0	1	0	42	0	0	0	0	0	1	0	5	84	0	0	0	1	0	102	0	0	0	0	0	1	0	0	0	0	0	16	12	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1570	"AWI"	1570	5766	6405	6097	0	0	103	0	1	0	0	0	43	0	0	0	0	0	0	107	4	1	0	1	0	36	0	0	0	0	0	0	0	3	93	0	0	0	1	0	73	0	0	0	0	0	1	0	0	0	0	0	22	33	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1580	"AWI"	1580	5874	6670	6258	0	0	96	0	0	0	1	0	53	1	0	0	0	0	0	115	9	2	0	0	0	43	0	0	0	0	0	0	0	2	63	0	0	0	1	0	74	0	0	0	1	0	1	0	0	0	0	0	21	36	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1590	"AWI"	1590	5971	7041	6407	0	0	97	0	0	0	2	0	60	0	0	0	0	0	0	146	5	2	0	0	0	37	0	0	0	0	1	0	0	1	59	0	0	0	0	0	68	0	0	0	1	0	1	0	0	0	0	0	16	42	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1600	"AWI"	1600	6088	7233	6580	0	0	113	0	0	0	1	0	65	0	0	0	0	0	0	120	12	6	0	0	0	52	0	0	0	0	0	0	0	0	97	0	0	0	0	0	83	0	0	0	0	0	6	0	1	0	0	0	31	47	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1610	"AWI"	1610	6216	7458	6755	0	0	97	0	0	0	4	0	54	0	0	0	0	0	0	144	4	2	0	0	0	39	0	0	0	0	0	0	0	1	82	0	0	0	1	0	69	0	0	0	0	0	3	0	0	0	0	1	24	50	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1620	"AWI"	1620	6332	7707	6931	1	0	96	0	0	2	1	0	73	0	0	0	0	0	0	90	5	0	0	1	0	27	0	0	0	0	0	1	0	1	82	0	0	0	2	0	46	0	0	0	1	2	3	0	0	0	0	0	21	70	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1630	"AWI"	1630	6477	7889	7104	1	0	100	0	0	0	3	0	82	0	0	0	0	0	0	84	8	3	0	0	0	29	0	0	0	0	0	0	0	0	81	0	0	0	3	0	64	0	0	0	0	0	4	0	0	0	0	0	21	46	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1640	"AWI"	1640	6626	8094	7285	0	0	90	1	0	0	3	0	123	0	0	0	0	0	0	80	6	0	0	2	0	18	0	0	0	0	0	0	0	1	100	0	0	0	2	0	56	0	0	0	0	0	3	0	0	0	0	0	16	42	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1650	"AWI"	1650	6753	8275	7462	0	0	89	0	0	1	2	0	79	0	0	1	0	0	0	104	11	1	0	0	0	31	0	0	0	0	0	0	0	1	98	0	0	0	6	0	49	0	0	0	0	0	6	0	0	0	0	0	16	49	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1660	"AWI"	1660	6933	8429	7652	0	0	95	0	0	0	1	0	80	0	0	0	1	0	0	125	15	2	0	1	0	16	0	0	0	0	0	0	0	2	112	0	0	0	11	0	77	0	0	0	0	0	2	0	0	0	0	0	22	33	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1670	"AWI"	1670	7083	8593	7825	0	98	65	0	0	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	21	1	0	0	0	0	0	1	0	1	108	0	0	0	4	0	57	0	0	0	0	0	1	0	0	0	0	0	21	30	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1680	"AWI"	1680	7214	8781	8000	0	0	94	0	0	0	4	0	79	0	0	0	0	0	0	140	6	4	0	0	0	19	0	0	0	0	0	0	0	0	94	0	0	0	3	0	57	0	0	0	2	0	1	0	0	0	0	0	23	38	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1690	"AWI"	1690	7413	8921	8182	0	0	63	0	0	0	3	0	85	0	0	0	0	0	0	116	5	1	0	0	0	10	0	0	0	0	0	0	0	1	170	0	0	0	5	0	42	0	0	0	1	0	2	0	0	0	0	0	28	38	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1700	"AWI"	1700	7597	9074	8357	0	0	97	0	0	1	2	0	61	0	0	0	0	0	0	211	0	3	0	0	0	4	0	0	0	1	0	0	0	1	87	0	0	0	1	0	50	0	0	0	0	4	3	0	1	0	0	0	19	45	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1710	"AWI"	1710	7757	9243	8533	0	0	71	0	0	0	2	0	108	0	0	0	0	0	0	130	4	2	0	0	0	8	0	0	0	0	0	0	0	0	79	0	0	0	3	0	36	0	0	0	0	1	6	0	1	0	0	0	19	42	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1720	"AWI"	1720	7978	9381	8706	0	0	63	0	0	1	3	0	85	1	0	0	0	0	0	185	4	1	0	0	0	4	0	0	0	0	0	0	0	1	111	0	0	0	3	0	34	0	0	0	0	1	3	0	1	0	0	0	17	33	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1730	"AWI"	1730	8178	9535	8874	0	0	82	0	0	0	1	0	87	0	0	0	0	0	0	174	1	1	0	0	0	3	0	0	0	0	0	0	0	0	108	0	0	0	2	0	43	0	0	0	0	0	1	0	0	0	0	0	8	27	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1740	"AWI"	1740	8364	9684	9051	0	0	97	0	0	0	1	0	70	0	0	0	0	0	0	215	8	0	0	0	0	2	0	1	0	0	0	0	0	0	76	0	0	0	2	0	47	0	0	0	0	0	2	0	0	0	0	0	9	20	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1750	"AWI"	1750	8653	9810	9210	0	0	76	0	0	0	3	0	104	0	0	0	0	0	0	155	6	0	0	0	0	1	0	0	0	0	0	0	0	1	139	0	0	0	1	0	31	0	0	0	0	0	5	0	0	0	0	0	8	32	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1760	"AWI"	1760	8838	10012	9391	0	0	22	0	0	0	2	0	134	0	0	0	0	0	0	144	9	2	0	0	0	2	0	0	0	0	0	0	0	0	171	0	0	0	1	0	25	0	0	2	0	0	7	0	0	0	0	0	10	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1770	"AWI"	1770	8976	10349	9563	0	0	7	0	0	0	1	0	153	0	0	0	0	0	0	147	7	3	0	0	0	1	0	0	0	0	0	0	0	0	197	0	0	0	4	0	4	0	0	0	0	0	5	0	0	0	0	0	1	14	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1780	"AWI"	1780	9135	10678	9760	0	0	3	0	0	0	1	0	126	0	0	0	0	0	0	73	11	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	10	0	5	0	0	3	0	1	5	0	0	0	0	0	0	10	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1790	"AWI"	1790	9255	11015	9950	0	0	0	0	0	0	3	0	185	0	0	0	1	0	0	52	10	1	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	12	0	2	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1800	"AWI"	1800	9385	11339	10147	0	0	1	0	1	0	2	0	209	0	0	0	1	1	0	24	17	1	0	0	0	1	0	0	0	1	1	0	0	0	229	0	0	0	11	0	1	0	0	10	0	0	11	0	0	0	0	0	0	9	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1810	"AWI"	1810	9537	11608	10342	0	0	1	0	1	0	1	0	274	0	0	0	0	0	0	1	10	0	0	0	0	1	0	0	1	0	0	0	0	0	228	0	0	0	4	0	2	0	0	6	0	0	3	0	0	0	0	0	0	6	0	0
3231	4192	"Lake Lednica"	52.54901	17.38084	1818	"AWI"	1818	9623	11866	10499	0	0	0	0	0	0	5	0	247	0	0	0	0	0	0	2	15	1	0	0	0	0	0	0	0	1	0	0	0	0	208	0	0	0	3	0	1	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0
