"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1678	"AWI"	1678	5745	6593	6111	0	0	46	2	0	0	0	14	0	0	0	1	0	0	5	0	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	615	0	0	1	0	1	0	0	0	0	0	0	0	0	1	5	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1726	"AWI"	1726	5913	6792	6322	0	1	47	1	0	0	0	16	0	0	0	0	0	1	3	0	0	6	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	420	0	0	4	0	0	0	0	0	0	1	0	0	1	0	12	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1750	"AWI"	1750	5995	6907	6423	0	0	72	1	0	0	0	14	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	301	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1774	"AWI"	1774	6099	6989	6528	0	0	34	3	0	1	0	17	0	0	0	1	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	3	0	2	1	0	0	1	0	0	1	0	1	4	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1798	"AWI"	1798	6193	7090	6634	0	0	57	0	0	0	0	22	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	246	0	0	1	0	3	1	0	0	1	0	0	0	1	0	7	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1822	"AWI"	1822	6275	7193	6740	0	0	54	2	0	0	0	16	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	696	0	0	7	0	0	2	0	0	0	0	1	0	1	0	3	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1838	"AWI"	1838	6348	7247	6811	0	0	41	3	0	0	0	21	0	0	0	0	0	0	6	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	6	0	1	0	0	0	0	0	0	2	0	0	6	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1846	"AWI"	1846	6378	7279	6846	0	0	41	3	0	0	0	28	0	0	0	1	0	0	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	429	0	0	3	0	2	0	0	0	0	0	0	0	0	0	6	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1862	"AWI"	1862	6444	7351	6915	0	0	58	0	0	1	0	18	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	505	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1886	"AWI"	1886	6541	7427	7015	0	0	44	5	0	0	0	15	0	0	0	1	0	0	6	0	0	12	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1093	0	0	3	0	0	1	0	0	0	0	0	1	0	0	2	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1894	"AWI"	1894	6573	7462	7048	0	0	46	2	0	0	0	12	0	0	0	0	0	0	2	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	781	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1902	"AWI"	1902	6622	7479	7082	0	0	71	2	0	0	0	9	1	0	0	0	0	0	3	0	0	7	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	490	0	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1918	"AWI"	1918	6692	7526	7151	0	0	42	5	0	0	0	12	0	0	0	0	0	0	5	0	0	11	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1575	0	0	3	1	1	1	0	0	0	1	0	0	0	0	6	1
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1926	"AWI"	1926	6725	7563	7187	0	0	54	9	0	0	0	12	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	910	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1942	"AWI"	1942	6817	7611	7253	0	0	40	3	1	1	0	13	0	0	0	2	0	0	4	0	0	11	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	806	0	0	6	1	1	1	0	0	0	0	0	1	0	0	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1966	"AWI"	1966	6931	7687	7357	0	0	22	10	0	1	0	6	0	0	0	0	0	0	9	0	1	28	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	804	0	0	4	0	0	0	1	0	0	0	0	0	0	1	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1974	"AWI"	1974	6987	7707	7390	0	0	33	4	1	0	0	22	0	0	0	1	0	0	5	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1990	"AWI"	1990	7076	7752	7462	0	0	33	2	0	0	0	17	0	0	0	0	0	0	13	0	0	19	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	475	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	1998	"AWI"	1998	7111	7782	7499	1	0	58	1	0	0	0	14	0	0	0	1	0	0	15	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	365	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2014	"AWI"	2014	7229	7817	7560	0	0	68	1	0	0	0	7	0	0	0	0	0	0	10	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	141	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2030	"AWI"	2030	7307	7861	7625	0	0	18	0	0	0	0	12	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	407	0	0	29	0	1	1	0	0	0	0	0	0	2	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2046	"AWI"	2046	7422	7906	7688	0	0	25	1	0	0	0	37	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	574	0	0	12	0	1	3	0	0	0	0	0	2	1	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2054	"AWI"	2054	7478	7926	7719	2	0	21	1	0	0	0	29	0	0	0	1	0	0	7	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	556	0	0	10	0	4	2	0	0	0	1	0	2	0	1	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2070	"AWI"	2070	7534	8006	7784	2	0	40	0	0	0	0	33	0	0	0	0	0	0	7	0	0	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	498	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2086	"AWI"	2086	7595	8100	7845	0	0	36	3	0	0	0	25	0	0	0	0	0	0	4	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	674	0	0	15	0	0	2	0	0	0	0	0	1	0	0	2	1
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2094	"AWI"	2094	7613	8169	7871	0	0	44	5	1	0	0	21	0	0	0	0	0	0	3	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	849	0	0	2	0	3	4	0	0	0	0	0	2	0	0	3	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2102	"AWI"	2102	7630	8242	7898	0	0	34	2	0	0	0	18	0	0	0	0	1	0	10	0	0	9	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1072	0	0	4	0	2	1	0	0	0	0	0	0	0	0	2	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2110	"AWI"	2110	7651	8302	7926	0	0	31	2	0	0	0	20	0	0	1	1	0	0	1	0	0	8	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	992	0	0	9	0	2	5	0	0	0	0	1	0	0	0	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2118	"AWI"	2118	7674	8339	7956	0	0	31	2	0	3	0	26	0	0	0	0	0	0	4	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	360	0	1	15	1	0	0	0	0	0	0	0	0	0	0	0	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2126	"AWI"	2126	7691	8383	7985	0	0	23	5	0	0	0	22	0	2	0	0	0	0	1	0	2	15	3	0	0	0	0	0	1	0	0	0	0	4	0	0	0	727	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0
13395	20058	"Trondheimsfjord"	63.47717	10.19417	2134	"AWI"	2134	7706	8436	8014	0	0	43	2	0	1	0	19	0	0	0	0	0	0	5	0	0	12	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	496	0	0	6	0	0	1	0	0	0	0	1	0	0	0	2	1
