"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	102	"AWI"	102	1720	2530	2135	116	0	0	67	0	0	0	0	3	0	74	0	0	0	5	0	0	0	0	0	74	0	10	0	22	0	0	77	0	7	0	0	0	0	1	0	0	0	0	0	23	0	2	85	0	0	0	1	0	0	60	0	0	0	0	1	0	0	0	0	1	1	8	3	1	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	104	"AWI"	104	1881	2554	2199	125	0	0	55	1	0	0	0	0	0	83	0	0	0	10	0	0	0	0	0	39	0	4	0	27	0	0	105	0	5	0	0	0	0	0	0	0	0	0	0	17	0	4	59	0	0	0	0	0	0	60	0	0	0	0	3	1	0	0	1	0	0	5	3	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	106	"AWI"	106	2046	2582	2268	66	1	0	60	1	1	0	0	2	0	73	1	0	0	9	0	0	0	0	0	50	0	10	0	14	0	0	96	0	8	0	0	0	2	1	0	0	0	0	0	14	0	6	61	13	0	0	0	0	1	72	0	0	1	0	4	0	0	0	1	0	2	4	2	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	108	"AWI"	108	2198	2612	2334	86	0	0	59	0	0	0	0	3	0	76	0	0	0	3	0	0	0	0	0	54	0	5	0	17	0	0	86	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	66	0	0	0	0	0	0	75	0	0	0	0	1	0	0	0	0	0	3	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	110	"AWI"	110	2331	2661	2404	74	2	0	77	1	0	0	0	1	0	44	0	0	0	3	0	0	0	0	0	47	0	1	0	29	0	0	114	0	4	0	0	0	0	0	0	0	0	0	0	18	0	4	71	0	0	0	0	0	0	58	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	112	"AWI"	112	2369	2715	2480	109	1	0	84	0	0	0	0	4	0	51	0	0	0	0	0	0	0	0	0	75	0	6	0	32	0	0	127	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	84	0	0	0	2	0	1	67	0	0	0	0	2	0	0	0	0	0	2	4	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	114	"AWI"	114	2390	2806	2550	70	3	0	80	0	0	0	0	0	0	71	0	0	0	1	0	0	0	0	0	72	0	4	0	20	0	0	102	1	17	0	0	0	0	0	0	0	0	0	0	14	1	3	71	0	0	0	0	0	0	69	0	0	1	0	2	0	0	0	0	0	6	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	116	"AWI"	116	2407	2950	2619	101	1	0	68	0	0	0	0	1	0	64	0	0	0	1	0	0	0	0	0	56	0	3	0	19	0	0	106	0	10	0	0	0	0	0	0	0	0	0	0	9	0	5	53	0	0	0	0	0	0	49	0	0	0	0	2	0	0	0	1	0	4	6	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	118	"AWI"	118	2422	3117	2688	99	0	0	61	0	0	0	0	3	0	61	0	0	0	1	0	0	0	0	0	46	0	4	0	16	0	0	101	0	6	0	0	0	0	0	0	0	0	0	0	8	0	2	44	0	0	0	0	0	0	50	0	0	0	0	2	2	0	0	0	0	3	7	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	120	"AWI"	120	2433	3285	2754	88	0	0	60	0	0	0	0	3	0	67	0	0	0	2	0	0	0	0	0	46	0	4	0	15	0	0	109	0	5	0	0	0	1	0	0	0	0	0	0	18	0	2	81	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	122	"AWI"	122	2534	3307	2826	79	2	0	64	1	0	0	0	1	0	52	1	0	0	4	0	0	0	0	0	50	0	0	0	15	0	0	120	0	5	0	0	0	2	1	0	0	0	0	0	7	0	2	83	0	0	0	0	0	1	50	0	0	0	0	1	0	0	0	1	0	3	3	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	124	"AWI"	124	2596	3340	2909	87	1	0	77	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	0	48	0	3	0	32	0	0	108	0	10	0	0	0	1	1	0	0	0	0	0	22	0	1	66	0	0	0	0	1	0	52	0	0	0	0	2	0	0	0	1	0	1	3	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	126	"AWI"	126	2645	3396	2983	129	0	0	87	0	0	0	0	1	0	47	0	0	0	1	0	0	0	0	0	61	0	3	0	18	0	0	128	0	7	0	0	0	0	0	0	0	0	0	0	19	0	6	51	0	0	0	0	0	0	71	0	0	1	0	1	1	0	0	0	0	3	7	3	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	128	"AWI"	128	2685	3472	3063	99	1	0	96	1	0	0	0	1	0	52	0	0	0	0	0	0	0	0	0	81	0	5	0	25	0	0	146	0	10	0	0	0	0	0	0	0	0	0	0	40	0	2	71	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	130	"AWI"	130	2726	3611	3131	58	1	0	78	1	0	0	0	3	0	63	0	0	0	12	0	0	0	0	0	50	0	5	0	21	0	0	95	0	8	0	0	0	0	0	0	0	0	0	0	26	0	2	72	0	0	0	0	0	0	54	0	0	0	0	1	0	0	0	0	0	0	6	2	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	132	"AWI"	132	2801	3629	3193	88	0	0	85	3	0	0	0	4	0	62	0	0	0	2	0	0	0	0	0	39	0	5	0	28	0	0	117	0	13	0	0	0	0	0	0	0	0	0	0	34	0	0	76	11	0	0	0	0	0	72	0	0	0	0	1	0	0	0	0	0	1	5	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	134	"AWI"	134	2866	3645	3256	117	0	0	85	3	0	0	0	2	0	72	0	0	0	1	0	0	0	0	0	48	0	4	0	23	0	0	124	0	10	0	0	1	0	0	0	0	0	0	0	39	0	3	79	0	0	0	1	0	0	78	0	0	0	0	1	0	0	0	0	0	2	6	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	136	"AWI"	136	2906	3664	3328	81	1	0	68	0	0	0	0	1	0	32	0	0	0	3	0	0	0	0	0	64	0	4	0	24	0	0	124	0	6	0	0	0	0	0	0	0	0	0	0	9	0	2	61	0	0	0	0	0	0	56	0	0	1	0	0	0	0	0	0	0	3	4	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	138	"AWI"	138	2934	3699	3402	132	3	0	85	2	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	63	0	3	0	27	0	0	127	1	6	0	0	0	0	1	0	0	0	0	0	25	0	3	78	0	0	0	0	0	0	63	0	0	0	0	0	1	0	0	0	0	5	5	1	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	140	"AWI"	140	2970	3763	3469	33	0	0	100	0	0	0	0	1	0	59	0	0	0	3	0	0	0	0	0	63	0	12	0	20	0	0	108	0	11	0	0	0	0	0	0	0	0	0	0	21	0	1	62	0	0	0	1	0	0	67	0	0	0	0	1	0	0	0	0	0	1	14	3	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	142	"AWI"	142	3127	3779	3529	109	2	0	66	0	0	0	1	2	0	38	0	0	0	1	0	0	0	0	0	56	0	3	0	14	0	0	107	0	6	0	0	0	0	0	0	0	1	0	0	14	0	1	50	0	0	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	4	5	0	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	144	"AWI"	144	3285	3795	3589	69	1	0	77	0	0	0	0	3	0	41	0	0	0	0	0	0	0	0	0	60	0	4	0	26	0	0	127	0	8	0	0	0	0	0	0	0	0	0	0	15	0	5	59	0	0	0	0	0	0	52	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	146	"AWI"	146	3433	3810	3647	98	1	0	76	0	0	0	0	3	0	51	0	0	0	0	0	0	0	0	0	75	0	3	0	25	0	0	96	0	12	0	0	0	0	0	0	0	0	0	0	14	0	1	69	0	0	0	0	0	0	54	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	148	"AWI"	148	3566	3835	3708	132	2	0	70	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	80	0	2	0	37	0	0	140	0	7	0	0	0	0	0	0	0	0	0	0	3	0	2	61	0	0	0	0	0	0	52	0	0	1	0	0	1	0	1	0	0	6	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	150	"AWI"	150	3654	3891	3772	58	3	0	63	0	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	57	0	12	0	21	0	0	93	0	6	0	0	0	0	0	0	0	0	0	0	11	0	5	83	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	3	6	0	1	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	152	"AWI"	152	3715	3999	3855	225	4	0	70	0	0	0	0	1	0	23	0	0	0	1	0	0	0	0	0	113	0	2	0	61	0	0	122	0	16	0	0	0	0	0	0	0	0	0	0	2	0	6	78	0	0	0	0	0	0	49	0	0	0	0	1	0	0	0	0	0	12	14	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	154	"AWI"	154	3748	4152	3934	142	0	0	51	1	0	0	0	1	0	25	0	0	0	2	0	0	0	0	0	78	0	5	0	36	1	0	85	0	9	0	0	0	0	1	0	0	0	0	0	5	0	0	46	0	0	0	1	0	0	36	0	0	0	0	1	0	0	0	0	0	14	6	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	156	"AWI"	156	3770	4320	4015	167	2	0	85	0	0	0	0	1	0	20	0	0	0	3	0	0	0	0	0	102	0	5	0	45	0	0	126	0	16	0	0	0	0	0	0	0	0	0	0	2	0	12	54	0	0	0	1	0	0	63	0	0	0	0	0	0	1	0	1	0	11	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	158	"AWI"	158	3787	4488	4093	145	1	0	47	0	0	0	0	2	0	25	0	0	0	1	0	0	0	0	0	70	0	1	0	27	0	0	69	0	11	0	0	0	0	0	0	0	0	0	0	10	0	4	60	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	11	4	0	1	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	160	"AWI"	160	3808	4663	4174	124	1	0	60	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	75	1	6	0	28	0	0	69	0	6	0	0	0	0	0	0	0	0	0	0	4	0	6	147	0	0	0	0	0	0	59	0	0	0	0	1	0	0	0	0	0	12	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	162	"AWI"	162	3935	4711	4262	162	1	0	64	0	0	0	1	0	0	16	0	0	0	1	0	0	0	0	0	115	0	7	0	19	0	0	34	0	12	0	0	0	0	0	0	0	0	0	0	2	0	4	43	0	0	0	0	0	0	76	0	0	1	0	1	0	0	0	1	0	8	4	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	164	"AWI"	164	4016	4761	4357	131	1	0	84	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	96	0	2	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	0	1	0	1	57	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	1	7	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	166	"AWI"	166	4083	4827	4462	112	1	0	60	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	100	0	4	0	2	0	0	64	0	24	0	0	0	0	0	0	0	0	0	0	2	0	10	46	0	0	0	2	0	0	90	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	168	"AWI"	168	4137	4903	4569	89	2	0	73	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	115	0	11	0	0	0	0	45	1	13	0	0	0	0	0	0	0	0	0	0	4	0	10	54	0	0	0	0	0	0	80	0	0	0	0	1	0	0	0	1	0	6	6	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	170	"AWI"	170	4180	5032	4667	141	1	0	68	0	0	0	2	0	0	13	0	0	0	1	0	0	0	0	0	88	0	2	0	0	0	0	40	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	51	0	0	0	0	0	0	86	0	0	0	0	1	0	0	0	1	0	6	10	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	172	"AWI"	172	4342	5062	4731	151	0	0	84	1	0	0	1	0	0	17	0	0	0	1	0	0	0	0	0	100	0	4	0	0	0	0	35	0	14	0	0	0	0	0	0	0	0	0	0	1	0	5	68	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	174	"AWI"	174	4494	5092	4795	127	2	0	76	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	93	0	6	0	4	0	0	38	0	21	0	0	0	0	0	0	0	0	0	0	1	0	4	44	0	0	0	1	0	0	79	0	0	0	0	2	0	0	0	0	0	6	9	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	176	"AWI"	176	4640	5132	4856	107	0	0	66	1	0	0	2	1	0	22	0	0	0	1	0	0	0	0	0	105	0	5	0	7	1	0	30	0	23	0	0	0	0	0	0	0	0	0	0	1	0	8	65	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	178	"AWI"	178	4773	5176	4923	71	1	0	74	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	147	0	13	0	0	0	0	28	0	15	0	0	0	0	0	0	0	0	0	0	1	0	3	61	0	0	0	0	0	0	53	0	0	0	0	1	1	0	0	0	1	10	11	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	180	"AWI"	180	4873	5243	4996	142	0	0	57	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	109	0	6	0	23	0	0	32	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	76	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	182	"AWI"	182	4902	5269	5039	90	1	0	75	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	108	0	11	0	0	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	1	0	4	85	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	184	"AWI"	184	4917	5311	5083	116	0	0	101	1	1	0	0	2	0	59	0	0	0	2	0	0	0	0	0	95	0	4	0	19	0	0	78	0	11	0	0	0	0	0	0	0	0	0	0	14	0	2	73	0	0	0	0	0	0	96	0	0	1	0	0	0	0	0	0	0	8	12	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	186	"AWI"	186	4934	5348	5124	105	2	0	58	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	85	0	5	0	23	0	0	82	0	9	0	0	0	0	0	0	0	0	0	0	10	0	2	58	0	0	0	0	0	0	66	0	0	0	0	0	1	0	0	0	0	5	8	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	188	"AWI"	188	4948	5420	5167	63	3	0	82	0	0	0	1	2	0	23	0	0	0	0	0	0	0	0	0	113	0	11	0	8	0	0	15	0	19	0	0	0	0	0	0	0	0	0	0	1	0	4	62	0	0	0	1	0	0	120	0	0	0	0	0	2	0	0	0	0	12	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	190	"AWI"	190	4960	5513	5207	43	1	0	61	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	101	0	18	0	20	0	0	17	0	28	0	0	0	0	0	0	0	0	0	0	2	0	2	68	0	0	0	1	0	0	145	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	192	"AWI"	192	5010	5541	5247	23	1	0	63	1	0	0	0	1	0	39	0	0	0	1	0	0	0	0	0	110	0	6	0	0	0	0	13	1	21	0	0	0	0	0	0	0	0	0	0	3	0	1	90	0	0	0	0	0	0	139	0	0	0	0	2	0	0	0	0	0	8	5	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	194	"AWI"	194	5047	5572	5289	25	2	0	76	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	125	0	4	0	0	1	0	15	1	21	0	0	0	0	0	0	0	0	0	0	1	0	0	65	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	1	0	15	10	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	196	"AWI"	196	5065	5618	5333	14	2	0	64	0	0	0	1	0	0	47	0	0	0	0	0	0	0	0	0	141	0	9	0	0	0	0	9	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	72	0	0	0	1	0	0	152	0	0	0	0	1	0	0	0	1	0	14	7	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	198	"AWI"	198	5081	5669	5377	20	1	0	71	0	0	0	1	2	0	43	0	0	0	1	0	0	0	0	0	156	0	7	0	10	0	0	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	68	0	0	0	0	0	0	139	0	0	0	0	1	0	0	0	0	1	21	8	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	200	"AWI"	200	5101	5728	5419	9	1	0	70	0	0	0	0	1	0	37	0	0	0	1	0	0	0	0	0	129	0	11	0	15	0	0	22	0	25	0	0	0	0	1	0	0	0	0	0	2	0	2	49	0	0	0	3	0	0	143	0	0	0	0	1	0	0	0	2	0	20	8	1	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	202	"AWI"	202	5159	5747	5466	50	1	0	68	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	131	0	10	0	0	0	0	60	0	11	0	0	0	0	0	0	0	0	0	0	8	0	3	157	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	0	11	11	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	204	"AWI"	204	5205	5768	5508	79	1	0	66	0	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	99	0	4	0	12	1	0	67	0	22	0	1	0	0	0	0	0	0	0	0	8	0	7	56	0	0	0	0	2	1	94	0	0	0	0	1	0	0	0	1	0	4	3	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	206	"AWI"	206	5229	5789	5557	36	1	0	73	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	116	0	11	0	13	0	0	31	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	82	0	0	0	0	0	0	130	0	0	1	0	1	1	0	0	0	0	13	8	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	208	"AWI"	208	5257	5816	5607	7	0	0	58	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	144	0	9	0	14	0	0	14	0	13	0	0	0	0	1	0	0	0	0	0	0	0	2	71	0	0	0	0	0	0	136	0	0	0	0	0	1	1	0	0	0	14	8	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	210	"AWI"	210	5279	5862	5653	4	2	0	66	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	158	0	7	0	12	0	0	17	1	10	0	0	0	0	0	0	0	0	0	0	1	0	1	74	0	0	0	0	1	0	147	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	212	"AWI"	212	5375	5868	5685	11	2	0	74	0	0	0	0	2	0	29	0	0	0	2	0	0	0	0	0	161	0	14	0	8	0	0	8	0	15	0	0	0	0	0	0	0	0	0	0	1	0	2	84	0	0	0	0	0	0	128	0	0	0	0	2	0	0	0	0	0	13	7	0	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	214	"AWI"	214	5470	5878	5717	10	1	0	65	0	0	0	0	2	0	37	0	0	0	0	0	0	0	0	0	167	0	13	0	15	1	0	11	0	13	0	0	0	0	0	0	0	0	0	0	1	0	6	74	0	0	0	1	0	0	141	0	0	1	0	2	0	0	0	0	0	14	5	0	1	0
