"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Linaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	578	"AWI"	578	472	1325	857	0	29	0	1	0	0	0	52	3	0	0	0	0	85	0	62	0	0	0	2	1	0	0	0	0	15	4	0	0	0	0	71	0	0	0	13	0	0	1	2	2	0	0	0	0	0	0	5	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	586	"AWI"	586	563	1425	954	1	39	0	1	0	2	0	40	0	0	0	0	0	85	0	81	0	0	0	3	0	3	0	0	1	11	13	0	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	1	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	594	"AWI"	594	645	1539	1053	0	22	0	1	1	1	2	28	2	0	0	0	0	101	0	71	0	0	0	3	0	0	0	0	0	11	7	0	2	0	0	81	1	0	0	21	0	0	0	4	7	0	0	0	0	0	0	5	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	602	"AWI"	602	739	1639	1152	0	34	0	0	1	0	0	36	2	0	0	0	0	73	0	74	0	0	0	1	0	0	0	0	0	18	12	0	0	0	0	0	0	0	0	15	0	0	0	4	2	0	0	0	1	0	0	3	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	610	"AWI"	610	813	1740	1247	0	32	0	0	0	0	0	36	2	0	0	0	0	84	0	59	0	0	0	0	0	2	0	0	0	21	12	0	0	21	0	65	0	0	0	22	0	0	0	1	3	0	0	0	0	0	0	4	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	618	"AWI"	618	900	1826	1347	0	28	0	0	0	1	0	32	0	0	0	0	0	65	0	70	0	0	0	3	0	0	0	0	0	20	7	0	2	0	0	86	0	0	0	20	0	0	1	1	3	0	0	0	0	0	0	3	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	626	"AWI"	626	987	1917	1440	0	18	0	0	0	0	0	43	0	0	0	0	0	78	0	62	0	0	0	4	2	2	0	2	0	31	15	0	2	0	0	83	0	0	0	15	0	0	0	2	2	0	0	0	0	0	0	2	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	634	"AWI"	634	1085	1995	1540	0	37	0	0	0	0	0	36	2	0	0	0	0	82	0	66	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	88	0	0	0	13	0	0	0	1	5	0	0	0	0	0	0	7	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	642	"AWI"	642	1182	2084	1638	0	32	1	1	0	2	0	37	0	0	0	0	0	107	0	61	0	82	0	4	0	0	0	0	0	8	5	0	0	28	0	80	0	0	0	29	0	9	0	2	0	0	0	0	0	0	0	2	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	650	"AWI"	650	1275	2166	1740	0	41	0	0	0	1	0	30	0	0	0	0	0	92	0	47	0	0	0	3	0	1	0	0	0	15	8	0	3	0	0	79	0	0	0	26	0	0	0	0	9	0	0	0	0	0	0	6	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	658	"AWI"	658	1375	2240	1832	0	42	0	0	1	1	0	29	1	0	0	0	0	104	0	60	0	0	0	4	1	0	0	2	0	9	4	0	0	36	0	0	0	1	0	31	0	0	0	1	4	0	0	0	0	0	0	1	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	666	"AWI"	666	1474	2317	1929	0	33	0	0	0	0	0	45	0	0	0	0	0	90	0	48	0	61	0	5	0	2	0	0	0	8	6	0	0	0	0	0	0	0	0	36	0	0	0	3	4	0	0	0	0	0	0	5	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	674	"AWI"	674	1574	2402	2022	0	36	0	0	1	0	0	43	3	0	0	1	0	110	0	52	0	0	0	4	0	0	0	1	0	11	7	0	0	49	0	110	0	0	0	30	0	0	0	0	3	0	0	1	1	0	0	7	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	682	"AWI"	682	1670	2472	2117	0	32	1	1	0	1	0	31	0	0	0	0	0	87	0	49	0	0	0	2	0	0	0	2	0	18	13	0	0	0	0	0	0	0	0	32	0	5	0	8	4	0	0	2	0	0	0	11	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	690	"AWI"	690	1776	2550	2213	0	46	1	0	0	1	0	47	1	0	0	0	0	109	0	42	0	0	0	2	1	8	0	0	0	5	7	0	0	45	0	71	0	0	0	29	0	0	0	1	4	0	0	0	0	0	0	9	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	706	"AWI"	706	2034	2671	2417	0	43	0	0	1	0	0	33	1	1	0	0	0	97	0	50	0	0	0	5	0	5	0	0	0	10	10	0	0	37	0	0	0	0	0	37	0	10	0	3	4	0	0	2	2	0	0	7	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	714	"AWI"	714	2164	2733	2516	0	32	0	1	0	0	0	45	0	1	0	0	0	122	0	47	0	0	0	3	0	4	0	2	0	8	9	0	0	0	0	0	1	0	0	31	0	0	0	1	6	0	0	0	0	0	0	10	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	722	"AWI"	722	2302	2795	2617	0	36	0	0	0	1	0	55	3	0	0	0	0	153	0	44	0	56	0	6	1	0	0	0	0	10	2	0	0	35	0	0	0	0	0	21	0	0	0	2	7	0	0	2	12	0	0	5	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	730	"AWI"	730	2415	2852	2711	0	44	0	0	0	0	0	61	1	0	0	0	0	114	0	33	0	0	0	3	0	7	0	0	0	14	7	0	3	0	0	60	0	0	0	30	0	0	0	2	11	0	0	1	0	0	0	3	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	738	"AWI"	738	2515	2952	2787	0	33	0	0	2	0	0	104	0	0	0	0	0	140	0	22	0	83	0	13	0	3	0	1	0	20	4	0	0	0	0	0	0	0	0	37	0	0	0	4	9	0	0	0	16	0	0	9	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	746	"AWI"	746	2579	3082	2859	0	32	0	0	1	1	0	83	1	0	0	0	0	126	0	41	0	0	0	11	2	0	0	1	0	9	0	0	0	0	0	0	0	0	0	33	0	0	0	0	7	0	0	0	10	0	0	9	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	754	"AWI"	754	2644	3202	2934	0	33	0	0	2	1	0	65	1	1	0	0	0	117	0	40	0	0	0	11	1	4	0	1	0	12	3	0	0	28	0	0	0	0	0	32	0	0	0	1	5	0	0	0	2	0	0	6	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	762	"AWI"	762	2713	3308	3012	0	34	0	0	1	2	0	32	2	2	0	0	0	126	0	78	0	0	0	2	0	0	0	1	0	10	6	0	0	37	0	0	1	0	0	35	0	0	0	3	5	0	0	1	6	0	0	8	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	770	"AWI"	770	2773	3412	3089	0	31	0	0	0	1	0	33	2	0	0	0	0	136	0	46	0	0	0	5	0	3	0	0	0	6	11	0	0	24	0	0	0	1	0	23	0	7	0	8	5	0	0	0	0	0	0	4	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	778	"AWI"	778	2853	3517	3171	0	47	0	0	0	0	0	56	1	1	0	0	0	131	0	32	0	0	0	8	1	2	0	2	0	9	8	0	0	0	0	59	0	0	0	46	0	0	0	2	7	0	0	1	2	0	0	14	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	786	"AWI"	786	2928	3607	3251	0	50	0	0	0	0	0	49	1	0	0	0	0	168	0	45	0	0	0	6	0	0	0	0	0	6	7	0	0	28	0	0	0	0	0	36	0	0	0	4	3	0	0	0	1	0	0	9	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	794	"AWI"	794	3002	3687	3333	0	56	0	0	0	0	0	64	0	0	0	0	0	96	0	37	0	0	0	6	0	1	0	0	0	19	7	0	0	39	0	0	0	0	0	30	0	0	0	1	1	0	0	0	0	0	0	11	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	802	"AWI"	802	3066	3767	3412	0	53	0	0	1	1	0	55	0	0	0	0	0	119	0	32	0	0	0	18	0	0	0	0	0	7	2	0	0	0	0	69	0	0	0	32	0	0	0	3	4	0	0	0	2	0	0	9	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	810	"AWI"	810	3139	3857	3494	0	61	0	0	0	0	0	50	0	0	0	0	0	109	0	41	0	0	0	4	0	8	0	0	0	23	8	0	0	0	0	0	0	0	0	37	0	0	0	1	9	0	0	1	0	0	0	14	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	818	"AWI"	818	3219	3937	3574	0	49	0	0	0	0	0	33	1	0	0	0	0	125	0	40	0	0	0	3	0	6	0	1	0	18	4	0	0	45	0	65	0	0	0	42	0	0	0	1	4	0	0	2	1	0	0	9	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	826	"AWI"	826	3299	4009	3654	0	52	0	0	1	0	0	68	0	0	0	0	0	109	0	22	0	0	0	13	1	0	0	0	0	9	4	0	0	37	0	0	0	0	0	35	0	0	0	2	6	0	0	1	0	0	0	9	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	834	"AWI"	834	3391	4086	3734	0	55	0	0	0	0	0	80	1	3	0	0	0	92	0	29	0	0	0	7	0	3	0	2	0	23	4	0	0	50	0	0	0	0	0	39	0	0	0	1	4	0	0	0	3	0	0	13	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	842	"AWI"	842	3462	4164	3819	0	46	0	1	0	0	0	34	0	0	0	0	0	112	0	46	0	0	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	37	0	0	0	2	7	0	0	0	0	0	0	9	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	850	"AWI"	850	3540	4248	3901	0	48	1	0	1	1	0	34	1	0	0	0	0	123	0	37	0	0	0	3	0	3	0	0	0	20	7	0	0	52	0	0	0	0	0	36	0	0	0	0	2	0	0	1	0	0	0	8	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	858	"AWI"	858	3619	4316	3985	0	74	0	0	0	0	0	38	0	0	0	0	0	125	0	22	0	0	0	8	0	4	0	3	0	10	11	0	0	55	0	0	0	0	0	43	0	0	0	0	4	0	0	0	5	1	0	12	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	866	"AWI"	866	3707	4379	4062	0	85	0	0	1	0	0	28	0	0	0	0	0	142	0	39	0	0	0	3	0	0	0	1	0	2	4	0	0	50	0	0	0	0	0	55	0	0	0	3	11	0	0	0	3	0	0	17	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	874	"AWI"	874	3792	4443	4143	0	63	0	0	0	0	0	37	1	0	0	0	0	155	0	29	0	0	0	7	1	7	0	1	0	10	2	0	0	0	0	0	0	0	0	57	0	0	0	0	11	0	0	0	1	0	0	16	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	882	"AWI"	882	3882	4517	4224	0	79	0	0	0	1	0	37	3	0	0	0	0	143	0	43	0	32	0	1	0	0	0	0	0	11	5	0	0	55	0	0	0	0	0	49	0	0	0	3	8	0	0	1	2	0	0	16	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	890	"AWI"	890	3961	4586	4306	1	75	0	0	2	0	0	59	2	0	0	0	0	111	0	24	0	0	0	6	2	6	0	0	0	5	14	0	0	54	0	0	1	0	0	42	0	0	0	0	6	0	0	0	0	0	0	8	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	906	"AWI"	906	4186	4693	4466	0	92	1	0	0	0	0	36	0	0	0	0	0	98	0	19	0	0	0	3	0	1	0	2	0	13	3	0	0	0	0	0	0	0	0	51	0	0	0	0	8	0	0	0	0	1	0	11	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	914	"AWI"	914	4299	4744	4543	0	80	0	0	1	0	0	58	0	0	0	0	0	112	0	43	0	0	0	7	0	3	0	1	0	3	9	0	0	50	0	49	0	0	0	43	0	8	0	0	4	0	0	0	10	0	0	25	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	922	"AWI"	922	4414	4790	4620	0	79	0	0	1	0	0	53	2	0	0	0	0	123	0	21	0	0	0	5	0	8	0	1	0	0	9	0	0	70	0	0	0	0	0	63	0	0	0	1	5	0	0	0	8	0	0	14	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	930	"AWI"	930	4499	4889	4709	0	68	0	1	2	0	0	57	0	0	0	0	0	111	0	31	0	0	0	8	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	56	0	0	0	1	3	0	0	0	0	0	0	14	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	938	"AWI"	938	4568	5039	4799	0	64	0	0	0	0	0	106	0	0	0	0	0	115	0	28	0	0	0	6	0	1	0	2	0	16	9	0	0	0	0	0	0	0	0	66	0	0	0	1	1	0	0	0	3	0	0	14	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	946	"AWI"	946	4643	5172	4890	0	101	0	0	1	1	0	73	1	0	0	1	0	107	0	21	0	0	0	7	1	4	0	0	0	0	7	0	0	52	0	0	0	0	0	65	0	0	0	1	7	0	0	0	0	0	0	20	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	954	"AWI"	954	4710	5299	4982	0	87	0	0	1	0	0	55	1	0	0	0	0	127	0	24	0	0	0	8	0	3	1	0	0	0	8	0	0	47	0	0	0	0	0	63	2	0	0	2	5	0	0	0	4	0	0	10	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	962	"AWI"	962	4776	5414	5075	0	102	0	0	1	1	0	64	0	0	0	0	0	141	0	13	0	0	0	2	1	9	0	0	0	1	4	0	0	32	0	0	0	0	0	64	0	0	0	0	9	0	0	0	0	0	0	12	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	970	"AWI"	970	4847	5522	5172	0	143	0	0	0	1	0	62	0	0	0	0	0	84	0	18	0	0	0	7	0	10	0	0	0	0	2	0	0	36	0	0	0	0	0	64	0	0	0	0	14	0	0	1	0	0	0	10	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	978	"AWI"	978	4937	5616	5261	0	70	0	0	0	0	0	50	0	0	0	0	0	136	0	14	0	0	0	1	1	4	0	0	0	0	3	0	0	60	0	0	0	0	0	95	0	0	0	0	4	0	0	0	6	0	0	16	2
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	986	"AWI"	986	5015	5704	5349	0	88	0	0	1	1	0	91	1	0	0	0	0	132	0	8	0	0	0	6	1	2	0	0	0	0	1	0	0	49	0	0	0	0	0	75	0	0	0	1	5	0	0	0	2	0	0	15	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	994	"AWI"	994	5109	5785	5444	0	107	0	0	1	0	0	68	1	0	0	0	0	144	0	16	0	0	0	5	0	1	0	0	0	2	1	0	0	54	0	0	0	0	0	67	0	0	0	0	4	0	0	0	5	0	0	11	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1002	"AWI"	1002	5182	5870	5539	0	66	0	0	0	1	0	65	0	0	0	0	0	119	0	15	0	0	0	3	1	3	0	0	0	5	5	0	0	0	0	0	0	0	0	72	0	0	0	1	9	0	0	0	2	0	1	13	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1010	"AWI"	1010	5267	5945	5630	0	73	0	0	0	1	0	61	0	0	0	0	0	139	0	7	0	0	0	3	0	4	0	0	0	14	0	0	0	59	0	0	0	0	0	83	0	0	0	0	3	1	0	0	0	0	0	7	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1018	"AWI"	1018	5372	6023	5718	0	66	0	0	1	1	0	56	1	1	0	0	0	150	0	9	0	0	0	5	2	1	0	1	0	2	1	0	0	106	0	0	0	0	0	98	0	0	0	0	11	0	0	0	3	0	0	23	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1026	"AWI"	1026	5486	6091	5810	0	76	0	0	0	0	0	49	0	0	0	0	0	160	0	4	0	0	0	4	3	1	0	0	0	7	1	0	0	158	0	0	0	0	0	64	0	0	0	0	4	1	0	1	0	0	0	30	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1034	"AWI"	1034	5604	6165	5903	0	93	0	0	1	0	0	45	0	0	0	0	0	127	0	5	0	0	0	4	0	0	0	0	0	0	2	0	0	79	0	0	0	0	0	82	0	0	0	0	3	0	0	0	2	0	0	36	3
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1042	"AWI"	1042	5725	6230	5994	0	145	0	0	0	0	0	59	0	0	0	0	0	163	0	7	0	0	0	0	0	6	0	0	0	1	0	0	0	70	0	0	0	0	0	89	0	0	0	0	3	0	0	1	0	0	0	14	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1050	"AWI"	1050	5855	6306	6085	0	97	0	0	0	3	0	56	1	0	0	0	0	167	0	11	0	0	0	0	0	9	0	0	0	0	3	0	0	72	0	0	0	0	0	80	0	0	0	0	4	0	0	0	0	0	0	15	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1054	"AWI"	1054	5988	6375	6163	0	65	0	0	0	1	0	42	0	0	0	0	0	149	0	13	0	0	0	1	1	0	0	0	0	0	1	0	0	74	0	0	0	0	0	73	0	0	0	1	5	0	0	1	0	0	0	45	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1058	"AWI"	1058	6038	6506	6237	0	89	0	0	0	0	0	40	0	0	0	0	0	139	0	8	0	0	0	1	1	2	0	0	0	0	4	0	0	65	0	0	0	0	0	57	0	0	0	0	5	0	0	0	1	0	1	51	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1062	"AWI"	1062	6106	6691	6346	0	96	1	0	0	0	0	48	0	0	0	0	0	174	0	11	0	0	0	1	2	0	0	0	0	0	3	0	0	77	0	0	0	0	0	54	0	0	0	0	9	0	0	0	0	0	0	58	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1066	"AWI"	1066	6160	6965	6477	0	94	0	0	0	0	0	51	0	0	0	0	0	154	0	5	0	0	0	0	2	6	0	0	0	0	2	0	0	103	0	0	0	0	0	62	0	0	0	0	6	0	0	1	0	0	0	47	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1070	"AWI"	1070	6200	7342	6600	0	88	0	0	0	0	0	63	0	0	0	0	0	153	0	9	0	0	0	2	0	0	0	0	0	0	2	0	0	100	0	0	0	1	0	73	0	0	0	0	8	0	0	0	3	0	0	36	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1074	"AWI"	1074	6313	7473	6759	0	62	0	0	0	1	0	54	0	0	0	0	0	187	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	77	0	0	0	1	0	55	0	0	0	3	3	1	0	0	0	0	0	52	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1078	"AWI"	1078	6373	7681	6909	0	91	0	0	1	1	0	83	0	0	0	0	0	179	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	52	0	0	0	0	8	0	0	0	0	0	0	54	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1082	"AWI"	1082	6473	7854	7051	0	51	0	0	0	0	0	60	0	0	0	0	0	214	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	71	0	0	0	0	0	60	0	0	0	0	5	0	0	0	0	0	0	41	1
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1086	"AWI"	1086	6586	7977	7204	0	66	0	0	0	0	0	89	0	0	0	0	0	207	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	36	0	0	0	0	5	0	0	2	0	0	0	40	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1090	"AWI"	1090	6661	8159	7351	0	55	0	0	0	0	0	62	0	0	0	0	0	228	0	11	0	0	0	1	0	9	0	0	0	5	2	0	0	109	0	0	0	0	0	48	0	0	0	1	4	0	0	1	0	0	0	47	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1094	"AWI"	1094	6821	8241	7498	0	16	0	0	1	0	0	67	0	0	0	0	0	247	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	120	0	0	0	0	0	49	0	0	0	0	7	0	0	0	0	0	0	50	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1102	"AWI"	1102	7065	8491	7790	0	70	0	0	2	0	0	64	1	0	0	0	0	209	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	91	0	0	0	2	0	60	0	0	0	0	6	0	0	0	0	0	0	54	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1106	"AWI"	1106	7213	8586	7947	0	30	0	0	1	0	0	57	1	0	0	0	0	213	0	6	1	0	0	1	0	1	0	0	0	3	0	0	0	107	0	0	0	0	0	60	0	0	0	0	8	0	0	0	0	0	0	37	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1110	"AWI"	1110	7311	8751	8096	0	9	0	0	1	0	0	40	0	0	0	0	0	241	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	58	0	0	0	1	3	0	0	0	0	0	0	47	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1114	"AWI"	1114	7540	8813	8240	0	4	1	0	1	1	0	49	0	0	0	0	0	288	0	17	0	0	0	0	1	5	0	0	0	0	0	0	0	96	0	0	0	0	0	50	0	0	0	1	7	0	0	0	0	0	0	32	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1118	"AWI"	1118	7684	8924	8394	0	0	0	0	0	1	0	35	0	0	0	0	0	290	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	37	0	0	0	0	6	0	0	0	0	0	0	30	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1122	"AWI"	1122	7912	9028	8524	0	1	0	0	0	0	0	62	0	0	0	0	0	256	0	12	0	0	0	1	0	13	0	0	0	0	0	0	0	85	0	0	0	0	0	45	0	0	0	0	4	0	0	0	1	0	0	25	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1126	"AWI"	1126	8194	9086	8655	0	0	0	0	0	0	0	46	1	0	0	0	0	208	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	44	0	0	1	0	14	0	0	1	0	0	0	40	0
23911	41485	"Lough Mullaghlahan"	54.77523	-8.468418	1130	"AWI"	1130	8354	9203	8801	0	1	0	0	1	0	0	37	0	0	0	0	0	278	0	17	0	0	0	0	0	35	0	0	0	0	0	0	0	103	0	0	0	1	0	51	0	0	0	0	7	0	0	2	0	0	0	39	0
