"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3504	4529	"Welney Washes"	52.51667	0.25	87	"AWI"	87	540	877	674	0	19	10	1	1	1	0	2	0	3	6	0	0	20	70	0	0	0	0	0	3	0	0	0	0	0	0	1	6	0	2	106	1	0	0	12	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	89	"AWI"	89	556	889	690	0	0	3	1	0	0	0	5	0	2	2	0	0	13	119	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	118	0	0	0	16	3	0	0	0	0	3	0	0	0	1	0	0	1	2	0	0
3504	4529	"Welney Washes"	52.51667	0.25	91	"AWI"	91	572	906	707	0	1	3	5	0	1	0	1	0	3	1	0	0	4	50	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	94	0	0	1	16	4	0	0	1	0	4	0	0	0	1	0	0	1	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	95	"AWI"	95	664	976	790	0	2	1	4	0	0	0	0	0	4	1	0	0	9	94	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	155	0	0	0	9	3	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	99	"AWI"	99	731	1053	878	0	6	2	2	1	2	0	6	0	3	0	0	0	23	99	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	97	0	1	0	35	2	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	103	"AWI"	103	776	1140	965	1	4	2	0	0	2	0	6	0	9	0	0	0	23	84	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	118	0	1	0	18	0	0	0	7	0	2	0	0	0	0	1	0	0	0	1	0
3504	4529	"Welney Washes"	52.51667	0.25	107	"AWI"	107	815	1243	1050	0	14	1	3	0	1	0	4	0	1	1	0	0	42	148	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	26	1	0	0	2	0	11	0	0	0	0	0	0	0	1	1	0
3504	4529	"Welney Washes"	52.51667	0.25	111	"AWI"	111	848	1354	1134	0	5	1	4	0	0	0	5	0	1	1	0	0	10	180	0	0	0	1	0	4	1	0	0	0	0	1	0	2	0	0	0	0	0	0	25	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1
3504	4529	"Welney Washes"	52.51667	0.25	115	"AWI"	115	882	1474	1218	0	9	0	2	0	1	0	15	0	0	0	0	0	17	50	0	0	0	4	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	38	1	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0
3504	4529	"Welney Washes"	52.51667	0.25	119	"AWI"	119	911	1598	1301	0	10	0	1	0	1	0	7	0	0	0	0	0	69	93	0	0	0	3	0	9	0	0	0	0	0	0	0	1	0	0	81	0	0	3	25	0	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0
3504	4529	"Welney Washes"	52.51667	0.25	123	"AWI"	123	968	1683	1369	0	6	0	0	0	0	0	9	0	1	1	0	0	50	89	0	0	0	3	0	5	0	0	0	0	0	1	0	1	0	0	94	0	0	1	23	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	127	"AWI"	127	1064	1704	1410	0	7	1	2	0	1	0	3	0	0	0	0	0	13	19	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	203	0	0	0	21	20	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	131	"AWI"	131	1150	1729	1454	0	4	0	1	0	1	0	7	0	0	0	0	0	22	49	0	0	0	5	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	14	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	135	"AWI"	135	1202	1761	1501	0	9	3	2	0	1	0	12	0	0	1	0	0	33	85	0	0	0	5	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
3504	4529	"Welney Washes"	52.51667	0.25	137	"AWI"	137	1223	1780	1525	0	5	3	7	0	1	0	7	0	0	0	0	0	17	66	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	160	0	0	0	23	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3504	4529	"Welney Washes"	52.51667	0.25	139	"AWI"	139	1251	1801	1549	0	17	30	1	0	4	0	13	0	3	0	0	0	22	25	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	44	0	0	0	1	0	6	0	0	0	0	0	0	2	1	2	0
3504	4529	"Welney Washes"	52.51667	0.25	142	"AWI"	142	1287	1842	1584	0	15	32	1	1	3	0	7	1	0	0	0	0	22	101	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	72	0	0	0	25	0	0	0	1	0	1	0	0	0	0	0	0	0	1	6	0
3504	4529	"Welney Washes"	52.51667	0.25	213	"AWI"	213	1816	2548	2136	0	18	28	0	1	3	0	7	0	0	0	0	0	23	20	0	0	0	2	0	3	0	0	0	0	0	0	0	3	9	1	0	0	0	0	32	0	0	0	1	0	1	0	0	0	0	0	0	2	3	0	0
