"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
9837	14562	"Slish Lake"	54.243856	-8.372074	5	"AWI"	5	-52	128	32	7	0	0	0	0	0	0	26	0	0	0	144	0	12	99	0	0	1	1	7	0	0	0	4	0	0	6	5	83	0	0	3	1	0	0	0	0	0	4	1	0	0
9837	14562	"Slish Lake"	54.243856	-8.372074	10	"AWI"	10	-15	222	94	5	0	0	1	0	0	0	0	0	0	1	94	1	25	55	8	0	3	0	4	0	19	0	1	0	34	4	13	66	0	0	5	2	0	0	0	2	0	0	4	3	0
9837	14562	"Slish Lake"	54.243856	-8.372074	15	"AWI"	15	13	329	156	7	0	0	0	0	0	3	10	1	2	0	164	0	36	120	0	4	1	1	3	0	1	0	7	0	0	11	14	98	0	0	4	6	0	1	4	5	0	1	1	3	0
9837	14562	"Slish Lake"	54.243856	-8.372074	20	"AWI"	20	38	438	219	18	0	0	1	0	1	5	14	0	0	0	260	0	46	111	0	5	1	0	4	0	0	0	2	0	32	6	21	116	0	0	4	2	27	0	0	1	5	0	1	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	25	"AWI"	25	60	552	280	29	1	0	0	0	1	0	30	0	0	0	135	0	32	100	0	1	2	1	1	0	0	0	5	0	2	1	10	87	3	0	1	6	0	0	0	3	0	0	0	2	0
9837	14562	"Slish Lake"	54.243856	-8.372074	30	"AWI"	30	82	662	342	29	0	0	1	0	0	0	40	0	0	0	107	0	45	73	0	1	1	1	2	0	0	0	11	0	0	6	6	64	0	4	4	8	0	0	0	6	2	0	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	35	"AWI"	35	102	776	405	27	0	0	1	0	0	2	31	0	0	0	104	0	30	22	0	0	3	2	2	0	0	0	4	1	0	0	13	68	0	4	3	1	0	0	0	1	1	0	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	40	"AWI"	40	121	889	468	40	0	0	0	1	0	0	21	0	0	0	42	0	39	18	0	0	5	1	4	0	1	0	18	2	0	0	5	79	0	0	34	2	0	0	0	3	0	0	0	5	0
9837	14562	"Slish Lake"	54.243856	-8.372074	45	"AWI"	45	141	1004	530	44	0	0	0	2	0	0	25	0	0	1	61	0	28	0	0	0	7	1	3	0	0	0	7	0	0	0	5	77	0	0	35	2	0	0	0	6	0	0	0	7	0
9837	14562	"Slish Lake"	54.243856	-8.372074	50	"AWI"	50	279	1044	611	42	0	0	2	0	1	0	32	0	0	0	57	0	23	11	0	0	5	0	1	12	0	0	0	9	2	1	1	78	0	0	44	0	0	0	0	3	0	0	0	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	55	"AWI"	55	406	1084	692	42	0	0	0	0	0	0	30	0	0	0	59	0	15	12	0	0	8	1	3	0	0	0	22	33	1	0	7	92	0	0	25	0	0	0	0	3	0	0	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	60	"AWI"	60	523	1125	776	32	0	0	0	0	0	0	37	0	0	0	45	0	10	48	0	0	3	0	3	0	0	0	10	50	1	1	14	144	0	0	12	0	0	0	0	1	0	0	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	65	"AWI"	65	615	1179	865	25	0	0	0	1	0	0	13	0	0	0	128	0	10	42	0	0	2	1	0	0	0	0	21	6	1	3	3	45	0	0	16	1	0	0	0	0	0	0	0	0	0
9837	14562	"Slish Lake"	54.243856	-8.372074	70	"AWI"	70	684	1243	954	33	0	0	0	0	0	0	34	0	0	0	89	0	10	34	0	0	5	0	3	0	0	0	0	6	0	1	10	93	0	0	15	0	0	0	0	0	0	0	0	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	75	"AWI"	75	739	1313	1042	34	0	0	1	0	0	0	30	0	0	0	191	0	9	36	0	1	8	2	0	0	0	0	16	0	1	0	1	21	0	0	18	0	0	0	0	2	0	1	0	0	0
9837	14562	"Slish Lake"	54.243856	-8.372074	80	"AWI"	80	780	1406	1130	9	0	0	0	0	0	0	29	0	0	0	128	0	53	18	0	0	7	2	2	0	0	0	17	0	0	1	0	18	0	0	14	0	0	0	0	2	0	0	0	8	0
9837	14562	"Slish Lake"	54.243856	-8.372074	85	"AWI"	85	820	1522	1217	17	0	0	1	4	0	0	35	0	0	0	134	0	3	63	0	0	2	5	0	0	0	0	13	0	0	0	1	20	0	0	11	0	0	0	0	1	0	0	0	2	0
9837	14562	"Slish Lake"	54.243856	-8.372074	90	"AWI"	90	848	1647	1302	11	0	0	0	1	0	0	41	0	0	0	139	0	10	70	0	0	6	1	1	0	0	0	19	2	0	0	0	16	0	0	17	0	0	0	0	5	0	1	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	95	"AWI"	95	907	1666	1335	22	0	0	0	2	0	0	32	0	0	0	115	0	7	62	0	0	6	2	4	0	0	0	19	0	0	2	0	14	0	0	22	0	0	0	0	3	0	1	0	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	100	"AWI"	100	946	1688	1370	18	0	0	1	1	0	0	20	0	0	0	112	0	12	40	0	0	8	0	2	0	0	0	16	0	0	0	2	28	0	0	21	0	0	0	0	0	0	2	0	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	105	"AWI"	105	988	1715	1404	33	0	0	1	3	0	0	32	0	0	0	105	0	5	68	0	0	6	0	1	0	0	0	6	6	0	0	3	48	0	0	10	0	0	0	0	0	0	0	0	2	1
9837	14562	"Slish Lake"	54.243856	-8.372074	110	"AWI"	110	1025	1746	1440	20	0	0	0	0	0	0	20	0	0	0	107	0	19	20	0	0	3	0	1	0	0	0	0	8	18	1	6	33	0	0	24	1	0	0	0	1	0	0	0	2	3
9837	14562	"Slish Lake"	54.243856	-8.372074	115	"AWI"	115	1051	1791	1474	45	0	0	0	0	0	0	16	0	0	0	129	0	26	21	0	0	3	1	1	0	0	0	3	0	0	1	7	20	0	0	26	0	0	0	0	1	0	2	0	2	1
9837	14562	"Slish Lake"	54.243856	-8.372074	120	"AWI"	120	1076	1850	1508	30	0	0	0	0	0	0	20	0	0	0	129	0	7	57	0	0	10	1	1	0	0	0	4	0	0	9	1	16	0	1	11	0	0	0	0	4	0	0	0	3	0
9837	14562	"Slish Lake"	54.243856	-8.372074	125	"AWI"	125	1102	1912	1540	39	0	0	0	0	1	0	31	0	0	0	117	0	5	58	0	0	7	0	2	0	0	0	0	0	1	6	0	12	0	0	11	0	0	0	0	1	0	0	0	11	1
9837	14562	"Slish Lake"	54.243856	-8.372074	130	"AWI"	130	1119	1979	1571	27	0	0	1	0	0	0	19	0	0	0	148	0	19	22	0	1	3	0	1	0	0	0	9	0	1	4	4	23	0	3	20	0	0	0	0	1	0	0	0	3	0
9837	14562	"Slish Lake"	54.243856	-8.372074	135	"AWI"	135	1142	2051	1601	44	0	0	0	1	0	0	26	0	0	0	160	0	12	39	0	0	7	1	0	0	0	0	2	1	2	1	6	31	0	0	20	0	0	0	0	2	0	0	0	5	0
9837	14562	"Slish Lake"	54.243856	-8.372074	140	"AWI"	140	1177	2073	1624	23	0	0	0	0	0	0	1	0	0	0	153	0	9	36	0	0	2	0	0	0	0	0	6	0	0	7	6	34	0	0	18	1	0	0	0	2	0	0	0	2	0
9837	14562	"Slish Lake"	54.243856	-8.372074	145	"AWI"	145	1210	2098	1649	22	0	0	0	8	0	0	14	0	0	0	131	0	13	51	0	0	1	2	0	0	0	0	4	0	0	4	5	29	1	0	23	4	0	0	0	2	0	0	0	9	0
9837	14562	"Slish Lake"	54.243856	-8.372074	150	"AWI"	150	1237	2122	1672	29	0	0	1	1	0	0	36	0	0	0	145	0	5	50	0	0	4	1	1	0	0	0	6	1	0	4	3	15	0	0	9	1	0	0	0	0	0	0	0	3	0
9837	14562	"Slish Lake"	54.243856	-8.372074	155	"AWI"	155	1257	2149	1696	30	0	0	0	4	0	0	22	0	0	0	0	0	5	90	0	0	2	0	1	0	0	0	7	3	1	2	5	18	0	0	14	0	0	0	0	1	0	3	0	147	0
9837	14562	"Slish Lake"	54.243856	-8.372074	160	"AWI"	160	1282	2181	1721	9	0	0	0	0	0	0	16	0	0	0	178	0	5	23	0	0	0	1	1	0	0	0	10	3	1	6	7	21	0	0	16	1	0	0	0	1	0	0	0	2	0
9837	14562	"Slish Lake"	54.243856	-8.372074	165	"AWI"	165	1306	2223	1744	31	0	0	1	0	0	0	25	0	0	0	159	0	5	25	0	0	3	0	2	0	0	0	16	1	1	5	2	29	0	0	10	0	0	0	0	2	0	0	0	2	1
9837	14562	"Slish Lake"	54.243856	-8.372074	170	"AWI"	170	1327	2261	1767	31	0	0	0	3	0	0	26	0	0	0	134	0	7	60	0	0	1	1	3	0	0	0	11	0	0	3	3	15	0	0	14	0	0	0	0	2	0	0	0	10	0
9837	14562	"Slish Lake"	54.243856	-8.372074	175	"AWI"	175	1347	2305	1790	46	0	0	1	0	0	0	14	0	0	0	79	0	120	25	0	0	5	0	2	0	0	0	2	0	0	2	3	36	0	0	10	2	0	0	0	3	0	0	0	1	0
9837	14562	"Slish Lake"	54.243856	-8.372074	180	"AWI"	180	1365	2350	1812	27	0	0	1	0	0	0	17	0	0	0	99	0	20	49	0	0	2	0	1	0	0	1	4	0	0	1	6	55	0	1	13	1	0	0	0	2	0	0	0	7	0
9837	14562	"Slish Lake"	54.243856	-8.372074	185	"AWI"	185	1404	2383	1840	59	0	0	1	1	0	0	12	0	0	0	95	0	15	46	0	0	6	1	1	0	0	0	1	0	0	1	3	35	0	0	22	1	0	0	0	0	0	0	0	14	0
9837	14562	"Slish Lake"	54.243856	-8.372074	190	"AWI"	190	1434	2418	1869	82	0	0	0	2	0	0	12	0	0	0	94	0	7	25	0	0	6	0	5	0	0	0	1	0	0	4	7	37	0	0	26	0	0	0	0	7	0	1	0	6	0
9837	14562	"Slish Lake"	54.243856	-8.372074	195	"AWI"	195	1462	2451	1896	49	0	0	0	0	0	0	8	0	0	0	81	0	21	37	0	0	8	0	2	0	0	0	2	2	0	1	11	38	0	0	28	2	0	0	0	4	0	0	0	4	0
9837	14562	"Slish Lake"	54.243856	-8.372074	200	"AWI"	200	1490	2494	1921	38	0	0	1	2	0	0	14	0	0	0	84	0	16	48	0	1	3	0	1	0	0	0	0	1	1	7	8	37	0	1	27	1	0	0	0	1	0	0	0	6	0
9837	14562	"Slish Lake"	54.243856	-8.372074	205	"AWI"	205	1515	2544	1948	28	0	0	1	1	0	0	16	0	0	0	88	0	18	39	0	0	0	0	2	0	0	0	1	0	0	17	13	37	0	1	41	1	0	0	0	2	0	0	0	7	0
9837	14562	"Slish Lake"	54.243856	-8.372074	210	"AWI"	210	1534	2582	1974	38	0	0	1	2	0	0	13	0	0	0	76	0	11	38	0	0	3	1	3	0	0	0	0	1	1	48	3	28	0	0	32	0	0	0	0	2	0	0	0	11	0
9837	14562	"Slish Lake"	54.243856	-8.372074	215	"AWI"	215	1549	2632	2001	38	0	0	0	1	0	0	11	0	0	0	81	0	9	32	0	0	3	0	1	0	0	0	0	0	1	55	6	36	0	0	33	0	0	0	0	2	0	0	0	7	0
9837	14562	"Slish Lake"	54.243856	-8.372074	220	"AWI"	220	1567	2675	2027	33	0	0	1	3	0	0	16	0	0	0	75	0	7	29	0	1	0	0	1	0	0	0	0	0	0	49	8	33	0	0	31	2	0	0	0	1	0	0	0	14	0
9837	14562	"Slish Lake"	54.243856	-8.372074	225	"AWI"	225	1581	2724	2054	36	0	0	0	0	0	0	19	0	0	0	84	0	10	35	0	0	0	1	2	0	0	0	0	0	0	69	0	23	0	0	25	1	0	0	0	0	0	0	0	14	0
