"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Grossulariaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14572	22847	"Darzlubie Forest"	54.70555	18.16208	51	"AWI"	51	1159	1906	1492	0	1	120	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	39	0	0	0	0	0	0	6	0	5	0	0	0	1	0	0	0	0	0	0	0	0	239	0	6	271	0	0	0	8	0	131	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	55	"AWI"	55	1244	1988	1580	0	0	111	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	209	0	2	316	0	0	0	1	0	152	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	60	"AWI"	60	1306	2128	1695	0	0	141	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	10	0	1	0	0	0	2	1	0	0	0	0	0	0	0	109	0	2	247	0	0	0	1	0	141	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	65	"AWI"	65	1434	2189	1795	0	0	127	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	11	0	5	0	0	1	0	1	0	0	0	0	0	0	0	127	0	4	354	0	0	0	2	0	221	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	70	"AWI"	70	1512	2290	1900	0	0	94	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	481	0	0	0	0	0	111	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	75	"AWI"	75	1643	2350	1996	0	0	155	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	83	0	2	286	0	0	0	1	0	139	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	80	"AWI"	80	1714	2451	2095	0	0	146	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	16	0	8	0	0	1	5	0	0	0	0	0	3	0	0	64	0	3	416	0	0	0	0	0	185	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	85	"AWI"	85	1928	2514	2185	0	0	104	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	96	0	6	489	0	0	0	2	0	107	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	2	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	90	"AWI"	90	2053	2618	2291	0	0	117	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	84	0	2	478	0	0	0	1	0	80	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	95	"AWI"	95	2186	2681	2393	0	0	78	1	1	0	3	0	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	26	0	5	507	0	0	0	5	0	40	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	3	3	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	101	"AWI"	101	2266	2808	2522	0	0	142	3	3	1	14	0	0	0	0	0	1	0	0	0	0	0	55	0	0	0	1	0	0	5	0	8	0	0	0	5	0	0	0	0	1	0	0	0	67	0	2	424	0	0	0	2	0	97	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	105	"AWI"	105	2367	2850	2609	0	0	184	2	2	0	16	0	0	0	1	0	6	0	0	0	0	0	24	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	3	367	0	0	0	1	0	124	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	110	"AWI"	110	2431	2975	2720	0	0	141	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	31	0	2	72	0	0	0	1	0	60	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	115	"AWI"	115	2666	3036	2817	0	0	145	2	14	0	13	0	0	0	2	0	1	0	0	0	0	0	88	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	1	0	201	0	7	176	0	0	0	0	0	222	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	8	3	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	120	"AWI"	120	2784	3151	2923	0	1	197	2	1	1	10	0	0	0	0	0	2	0	0	2	0	0	167	0	0	0	0	0	0	4	1	15	0	0	0	12	0	0	0	0	0	0	0	0	92	0	6	283	0	0	0	0	0	239	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	8	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	126	"AWI"	126	2850	3369	3048	0	2	147	0	1	1	8	0	0	0	0	0	2	0	0	0	0	0	98	0	0	0	0	2	0	2	0	15	0	0	0	0	0	0	0	0	1	0	2	0	25	0	6	173	0	0	0	0	0	317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	130	"AWI"	130	2874	3613	3125	0	1	122	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	100	0	0	0	0	0	0	3	0	16	0	0	0	5	0	0	0	0	0	1	0	0	12	0	5	93	0	0	0	0	0	224	0	1	0	0	2	0	5	0	0	0	0	0	0	0	0	21	15	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	135	"AWI"	135	2953	3719	3256	0	0	153	0	0	1	4	0	0	0	0	0	1	0	0	1	0	0	197	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	20	0	4	211	0	0	0	1	0	262	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	8	3	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	140	"AWI"	140	2999	3922	3376	0	1	157	0	0	1	7	0	0	0	0	0	3	0	0	0	0	0	226	0	0	0	0	0	0	3	0	23	0	0	0	6	0	0	0	0	0	0	0	0	10	0	1	159	0	0	0	1	0	216	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	16	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	145	"AWI"	145	3111	4010	3513	0	1	196	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	158	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	170	0	0	0	1	0	308	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	9	3	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	151	"AWI"	151	3204	4199	3668	0	2	181	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	1	0	10	0	0	0	5	1	0	0	0	0	0	1	0	2	0	2	148	0	0	0	1	0	320	0	0	0	0	0	0	11	0	1	0	0	0	1	0	0	25	15	9	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	156	"AWI"	156	3339	4296	3811	1	0	159	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	2	0	11	0	0	0	1	0	0	0	0	1	0	0	0	15	0	2	124	0	0	0	2	0	346	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	14	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	160	"AWI"	160	3392	4419	3920	1	0	102	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	93	0	0	0	1	0	213	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	6	7	1
14572	22847	"Darzlubie Forest"	54.70555	18.16208	165	"AWI"	165	3522	4501	4047	0	0	55	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	37	0	0	0	1	0	205	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	170	"AWI"	170	3605	4608	4172	0	1	185	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	1	0	26	0	0	0	1	0	0	0	0	0	0	1	0	2	0	5	124	0	0	0	0	0	203	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	6	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	176	"AWI"	176	3820	4687	4318	0	0	136	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	1	0	0	0	13	0	5	80	0	0	0	1	0	401	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	19	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	180	"AWI"	180	3887	4766	4423	0	2	83	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	2	0	1	1	13	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	67	0	0	0	0	0	231	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	7	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	185	"AWI"	185	4258	4819	4554	0	2	186	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	180	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	1	0	0	0	13	0	4	78	0	0	0	0	0	419	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	20	10	5	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	190	"AWI"	190	4437	5007	4706	0	1	138	1	2	0	0	0	0	0	0	0	7	0	0	0	0	0	219	0	0	0	0	1	0	0	0	15	0	1	0	3	1	0	0	0	4	0	0	0	1	0	1	225	0	0	0	2	0	266	0	0	0	0	2	0	11	0	1	0	0	0	0	0	0	31	21	69	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	195	"AWI"	195	4828	5375	5116	0	0	160	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	1	1	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	286	0	0	0	5	0	390	0	0	0	0	0	0	10	0	1	0	1	0	0	0	0	34	37	46	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	201	"AWI"	201	5265	5970	5619	0	2	145	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	1	0	9	0	0	0	2	0	51	0	0	0	0	0	0	2	0	2	453	0	0	0	0	0	120	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	36	27	16	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	205	"AWI"	205	5711	6333	6009	0	1	145	0	0	1	2	0	0	0	0	0	2	0	0	1	0	0	131	0	0	0	0	1	0	0	0	22	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	461	0	0	0	0	0	186	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	39	21	28	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	210	"AWI"	210	5843	7330	6474	0	0	133	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	1	0	2	0	0	590	0	0	0	1	0	97	0	0	0	0	0	0	9	0	0	0	2	2	0	0	0	0	47	15	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	215	"AWI"	215	6561	7474	6971	0	0	77	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	1	0	0	0	23	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	570	0	0	0	1	0	69	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	47	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	220	"AWI"	220	7049	7776	7476	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	25	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	21	28	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	224	"AWI"	224	7286	7883	7634	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	595	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	46	6	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	226	"AWI"	226	7357	8012	7711	0	0	80	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	37	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	230	"AWI"	230	7436	8362	7849	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	563	0	0	0	2	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	25	53	5	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	235	"AWI"	235	7593	8456	8009	0	1	88	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	8	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	569	0	0	0	2	0	19	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	20	44	12	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	240	"AWI"	240	7684	8640	8165	0	0	47	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	102	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	497	0	0	0	2	0	16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	28	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	245	"AWI"	245	7910	8716	8314	0	0	82	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	149	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	673	0	0	0	1	0	23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21	42	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	249	"AWI"	249	7998	8827	8442	0	0	61	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	2	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	651	0	0	0	3	0	5	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	9	23	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	255	"AWI"	255	8292	8933	8602	0	0	53	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	721	0	0	0	1	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	29	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	260	"AWI"	260	8431	9074	8744	0	0	27	0	0	0	1	0	218	0	0	0	4	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	532	0	0	0	1	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	38	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	265	"AWI"	265	8527	9202	8863	0	0	21	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	523	0	0	0	2	0	9	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	45	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	270	"AWI"	270	8586	9403	8978	0	0	11	0	0	0	2	0	216	0	0	0	1	0	0	1	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	640	0	0	0	2	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	275	"AWI"	275	8702	9483	9094	0	0	7	0	2	0	6	0	236	0	0	0	4	0	0	4	0	0	304	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	8	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	48	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	280	"AWI"	280	8762	9632	9206	0	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	278	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	3	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	46	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	285	"AWI"	285	8904	9703	9322	0	0	1	0	1	0	3	0	196	0	0	0	3	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	26	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	290	"AWI"	290	8983	9824	9440	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	273	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	0	0	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	37	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	295	"AWI"	295	9194	9886	9546	0	0	0	0	0	0	1	0	202	0	0	0	1	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	301	"AWI"	301	9355	9999	9679	0	0	2	0	0	0	4	0	267	0	0	0	2	0	0	0	0	0	199	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	13	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	305	"AWI"	305	9517	10038	9746	0	0	0	0	0	0	9	0	0	0	4	0	1	0	0	0	0	0	125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	587	0	0	0	2	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	20	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	310	"AWI"	310	9621	10128	9849	0	0	2	1	0	0	3	0	274	0	0	0	2	0	0	2	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	9	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	28	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	315	"AWI"	315	9703	10173	9926	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	320	"AWI"	320	9750	10245	10000	0	0	0	1	1	0	6	0	201	0	0	0	1	0	0	0	0	0	65	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	2	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	325	"AWI"	325	9843	10293	10078	0	0	0	1	1	0	6	0	345	0	1	0	1	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	4	0	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	22	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	330	"AWI"	330	9905	10381	10158	0	0	1	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	12	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0
