"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Ilex"	"Lamiaceae"	"Liliaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Tilia"	"Ulmus"	"Violaceae"
15939	24559	"Port-La-Croix"	47.33528	-2.87417	3	"AWI"	3	1814	2234	2000	1.46520146520147	10.989010989011	1.0989010989011	0	0	0	2.1978021978022	0.732600732600733	0	0	0.366300366300366	34.0659340659341	0.732600732600733	0	0	0	0	0.732600732600733	0	0	32.2344322344322	0	10.2564102564103	2.1978021978022	0.366300366300366	2.1978021978022	0	0	0	0	0.366300366300366	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	6	"AWI"	6	1937	2300	2096	0.50761421319797	12.1827411167513	0	0	0	0	0	0	0	0	0.50761421319797	11.1675126903553	0	0	0	0	0	0	0	0.50761421319797	42.6395939086294	0	0	31.4720812182741	0	0.50761421319797	0	0	0	0	0.50761421319797	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	9	"AWI"	9	2002	2387	2173	0.404858299595142	37.6518218623482	0	0	0	0	0.809716599190283	0	0	0	2.02429149797571	42.5101214574899	0	0	0	0	0	1.21457489878543	0	0	0	0	0	14.5748987854251	0	0.404858299595142	0	0.404858299595142	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	12	"AWI"	12	2078	2468	2257	0.772200772200772	8.10810810810811	0.386100386100386	0	0	0	0.386100386100386	0	0	0	0.772200772200772	16.2162162162162	0	0	0	0	0	0.386100386100386	0	0.772200772200772	53.6679536679537	0	0.386100386100386	17.7606177606178	0	0.386100386100386	0	0	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	15	"AWI"	15	2134	2567	2341	0.476190476190476	15.7142857142857	0.476190476190476	0	0	0	0	0	0	0	1.42857142857143	5.71428571428571	0	0	0	0	0	0.476190476190476	0	1.9047619047619	41.4285714285714	0	0	32.3809523809524	0	0	0	0	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	18	"AWI"	18	2262	2612	2424	1.31578947368421	22.8070175438596	1.75438596491228	0	0.43859649122807	0	0	0	0	0.43859649122807	0.43859649122807	31.140350877193	0.43859649122807	0	0.43859649122807	0	0	0.87719298245614	2.63157894736842	0	28.5087719298246	0	1.75438596491228	6.14035087719298	0	0.43859649122807	0	0.43859649122807	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	21	"AWI"	21	2351	2681	2502	1.27388535031847	15.9235668789809	1.27388535031847	0	0	0	0.636942675159236	0	0	0.636942675159236	1.91082802547771	52.2292993630573	0.636942675159236	0	0.636942675159236	0	0	0.636942675159236	6.36942675159236	0	0	0.636942675159236	0.636942675159236	14.0127388535032	0	0.636942675159236	1.27388535031847	0.636942675159236	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	24	"AWI"	24	2411	2737	2576	1.7921146953405	13.9784946236559	0.3584229390681	0	0	0	0.3584229390681	0.716845878136201	0	0	2.5089605734767	8.60215053763441	0	0	0	0	0	0	5.01792114695341	1.0752688172043	44.4444444444444	0	0.3584229390681	19.7132616487455	0.3584229390681	0.3584229390681	0	0	0	0.3584229390681	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	27	"AWI"	27	2480	2797	2642	1.84615384615385	12	0.307692307692308	0	0.307692307692308	11.0769230769231	0.615384615384615	0.307692307692308	0	0	2.15384615384615	7.69230769230769	0.307692307692308	0.307692307692308	0.307692307692308	0	0	0.307692307692308	5.53846153846154	0.307692307692308	45.8461538461538	0	0.923076923076923	8.30769230769231	0	0.615384615384615	0	0	0	0.307692307692308	0.307692307692308	0.307692307692308
15939	24559	"Port-La-Croix"	47.33528	-2.87417	30	"AWI"	30	2532	2866	2707	1.44404332129964	10.8303249097473	0.72202166064982	0	0	0	0.36101083032491	0.36101083032491	0	0	1.08303249097473	12.2743682310469	0	0	0	0.36101083032491	0	0.36101083032491	5.05415162454874	0.36101083032491	51.2635379061372	0	1.80505415162455	12.6353790613718	0	0.72202166064982	0	0.36101083032491	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	33	"AWI"	33	2673	2914	2768	0	6.73758865248227	3.54609929078014	0	1.41843971631206	0	0	0	0	0	3.19148936170213	31.9148936170213	0.354609929078014	0.354609929078014	0	0	0	0.709219858156028	0	0	35.4609929078014	0	9.57446808510638	0.354609929078014	1.77304964539007	2.83687943262411	0	0	1.06382978723404	0	0.709219858156028	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	36	"AWI"	36	2749	2999	2847	1.0752688172043	10.752688172043	1.0752688172043	0	0	0	0.537634408602151	0	0	0	2.1505376344086	26.8817204301075	0	0.537634408602151	0	0	0	0.537634408602151	6.45161290322581	0	38.7096774193548	0	1.61290322580645	7.52688172043011	0	0.537634408602151	0	1.0752688172043	0.537634408602151	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	39	"AWI"	39	2786	3148	2931	4	23.2	4.8	0	0	0	1.6	0	0	0	2.4	61.6	0	0	0	0	0	0.8	0	0	0	0	0.8	0	0	0.8	0	0	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	42	"AWI"	42	2847	3257	3022	0.845070422535211	7.04225352112676	0.563380281690141	0	0	0	0.28169014084507	0.28169014084507	0	0	1.97183098591549	40	0.28169014084507	0	0.28169014084507	0	0	0.28169014084507	3.94366197183099	0	35.7746478873239	0	3.09859154929577	1.69014084507042	0	0.563380281690141	0	2.25352112676056	0	0.28169014084507	0.28169014084507	0.28169014084507
15939	24559	"Port-La-Croix"	47.33528	-2.87417	45	"AWI"	45	2890	3367	3115	0.497512437810945	7.46268656716418	0.497512437810945	0	0	0	0.497512437810945	0	0	0	1.49253731343284	35.3233830845771	0	0	0	0	0	0	3.48258706467662	0	34.8258706467662	0	0	15.4228855721393	0	0.497512437810945	0	0	0	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	48	"AWI"	48	2988	3426	3209	0.518134715025907	15.0259067357513	0.518134715025907	0	0.518134715025907	0	0.518134715025907	0	0	0	1.03626943005181	47.1502590673575	0	0	0.518134715025907	0	0	0.518134715025907	3.10880829015544	0	15.5440414507772	0	0.518134715025907	12.9533678756477	0	0.518134715025907	0	0.518134715025907	0	0.518134715025907	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	51	"AWI"	51	3092	3510	3300	0.680272108843537	29.5918367346939	1.70068027210884	0	0.340136054421769	0	0.340136054421769	0	0	0	2.72108843537415	11.9047619047619	0	0.340136054421769	0	0	0	0	4.76190476190476	0.340136054421769	16.3265306122449	0	0.340136054421769	27.5510204081633	0	0.340136054421769	0	2.04081632653061	0.340136054421769	0	0.340136054421769	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	54	"AWI"	54	3239	3585	3382	0.467289719626168	22.4299065420561	1.86915887850467	0	0	0	1.4018691588785	0	0	0	2.80373831775701	41.1214953271028	0	0	0	0	0	0.467289719626168	0	0	19.6261682242991	0	2.80373831775701	5.60747663551402	0	0.934579439252336	0	0	0	0.467289719626168	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	57	"AWI"	57	3363	3740	3518	0.336700336700337	22.2222222222222	0.673400673400673	0	0.673400673400673	0	0.673400673400673	0	0	0	1.34680134680135	11.7845117845118	0	0	0.336700336700337	0	0	0	4.71380471380471	0.336700336700337	29.2929292929293	0	0.336700336700337	25.2525252525253	0	0.336700336700337	0	0.673400673400673	0.336700336700337	0.336700336700337	0.336700336700337	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	60	"AWI"	60	3426	4101	3663	1.85185185185185	16.2962962962963	1.85185185185185	0	0	0	0.37037037037037	0	0	0	1.11111111111111	24.0740740740741	0	0	0	0	0.37037037037037	0.37037037037037	4.44444444444444	0.37037037037037	34.8148148148148	0	0.37037037037037	12.962962962963	0	0.37037037037037	0	0	0.37037037037037	0	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	63	"AWI"	63	3532	4249	3849	2.10084033613445	25.6302521008403	2.94117647058824	0	0.420168067226891	0	0.420168067226891	0	0	0	3.78151260504202	42.436974789916	0	0	0	0	0.420168067226891	0.420168067226891	3.36134453781513	0.420168067226891	0	0	0	15.546218487395	0	0.840336134453782	0	0	0.840336134453782	0.420168067226891	0	0
15939	24559	"Port-La-Croix"	47.33528	-2.87417	69	"AWI"	69	3776	4591	4214	1.33333333333333	29.3333333333333	1.66666666666667	0.666666666666667	0	0	0.666666666666667	0.333333333333333	0	0	2	9.33333333333333	0	0	0	0	0	0.333333333333333	6.33333333333333	0.333333333333333	34	0	0.666666666666667	12	0	0	0	0	0	0.666666666666667	0.333333333333333	0
