"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	0	"AWI"	0	-109	59	-30	1.51187904967603	0	1.51187904967603	0	0	0.431965442764579	0	0.215982721382289	0	2.59179265658747	0	0	0	0	0	0.215982721382289	0	0.647948164146868	0.215982721382289	0	0	0	0	0	0.647948164146868	0	0.431965442764579	0	0	0	0	0	8.85529157667387	79.4816414686825	0	0	0	0	0	0	1.51187904967603	0.863930885529158	0	0.215982721382289	0.215982721382289	0.215982721382289	0	0	0	0	0	0.215982721382289	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	10	"AWI"	10	587	717	647	19.3979933110368	0.334448160535117	3.01003344481605	0.334448160535117	0	0	0	0.334448160535117	0	5.68561872909699	0	0	0.334448160535117	0	0	0	0	6.02006688963211	1.00334448160535	0	0	0	0.668896321070234	0	17.7257525083612	0	0	0	0	0	1.00334448160535	0.668896321070234	8.36120401337793	18.0602006688963	0	10.7023411371237	0	0	0	0	5.01672240802676	0	0	0.334448160535117	0.334448160535117	0.668896321070234	0	0	0	0	0	0	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	20	"AWI"	20	1237	1432	1325	20.7317073170732	0	12.3983739837398	0	0	0	0	0	0	5.28455284552846	0	0	0.203252032520325	0	0	0	0	15.650406504065	0	0	0	0.40650406504065	0	0	24.390243902439	0	0.609756097560976	0	0	0	0.40650406504065	1.42276422764228	8.33333333333333	5.08130081300813	0	0	0	0	0	0	4.67479674796748	0	0	0	0.203252032520325	0	0	0	0	0	0	0	0.203252032520325	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	30	"AWI"	30	1528	1983	1713	23.6151603498542	0	5.24781341107872	0	0	0	0	0	0	8.7463556851312	0	0	0.291545189504373	0	0	0	0	6.12244897959184	0.583090379008746	0	0	0	0	0	38.4839650145773	0	1.16618075801749	0	0	0	0	0.87463556851312	3.2069970845481	5.24781341107872	0	0	0.291545189504373	0	0	0	5.53935860058309	0	0	0	0	0	0	0	0	0	0	0	0.583090379008746	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	40	"AWI"	40	1583	2577	1949	20.6128133704735	0.278551532033426	2.22841225626741	0	0	0	0	0.278551532033426	0	5.2924791086351	0	0	0	0	0	0	0	5.01392757660167	0	0	0	0	0	0	32.3119777158774	0.557103064066852	1.1142061281337	0	0	0	0	0.557103064066852	8.35654596100279	13.3704735376045	0	0	0	0	0	0	10.0278551532033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	50	"AWI"	50	1680	3025	2187	14.0449438202247	0	5.89887640449438	0	0	0	0	0	0	6.74157303370786	0.561797752808989	0	0	0	0	0	0	3.65168539325843	0.842696629213483	0	0	5.33707865168539	0	0	35.1123595505618	0	0.561797752808989	0	0	0	0	0.842696629213483	4.49438202247191	14.3258426966292	0	0	0	0	0	0	6.74157303370786	0	0	0	0	0.561797752808989	0	0	0	0	0	0	0.280898876404494	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	60	"AWI"	60	1755	3125	2469	20.8860759493671	0	6.64556962025316	0	0	0	0	0.949367088607595	0	1.89873417721519	0	0	1.26582278481013	0	0	0	0	6.32911392405063	0.316455696202532	0	0	1.58227848101266	0	0	34.8101265822785	0	1.26582278481013	0	0	0	0	1.58227848101266	7.59493670886076	10.7594936708861	0	0	0	0	0	0	2.84810126582278	0	0	0.632911392405063	0	0	0	0	0	0	0	0	0.632911392405063	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	70	"AWI"	70	1791	3288	2690	18.5643564356436	0	7.67326732673267	0	0	0	0	0.495049504950495	0	4.7029702970297	0	0	0.247524752475248	0	0	0	0	6.43564356435644	0.247524752475248	0	0	0	0	0	40.5940594059406	0	0.742574257425743	0	0	0	0	1.23762376237624	3.21782178217822	6.93069306930693	0	1.98019801980198	0	0	0	0	5.1980198019802	0	0	0	0	0	0	0	0	0	0	0.495049504950495	1.23762376237624	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	80	"AWI"	80	2364	3332	2902	24.5014245014245	0	13.1054131054131	0	0	0	0	0	0	5.6980056980057	0	0	0	0	0.56980056980057	0	0	3.41880341880342	0	0	0	0	0	0	37.8917378917379	0	0.56980056980057	0	0	0	0	0.284900284900285	2.84900284900285	1.99430199430199	0	0	0	0	0	0	8.54700854700855	0	0	0	0	0	0	0	0	0	0	0.284900284900285	0.284900284900285	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	90	"AWI"	90	2814	3394	3157	26.8096514745308	0	14.4772117962466	0	0	0	0	0.268096514745308	0	6.4343163538874	0	0	0	0	0	0	0	4.55764075067024	0.268096514745308	0	0	0	0	0	31.6353887399464	0	2.94906166219839	0	0	0	0	0	1.87667560321716	1.87667560321716	0	0	0	0	0	0	8.84718498659517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
