"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3105	4040	"Fjällnas"	62.615724	12.133112	15	"AWI"	15	269	548	394	0	26	0	0	0	3	0	719	0	0	0	0	0	0	0	11	0	0	0	1	0	0	55	0	0	0	0	0	0	29	184	0	0	0	0	0	0	0	0	0	1	4	0	0	10	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	16	"AWI"	16	361	608	470	1	30	0	5	0	0	0	648	0	0	0	0	0	0	2	9	0	0	0	0	0	0	88	0	0	0	0	0	0	33	205	0	0	0	0	0	0	0	0	0	0	5	1	0	12	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	17	"AWI"	17	432	697	543	0	36	0	2	0	5	0	739	0	0	0	0	0	0	0	26	0	0	0	0	0	0	55	0	0	0	0	0	1	19	147	0	0	0	0	0	0	0	0	1	0	5	0	0	12	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	18	"AWI"	18	495	797	604	1	49	0	3	0	0	0	653	0	0	0	0	0	0	2	26	0	0	0	1	0	1	21	0	0	0	0	0	3	14	279	0	0	0	0	1	0	0	0	0	0	8	0	0	5	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	19	"AWI"	19	542	912	662	1	17	0	1	0	4	0	673	0	0	0	0	0	0	0	21	0	22	0	1	0	0	50	0	1	0	0	0	1	24	239	0	0	0	0	0	5	0	0	0	1	3	0	0	11	0	0	2	0
3105	4040	"Fjällnas"	62.615724	12.133112	20	"AWI"	20	579	1041	727	0	23	0	0	0	0	0	687	0	0	0	0	0	0	1	49	0	0	0	0	0	1	45	0	0	0	0	0	3	24	306	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	1	1	0
3105	4040	"Fjällnas"	62.615724	12.133112	21	"AWI"	21	861	1254	1011	0	51	0	4	0	1	0	711	0	0	0	0	0	0	1	60	0	0	0	1	0	0	44	0	0	0	0	0	0	29	295	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	22	"AWI"	22	1084	1505	1296	0	60	0	1	0	0	0	700	0	0	0	0	0	0	4	37	0	0	0	0	0	0	34	0	0	0	0	0	1	9	199	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	23	"AWI"	23	1278	1805	1576	1	32	0	1	0	1	0	744	0	0	0	0	0	0	1	20	0	0	0	0	0	2	64	0	0	0	0	0	3	8	201	0	0	0	0	0	0	0	0	0	1	8	0	0	5	0	2	1	0
3105	4040	"Fjällnas"	62.615724	12.133112	24	"AWI"	24	1450	2137	1848	1	73	0	0	0	0	0	679	0	0	0	0	0	0	0	17	0	0	0	0	0	0	27	0	0	0	0	0	1	12	261	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	25	"AWI"	25	1606	2485	2120	0	60	0	1	0	1	0	694	0	0	0	0	0	0	0	32	0	0	0	0	0	0	25	0	0	0	0	0	2	9	277	0	0	0	0	1	0	0	0	0	1	2	0	0	4	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	26	"AWI"	26	1792	2523	2171	0	44	0	0	0	2	0	618	0	0	0	0	0	0	1	40	0	0	0	0	0	0	59	0	0	0	0	0	2	6	280	0	0	0	0	1	0	0	0	0	0	3	0	0	19	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	27	"AWI"	27	1943	2566	2219	0	79	0	0	0	2	0	615	0	0	0	0	0	0	0	27	0	0	0	0	0	0	54	0	0	0	0	0	2	11	255	0	0	0	0	2	0	1	0	0	2	3	1	0	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	28	"AWI"	28	2058	2613	2283	3	48	0	0	0	1	0	600	0	0	0	0	0	0	0	35	0	0	0	0	0	0	48	0	0	0	0	0	3	43	280	0	0	0	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	29	"AWI"	29	2140	2693	2343	0	79	0	1	0	0	0	495	0	0	0	0	0	0	2	71	0	0	0	0	0	0	53	0	0	0	0	0	2	0	383	0	0	0	1	2	0	0	0	0	0	0	0	0	5	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	30	"AWI"	30	2177	2840	2417	0	3	0	0	0	1	0	32	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	31	"AWI"	31	2280	2906	2535	0	42	0	0	2	0	0	532	0	0	0	0	0	0	2	85	0	0	0	0	0	0	76	0	0	0	1	0	3	0	354	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	32	"AWI"	32	2344	2986	2659	0	61	0	2	0	0	0	605	0	0	0	0	0	0	2	81	0	0	0	0	0	0	26	0	0	0	0	0	2	1	307	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	33	"AWI"	33	2386	3088	2781	0	42	0	0	0	0	0	636	0	0	0	0	0	0	2	55	0	0	0	0	0	0	46	0	0	0	0	0	2	1	267	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	34	"AWI"	34	2421	3223	2892	0	61	0	2	0	0	0	551	0	0	0	0	0	0	1	120	0	0	0	0	0	0	49	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	5	0	0	4	1	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	35	"AWI"	35	2456	3390	2995	0	64	1	4	0	0	0	542	0	0	0	0	0	0	0	47	0	0	0	5	0	0	59	0	0	0	0	0	3	1	339	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	36	"AWI"	36	2638	3405	3074	0	36	0	4	0	1	0	470	0	0	0	0	1	0	0	43	0	0	0	0	0	0	36	0	0	0	0	0	1	0	481	0	0	0	0	1	0	0	0	0	1	3	0	0	6	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	37	"AWI"	37	2806	3425	3150	0	45	0	0	0	0	0	546	0	0	0	0	0	0	2	66	0	0	0	0	0	0	92	0	0	0	1	0	0	0	350	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	38	"AWI"	38	2964	3453	3232	0	38	0	10	0	0	0	229	0	0	0	0	0	0	0	52	0	0	0	1	0	0	88	0	0	0	0	0	1	0	555	0	0	0	0	0	0	0	0	3	1	2	0	0	4	1	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	39	"AWI"	39	3075	3497	3324	0	42	0	0	0	0	6	632	0	1	0	0	0	0	2	32	0	0	0	0	0	0	67	0	0	0	0	0	1	0	286	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	40	"AWI"	40	3157	3575	3407	0	48	0	1	0	1	0	762	0	0	0	0	0	0	1	23	0	0	0	0	0	0	56	0	0	0	0	0	0	0	197	0	0	0	0	2	0	0	0	0	1	2	0	0	4	2	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	41	"AWI"	41	3216	3602	3435	0	77	0	5	0	0	0	585	0	0	0	0	0	0	3	155	0	0	0	0	0	0	54	0	0	0	0	0	0	0	281	0	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	42	"AWI"	42	3259	3635	3466	0	51	0	0	0	1	0	584	0	0	0	0	0	0	2	58	0	0	0	0	0	0	39	0	0	0	0	0	0	0	340	0	0	0	0	2	0	0	0	0	0	2	1	0	4	0	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	43	"AWI"	43	3287	3685	3499	0	45	0	0	0	1	0	617	0	0	0	0	0	0	3	77	0	0	0	0	0	0	74	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	44	"AWI"	44	3311	3750	3531	0	32	0	0	0	0	0	657	0	0	0	0	0	0	2	39	0	0	0	0	0	0	43	0	0	0	0	0	1	0	272	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	45	"AWI"	45	3333	3817	3563	0	67	0	8	0	0	0	685	0	0	0	0	0	0	3	26	0	0	0	0	0	0	43	0	0	0	0	0	0	0	209	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	46	"AWI"	46	3386	3841	3595	0	63	0	0	0	0	0	584	0	0	0	0	1	0	6	105	0	0	0	0	0	0	38	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	47	"AWI"	47	3426	3870	3630	0	65	0	3	0	0	0	764	0	0	0	0	0	0	3	32	0	0	0	0	0	0	20	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	48	"AWI"	48	3453	3917	3665	0	51	0	0	0	1	0	632	0	0	0	0	0	0	2	119	0	0	0	0	0	0	99	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1	0
3105	4040	"Fjällnas"	62.615724	12.133112	49	"AWI"	49	3476	3968	3700	0	32	0	0	0	0	0	542	0	0	0	0	0	0	4	76	0	0	0	1	0	0	97	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	50	"AWI"	50	3492	4038	3732	0	44	0	3	0	0	0	697	0	0	0	0	0	0	2	36	0	0	0	0	0	0	53	0	0	0	0	0	0	0	213	0	0	0	0	3	0	0	0	0	2	0	1	2	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	51	"AWI"	51	3577	4077	3783	0	204	0	4	0	0	0	576	1	0	0	0	0	0	3	57	0	0	0	0	0	0	33	0	0	0	0	0	0	0	188	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	52	"AWI"	52	3635	4133	3837	0	0	0	6	0	0	0	682	0	0	0	0	0	0	4	56	0	0	0	0	0	0	63	0	0	0	0	0	1	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	53	"AWI"	53	3679	4199	3889	0	26	0	9	0	0	0	738	0	0	0	0	0	0	0	47	0	0	0	1	0	0	41	0	0	0	0	0	0	0	187	0	0	0	0	0	0	2	0	0	0	3	0	1	0	1	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	54	"AWI"	54	3713	4278	3944	0	32	0	2	0	0	0	774	0	0	0	0	0	0	2	35	0	0	0	0	0	0	21	0	0	0	0	0	0	0	184	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	55	"AWI"	55	3737	4378	3991	0	27	0	24	0	0	0	878	0	0	0	0	0	0	4	6	0	0	3	0	0	0	47	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	56	"AWI"	56	4019	4503	4221	0	27	0	3	0	0	0	871	0	0	0	0	0	0	3	29	0	0	0	0	0	0	54	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	57	"AWI"	57	4270	4665	4457	0	34	0	0	0	0	0	847	0	0	0	0	0	0	1	38	0	0	0	1	0	0	36	0	0	0	3	0	0	0	116	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	58	"AWI"	58	4474	4876	4694	0	67	0	1	0	0	0	865	0	0	0	0	0	0	1	18	0	0	0	0	0	1	11	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	59	"AWI"	59	4636	5139	4931	0	53	0	1	0	0	0	666	0	0	0	0	1	0	0	66	0	0	0	2	0	0	10	0	0	0	0	0	0	0	271	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	60	"AWI"	60	4765	5428	5152	0	57	0	0	0	0	0	485	0	0	0	0	1	0	2	28	0	0	0	0	0	0	2	0	0	0	1	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	61	"AWI"	61	4884	5448	5215	0	41	0	0	0	1	0	715	0	0	0	0	0	0	4	43	0	0	0	0	0	0	13	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	62	"AWI"	62	4981	5477	5276	0	34	0	1	0	0	0	691	0	0	0	0	2	0	0	42	5	0	0	0	0	0	2	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	63	"AWI"	63	5061	5520	5334	0	40	0	1	0	0	0	673	0	0	0	0	2	0	10	28	0	0	0	1	0	0	5	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	64	"AWI"	64	5125	5589	5400	0	257	0	0	0	1	0	468	0	0	0	0	2	0	4	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	338	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	0
3105	4040	"Fjällnas"	62.615724	12.133112	65	"AWI"	65	5176	5688	5464	0	97	0	0	0	1	0	588	0	0	1	0	2	0	7	24	0	0	0	1	0	0	4	0	0	0	0	0	0	1	316	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	2	1	0
3105	4040	"Fjällnas"	62.615724	12.133112	66	"AWI"	66	5293	5803	5555	0	74	0	0	0	0	0	516	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	1	0	0	0	438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
