"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23855	41351	"Saham  Mere"	52.58139	0.80639	2364	"AWI"	2364	4547	5154	4815	23.883696780893	0.415368639667705	0	0.103842159916926	0.103842159916926	0	0	0	0	0	0	0	43.613707165109	0	0.726895119418484	0	0	0	0	0.83073727933541	0	0	0	0	0	0	0	0	0.311526479750779	3.11526479750779	0	4.98442367601246	0	0	0	0	18.380062305296	0	0	0	0	0	0	0	0	0	0	0.934579439252336	0	1.24610591900312	1.34994807892004	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2372	"AWI"	2372	4642	5329	4945	17.2701949860724	0	0	0.371402042711235	0	0	0	0	0	0	0	0	48.0965645311049	0	0.278551532033426	0	0	0	0	1.1142061281337	0	0.0928505106778087	0	0	0	0	0	0	0.464252553389044	1.1142061281337	0	0	0	0	0	0	26.8337975858867	0	0	0	0	0.185701021355617	0.371402042711235	0	0	0	0	1.57845868152275	0	1.1142061281337	1.1142061281337	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2380	"AWI"	2380	4744	5492	5078	21.2062256809339	0	0	0.291828793774319	0.0972762645914397	0	1.4591439688716	0	0	0	0	0	34.4357976653696	0	0.0972762645914397	0	0	0	0	4.28015564202335	0	0.486381322957198	0	0	0	0	0	0	0.0972762645914397	0	0	0	0	0	0	0	23.443579766537	0	0	0	0	0.0972762645914397	0	0	0	0	0	6.80933852140078	0	4.37743190661479	2.72373540856031	0.0972762645914397	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2388	"AWI"	2388	4857	5658	5211	17.6207513416816	0	0	0.0894454382826476	0.0894454382826476	0	0	0	0	0	0	0	59.8389982110912	0	0.178890876565295	0	0	0	0	0.715563506261181	0	0.0894454382826476	0	0	0	0	0	0	0.0894454382826476	0.0894454382826476	0	0	0	0	0	0	15.0268336314848	0	0	0	0	0.178890876565295	0	0	0	0	0	4.20393559928444	0	1.52057245080501	0.268336314847943	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2396	"AWI"	2396	4966	5790	5353	15.9772911597729	0	0	0.24330900243309	0	0	0	0	0	0	0	0	48.742903487429	0	0.08110300081103	0	0	0	0	1.86536901865369	0	0	0	0	0	0	0	0	0.16220600162206	0.16220600162206	0	0	0	0	0	0	24.5742092457421	0	0	0	0	0	0.08110300081103	0	0	0	0	4.94728304947283	0	2.27088402270884	0.89213300892133	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2406	"AWI"	2406	5118	5932	5526	26.4781491002571	0.25706940874036	0	0.51413881748072	0.12853470437018	0	0	0	0	0	0	0	43.0591259640103	0	0.6426735218509	0	0	0	0	2.18508997429306	0	0.12853470437018	0	0	0	0	0	0	0.77120822622108	2.95629820051414	0	0	0	0	0	0	17.866323907455	0	0	0	0	0	0.12853470437018	0	0	0	0	1.67095115681234	0	1.2853470437018	1.9280205655527	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2414	"AWI"	2414	5230	6043	5658	15.1946818613485	0	0	0.189933523266857	0	0	0	0	0	0	0	0	49.9525166191833	0	0.379867046533713	0	0	0	0	2.08926875593542	0	0.189933523266857	0	0	0	0	0	0	0.284900284900285	0	0	0	0	0	0	0	24.7863247863248	0	0	0	0	0	0.189933523266857	0	0	0	0	2.18423551756885	0	1.61443494776828	2.94396961063628	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2422	"AWI"	2422	5369	6141	5792	17.7736202057998	0	0	0.187090739008419	0	0	0	0	0	0	0	0	47.8952291861553	0	0.280636108512629	0	0	0	0	2.8999064546305	0	0	0	0	0	0	0	0	0.280636108512629	0.0935453695042095	0	0	0	0	0	0	22.8250701590271	0	0	0	0	0	0	0	0	0	0	5.8933582787652	0	0.748362956033676	1.12254443405051	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2430	"AWI"	2430	5517	6244	5928	19.9590583418628	0	0	0.102354145342886	0	0	0	0	0	0	0	0	58.7512794268168	0	0.409416581371546	0	0	0	0	2.55885363357216	0	0	0	0	0	0	0	0	0.204708290685773	0	0	0	0	0	0	0	14.3295803480041	0	0	0	0	0	0	0	0	0	0	2.2517911975435	0	0.614124872057318	0.716479017400205	0	0.102354145342886
23855	41351	"Saham  Mere"	52.58139	0.80639	2438	"AWI"	2438	5696	6338	6059	22.0487804878049	0	0	0.0975609756097561	0	0	0	0	0	0	0	0	55.7073170731707	0	0.195121951219512	0	0	0	0	1.36585365853659	0	0	0	0	0	0	0	0	0.390243902439024	0.292682926829268	0	0	0	0	0	0	16.4878048780488	0	0	0	0	0	0	0	0	0	0	2.34146341463415	0	0.48780487804878	0.585365853658537	0	0
