"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cercis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Frankeniaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malus"	"Malvaceae"	"Myrtus"	"Olea"	"Oleaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15736	24161	"Abant Gölü"	40.6	31.28333	60	"AWI"	60	-10	463	189	13.4649910233393	0	0.538599640933573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538599640933573	0	0.359066427289048	0	0.179533213644524	0	0	0.538599640933573	0	0	15.4398563734291	0	0	0	0	0	0	2.69299820466786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179533213644524	0	0	0.538599640933573	0	0	0	0	59.4254937163375	0	0	0.179533213644524	0	0	0.179533213644524	0	0	0	3.05206463195691	0.359066427289048	0	0	0	0	1.07719928186715	0	0	0.718132854578097	0	0	0	0	0	0	0	0.179533213644524	0	0	0.179533213644524	0	0.179533213644524
15736	24161	"Abant Gölü"	40.6	31.28333	70	"AWI"	70	8	525	230	10.3270223752151	0	0.344234079173838	0	0	0	0	0	0	0	0	0.344234079173838	0	0	0	0	0	0	0	0	0.172117039586919	0	0	0	0	0	0	0.344234079173838	0	0	28.0550774526678	0	0	0	0	0	0	2.06540447504303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72117039586919	0	0	52.6678141135972	0.172117039586919	0	0.344234079173838	0	0	0	0	0	0	2.23752151462995	0	0	0	0	0	0.688468158347676	0	0	0.172117039586919	0	0	0.172117039586919	0	0	0	0	0.172117039586919	0	0	0	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	90	"AWI"	90	86	596	322	3.60205831903945	0.171526586620926	2.40137221269297	0	0	0	0	0	0	0	0	0.686106346483705	0	0	0	0	0.343053173241852	0	0	0	0.171526586620926	0	0	0	0.171526586620926	0	0	0.857632933104631	0	0.514579759862779	25.557461406518	0	0	0	0	0	0	12.5214408233276	0	0	0	0	0	0	0.171526586620926	0	0	0	0	0	0	0	0.171526586620926	0	0.171526586620926	0	0	0	0	0	36.7066895368782	0	0	0.514579759862779	2.91595197255575	0	0	0	0	0	8.74785591766724	0.171526586620926	0	0	0	0	1.37221269296741	0	0	0.857632933104631	0.171526586620926	0	0	0	0	0	0.343053173241852	0.514579759862779	0	0	0.171526586620926	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	110	"AWI"	110	137	697	413	5.77889447236181	0	0.50251256281407	0	0.0837520938023451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16750418760469	0	0.251256281407035	0	0	0	0.16750418760469	0.753768844221105	0	0.0837520938023451	49.3299832495812	0	0	0	0	0	0	0.670016750418761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1172529313233	0	0	0.16750418760469	0	0	0	0	0	0	0.921273031825796	0	0	0	0	0	0.586264656616415	0	0	0	0	0	0.0837520938023451	0	0	0	0	0.251256281407035	0	0	0	0	0.0837520938023451
15736	24161	"Abant Gölü"	40.6	31.28333	130	"AWI"	130	241	751	505	7.10128055878929	0	1.74621653084983	0	0	0	0	0	0	0	0	0.232828870779977	0	0	0	0	0	0	0	0	0.349243306169965	0	0	0	0	0	0	0.814901047729918	0	0.116414435389988	41.7927823050058	0	0	0	0	0	0	3.25960419091967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116414435389988	0.116414435389988	0	0	2.21187427240978	0	0	35.7392316647264	0.116414435389988	0	0.582072176949942	0	0	0	0	0	0	3.72526193247963	0.349243306169965	0	0	0	0	1.28055878928987	0	0	0	0	0	0	0	0.116414435389988	0	0	0.116414435389988	0	0	0.116414435389988	0	0
15736	24161	"Abant Gölü"	40.6	31.28333	150	"AWI"	150	312	832	594	4.81171548117155	0	1.25523012552301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209205020920502	0	0	0	0	0	0	0.209205020920502	0	0	29.0794979079498	0	0	0	0	0	0	2.51046025104602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25523012552301	0	0	54.18410041841	0	0	0.418410041841004	0	0	0	0	0	0	3.34728033472803	0.209205020920502	0	0	0	0	1.25523012552301	0	0	0	0	0	0.209205020920502	0	0	0	0	0.627615062761506	0	0	0	0	0.418410041841004
15736	24161	"Abant Gölü"	40.6	31.28333	170	"AWI"	170	468	873	680	3.52941176470588	0	0.168067226890756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336134453781513	0	0	0	0	0	0.336134453781513	0	0	17.9831932773109	0	0	0	0	0	0	0.840336134453782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.6134453781513	0	0	0.168067226890756	0	0	0	0	0	0	2.6890756302521	0	0	0	0	0	0.168067226890756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168067226890756	0
15736	24161	"Abant Gölü"	40.6	31.28333	190	"AWI"	190	608	951	776	1.7636684303351	0	0.352733686067019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352733686067019	0	0	0	0	0	0	0.352733686067019	0	0	12.3456790123457	0	0	0	0	0	0	1.58730158730159	0	0	0	0	0	0	0.352733686067019	0	0	0	0	0	0	0	0	0	0	0	0	1.94003527336861	0	0	75.6613756613757	0	0	0.352733686067019	0	0	0	0	0	0	3.35097001763668	0	0	0	0	0	0.529100529100529	0	0	0.17636684303351	0	0	0	0	0	0.529100529100529	0	0.17636684303351	0	0	0	0.17636684303351	0
15736	24161	"Abant Gölü"	40.6	31.28333	200	"AWI"	200	697	1007	836	0.540540540540541	0	1.44144144144144	0	0	0	0	0	0	0	0	0.36036036036036	0	0	0	0	0.18018018018018	0	0	0	0.18018018018018	0	0	0	0	0	0	0.900900900900901	0	0	25.5855855855856	0	0	0	0	0	0	4.86486486486486	0	0	0	0	0	0	0	0	0	0	0.18018018018018	0	0	0	0.18018018018018	0	0	0	0	0	0	0	46.4864864864865	0	0	0.900900900900901	0	0	0	0	0	0	14.0540540540541	0.18018018018018	0	0	0	0	3.42342342342342	0	0	0	0	0	0.18018018018018	0	0	0	0	0.18018018018018	0	0	0	0	0.18018018018018
15736	24161	"Abant Gölü"	40.6	31.28333	215	"AWI"	215	735	1203	921	2.74509803921569	0	5.09803921568627	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	0	0	0	0	0	0	0	0.392156862745098	0.392156862745098	0	7.84313725490196	0	0	0	0	0	0	2.35294117647059	0	1.17647058823529	0	0	0	0.392156862745098	1.56862745098039	0	0	0	0	0	0	0	0.392156862745098	0	0	0	0	0	0	0	63.1372549019608	0.392156862745098	0	0	0	0	0	0	0	0	9.80392156862745	0.392156862745098	0	0	0	0	1.56862745098039	0	0	0	0	0	0	0	0	0	0	0.784313725490196	0	0	0.392156862745098	0	0
