"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Apiaceae"	"Asteraceae"	"Brassicaceae"	"Euphorbiaceae"	"Fabaceae"	"Juglandaceae"	"Orobanchaceae"	"Plantaginaceae"	"Poaceae"	"Rumex"
16152	24968	"Saint-Momelin"	50.79417	2.25167	45	"AWI"	45	1351	1618	1510	0	0	0	12.5	0	0	0	0	87.5	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	55	"AWI"	55	1666	1983	1858	0	0	12.5	0	0	0	0	0	75	12.5
16152	24968	"Saint-Momelin"	50.79417	2.25167	65	"AWI"	65	1981	2351	2205	0	0	0	0	0	0	0	0	80	20
16152	24968	"Saint-Momelin"	50.79417	2.25167	75	"AWI"	75	2292	2719	2552	12.5	0	12.5	0	0	0	0	0	62.5	12.5
16152	24968	"Saint-Momelin"	50.79417	2.25167	95	"AWI"	95	2424	2874	2697	0	0	5.55555555555556	0	0	0	0	5.55555555555556	88.8888888888889	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	120	"AWI"	120	2460	2958	2739	0	0	0	0	0	0	0	0	85.7142857142857	14.2857142857143
16152	24968	"Saint-Momelin"	50.79417	2.25167	156	"AWI"	156	2498	3132	2792	0	0	0	0	0	0	0	0	81.8181818181818	18.1818181818182
16152	24968	"Saint-Momelin"	50.79417	2.25167	225	"AWI"	225	2604	3312	2916	7.69230769230769	15.3846153846154	7.69230769230769	0	0	0	0	0	61.5384615384615	7.69230769230769
16152	24968	"Saint-Momelin"	50.79417	2.25167	265	"AWI"	265	2675	3419	2994	0	0	0	0	0	0	0	0	100	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	285	"AWI"	285	2704	3477	3030	0	0	0	0	0	0	0	0	90	10
16152	24968	"Saint-Momelin"	50.79417	2.25167	605	"AWI"	605	3408	4412	3644	11.1111111111111	0	0	0	0	0	0	0	77.7777777777778	11.1111111111111
16152	24968	"Saint-Momelin"	50.79417	2.25167	615	"AWI"	615	3427	4448	3672	0	0	0	0	0	0	0	0	100	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	645	"AWI"	645	3578	4604	3893	14.2857142857143	0	14.2857142857143	0	0	0	0	0	57.1428571428571	14.2857142857143
16152	24968	"Saint-Momelin"	50.79417	2.25167	655	"AWI"	655	3611	4654	3999	9.09090909090909	0	9.09090909090909	0	0	0	9.09090909090909	0	63.6363636363636	9.09090909090909
16152	24968	"Saint-Momelin"	50.79417	2.25167	665	"AWI"	665	3640	4720	4105	8.33333333333333	0	8.33333333333333	0	0	0	0	0	75	8.33333333333333
16152	24968	"Saint-Momelin"	50.79417	2.25167	675	"AWI"	675	3663	4830	4208	0	0	16.6666666666667	0	0	16.6666666666667	0	0	50	16.6666666666667
16152	24968	"Saint-Momelin"	50.79417	2.25167	685	"AWI"	685	3681	4967	4311	12.5	0	12.5	0	0	0	0	0	62.5	12.5
16152	24968	"Saint-Momelin"	50.79417	2.25167	690	"AWI"	690	3690	5039	4361	0	0	4.16666666666667	0	0	0	0	0	95.8333333333333	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	715	"AWI"	715	3871	5312	4583	16.6666666666667	0	16.6666666666667	0	0	0	0	0	50	16.6666666666667
16152	24968	"Saint-Momelin"	50.79417	2.25167	725	"AWI"	725	4005	5340	4666	40	0	0	0	0	0	0	0	20	40
16152	24968	"Saint-Momelin"	50.79417	2.25167	735	"AWI"	735	4096	5378	4748	0	0	0	9.52380952380952	0	0	0	0	9.52380952380952	80.9523809523809
16152	24968	"Saint-Momelin"	50.79417	2.25167	745	"AWI"	745	4179	5416	4847	0	0	0	0	0	0	0	0	100	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	755	"AWI"	755	4248	5462	4946	0	0	0	0	0	0	0	0	100	0
16152	24968	"Saint-Momelin"	50.79417	2.25167	765	"AWI"	765	4308	5522	5049	12.5	0	0	0	0	0	0	0	87.5	0
