"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3410	4418	"Lac de Siguret"	44.61361	6.55694	292	"AWI"	292	521	6012	3619	2	0	0	4	10	42	0	1	0	0	0	0	0	0	1	1	0	93	7	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	296	"AWI"	296	1046	6277	4004	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	181	0	0	0	4	0	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	300	"AWI"	300	1410	6622	4352	4	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	302	"AWI"	302	1663	6734	4564	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	304	"AWI"	304	1874	6887	4739	14	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	306	"AWI"	306	2045	7038	4934	20	1	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	308	"AWI"	308	2266	7246	5135	10	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3410	4418	"Lac de Siguret"	44.61361	6.55694	310	"AWI"	310	2580	7381	5342	22	0	0	0	1	0	0	19	0	0	0	0	0	0	0	3	0	4	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	201	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	312	"AWI"	312	2837	7500	5547	8	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	314	"AWI"	314	3008	7696	5750	21	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	316	"AWI"	316	3279	7858	5929	20	1	0	0	2	0	0	13	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	3	0	0	5	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	318	"AWI"	318	3548	7951	6117	16	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	319	"AWI"	319	3689	8018	6207	13	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
