"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Malvaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
23804	41243	"Tilbury Fort"	51.45583	0.37611	391	"AWI"	391	1397	2794	2205	0	13.986013986014	10.4895104895105	0.34965034965035	0.699300699300699	0	0	1.3986013986014	0.34965034965035	0.34965034965035	0	0	14.3356643356643	5.59440559440559	0.34965034965035	0	0	2.7972027972028	0	0	0	0	0.34965034965035	7.34265734265734	0	0	11.5384615384615	0	0	24.1258741258741	0	0	0	0.34965034965035	0	2.0979020979021	0	0	0	2.0979020979021	1.3986013986014
23804	41243	"Tilbury Fort"	51.45583	0.37611	399	"AWI"	399	1643	2950	2398	0	8.56164383561644	12.3287671232877	0.342465753424658	0	0	0	0.342465753424658	0.342465753424658	0.342465753424658	0	0	16.0958904109589	5.47945205479452	0	0	0	2.05479452054794	0	0	0	0	0.342465753424658	10.2739726027397	0	0	9.58904109589041	0	0	29.1095890410959	0	0	0	0.342465753424658	0	1.71232876712329	0	0	0	1.36986301369863	1.36986301369863
23804	41243	"Tilbury Fort"	51.45583	0.37611	407	"AWI"	407	1890	3103	2601	0	16.4	10.4	0.8	0	2.4	0	0.4	0.4	0	0	0	16	6	0	0	0	0	0	0	0	0	0.4	15.2	0	0	0	0	0.4	24.8	0	0	0	0.4	0	0	0	0	0	4.4	1.6
23804	41243	"Tilbury Fort"	51.45583	0.37611	415	"AWI"	415	2145	3271	2802	0	15.4882154882155	10.7744107744108	0	0	1.68350168350168	0	1.01010101010101	0.336700336700337	0	0	0	20.2020202020202	3.36700336700337	0	0	0	0.673400673400673	0	0	0	0	0	3.36700336700337	1.34680134680135	0	21.2121212121212	0	0	16.8350168350168	0	0	0	0	0	1.01010101010101	0	0	0	1.68350168350168	1.01010101010101
23804	41243	"Tilbury Fort"	51.45583	0.37611	423	"AWI"	423	2407	3421	3001	0	15.5405405405405	8.44594594594595	0.337837837837838	0.675675675675676	2.36486486486486	0	1.01351351351351	0	0	0	0	23.3108108108108	1.35135135135135	0	0	0	1.35135135135135	0	0	0	0	0	2.7027027027027	0	0	15.8783783783784	0	0	22.2972972972973	0	0	0	0	0	1.35135135135135	0	0	0	2.02702702702703	1.35135135135135
23804	41243	"Tilbury Fort"	51.45583	0.37611	431	"AWI"	431	2649	3572	3197	0	13.0268199233716	7.66283524904215	0	0.766283524904214	1.14942528735632	0	1.91570881226054	0	0	0	0	22.9885057471264	2.29885057471264	0	0	0	2.29885057471264	0	1.53256704980843	0	0	0	4.98084291187739	0	0	0	0	0	34.8659003831418	0	0	0	0	0	1.53256704980843	0	0	0	3.44827586206897	1.53256704980843
23804	41243	"Tilbury Fort"	51.45583	0.37611	439	"AWI"	439	2930	3722	3393	0	12.4579124579125	9.76430976430976	0	0	1.01010101010101	0	0.673400673400673	0	0	0	0	18.5185185185185	3.03030303030303	0	0	0	2.35690235690236	0.336700336700337	0	0	0	0.336700336700337	5.72390572390572	0	0	12.7946127946128	0	0	27.9461279461279	0	0	0	0	0	0.336700336700337	0	0	0	2.35690235690236	2.35690235690236
23804	41243	"Tilbury Fort"	51.45583	0.37611	447	"AWI"	447	3197	3865	3596	0	29.7071129707113	3.76569037656904	0	0.418410041841004	2.09205020920502	0	1.25523012552301	0	0.418410041841004	0	0	28.4518828451883	0.418410041841004	0	0	0	0.836820083682008	0.418410041841004	0	0	0	0	2.09205020920502	0	0	0	0	0	25.1046025104602	0	0	0	0	0	0.836820083682008	0	0	0	3.34728033472803	0.836820083682008
23804	41243	"Tilbury Fort"	51.45583	0.37611	455	"AWI"	455	3479	4001	3793	0.367647058823529	6.61764705882353	4.77941176470588	5.88235294117647	0	0	0	0.367647058823529	0	0	0	0	19.8529411764706	0.735294117647059	0	0	0	0.735294117647059	0	0	0	0	0	1.47058823529412	0	0	35.6617647058824	0	0	19.8529411764706	0	0	0	0	0	1.10294117647059	0	0	0.367647058823529	1.47058823529412	0.735294117647059
23804	41243	"Tilbury Fort"	51.45583	0.37611	463	"AWI"	463	3841	4127	3982	0	14.9825783972125	0.348432055749129	0.348432055749129	0	0.348432055749129	0	1.04529616724739	0	0	0	0	44.5993031358885	1.74216027874564	0	0	0	0.696864111498258	0	0.348432055749129	0	0	0	0.348432055749129	0	0	0	0	0	26.8292682926829	0	0	0	0.348432055749129	0	0.348432055749129	0	1.74216027874564	0	4.18118466898955	1.74216027874564
