"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3164	4114	"Ioannina I"	39.7625	20.73056	70	"AWI"	70	1356	3830	2493	0.909090909090909	0	1.47727272727273	0	0	0	0	0	0	0	0	0	0.227272727272727	0	0	0	0	0	0	0	0.113636363636364	0	0	0.113636363636364	0	3.63636363636364	0	6.59090909090909	0	0.227272727272727	0.909090909090909	0	0	1.59090909090909	0	0	0	0	0	0.454545454545455	0	0	0	0	0	0	0.340909090909091	0	0	0	14.2045454545455	0.113636363636364	0.113636363636364	0	0	7.95454545454545	0.113636363636364	0	0	0	17.9545454545455	0	0.340909090909091	0	36.8181818181818	4.88636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568181818181818	0.340909090909091	0	0	0
3164	4114	"Ioannina I"	39.7625	20.73056	80	"AWI"	80	1675	4199	2853	0.481540930979133	0.160513643659711	1.12359550561798	0	0	0	0	0	0	0	0	0	0.160513643659711	0	0	0	0	0	0	0	0	0	0	0	0	1.92616372391653	0	20.8667736757624	0	0	0.963081861958266	0	0	0.321027287319422	0	0	0	0.160513643659711	0	0	0	0	0.160513643659711	0	0	0	0.160513643659711	0	0	0	8.82825040128411	0	0	0	0	7.86516853932584	0.160513643659711	0	0	0	18.7800963081862	0	0	0	31.9422150882825	4.65489566613162	0	0	0	0	0.321027287319422	0	0	0	0	0	0	0	0	0.321027287319422	0.481540930979133	0.160513643659711	0	0	0
3164	4114	"Ioannina I"	39.7625	20.73056	95	"AWI"	95	2205	4741	3440	0.977198697068404	0.162866449511401	2.11726384364821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07166123778502	0	19.2182410423453	0	0	3.09446254071661	0	0	0.488599348534202	0	0	0	0.162866449511401	0	0.162866449511401	0	0	0	0	0	0	0.162866449511401	0	0	0	13.0293159609121	0	0	0	0	14.4951140065147	0	0	0.162866449511401	0	0	0	0	0.162866449511401	33.0618892508143	6.67752442996743	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488599348534202	0.162866449511401	0.977198697068404	0	0	0.162866449511401
3164	4114	"Ioannina I"	39.7625	20.73056	105	"AWI"	105	2552	5094	3807	0.746268656716418	0.0932835820895522	0.746268656716418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83955223880597	0.0932835820895522	14.6455223880597	0	0	0.932835820895522	0	0	0.559701492537313	0	0	0	0	0	0	0	0	0	0	0.186567164179104	0	0.0932835820895522	0	0	0	9.42164179104478	0	0	0.0932835820895522	0	8.95522388059701	0.0932835820895522	0	0	0	32.6492537313433	0	0	0	26.6791044776119	1.86567164179104	0	0	0	0	0.0932835820895522	0	0	0	0	0	0	0	0	0.0932835820895522	0.186567164179104	0.746268656716418	0	0	0.186567164179104
3164	4114	"Ioannina I"	39.7625	20.73056	115	"AWI"	115	2889	5424	4170	0.841514726507714	0.140252454417952	1.82328190743338	0	0	0	0	2.945301542777	0	0	0	0	0	0	0	0	0	0.140252454417952	0	0	0	0	0.140252454417952	0	0.280504908835905	2.66479663394109	0	14.586255259467	0	0	1.68302945301543	0	0	0.701262272089762	0	0	0	0	0	0	0	0	0	0	0	0	0.420757363253857	0	0	0	14.4460028050491	0	0	0.280504908835905	0	10.3786816269285	0.420757363253857	0	0	0	15.4277699859748	0	0	0	27.0687237026648	4.48807854137447	0	0	0	0	0.280504908835905	0	0	0	0	0	0	0	0	0.140252454417952	0.140252454417952	0.420757363253857	0	0	0.140252454417952
3164	4114	"Ioannina I"	39.7625	20.73056	125	"AWI"	125	3284	5766	4537	0.520833333333333	0	0.416666666666667	0	0	0	0.104166666666667	0.625	0.208333333333333	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729166666666667	0	35	0	0	0.3125	0	0	0.416666666666667	0	0	0	0	0	0	0	0	0	0	0.208333333333333	0	0.208333333333333	0	0	0	6.97916666666667	0	0	0	0	7.60416666666667	0	0	0	0	28.75	0	0	0.104166666666667	16.0416666666667	0.104166666666667	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0.104166666666667	0.208333333333333	0.729166666666667	0	0	0.208333333333333
3164	4114	"Ioannina I"	39.7625	20.73056	130	"AWI"	130	3459	5966	4722	0.17921146953405	0	0.716845878136201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40501792114695	0.17921146953405	18.4587813620072	0	0	2.32974910394265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537634408602151	0	0.3584229390681	0	0	0	9.13978494623656	0	0	0	0	10.9318996415771	0	0	0	0	23.1182795698925	0	0	0	26.1648745519713	1.7921146953405	0	0	0	0	0.716845878136201	0	0	0	0	0	0	0	0	0.3584229390681	0	0.716845878136201	0	0	0.896057347670251
3164	4114	"Ioannina I"	39.7625	20.73056	137	"AWI"	137	3780	6182	4975	5.3156146179402	0	0.664451827242525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332225913621262	3.65448504983389	0	10.6312292358804	0	0	1.66112956810631	0	0	0.996677740863787	0	0	0	0	0	0	0	0	0	0	0.332225913621262	0	0.332225913621262	0	0	0	13.953488372093	0	0	0	0	17.6079734219269	0.996677740863787	0	0	0	0	0	0	0	38.8704318936877	0	0	0	0	0	0.996677740863787	0	0	0	0	0	0	0	0	0	1.32890365448505	1.66112956810631	0	0.332225913621262	0.332225913621262
3164	4114	"Ioannina I"	39.7625	20.73056	150	"AWI"	150	4361	6638	5440	3.10077519379845	0.387596899224806	0.581395348837209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13178294573643	0	11.4341085271318	0	0	0.387596899224806	0	0	1.55038759689922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193798449612403	0	0	9.49612403100775	0	0	0	0	20.3488372093023	0	0	0	0	22.6744186046512	0	0	0	25.5813953488372	0.775193798449612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581395348837209	0.581395348837209	0	0	0.193798449612403
3164	4114	"Ioannina I"	39.7625	20.73056	160	"AWI"	160	4803	6998	5855	0.823529411764706	0	0.941176470588235	0	0	0	0.117647058823529	0	0	0	0	0	0	0	0	0	0.117647058823529	0	0	0	0	0	0	0	0	2.23529411764706	0	18.7058823529412	0	0	1.17647058823529	0	0	0.823529411764706	0	0	0	0	0	0.117647058823529	0	0	0	0	0.705882352941177	0	0.352941176470588	0	0	0	10.8235294117647	0	0	0	0	6.82352941176471	0	0	0	0	25.7647058823529	0	0.117647058823529	0	27.6470588235294	0.823529411764706	0	0	0	0	0.117647058823529	0	0	0	0	0	0	0	0	0	0.705882352941177	0.823529411764706	0	0	0.235294117647059
3164	4114	"Ioannina I"	39.7625	20.73056	170	"AWI"	170	5224	7476	6309	0	0	0.409836065573771	0	0	0	0.204918032786885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73770491803279	0	8.19672131147541	0	0	0.409836065573771	0	0	0.204918032786885	0	0	0	0	0	0	0	0	0	0	0.204918032786885	0	0	0	0	0	0	0	0	0	0	2.66393442622951	0	0	0	0	15.9836065573771	0	0	0.204918032786885	54.9180327868852	0.819672131147541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01639344262295	0.819672131147541	0	0	0.204918032786885
3164	4114	"Ioannina I"	39.7625	20.73056	180	"AWI"	180	5643	7975	6752	0.482315112540193	0	0.803858520900322	0	0	3.85852090032154	0.160771704180064	0	0	0	0	0	0	0	0	0	0	0.160771704180064	0	0	0	0	0	0	0	10.1286173633441	0	4.01929260450161	0	0.482315112540193	0.321543408360129	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321543408360129	0	0	0	0	0	23.6334405144695	0	0	0	0	4.82315112540193	0.160771704180064	0	0	0	21.2218649517685	0	0	0	18.0064308681672	0.321543408360129	0	0	0	0	0.160771704180064	0	0	0	0	0	0	0	0	0.160771704180064	7.07395498392283	3.37620578778135	0	0	0.321543408360129
