"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15904	24481	"La Guérivière"	46.96361	-0.91917	15	"AWI"	15	44	1578	451	0.847457627118644	0	4.23728813559322	0.847457627118644	8.89830508474576	0.423728813559322	0	0	0.847457627118644	0	0.423728813559322	0	0	0	1.69491525423729	0	0	0	0.847457627118644	3.8135593220339	1.69491525423729	0	1.27118644067797	0	1.27118644067797	0	0	0	0.847457627118644	0	3.38983050847458	0.423728813559322	0	0	0	0	1.27118644067797	7.20338983050847	0	59.3220338983051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423728813559322	0	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	25	"AWI"	25	174	2216	869	0.87719298245614	0	8.33333333333333	0.87719298245614	3.94736842105263	0	0	0	0	0	0.43859649122807	0.43859649122807	0	0	2.63157894736842	0	0	0	0.87719298245614	5.26315789473684	0	0	0.87719298245614	0.43859649122807	0	0	0	0.43859649122807	0.87719298245614	0	1.75438596491228	0	0	0	0	0	1.31578947368421	7.89473684210526	0	58.7719298245614	0	0	0	0	3.50877192982456	0	0	0	0.43859649122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	30	"AWI"	30	317	2426	1073	0	0	21.6216216216216	3.6036036036036	6.30630630630631	0	0.900900900900901	0	0.900900900900901	0	1.8018018018018	0	0	0	5.40540540540541	0.900900900900901	0	0	25.2252252252252	1.8018018018018	0	0	0	0.900900900900901	0	0	0	0	0	0	4.5045045045045	0	0	0.900900900900901	0	0	0.900900900900901	13.5135135135135	0	0	0	0	0	0	6.30630630630631	0	0	0	0	0	0.900900900900901	0	0	0	1.8018018018018	0	0.900900900900901	0.900900900900901	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	40	"AWI"	40	521	2898	1496	1.96078431372549	0	27.4509803921569	0	6.86274509803922	0	1.96078431372549	0	0	0	0	0	0	0	1.96078431372549	0.980392156862745	0	0	9.80392156862745	8.82352941176471	0	0	0	0	0.980392156862745	0	0	0	0	0	4.90196078431373	0	0	0	0	0	2.94117647058824	6.86274509803922	0	0	0	0.980392156862745	0	0	20.5882352941176	0	0	0	0	0	1.96078431372549	0	0	0	0	0	0	0.980392156862745	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	45	"AWI"	45	671	3091	1693	0	1.35135135135135	27.027027027027	9.45945945945946	5.40540540540541	2.7027027027027	2.7027027027027	0	6.75675675675676	0	0	0	4.05405405405405	0	0	1.35135135135135	0	0	0	4.05405405405405	0	0	0	0	0	0	0	0	0	0	9.45945945945946	0	0	0	0	0	5.40540540540541	0	0	0	0	1.35135135135135	0	0	10.8108108108108	0	0	0	0	0	5.40540540540541	0	0	0	0	0	0	1.35135135135135	1.35135135135135	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	50	"AWI"	50	785	3395	1883	0	0	2.75862068965517	0	22.0689655172414	0	1.37931034482759	0	9.6551724137931	0	0.689655172413793	0	0	0	2.06896551724138	0	0	0	4.13793103448276	2.06896551724138	0	0	0	0	2.06896551724138	0	0	0	0	0	3.44827586206897	0.689655172413793	0.689655172413793	0	0	0	12.4137931034483	2.06896551724138	0	0	0	0	0	0	0	4.82758620689655	0	0	0.689655172413793	0	24.8275862068966	0	0	0	2.06896551724138	0	0	1.37931034482759	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	55	"AWI"	55	942	3638	2083	0	0	1.5625	0	26.5625	0	2.34375	0	11.71875	1.5625	0.78125	0	0	0	1.5625	0	0	0	5.46875	0.78125	0	0	0	0	0.78125	0	0	0	0	0	2.34375	0	0.78125	0	0	0	12.5	0.78125	0	0	0	0	1.5625	0	0	0	0	0	0.78125	0	25.78125	0	0	0	1.5625	0	0	0.78125	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	60	"AWI"	60	1095	3846	2298	0	0	1.96078431372549	0	19.6078431372549	0	1.30718954248366	0	10.4575163398693	0.65359477124183	1.30718954248366	0	0.65359477124183	0	2.61437908496732	0	0	0	5.88235294117647	1.30718954248366	0	0	0	0	1.96078431372549	0	0	0.65359477124183	0	0	5.22875816993464	1.30718954248366	1.30718954248366	0	0	0	11.7647058823529	2.61437908496732	0	0	0	0	0	0	0	0	0	0	0	3.92156862745098	22.8758169934641	0	0	0	0.65359477124183	0	1.30718954248366	0.65359477124183	0	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	65	"AWI"	65	1206	4146	2504	0	0	2.27272727272727	1.13636363636364	18.1818181818182	0	0	0	5.68181818181818	0	1.13636363636364	0	1.13636363636364	0	1.70454545454545	0	0	0	5.68181818181818	2.27272727272727	0	0	1.13636363636364	0	1.13636363636364	0	0	0	0	0	6.81818181818182	0	1.13636363636364	0	0	0	4.54545454545455	1.70454545454545	0	0	0	0.568181818181818	0	0	7.38636363636364	0	0	0	0	0	34.0909090909091	0	0	0	1.13636363636364	0	0	0	1.13636363636364	0	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	70	"AWI"	70	1410	4290	2696	0	0	1.12994350282486	1.12994350282486	21.4689265536723	0	0.564971751412429	0	6.21468926553672	0	0.564971751412429	0	0.564971751412429	0	1.12994350282486	0	0	0	3.95480225988701	1.12994350282486	0	0	1.69491525423729	0	0	0	0	0	0	0.564971751412429	5.64971751412429	0	1.69491525423729	0	0	0	5.64971751412429	1.12994350282486	0	0	0	0	1.69491525423729	0	6.21468926553672	0	0	0	0	3.95480225988701	28.8135593220339	0	0	0	2.25988700564972	0	1.69491525423729	0	0.564971751412429	0.564971751412429	0	0	0
15904	24481	"La Guérivière"	46.96361	-0.91917	75	"AWI"	75	1561	4514	2899	0	0	3.18471337579618	2.54777070063694	20.3821656050955	0.636942675159236	0.636942675159236	0	5.09554140127389	0	1.27388535031847	0	0	0	1.27388535031847	0	0	0	6.36942675159236	2.54777070063694	0	0	1.27388535031847	0	1.27388535031847	0	0	0	0	0	5.73248407643312	0	1.27388535031847	0	0	0	6.36942675159236	1.91082802547771	0	0	0	0	0	0	8.28025477707006	0	0	0	0	0	25.4777070063694	0	0	0	1.91082802547771	0	1.27388535031847	0	0.636942675159236	0	0	0	0.636942675159236
