"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16123	24906	"Molesme"	47.95722	4.37306	0	"AWI"	0	-79	89	3	0.470588235294118	0	2.35294117647059	0.705882352941177	0.470588235294118	0	0.235294117647059	0	0.941176470588235	0.705882352941177	0	0	0	0	0.470588235294118	0	0.470588235294118	0	2.82352941176471	46.5882352941176	0	0	0	0	0	2.11764705882353	0	0.235294117647059	0	0	0	0	0	0.470588235294118	0	0	16.7058823529412	1.17647058823529	10.1176470588235	0	0	0	0	9.64705882352941	0	0	0	0.941176470588235	1.88235294117647	0	0	0	0	0	0	0.235294117647059	0.235294117647059	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	5	"AWI"	5	-4	567	161	0	0	5.53745928338762	1.30293159609121	0	0	0	0	0.325732899022801	0	0	0	0	0	0	0	0	0	1.30293159609121	63.5179153094463	0	0	0	0.325732899022801	0	3.58306188925081	0	0	0	1.30293159609121	0	0	0	0.977198697068404	0	0	15.3094462540717	0	0	0	0	0	0.325732899022801	3.90879478827362	0.977198697068404	0	0	0.325732899022801	0.325732899022801	0	0	0	0	0	0	0.325732899022801	0.325732899022801	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	10	"AWI"	10	27	1114	314	0.638977635782748	0	7.98722044728434	0	0	0	0	0	0.319488817891374	0	0	0	0	0	0	0	0	0	3.19488817891374	53.3546325878594	0	0	0	0	0	3.83386581469649	0	0.638977635782748	0	0.638977635782748	0	0	0	0.319488817891374	0	0	16.9329073482428	1.91693290734824	0	0	0	0	0	9.58466453674121	0	0	0	0.638977635782748	0	0	0	0	0	0	0	0	0	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	15	"AWI"	15	104	1511	491	0	0	13.3956386292835	1.24610591900312	1.55763239875389	0	0.623052959501558	0	1.24610591900312	0.311526479750779	0	0	0	0	0	0.311526479750779	0.311526479750779	0	2.49221183800623	49.8442367601246	0	0	0	0.311526479750779	0	3.11526479750779	0	0	0	1.24610591900312	0	0	0	0.311526479750779	0	0	5.9190031152648	0	0	0	0	0	0	14.3302180685358	1.86915887850467	0	0	0.623052959501558	0	0.311526479750779	0	0	0	0	0	0	0.311526479750779	0.311526479750779	0	0
16123	24906	"Molesme"	47.95722	4.37306	20	"AWI"	20	176	1754	702	0.237529691211401	0.237529691211401	5.46318289786223	0.475059382422803	0	0	0.712589073634204	0	1.42517814726841	0	0	0	0	0	0	0	0.237529691211401	0	1.18764845605701	58.6698337292162	0	0	0	0.475059382422803	0	1.90023752969121	0	0.237529691211401	0	0.950118764845606	0	0.475059382422803	0	0.475059382422803	0	0	6.41330166270784	0	0	0	0	0	0	17.3396674584323	0	0	0	0	0	1.42517814726841	0	0	0	0	0.237529691211401	0.237529691211401	1.18764845605701	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	25	"AWI"	25	224	2149	894	0	0	2.31023102310231	0	1.65016501650165	0	0.33003300330033	0	1.65016501650165	0.66006600660066	0	0	0	0	0	0	0.99009900990099	0	2.64026402640264	39.9339933993399	0	0	0	0	0	11.5511551155116	0.33003300330033	0.99009900990099	0.33003300330033	3.96039603960396	0	0	0	0.66006600660066	0	0	3.3003300330033	2.31023102310231	0	0	0	0	0	24.4224422442244	0.33003300330033	0	0	0	0.66006600660066	0.33003300330033	0	0	0.33003300330033	0	0	0	0	0	0.33003300330033	0
16123	24906	"Molesme"	47.95722	4.37306	30	"AWI"	30	362	2328	1087	0.280112044817927	0.840336134453782	3.64145658263305	0	0.840336134453782	0	1.12044817927171	0	0.840336134453782	0.280112044817927	0	0	0	0	0	0	1.68067226890756	0	4.76190476190476	40.8963585434174	0	0	0	0	0	12.3249299719888	0	0	0	0.840336134453782	0	0	0	0.280112044817927	0	0.280112044817927	3.64145658263305	0	0	0	0	0	0.280112044817927	23.249299719888	0.560224089635854	0	0	0	0.280112044817927	1.68067226890756	0	0	0.280112044817927	0	0	0	0.560224089635854	0	0.560224089635854	0
16123	24906	"Molesme"	47.95722	4.37306	35	"AWI"	35	457	2514	1276	0.29940119760479	0	3.89221556886228	0.29940119760479	0.598802395209581	0	0.598802395209581	0	0.898203592814371	0.29940119760479	0	0	0	0	0	0	0.898203592814371	0	5.08982035928144	42.2155688622754	0	0	0	0.598802395209581	0	8.38323353293413	0	0	0	2.39520958083832	0	0	0	0.29940119760479	0.29940119760479	0	3.89221556886228	1.79640718562874	0	0	0	0	0.598802395209581	21.8562874251497	1.19760479041916	0.29940119760479	0	0.598802395209581	0	0.898203592814371	0	0	0.29940119760479	0.598802395209581	0	0.29940119760479	0.29940119760479	0	0	0.29940119760479
16123	24906	"Molesme"	47.95722	4.37306	40	"AWI"	40	580	2758	1451	0.304878048780488	0	0.304878048780488	0.304878048780488	0	0	0	0	0.304878048780488	0.304878048780488	0	0	0	0	0	0	0	0	1.52439024390244	59.7560975609756	0	0	0	0	0	6.09756097560976	0	0.304878048780488	0	0.609756097560976	0	0.304878048780488	0	0.304878048780488	0	0	1.21951219512195	0	0	0	0	0	0.609756097560976	24.0853658536585	0.914634146341463	0	0	0.304878048780488	0.304878048780488	1.52439024390244	0	0	0	0	0	0.304878048780488	0.304878048780488	0	0	0
16123	24906	"Molesme"	47.95722	4.37306	45	"AWI"	45	740	2918	1656	0.706713780918728	0	5.30035335689046	0.706713780918728	0	0	1.06007067137809	0	0.353356890459364	0.353356890459364	0	0	0	0	0.353356890459364	0	0	0	6.00706713780919	44.8763250883392	0	0	0	0	0	9.18727915194346	0.353356890459364	0.706713780918728	0	0.706713780918728	0	0	0	0.353356890459364	0	0	2.12014134275618	2.47349823321555	0	0	0	0	0	19.434628975265	0	0.353356890459364	0	0	0	3.53356890459364	0	0	0	0	0	0.706713780918728	0	0	0.353356890459364	0
