"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
3265	45381	"Lake Maardu"	59.43333	25	84	"AWI"	84	1888	2665	2227	0	230	1	5	9	0	0	435	1	0	0	0	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	53.5	218	0	0	0	0	0	19	0	0	0	2	0	3	0	0	0	0	2	9	0	12	0	0
3265	45381	"Lake Maardu"	59.43333	25	88	"AWI"	88	1972	2877	2454	0	221	3	3	21	0	0	452	0	0	0	0	0	0	0	31	0	20	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	3	49.5	175	0	0	0	0	0	27	0	0	0	0	0	14	0	0	0	0	2	1	0	16	0	0
3265	45381	"Lake Maardu"	59.43333	25	91	"AWI"	91	2106	3058	2615	0	229	1	5	11	0	0	484	0	0	0	0	0	0	0	42	0	37	0	0	0	0	1	1	9	0	0	5	0	0	0	0	0	0	1	68	180	0	0	0	2	2	36	0	0	0	0	0	12	0	0	0	0	3	4	0	11	0	0
3265	45381	"Lake Maardu"	59.43333	25	94	"AWI"	94	2404	3091	2759	0	201	2	0	14	0	0	498	1	0	0	0	0	0	0	36	0	22	0	0	0	0	1	0	4	0	0	6	0	0	0	0	0	0	3	49	148	0	0	0	0	0	24	0	0	0	0	0	19	0	0	0	0	1	7	0	7	2	0
3265	45381	"Lake Maardu"	59.43333	25	97	"AWI"	97	2674	3143	2906	0	242	1	1	15	0	0	455	0	0	0	0	0	0	0	26	0	30	0	0	0	0	1	0	5	0	0	5	0	0	0	0	0	0	7	62.5	137.5	0	0	0	0	0	27	0	0	0	1	0	13	0	0	0	0	1	7	0	13	0	0
3265	45381	"Lake Maardu"	59.43333	25	101	"AWI"	101	2889	3289	3081	0	354	1	1	10	0	0	352	0	0	0	0	0	0	0	46	0	13	0	0	0	0	0	1	18	0	1	1	0	1	0	0	0	0	1	62	163	0	0	0	1	1	46	0	0	0	0	0	13	0	0	0	0	0	7	0	10	0	0
3265	45381	"Lake Maardu"	59.43333	25	104	"AWI"	104	2942	3357	3143	0	346	0	2	7	0	0	422	0	0	0	0	0	0	0	34	0	8	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	5	55.5	80	0	0	0	0	0	35	0	0	0	0	0	3	0	0	0	0	1	16	0	8	0	0
3265	45381	"Lake Maardu"	59.43333	25	106	"AWI"	106	2968	3441	3180	1	371	2	1	6	0	0	301	0	0	0	0	0	0	0	50	0	19	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	1	64	149	0	0	0	1	1	41	0	0	0	0	0	6	0	0	0	0	0	8	0	15	0	0
3265	45381	"Lake Maardu"	59.43333	25	109	"AWI"	109	2994	3604	3234	0	343	1	1	10	0	0	365	0	0	0	0	0	0	0	59	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	40	89	0	0	0	1	0	61	0	0	0	0	0	4	0	0	0	0	0	10	0	20	1	1
3265	45381	"Lake Maardu"	59.43333	25	111	"AWI"	111	3026	3675	3273	1	351	0	2	10	0	0	279	0	0	0	0	0	0	0	70	0	7	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	4	69	160	0	0	0	2	0	60	0	1	0	2	0	2	0	0	0	0	0	8	0	19	0	0
3265	45381	"Lake Maardu"	59.43333	25	114	"AWI"	114	3070	3739	3339	0	323	1	1	3	0	0	340	0	0	0	0	0	0	0	58	0	13	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	2	46.5	116	0	0	0	0	0	71	0	0	0	1	0	3	0	0	0	0	0	13	0	18	0	0
3265	45381	"Lake Maardu"	59.43333	25	118	"AWI"	118	3107	3865	3423	0	344	0	1	5	0	0	342	0	0	0	0	0	0	0	45	0	9	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	50	108	0	0	0	0	0	57	0	0	0	0	0	6	0	0	0	0	2	11	0	17	0	0
3265	45381	"Lake Maardu"	59.43333	25	121	"AWI"	121	3146	3962	3482	0	289	1	1	4	0	0	407	0	0	0	0	0	0	0	60	0	10	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	2	71	151	0	0	0	0	0	65	0	0	0	0	0	10	0	0	0	0	0	12	0	10	0	0
3265	45381	"Lake Maardu"	59.43333	25	126	"AWI"	126	3220	4041	3589	0	287	0	0	5	0	0	335	0	0	0	0	0	0	0	52	0	7	0	0	0	0	0	1	14	0	0	1	0	0	0	0	0	0	2	77	145	0	0	0	0	0	62	0	0	0	0	0	10	0	0	0	0	0	10	0	11	0	0
3265	45381	"Lake Maardu"	59.43333	25	130	"AWI"	130	3259	4174	3674	2	311	0	0	10	0	0	297	0	0	0	0	0	0	0	54	0	7	0	0	0	0	2	0	11	0	0	2	0	0	0	0	0	0	0	115	145	0	0	0	0	0	54	0	0	0	0	0	12	0	0	0	0	0	10	0	21	0	0
3265	45381	"Lake Maardu"	59.43333	25	137	"AWI"	137	3383	4298	3826	0	327	1	0	1	0	0	344	0	0	0	0	0	0	0	59	0	8	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	5	82	66	0	0	0	0	0	62	0	0	0	0	0	6	0	0	0	0	0	15	0	17	2	1
3265	45381	"Lake Maardu"	59.43333	25	140	"AWI"	140	3415	4382	3892	0	328	0	2	4	0	0	274	0	0	0	0	0	0	0	70	0	16	0	0	0	0	0	0	31	0	0	7	0	0	0	0	0	0	0	160	142	0	0	0	0	0	55	0	0	0	0	0	8	0	0	0	0	0	11	0	28	0	0
3265	45381	"Lake Maardu"	59.43333	25	147	"AWI"	147	3552	4501	4036	0	280	0	1	0	0	0	272	0	0	0	0	0	0	0	70	0	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	159	101.5	0	0	0	1	0	51	0	0	0	0	0	2	0	0	0	0	0	14	0	33	0	0
3265	45381	"Lake Maardu"	59.43333	25	150	"AWI"	150	3594	4580	4094	0	323	0	1	3	0	0	241	0	0	0	0	0	0	0	46	0	14	0	0	0	0	0	0	28	0	0	5	0	0	0	0	0	0	0	164	150	0	0	0	1	0	70	0	0	0	0	0	8	0	0	0	0	0	12	0	41	0	0
3265	45381	"Lake Maardu"	59.43333	25	157	"AWI"	157	3760	4671	4245	0	332	0	2	3	0	0	233	1	0	0	0	0	0	0	84	0	10	0	0	0	0	0	0	32	0	0	3	0	0	0	0	0	0	0	107	100	0	0	0	0	0	57	0	0	0	1	0	3	0	0	0	0	0	19	0	33	0	0
3265	45381	"Lake Maardu"	59.43333	25	160	"AWI"	160	3813	4738	4309	0	315	0	1	6	0	0	235	0	0	0	0	0	0	0	73	0	4	0	0	0	0	2	0	41	0	0	1	0	0	0	0	0	0	1	89	141	0	0	0	0	0	72	0	0	0	1	0	2	0	0	0	0	0	24	0	35	0	0
3265	45381	"Lake Maardu"	59.43333	25	167	"AWI"	167	3992	4822	4458	0	299	0	2	2	0	0	278	0	0	0	0	0	0	0	90	0	10	0	0	0	0	1	0	30	0	0	2	0	0	0	0	0	0	0	69	108	0	0	0	0	0	81	0	0	0	0	0	2	0	0	0	0	0	17	0	29	0	0
3265	45381	"Lake Maardu"	59.43333	25	170	"AWI"	170	4043	4888	4523	2	360	2	0	5	0	0	234	0	0	0	0	0	0	0	75	0	13	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	111	174	0	0	0	1	0	86	0	0	0	1	0	7	0	0	0	0	0	20	0	31	0	0
3265	45381	"Lake Maardu"	59.43333	25	177	"AWI"	177	4240	4979	4656	2	356	0	3	2	0	0	236	0	0	0	0	0	0	0	111	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	1	85.5	104	0	0	0	0	0	67	0	0	0	0	0	2	0	0	0	0	0	30	0	49	0	0
3265	45381	"Lake Maardu"	59.43333	25	180	"AWI"	180	4292	5037	4720	1	474	0	0	3	0	0	195	0	0	0	0	0	0	1	149	0	20	0	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	56	126	0	0	0	1	0	65	0	0	0	0	0	6	0	0	0	0	1	22	0	35	0	0
3265	45381	"Lake Maardu"	59.43333	25	187	"AWI"	187	4576	5152	4841	3	396	0	1	2	0	0	229	0	0	0	0	0	0	0	115	0	8	0	0	0	0	1	0	14	0	0	3	0	0	0	0	0	0	0	47	82	0	0	0	1	0	39	0	0	0	0	0	8	0	0	0	0	0	25	0	36	0	1
3265	45381	"Lake Maardu"	59.43333	25	190	"AWI"	190	4648	5216	4898	1	429	4	1	3	0	0	218	0	0	0	0	0	0	0	138	0	11	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	52	111	0	0	0	1	0	56	0	0	0	0	0	7	0	0	0	0	0	21	0	50	0	0
3265	45381	"Lake Maardu"	59.43333	25	197	"AWI"	197	4758	5427	5040	0	359	0	0	3	0	0	193	0	0	0	0	0	0	0	104	0	2	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	1	53.5	91	0	0	0	0	0	50	0	0	0	2	0	3	0	0	0	0	0	44	0	85	0	0
3265	45381	"Lake Maardu"	59.43333	25	200	"AWI"	200	4782	5611	5097	0	465	2	1	2	0	0	210	1	0	0	0	0	0	1	152	0	11	0	0	0	0	0	0	39	0	0	2	0	0	0	0	0	0	0	70	92	0	0	0	1	0	29	0	0	0	0	0	4	0	0	2	0	0	58	0	126	0	0
3265	45381	"Lake Maardu"	59.43333	25	206	"AWI"	206	4886	5762	5239	1	350	0	0	0	0	0	227	0	0	0	0	0	0	0	105	0	10	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	38	66	0	0	0	0	0	35	0	0	0	0	0	4	0	0	0	0	0	53	0	102	0	0
3265	45381	"Lake Maardu"	59.43333	25	210	"AWI"	210	4925	5922	5321	0	377	0	0	3	0	0	203	0	0	0	0	0	0	0	73	0	11	0	0	0	0	0	0	27	0	0	1	0	0	0	0	0	0	1	40	117	0	0	0	1	0	28	0	1	0	0	0	2	0	0	0	0	0	50	0	106	0	0
3265	45381	"Lake Maardu"	59.43333	25	216	"AWI"	216	5038	6080	5465	2	379	0	0	8	0	0	200	0	0	0	0	0	0	0	102	0	13	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	46	64	0	0	0	1	0	30	0	0	0	0	0	5	0	0	0	0	1	31	0	118	0	0
3265	45381	"Lake Maardu"	59.43333	25	220	"AWI"	220	5079	6225	5555	5	441	0	0	1	0	0	268	0	0	0	0	0	0	0	90	0	35	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	1	45	95	0	0	0	1	0	19	0	0	0	0	0	5	0	0	0	0	0	39	0	115	0	0
3265	45381	"Lake Maardu"	59.43333	25	226	"AWI"	226	5194	6364	5694	2	327	1	1	1	0	0	215	0	0	0	0	0	0	0	120	0	15	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	37	94	0	0	0	0	0	27	0	0	0	0	0	6	0	0	0	0	1	45	0	114	0	0
3265	45381	"Lake Maardu"	59.43333	25	230	"AWI"	230	5237	6511	5790	0	371	0	0	3	0	0	210	0	0	0	0	0	0	0	104	0	13	0	0	0	0	0	0	23	0	0	13	0	0	0	0	0	0	0	17	95	0	0	0	0	0	10	0	0	0	0	0	2	0	0	1	0	0	41	0	120	0	0
3265	45381	"Lake Maardu"	59.43333	25	235	"AWI"	235	5347	6607	5903	0	332	0	0	3	0	0	230	0	0	0	0	0	0	0	139	0	15	0	0	0	0	1	0	28	0	0	1	0	0	0	0	0	0	1	16	92.5	0	0	0	0	0	22	0	0	0	0	0	4	0	0	0	0	0	31	0	129	0	0
3265	45381	"Lake Maardu"	59.43333	25	240	"AWI"	240	5410	6744	6016	0	365	0	1	1	0	0	209	0	0	0	0	0	0	0	150	0	13	0	0	0	0	0	0	42	0	0	4	0	0	0	0	0	0	0	12	93	0	0	0	1	0	10	0	0	0	0	0	6	0	0	0	0	1	42	0	139	0	0
3265	45381	"Lake Maardu"	59.43333	25	245	"AWI"	245	5524	6832	6136	0	343	1	0	3	0	0	222	0	0	0	0	0	0	0	129	0	18	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	17	100	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	50	0	138	0	0
3265	45381	"Lake Maardu"	59.43333	25	250	"AWI"	250	5593	6987	6254	0	401	0	0	4	0	0	231	0	0	0	0	0	0	0	188	0	19	0	0	0	0	0	0	27	0	0	3	0	0	0	0	0	0	0	30	120	0	0	0	0	0	15	0	0	0	0	0	5	1	0	0	0	0	44	0	171	0	0
3265	45381	"Lake Maardu"	59.43333	25	260	"AWI"	260	5786	7216	6477	0	372	2	1	1	0	0	204	0	0	0	0	0	0	0	124	0	8	0	0	0	0	0	1	33	0	0	4	0	0	0	0	0	0	0	10	65	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	51	0	137	0	0
3265	45381	"Lake Maardu"	59.43333	25	270	"AWI"	270	6002	7414	6715	0	362	0	0	1	0	0	172	0	0	0	0	0	0	0	133	0	18	0	0	0	0	0	0	43	0	0	3	0	0	0	1	0	0	0	12	82	0	0	0	2	0	11	0	0	0	1	0	3	0	0	0	0	0	38	0	138	0	0
3265	45381	"Lake Maardu"	59.43333	25	280	"AWI"	280	6221	7617	6942	1	377	1	0	3	0	0	203	0	0	0	0	0	0	0	156	0	7	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	12	92	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	43	0	187	0	0
3265	45381	"Lake Maardu"	59.43333	25	290	"AWI"	290	6438	7823	7170	0	319	1	0	5	0	0	225	0	0	0	0	0	0	0	147	0	13	0	0	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	9	80	0	0	0	1	0	7	0	0	0	0	0	1	0	0	0	0	0	18	0	150	0	0
3265	45381	"Lake Maardu"	59.43333	25	300	"AWI"	300	6678	7990	7407	0	403	0	2	3	0	0	188	0	0	0	0	0	0	0	101	0	15	0	0	0	0	0	0	60	0	0	6	0	0	0	0	0	0	0	6	81	0	0	0	1	0	11	0	0	0	1	0	3	0	0	1	0	0	13	0	127	0	0
3265	45381	"Lake Maardu"	59.43333	25	310	"AWI"	310	6960	8145	7635	0	400	3	0	3	0	0	249	0	0	0	0	0	0	0	176	0	20	0	0	0	0	0	0	72	0	0	2	0	0	0	0	0	0	0	15	93	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	198	0	0
3265	45381	"Lake Maardu"	59.43333	25	320	"AWI"	320	7245	8289	7876	0	310	1	0	0	0	0	213	0	0	0	0	0	0	0	175	0	17	0	0	0	0	0	0	48	0	0	2	0	0	0	0	0	0	0	7	68	0	0	0	1	0	7	0	0	0	0	0	2	0	0	0	0	0	6	0	154	0	0
3265	45381	"Lake Maardu"	59.43333	25	330	"AWI"	330	7538	8422	8096	1	289	0	0	3	0	0	209	0	0	0	0	0	0	0	189	0	11	0	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	4	85	0	0	0	3	0	5	0	0	0	0	0	2	0	0	0	0	0	18	0	188	0	0
3265	45381	"Lake Maardu"	59.43333	25	341	"AWI"	341	7978	8543	8337	0	410	0	0	4	0	0	240	0	0	0	0	0	0	0	186	0	36	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	1	135	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	202	0	0
3265	45381	"Lake Maardu"	59.43333	25	350	"AWI"	350	8114	8737	8479	0	304	1	1	1	0	0	215	0	0	0	0	0	0	0	220	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	78	0	0	0	1	0	4	0	0	0	1	0	1	1	0	0	0	0	2	0	173	0	0
3265	45381	"Lake Maardu"	59.43333	25	359	"AWI"	359	8228	8932	8588	1	388	0	0	1	0	0	264	0	0	0	0	0	0	0	149	0	23	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	119	0	0	0	1	0	2	0	0	0	1	0	3	0	0	0	0	0	4	0	214	0	0
3265	45381	"Lake Maardu"	59.43333	25	371	"AWI"	371	8348	9159	8740	1	334	0	0	2	0	0	370	0	0	0	0	0	0	0	132	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	152	0	0	0	1	0	8	0	0	0	0	0	4	0	0	0	0	0	4	0	166	0	0
3265	45381	"Lake Maardu"	59.43333	25	380	"AWI"	380	8445	9324	8858	0	280	0	0	1	0	0	371	0	0	0	0	0	0	0	69	0	38	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	119	0	0	0	4	0	3	0	0	0	1	0	4	0	0	0	0	0	1	0	170	0	0
3265	45381	"Lake Maardu"	59.43333	25	389	"AWI"	389	8560	9472	8973	0	337	0	1	1	0	0	345	0	0	0	0	0	0	0	64	0	21	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	132	0	0	0	2	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	110	0	0
3265	45381	"Lake Maardu"	59.43333	25	401	"AWI"	401	8696	9637	9139	1	367	0	0	5	0	0	352	0	0	0	0	0	0	0	86	0	30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	153	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	142	0	0
3265	45381	"Lake Maardu"	59.43333	25	410	"AWI"	410	8797	9786	9263	0	422	2	0	3	0	0	360	0	0	0	0	0	0	0	81	0	17	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	95	0	0	0	3	0	3	0	0	0	2	0	4	0	0	0	0	0	2	0	147	0	0
3265	45381	"Lake Maardu"	59.43333	25	419	"AWI"	419	8907	9926	9387	0	400	0	0	3	0	0	298	0	0	0	0	0	0	0	95	0	28	0	0	0	0	0	0	1	0	0	2	0	0	1	7	0	0	0	3	84	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	0	0	1	0	102	0	0
