"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	65	"AWI"	65	452	1467	968	0	0	57	0	0	0	1	0	24	1	0	9	1	0	0	36	0	0	2	13	0	50	0	8	0	21	0	0	2	0	0	0	0	0	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	70	"AWI"	70	536	1503	1051	0	0	51	1	0	0	0	0	13	0	0	15	5	0	0	24	1	0	0	8	1	62	1	8	0	31	0	0	4	1	0	0	0	0	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	75	"AWI"	75	607	1553	1139	1	0	44	0	0	0	0	0	14	0	0	9	2	0	0	34	0	0	0	14	0	66	1	6	0	24	0	0	0	0	0	0	0	2	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	80	"AWI"	80	660	1637	1223	1	0	53	0	0	0	0	0	31	1	0	15	2	0	0	32	2	0	0	9	1	51	0	0	0	19	0	0	2	1	0	0	0	1	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	85	"AWI"	85	847	1668	1287	0	0	50	0	0	0	0	0	16	0	0	11	0	0	0	19	0	0	0	17	1	50	0	5	0	24	0	0	2	0	0	0	0	2	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	90	"AWI"	90	1002	1699	1356	1	0	54	0	0	0	1	0	24	0	0	4	2	0	0	30	1	0	0	17	0	55	1	0	0	13	0	0	0	1	0	0	0	1	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	95	"AWI"	95	1133	1748	1432	0	0	57	0	0	0	2	0	35	0	0	18	2	0	0	28	2	0	0	13	0	48	2	5	0	21	0	0	4	0	0	0	0	0	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	100	"AWI"	100	1214	1818	1514	0	0	61	0	0	0	1	0	31	0	0	16	2	0	0	18	2	0	0	9	0	55	2	11	0	20	0	0	2	1	0	0	0	1	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	105	"AWI"	105	1312	1854	1571	0	0	63	0	0	0	3	0	30	0	0	34	1	0	5	24	3	0	0	9	0	45	2	8	0	25	0	0	1	0	0	0	0	0	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	110	"AWI"	110	1366	1906	1631	0	0	55	0	0	0	2	0	20	0	0	24	0	0	0	25	3	0	0	13	0	59	1	0	0	25	0	1	0	1	0	0	0	0	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	115	"AWI"	115	1399	1987	1689	1	0	44	0	0	0	2	0	39	0	0	14	0	0	0	25	1	0	0	15	0	50	3	0	0	26	0	0	1	1	0	0	0	0	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	120	"AWI"	120	1425	2099	1744	2	0	53	0	0	0	0	0	34	0	0	11	4	0	0	26	1	1	0	8	0	59	1	11	0	18	0	0	3	0	0	0	1	1	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	125	"AWI"	125	1490	2135	1799	0	0	58	0	0	0	1	0	25	0	0	22	2	0	0	38	0	0	0	5	0	59	2	3	0	24	0	0	3	0	0	0	0	0	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	130	"AWI"	130	1541	2183	1856	1	0	58	0	0	0	4	0	27	0	0	11	1	0	0	11	0	0	0	7	0	67	4	0	0	28	0	0	3	0	0	0	0	0	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	135	"AWI"	135	1575	2246	1914	0	0	48	1	0	0	2	0	38	0	0	16	1	0	0	21	4	0	0	8	0	58	2	9	0	27	0	0	2	0	1	0	0	0	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	140	"AWI"	140	1608	2331	1966	0	0	53	1	0	0	5	0	44	0	0	12	3	0	0	22	4	0	0	7	0	60	1	0	0	14	0	0	2	2	0	0	0	1	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	145	"AWI"	145	1713	2360	2019	0	0	64	1	0	0	1	0	36	0	0	13	3	0	0	17	4	0	0	2	0	56	1	14	0	19	0	0	3	0	0	0	0	0	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	150	"AWI"	150	1790	2395	2074	0	0	63	0	0	0	2	0	36	0	0	15	1	0	0	21	0	0	0	2	0	57	1	0	0	19	0	0	3	0	0	0	0	1	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	155	"AWI"	155	1841	2449	2129	0	0	69	2	0	0	2	0	26	0	0	11	0	0	0	14	4	0	0	13	0	58	3	0	0	16	0	0	1	0	0	0	0	1	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	160	"AWI"	160	1884	2522	2181	0	0	50	0	0	0	4	0	36	0	0	18	4	0	0	15	0	0	0	2	0	68	3	0	0	20	0	0	0	2	0	0	0	1	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	165	"AWI"	165	1942	2560	2221	0	0	63	1	0	0	4	0	44	0	0	18	4	0	0	14	2	0	0	2	3	55	1	0	0	25	0	0	2	0	0	0	0	1	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	170	"AWI"	170	1976	2609	2268	0	0	58	0	0	0	3	0	32	0	0	10	3	0	0	15	4	0	0	3	0	53	2	0	0	30	0	0	3	0	0	0	0	2	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	175	"AWI"	175	2002	2669	2317	0	0	54	2	0	0	1	0	34	0	0	27	2	0	0	19	2	0	0	5	0	53	0	0	0	27	0	0	2	1	0	0	0	2	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	180	"AWI"	180	2027	2749	2359	0	0	61	1	0	0	0	0	26	0	0	22	3	0	0	12	3	0	0	3	0	54	0	0	0	32	0	0	0	0	0	0	0	2	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	185	"AWI"	185	2071	2785	2403	0	0	61	0	0	0	4	0	37	0	0	29	3	0	0	8	5	0	0	4	0	41	2	0	0	38	0	0	1	0	1	0	0	6	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	190	"AWI"	190	2104	2827	2444	0	0	51	0	0	0	4	0	36	0	1	30	1	0	0	13	1	0	0	3	0	56	1	0	0	35	0	0	1	0	0	0	0	2	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	195	"AWI"	195	2127	2888	2483	0	0	66	0	0	0	3	0	22	0	0	30	1	0	0	6	4	0	0	10	0	57	0	0	0	28	0	0	3	1	0	0	0	5	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	200	"AWI"	200	2152	2961	2521	0	0	61	2	0	0	1	0	33	0	0	31	1	0	0	11	5	0	0	9	1	47	0	4	0	27	0	0	1	0	0	0	1	2	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	205	"AWI"	205	2191	2994	2559	1	0	68	0	0	0	1	0	27	0	0	31	1	0	0	7	2	0	0	5	0	53	0	0	0	36	0	0	1	1	0	0	0	2	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	210	"AWI"	210	2225	3046	2600	1	0	68	0	0	1	1	0	22	0	0	32	3	0	0	5	5	0	0	3	0	60	2	0	0	31	0	0	3	0	0	0	0	4	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	215	"AWI"	215	2254	3093	2641	0	0	62	0	0	0	3	0	35	0	0	36	3	0	0	4	5	0	0	4	1	52	0	0	0	31	0	0	1	0	0	0	0	5	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	220	"AWI"	220	2276	3155	2679	0	0	78	0	0	0	2	0	36	0	0	60	1	1	0	3	5	0	0	2	1	39	3	0	0	30	0	0	1	0	0	0	0	7	0	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	225	"AWI"	225	2319	3187	2721	0	0	58	1	0	0	1	0	26	0	0	47	3	0	0	9	5	0	0	6	1	60	1	0	0	33	0	0	2	0	0	0	1	5	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	230	"AWI"	230	2352	3237	2765	1	0	64	1	0	0	5	0	33	0	0	32	4	0	0	7	6	0	0	3	0	48	2	0	0	34	0	0	2	0	0	0	0	3	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	235	"AWI"	235	2379	3295	2806	0	0	71	0	0	0	2	0	33	0	0	48	2	0	0	2	4	0	0	4	0	48	1	0	0	31	0	0	0	0	0	0	0	1	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	240	"AWI"	240	2398	3355	2848	2	0	65	0	0	0	1	0	29	0	0	38	3	0	0	4	7	0	0	8	0	55	0	0	0	24	0	0	0	0	0	0	0	3	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	245	"AWI"	245	2445	3390	2888	0	0	53	0	0	0	0	0	42	0	0	20	4	0	0	4	2	0	0	6	0	64	0	0	0	27	0	0	0	1	0	0	0	4	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	250	"AWI"	250	2481	3422	2930	1	0	68	0	0	0	2	0	34	0	0	33	3	0	0	5	6	0	0	2	0	47	0	0	0	30	0	0	0	0	0	0	0	1	8	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	255	"AWI"	255	2514	3468	2968	1	0	70	0	0	1	5	0	36	0	0	26	4	0	0	2	3	0	0	8	2	44	1	0	0	32	0	0	0	0	0	0	0	2	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	260	"AWI"	260	2539	3522	3009	0	0	78	0	0	0	3	0	24	0	0	27	4	0	0	3	1	0	0	4	0	50	0	0	0	33	0	0	0	0	0	0	0	3	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	265	"AWI"	265	2592	3556	3048	0	0	67	0	0	0	0	0	35	0	0	39	3	0	0	4	3	0	0	5	0	41	3	0	0	42	0	0	2	0	0	0	0	1	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	270	"AWI"	270	2635	3591	3088	0	0	61	0	0	0	2	0	31	0	0	26	1	0	0	5	1	0	0	3	0	61	1	0	0	34	0	0	0	0	0	0	0	1	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	275	"AWI"	275	2665	3643	3131	0	0	61	0	0	0	1	0	40	0	0	36	2	0	0	3	3	0	0	6	0	53	0	0	0	27	0	0	0	0	0	0	0	4	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	280	"AWI"	280	2695	3697	3173	1	0	56	0	0	0	0	0	29	0	0	29	2	0	0	3	2	0	0	5	0	62	1	0	0	32	0	0	0	0	0	0	0	5	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	285	"AWI"	285	2745	3726	3211	0	0	76	0	0	0	2	0	30	0	0	36	1	0	0	6	2	0	0	3	0	46	0	0	0	29	0	0	2	0	0	0	1	7	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	290	"AWI"	290	2785	3758	3250	1	0	65	0	0	0	1	0	22	0	0	33	1	0	0	1	5	0	0	6	0	57	0	8	0	35	0	0	0	0	0	0	0	3	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	295	"AWI"	295	2813	3800	3291	0	0	64	0	0	0	4	0	31	0	0	36	5	0	0	1	3	0	0	4	0	41	0	8	0	46	0	0	2	0	0	0	0	5	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	300	"AWI"	300	2847	3853	3334	0	0	71	1	0	0	1	0	38	0	0	35	3	0	0	2	9	0	0	2	1	35	1	0	0	36	0	0	1	0	0	0	0	3	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	305	"AWI"	305	2903	3887	3373	0	0	123	0	0	0	2	0	53	0	0	94	5	0	0	5	9	0	0	6	0	112	1	20	0	76	0	1	4	2	0	0	0	8	9	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	310	"AWI"	310	2943	3920	3411	0	0	69	0	0	0	4	0	25	0	0	52	1	0	0	1	5	0	0	1	1	45	0	0	0	42	0	0	3	0	0	0	0	2	10	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	315	"AWI"	315	2977	3954	3452	0	0	68	0	0	0	1	0	26	0	0	48	2	0	0	2	4	0	0	1	0	54	3	0	0	39	0	0	0	0	0	0	0	4	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	320	"AWI"	320	3009	4004	3495	0	0	67	0	0	0	0	0	22	0	0	36	1	0	0	2	6	0	0	2	2	55	1	0	0	40	0	0	1	0	0	0	0	4	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	325	"AWI"	325	3076	4036	3532	1	0	50	0	0	0	0	0	28	0	0	50	2	0	0	4	7	0	0	1	0	58	0	0	0	44	0	0	2	0	0	0	0	2	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	330	"AWI"	330	3127	4073	3573	0	0	54	0	0	0	1	0	40	0	0	38	1	0	0	1	3	0	0	0	1	52	0	0	0	46	0	0	1	0	0	0	0	4	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	335	"AWI"	335	3169	4111	3616	0	0	57	0	0	0	1	0	22	0	0	55	2	0	0	0	5	0	0	1	2	57	1	0	0	51	0	0	1	0	0	0	0	4	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	340	"AWI"	340	3200	4165	3656	0	0	63	1	0	0	0	0	22	0	0	36	2	0	0	1	2	0	0	1	1	59	0	6	0	39	0	0	0	1	0	0	0	6	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	345	"AWI"	345	3270	4190	3693	0	0	65	0	0	0	0	0	29	0	0	39	2	0	0	2	7	0	0	1	0	50	1	0	0	46	0	0	0	0	0	0	0	1	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	350	"AWI"	350	3325	4223	3728	0	0	78	0	0	0	1	0	25	0	0	48	1	0	0	1	3	0	0	1	1	48	0	0	0	37	0	0	1	0	0	0	0	5	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	355	"AWI"	355	3372	4260	3767	0	0	76	0	0	0	2	0	29	0	0	71	1	0	0	0	5	0	0	1	3	43	0	0	0	37	0	0	1	2	0	0	0	4	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	360	"AWI"	360	3404	4313	3807	0	0	55	0	0	0	0	0	31	0	0	45	3	0	0	4	7	0	0	0	1	57	0	0	0	37	0	0	0	0	0	0	0	7	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	365	"AWI"	365	3485	4334	3841	0	0	133	0	0	0	3	0	62	0	0	116	7	0	0	1	19	0	0	1	3	132	1	0	0	52	0	0	0	0	0	0	0	9	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	370	"AWI"	370	3552	4365	3879	0	0	61	0	0	0	0	0	32	0	0	66	1	0	0	1	4	0	0	0	1	56	2	0	0	37	0	0	0	0	0	0	0	7	1	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	375	"AWI"	375	3601	4392	3916	0	0	61	0	0	0	0	0	32	0	0	70	6	0	0	0	4	0	0	0	2	54	0	0	0	42	0	0	2	0	0	0	0	3	4	1	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	380	"AWI"	380	3639	4436	3956	0	0	70	0	0	0	0	0	34	0	0	61	1	0	0	1	4	0	0	0	0	57	0	0	0	32	0	0	1	0	0	0	0	5	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	385	"AWI"	385	3709	4512	4034	0	0	63	1	0	0	1	0	40	0	0	75	3	0	0	3	6	0	0	0	1	51	0	0	0	27	0	0	1	2	0	0	0	2	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	390	"AWI"	390	3754	4610	4116	0	0	80	0	0	0	4	0	24	0	0	53	3	0	0	1	3	0	0	1	0	57	1	0	0	32	0	0	0	0	0	0	0	4	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	395	"AWI"	395	3791	4745	4188	0	0	56	0	0	0	1	0	22	0	0	49	1	0	0	1	12	0	0	0	1	56	0	0	0	45	0	0	0	0	0	0	0	3	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	400	"AWI"	400	3816	4900	4262	0	0	62	0	0	0	1	0	32	0	0	44	2	0	0	3	6	0	0	0	1	52	0	0	0	37	0	0	1	0	0	0	0	3	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	405	"AWI"	405	3904	4955	4343	0	0	63	0	0	0	0	0	24	0	0	30	1	0	0	0	2	0	0	0	0	62	0	0	0	39	0	0	1	0	0	0	0	3	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	410	"AWI"	410	3954	5012	4424	0	0	57	0	0	0	0	0	27	0	0	37	6	0	0	1	9	0	0	0	2	59	0	0	0	39	0	0	1	0	0	0	0	5	9	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	415	"AWI"	415	3994	5093	4510	0	0	61	1	0	0	0	0	32	0	0	36	1	0	0	0	6	0	0	0	0	59	0	0	0	36	0	0	1	0	0	0	0	3	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	420	"AWI"	420	4021	5199	4585	0	0	67	0	0	0	0	0	36	0	0	43	1	0	0	0	7	0	0	1	2	51	0	0	0	30	0	0	0	0	0	0	0	3	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	425	"AWI"	425	4122	5239	4661	0	0	49	0	0	0	0	0	36	0	0	32	2	0	0	3	8	0	0	0	0	54	2	0	0	41	0	0	2	0	0	0	0	3	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	430	"AWI"	430	4190	5289	4744	0	0	76	1	0	0	2	0	30	0	0	31	2	0	0	0	8	0	0	0	1	54	1	0	0	27	0	0	1	1	0	0	0	2	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	435	"AWI"	435	4239	5356	4824	0	0	72	0	0	0	3	0	37	0	0	39	3	0	0	0	4	0	0	0	1	46	0	0	0	34	0	0	0	0	0	0	0	2	5	1	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	440	"AWI"	440	4284	5460	4901	0	0	67	0	0	0	2	0	21	0	0	49	2	0	0	0	4	0	0	0	1	71	1	0	0	26	0	0	1	0	0	0	0	4	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	445	"AWI"	445	4388	5494	4981	0	0	60	0	0	0	3	0	25	0	0	53	3	0	0	1	4	0	0	0	1	78	2	0	0	34	0	0	1	2	0	0	0	3	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	450	"AWI"	450	4467	5540	5057	1	0	57	0	0	0	1	0	24	0	0	52	6	0	0	1	2	0	0	0	0	67	1	0	1	36	0	0	4	0	0	0	0	8	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	455	"AWI"	455	4533	5607	5139	0	0	62	0	0	0	3	0	28	0	0	47	3	0	0	0	4	0	0	0	0	65	2	0	0	38	0	0	1	0	0	0	0	9	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	460	"AWI"	460	4580	5694	5218	0	0	72	0	0	0	1	0	36	0	0	55	3	0	0	0	2	0	0	0	0	49	1	0	0	31	0	0	0	1	0	0	0	5	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	465	"AWI"	465	4707	5718	5291	0	0	69	0	0	0	2	0	30	0	0	60	1	0	0	0	2	0	0	0	0	65	0	0	0	26	0	0	0	1	0	0	0	8	4	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	470	"AWI"	470	4823	5758	5369	0	0	65	0	0	0	2	0	24	0	0	46	2	0	0	0	4	0	0	0	1	70	0	0	0	29	0	0	0	0	0	0	0	6	2	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	475	"AWI"	475	4899	5795	5447	0	0	60	0	0	0	0	0	31	0	0	55	1	0	0	0	3	0	0	0	0	72	0	0	0	24	0	0	0	0	0	0	0	4	6	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	480	"AWI"	480	4955	5860	5526	0	0	69	0	0	0	1	0	29	0	0	55	1	0	0	0	1	0	0	0	1	70	2	0	0	28	0	0	0	0	0	0	0	4	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	485	"AWI"	485	5157	5889	5587	0	0	60	0	0	0	1	0	23	0	0	67	2	0	0	0	4	0	0	0	0	65	1	0	0	36	0	1	0	0	0	0	0	5	7	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	490	"AWI"	490	5346	5932	5653	1	0	64	0	0	0	1	0	40	0	0	72	5	0	0	0	4	0	0	0	1	47	0	0	0	33	0	0	0	0	0	0	0	6	6	1	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	495	"AWI"	495	5488	5989	5726	0	0	62	0	0	0	3	0	28	0	0	54	3	0	0	0	5	0	0	0	1	70	0	0	0	26	0	0	0	0	0	0	0	6	3	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	500	"AWI"	500	5566	6086	5806	0	0	60	0	0	0	2	0	30	0	0	41	1	0	0	0	4	0	0	0	0	65	0	0	0	30	0	0	0	0	0	0	0	5	8	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	505	"AWI"	505	5637	6194	5884	0	0	55	0	0	0	2	0	42	0	0	53	1	0	0	0	4	0	0	0	0	67	0	0	0	22	0	0	1	1	0	0	0	1	8	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	510	"AWI"	510	5671	6379	5956	0	0	22	0	0	0	0	0	17	0	0	29	0	0	0	0	0	0	0	0	2	40	0	0	0	15	0	0	0	0	0	0	0	1	5	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	515	"AWI"	515	5694	6594	6023	0	0	54	0	0	0	0	0	39	0	0	45	0	0	0	0	5	0	0	0	1	60	0	0	0	29	0	0	0	0	0	0	0	7	6	1	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	520	"AWI"	520	5717	6828	6088	0	0	54	0	0	0	2	0	34	0	0	56	0	0	0	0	3	0	0	0	1	66	0	0	0	26	0	0	0	0	0	0	0	7	10	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	525	"AWI"	525	5782	6910	6172	0	0	54	0	0	0	0	0	34	0	0	49	1	0	0	0	3	0	0	0	1	65	0	0	0	20	0	0	1	1	0	0	0	4	18	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	530	"AWI"	530	5827	7004	6253	2	0	49	0	0	0	1	0	41	0	0	36	0	0	0	0	2	0	0	0	1	63	1	0	0	28	0	0	0	0	0	0	0	4	13	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	535	"AWI"	535	5861	7130	6332	0	0	48	0	0	0	1	0	33	0	0	37	1	0	0	1	8	0	0	0	0	75	1	0	0	25	0	0	0	0	0	0	1	3	9	0	0
14558	22824	"Ahlbecker Seegrund"	53.65556	14.22083	540	"AWI"	540	5892	7294	6408	0	0	51	0	0	1	0	0	32	0	0	31	1	0	0	0	8	0	0	0	1	66	0	0	0	29	0	0	0	0	0	0	0	3	11	0	0
