"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16136	24933	"Grozon"	46.89056	5.70028	120	"AWI"	120	1063	1277	1187	0	0	6.04395604395604	1.37362637362637	0.549450549450549	0	0	0	0	2.47252747252747	0	0	0	1.64835164835165	0.824175824175824	0	0.274725274725275	8.24175824175824	5.21978021978022	0.274725274725275	0	0	8.24175824175824	0.274725274725275	0	0	0	0	1.37362637362637	0	2.47252747252747	0	0	0	1.64835164835165	0	0	0.824175824175824	4.3956043956044	0	39.8351648351648	0	0	0	0.824175824175824	1.0989010989011	7.69230769230769	0	0	0	3.2967032967033	0.274725274725275	0	0.274725274725275	0	0	0	0	0.274725274725275	0.274725274725275
16136	24933	"Grozon"	46.89056	5.70028	135	"AWI"	135	1101	1377	1248	0	0	2.94117647058824	9.55882352941176	2.20588235294118	0	0	0	0	3.67647058823529	0	0	0	0	0	0	0	8.08823529411765	14.7058823529412	0	0	0	0	0	8.08823529411765	0	0	0	0.735294117647059	0	0.735294117647059	0	0	0	2.94117647058824	0	0	2.20588235294118	9.55882352941176	0	0	0	0	0	0.735294117647059	0.735294117647059	5.14705882352941	0	0	0	25.7352941176471	2.20588235294118	0	0	0	0	0	0	0	0
16136	24933	"Grozon"	46.89056	5.70028	205	"AWI"	205	1245	1870	1510	1.62162162162162	0	9.72972972972973	3.78378378378378	0.540540540540541	0	0	0	0.540540540540541	1.62162162162162	0	0	0	0	0	0.540540540540541	0	16.2162162162162	4.32432432432432	0	1.08108108108108	0	17.8378378378378	0	0	0	0	0.540540540540541	0.540540540540541	0	1.08108108108108	0	0	0.540540540540541	5.94594594594595	0	0	1.08108108108108	11.3513513513514	0	0	0	0	0	3.24324324324324	5.94594594594595	7.02702702702703	0	0	0	4.32432432432432	0	0.540540540540541	0	0	0	0	0	0	0
16136	24933	"Grozon"	46.89056	5.70028	220	"AWI"	220	1276	1922	1576	0	0	11.4478114478114	1.01010101010101	1.34680134680135	0	0	0	0.336700336700337	2.35690235690236	0	0	0	0	0	0	0	11.1111111111111	2.02020202020202	0	0	0	6.06060606060606	0	0	0	0	0	1.68350168350168	0	1.01010101010101	0	0	0	4.04040404040404	0	0	0	35.6902356902357	0	0	0	0	0	0	2.02020202020202	5.05050505050505	0	0	0	14.1414141414141	0	0	0	0	0.336700336700337	0	0	0	0.336700336700337
16136	24933	"Grozon"	46.89056	5.70028	240	"AWI"	240	1305	2040	1657	0	0	18.8034188034188	7.26495726495727	0.427350427350427	0	0.427350427350427	0	0.427350427350427	0.854700854700855	0	0	0	0	0	0	0	15.3846153846154	4.27350427350427	0	0	0	3.84615384615385	0	1.70940170940171	0	0	0	0	0	0.854700854700855	0	0	0	5.55555555555556	0	0	0	22.2222222222222	0	0	0	0	0	0.854700854700855	5.12820512820513	6.83760683760684	0	0	0	2.56410256410256	0.427350427350427	0	0	0	0.427350427350427	0	0	0	1.70940170940171
16136	24933	"Grozon"	46.89056	5.70028	255	"AWI"	255	1392	2066	1717	0.606060606060606	0	19.3939393939394	3.63636363636364	0	0	0.606060606060606	0	0.606060606060606	1.81818181818182	0	0	0	0	0.606060606060606	0.606060606060606	0	16.969696969697	10.9090909090909	0	0	0	7.87878787878788	0	0.606060606060606	0	0	0.606060606060606	0.606060606060606	0	2.42424242424242	0	0	0	7.87878787878788	0	0	3.03030303030303	0	0	0	0	0	0.606060606060606	0.606060606060606	9.09090909090909	1.81818181818182	0.606060606060606	3.03030303030303	0.606060606060606	2.42424242424242	0	0	0	0	0	0	0	0.606060606060606	1.81818181818182
16136	24933	"Grozon"	46.89056	5.70028	280	"AWI"	280	1469	2117	1827	0.72992700729927	0	9.85401459854015	1.45985401459854	0	0.72992700729927	0	0	1.09489051094891	4.01459854014599	0	0	0	0	0	0.364963503649635	0	14.5985401459854	7.66423357664234	0.364963503649635	1.09489051094891	0	10.5839416058394	0	0.364963503649635	0	0	0.72992700729927	0	0.364963503649635	2.91970802919708	0	0	0	9.85401459854015	0	0	1.45985401459854	14.2335766423358	0	0	0	0	0	1.09489051094891	7.2992700729927	4.37956204379562	0	0	0.364963503649635	2.55474452554745	0.364963503649635	0	0	0	0	1.45985401459854	0	0	0
16136	24933	"Grozon"	46.89056	5.70028	300	"AWI"	300	1514	2196	1912	0.476190476190476	0	5.71428571428571	2.38095238095238	0	0	0.476190476190476	0	1.9047619047619	5.23809523809524	0	0	0	0	0	0	0	10	15.2380952380952	0.476190476190476	0	0	13.3333333333333	0	1.42857142857143	0	0.476190476190476	0	0.952380952380952	0	4.76190476190476	0	0	0	7.61904761904762	0	0	0.952380952380952	12.3809523809524	0	0	0	0	0	3.33333333333333	7.14285714285714	2.85714285714286	0	0	0	1.42857142857143	0	0	0.476190476190476	0	0	0.952380952380952	0	0	0
16136	24933	"Grozon"	46.89056	5.70028	310	"AWI"	310	1600	2206	1948	1.25	0.833333333333333	8.75	0.416666666666667	0.416666666666667	0	0	0	2.08333333333333	0.833333333333333	0	0	0	0	0	0	0	16.6666666666667	21.6666666666667	0	0	0	6.66666666666667	0	1.25	0	0	0	0	0.833333333333333	0.833333333333333	0	0	0	3.75	0	0.416666666666667	9.16666666666667	0	0	0	0	0	0	0.833333333333333	22.0833333333333	0	0	0	0	0.416666666666667	0	0	0	0	0	0.833333333333333	0	0	0
16136	24933	"Grozon"	46.89056	5.70028	370	"AWI"	370	1937	2327	2169	0	0	5.55555555555556	22.2222222222222	2.22222222222222	0	0	0	0	5.55555555555556	0	0	0	3.33333333333333	0	0	0	3.33333333333333	24.4444444444444	0	0	0	5.55555555555556	0	0	0	0	0	1.11111111111111	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0	0	0	0	15.5555555555556	5.55555555555556	0	0	0	0	0	0	0	0	0	2.22222222222222	0	0	0
